Partition	Input_Domain	Language_A	Language_B	N_Input_Families	N_Common_DR_Informative	N_Both_D_Bearing	N_A_D_B_R	N_A_R_B_D	N_Both_R_No_D	N_Common_With_Mixed_Cell	Both_D_Over_Common	Both_D_Proportion	N_Excluded_Not_Common_Informative	Caution
sensitivity	all-reviewed-inputs	Telugu	Toda	365	95	0	40	0	55	31	0/95	0.0	270	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	all-reviewed-inputs	Telugu	Tulu	365	165	0	69	0	96	43	0/165	0.0	200	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	all-reviewed-inputs	Telugu	markodi	365	19	0	5	0	14	2	0/19	0.0	346	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	all-reviewed-inputs	Toda	Tulu	365	91	0	0	0	91	0	0/91	0.0	274	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	all-reviewed-inputs	Toda	markodi	365	12	0	0	0	12	0	0/12	0.0	353	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	all-reviewed-inputs	Tulu	markodi	365	19	0	0	0	19	0	0/19	0.0	346	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Gadaba	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Gondi	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Kannada	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Kodagu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Kolami	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Konda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Kota	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Kui	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Kuwi	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Malayalam	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Manda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Pengo	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Tamil	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Telugu	11	3	0	0	1	2	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Toda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Badaga	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Gondi	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Kannada	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Kodagu	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Kolami	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Konda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Kota	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Kui	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Kuwi	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Malayalam	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Manda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Pengo	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Tamil	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Telugu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	Tulu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gadaba	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Kannada	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Kodagu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Kolami	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Konda	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Kota	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Kui	11	4	0	0	1	3	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Kuwi	11	5	0	0	1	4	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Malayalam	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Manda	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Pengo	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Tamil	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Telugu	11	5	0	0	1	4	1	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Gondi	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Kodagu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Kolami	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Konda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Kota	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Kui	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Kuwi	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Malayalam	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Manda	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Parji	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Pengo	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Tamil	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Telugu	11	5	0	0	1	4	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kannada	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Kolami	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Konda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Kota	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Kui	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Kuwi	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Malayalam	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Manda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Parji	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Pengo	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Tamil	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Telugu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	Tulu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kodagu	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Konda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Kota	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Kui	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Kuwi	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Malayalam	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Manda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Parji	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Pengo	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Tamil	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Telugu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	Tulu	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kolami	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Kota	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Kui	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Kuwi	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Malayalam	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Manda	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Pengo	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Tamil	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Telugu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Konda	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Kui	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Kuwi	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Malayalam	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Manda	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Pengo	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Tamil	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Telugu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Toda	11	2	0	0	0	2	0	0/2	0.0	9	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kota	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Kuwi	11	5	1	0	0	4	0	1/5	0.2	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Malayalam	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Manda	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Pengo	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Tamil	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Telugu	11	4	1	0	0	3	1	1/4	0.25	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kui	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Malayalam	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Manda	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Pengo	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Tamil	11	5	0	0	0	5	0	0/5	0.0	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Telugu	11	5	1	0	0	4	1	1/5	0.2	6	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Toda	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	Tulu	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Kuwi	markodi	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Manda	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Naiki	11	1	0	0	0	1	0	0/1	0.0	10	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Parji	11	3	0	0	0	3	0	0/3	0.0	8	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	long-apical-input	Malayalam	Pengo	11	4	0	0	0	4	0	0/4	0.0	7	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
