Entry_ID	Primary_Family_ID	Domain	Onset	C1_Identity	Quantity	Apical_Group	Apical_Structure	V1_Quality	Following_Vowel	Grammatical_Category	Domain_Following_Vowel	Domain_Apical_Group	Domain_V1_Quality	Telugu_Broad_Obligatory_Hypothesis	Raw_C1	Raw_C2	Raw_Quantity	Raw_V2	Raw_Structure	Input_Confidence
d707	d707	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	low-a	verb/noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	high
d708	d708	short-strong-or-mixed-structure	vowel-initial	Ø	short	alveolar	mixed/cluster/other	u	high-i	noun/verb	short-strong-or-mixed-structure / high-i	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ	short	i	singleton/strengthened by formation	medium
d710	d710	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	u	high-u	verb	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṟ	short	u	singleton	high
d711	d711	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	u	mixed/unknown-formative	verb/noun/adjective	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṟ	short	u/a	singleton	high
d712	d712	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	u	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṟ	short	u/a	singleton	high
d713	d713	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	u	high-u	verb/noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṟ	short	u	singleton	high
d718	d718	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic-or-alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic-or-alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ/r	short	u/a	singleton	medium
d719	d719	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṟ	short	u/a	singleton	medium
d721	d721	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/adjective/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a/i	singleton	high
d722	d722	short-strong-or-mixed-structure	vowel-initial	Ø	short	alveolar	mixed/cluster/other	u	low-a	adjective/noun	short-strong-or-mixed-structure / low-a	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ	short	a	singleton/strengthened-history-uncertain	medium
d723	d723	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	high
d2149	d2149	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	retroflex-approximant	singleton	o	mixed/unknown-formative	adjective/verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / o	outside narrow classical Telugu domain; no D prediction from that rule	k	ẓ	mixed by formation	u/unknown	singleton	high
d4711	d4711	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	rhotic	singleton	a	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	m	r	short	a	singleton	high
d5409	d5409	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	w	short	rhotic	singleton	mixed/uncertain-vowel	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	w	r	short	a	singleton	high
d1787	d1787	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	u	high-u	adjective/noun	short-C-initial-r-rhotics-retroflex-approximant / high-u	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / u	eligible; obligatory application predicts D	k	r	short	u	singleton	high
d4866	d4866	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	retroflex-approximant	singleton	i	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / i	eligible; obligatory application predicts D	m	ẓ	short	u/i	singleton	high
d4993	d4993	mixed-or-uncertain-quantity	consonant-initial	m	mixed/uncertain-quantity	retroflex-approximant	singleton	u	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / u	outside narrow classical Telugu domain; no D prediction from that rule	m	ẓ	mixed by formation	u/i/a	singleton	high
d1619	d1619	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	retroflex-approximant	singleton	i	mixed/unknown-formative	postposition/adjective/verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / i	outside narrow classical Telugu domain; no D prediction from that rule	k	ẓ	mixed by formation	zero/unknown	singleton	high
d3976	d3976	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	rhotic	singleton	a	high-u	noun	short-C-initial-r-rhotics-retroflex-approximant / high-u	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	p	r	short	u	singleton	high
d4005	d4005	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	retroflex-approximant	singleton	a	mixed/unknown-formative	noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	p	ẓ	short	zero/u	singleton	high
d5263	d5263	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	w	short	rhotic	singleton	a	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	w	r	short	a/i	singleton	high
d5295	d5295	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	w	short	retroflex-approximant	singleton	a	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	w	ẓ	short	i/a/zero	singleton	medium
d4555	d4555	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	retroflex-approximant	singleton	o	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / o	eligible; obligatory application predicts D	p	ẓ	short	a	singleton	medium
d910	d910	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	retroflex-approximant	singleton	e	mixed/unknown-formative	numeral	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ẓ	mixed by formation	u/zero	singleton	high
d1959	d1959	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	rhotic	singleton	e	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / e	eligible; obligatory application predicts D	k	r	short	unknown	singleton	medium
d1818	d1818	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	ẓ	short	i/a/u	singleton	high
d1859	d1859	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	k	short	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / alveolar	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	k	ṟ	short	a/u/zero	singleton	high
d2018	d2018	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	lateral	singleton	mixed/uncertain-vowel	low-a	noun/verb	mixed-or-uncertain-quantity / low-a	mixed-or-uncertain-quantity / lateral	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	ḷ	mixed by formation	a	singleton	high
d4411	d4411	mixed-or-uncertain-quantity	consonant-initial	p	mixed/uncertain-quantity	rhotic	singleton	e	mixed/unknown-formative	verb/adjective/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / e	outside narrow classical Telugu domain; no D prediction from that rule	p	r	mixed by formation	u/i/unknown	singleton	high
d3259	d3259	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	alveolar	singleton	mixed/uncertain-vowel	low-a	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / alveolar	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	t	ṟ	short	a	singleton	high
d4760	d4760	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	alveolar	singleton	a	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / alveolar	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	m	ṟ	short	a/u	singleton	high
d1574	d1574	short-C-initial-other-apical	consonant-initial	k	short	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	short-C-initial-other-apical / mixed/unknown-formative	short-C-initial-other-apical / lateral	short-C-initial-other-apical / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	l	short	a/i	singleton	high
d2146	d2146	mixed-or-uncertain-quantity	consonant-initial	k	mixed/uncertain-quantity	retroflex-approximant	singleton	o	mixed/unknown-formative	adjective/verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / o	outside narrow classical Telugu domain; no D prediction from that rule	k	ẓ	short and independently long grade	u/zero	singleton	high
d3246	d3246	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	i	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / i	eligible; obligatory application predicts D	t	r	short	i/u/a	singleton	high for matched high-vowel formations; medium for eastern low-a input
d2237	d2237	long-apical-input	consonant-initial	k	long	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/adjective	long-apical-input / mixed/unknown-formative	long-apical-input / lateral	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	l	long	zero/a/u	singleton	high
d2929	d2929	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	n	short	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	n	r	short	u/unknown	singleton	high for n-V-r; medium for exact vowels/formations
d2988	d2988	short-C-initial-other-apical	consonant-initial	ḍ	short	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-other-apical / mixed/unknown-formative	short-C-initial-other-apical / lateral	short-C-initial-other-apical / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	ḍ	l	short	zero/u	singleton	medium; regional reconstruction, deeper source unresolved
d3014	d3014	nonapical-or-uncertain-input	consonant-initial	t	short	nonapical-or-uncertain	singleton	a	high-u	verb/noun	nonapical-or-uncertain-input / high-u	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / a	outside narrow classical Telugu domain; no D prediction from that rule	t	nonapical	short	u	singleton	high
d2359	d2359	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	c/t	short	rhotic	singleton	a	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	c/t	r	short	a	singleton	high for segment order; medium for exact common suffix
d2628	d2628	mixed-or-uncertain-quantity	consonant-initial	c/s	mixed/uncertain-quantity	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	c/s	r	mixed, proto-quantity unresolved	e/unknown	singleton	medium for order; low for exact vowels/quantity
d3364	d3364	short-C-initial-other-apical	consonant-initial	t	short	lateral	singleton	u	high-u	verb/noun	short-C-initial-other-apical / high-u	short-C-initial-other-apical / lateral	short-C-initial-other-apical / u	outside narrow classical Telugu domain; no D prediction from that rule	t	ḷḷ	short	u	singleton	high
d4194	d4194	short-C-initial-other-apical	consonant-initial	p	short	mixed-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	short-C-initial-other-apical / mixed/unknown-formative	short-C-initial-other-apical / mixed-apical	short-C-initial-other-apical / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	p	ḷ / alternative r	short	i/a/unknown	singleton	high for lateral group; low for uniquely linking Telugu prēlu
d2698	d2698	uncertain-initial-order	mixed/uncertain-onset	c/zero	short	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	uncertain-initial-order / mixed/unknown-formative	uncertain-initial-order / retroflex-approximant	uncertain-initial-order / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	c/zero	ẓ	short	i/a	singleton	high for uẓ-al order; medium for exact Telugu trajectory
d3559	d3559	nonapical-or-uncertain-input	consonant-initial	t	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	t	l / earlier k...l	long contracted root versus distinct short formations	a/i	singleton	high
d3754	d3754	short-C-initial-other-apical	consonant-initial	n	short	lateral	singleton	mixed/uncertain-vowel	low-a	noun	short-C-initial-other-apical / low-a	short-C-initial-other-apical / lateral	short-C-initial-other-apical / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	n	l	short	a	singleton	high for order and formative family
d3949	d3949	mixed-or-uncertain-quantity	consonant-initial	p	mixed/uncertain-quantity	rhotic-or-alveolar	singleton	a	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic-or-alveolar	mixed-or-uncertain-quantity / a	outside narrow classical Telugu domain; no D prediction from that rule	p	r/ṟ	short and independent long grade	a/u	singleton	high for broad formations; medium for exact velar quantity
d3982	d3982	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	p	r	short	unknown	singleton	high for order; low for exact vowel reconstruction
d4418	d4418	short-C-initial-other-apical	consonant-initial	p	short	mixed-apical	singleton	e	mixed/unknown-formative	noun	short-C-initial-other-apical / mixed/unknown-formative	short-C-initial-other-apical / mixed-apical	short-C-initial-other-apical / e	outside narrow classical Telugu domain; no D prediction from that rule	p	ẓ/ṛ	short	e/a/unknown	singleton	high for regional order; medium for segment, low for exact V2
d4536	d4536	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	rhotic	singleton	o	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / o	eligible; obligatory application predicts D	p	r	short	unknown	singleton	medium for order; low for independently established V2
d4430	d4430	nonapical-or-uncertain-input	consonant-initial	p	long	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	p	ẓ/c	long independently established	u/zero	singleton	high for long input; low for Telugu added-r history
d4410	d4410	nonapical-or-uncertain-input	consonant-initial	p	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	p	c/d with final r	long produced by contraction in relevant southern forms	a/i	singleton	high for contraction family; low for eastern dental-initial history
d4750	d4750	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	retroflex-approximant	singleton	a	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	m	ẓ	short	u/a	singleton	high
d4761	d4761	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	alveolar	singleton	a	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / alveolar	short-C-initial-r-rhotics-retroflex-approximant / a	eligible; obligatory application predicts D	m	ṟ	short	i/u/a	singleton	high for root family; medium for exact Telugu formation
d4968	d4968	nonapical-or-uncertain-input	consonant-initial	m	short	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	secondary l/r, earlier c/y	short	a/o	singleton	high for broad order; medium for secondary-apical intermediate
d4976	d4976	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	rhotic	singleton	mixed/uncertain-vowel	low-a	noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	m	r	short	a	singleton	high for order and low-a formation; medium for root mid-vowel stage
d5082	d5082	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	m	short	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	m	ẓ	short	u / unknown	singleton	high for apical order; low for proposed exact low-a input
d5411	d5411	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	w	short	rhotic	singleton	i	mixed/unknown-formative	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / i	eligible; obligatory application predicts D	w	r	short	i/u/a	singleton	high for root; low for exact Telugu -il suffix
d5159	d5159	long-apical-input	mixed/uncertain-onset	y/zero	long	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	long-apical-input / mixed/unknown-formative	long-apical-input / alveolar	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	y/zero	ṟ/ṯ	long	u/zero	singleton	high
d5153	d5153	nonapical-or-uncertain-input	mixed/uncertain-onset	y/zero; compound n	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/adverb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	y/zero; compound n	ṇṭ; compound r	long bare root; compound first-member quantity unresolved	compound boundary	singleton	high for year; low for exact completed-year compound stages
d706	d706	short-vowel-initial-singleton-apical	vowel-initial	zero	short	alveolar	singleton	u	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	zero	ṟ	short	zero/unknown	singleton	high for apical set; low for Kui velar linkage
d709	d709	short-vowel-initial-singleton-apical	vowel-initial	zero	short	alveolar	singleton	u	high-i	verb	short-vowel-initial-singleton-apical / high-i	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	zero	ṟ	short	i	singleton	high for order/high-i core
d715	d715	short-vowel-initial-singleton-apical	vowel-initial	zero	short	alveolar	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	zero	ṟ	short	u/unknown	singleton	high for root order; medium for exact Kui formation
d811	d811	short-vowel-initial-singleton-apical	vowel-initial	zero	short	rhotic	singleton	e	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	zero	r	short	i/a/u	singleton	high for e-r core; low for Kui earlier vowel
d3986	d3986	short-C-initial-other-apical	consonant-initial	p	short	lateral	singleton	a	consonantal/no-vowel	noun	short-C-initial-other-apical / consonantal/no-vowel	short-C-initial-other-apical / lateral	short-C-initial-other-apical / a	outside narrow classical Telugu domain; no D prediction from that rule	p	l	short	zero	singleton	high
d1479	d1479	long-apical-input	consonant-initial	k	long	lateral	singleton	mixed/uncertain-vowel	consonantal/no-vowel	noun	long-apical-input / consonantal/no-vowel	long-apical-input / lateral	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	l	long	zero	singleton	high
d1906	d1906	long-apical-input	consonant-initial	k	long	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	long-apical-input / mixed/unknown-formative	long-apical-input / lateral	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	k	l	long	i/a	singleton	high for regional long root; deeper borrowing uncertain
d4039	d4039	nasal-or-nasal-cluster-input	consonant-initial	p	short	nasal-stop	mixed/cluster/other	a	high-i	noun	nasal-or-nasal-cluster-input / high-i	nasal-or-nasal-cluster-input / nasal-stop	nasal-or-nasal-cluster-input / a	outside narrow classical Telugu domain; no D prediction from that rule	p	nṯ	short	i	nasal-stop cluster	high
d4335	d4335	short-strong-or-mixed-structure	consonant-initial	p	short	alveolar-strong	mixed/cluster/other	u	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar-strong	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	p	ṯṯ/ṇṯṯ	short	a/u/i	geminate or nasal-plus-geminate	high for nonsingleton; medium for nasal
d2674	d2674	nonapical-or-uncertain-input	mixed/uncertain-onset	c/zero	short	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb/adjective	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	c/zero	p/w	short	a/zero	singleton	high for full low-a extension; exact vowel grades differ
d2456	d2456	nonapical-or-uncertain-input	consonant-initial	c	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	c	y	long in southern root; short under alternative eastern etymology	zero/a	singleton	high southern; low eastern cognacy
d810	d810	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	mixed-apical	singleton	e	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / mixed-apical	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	r/l	short	a	singleton	medium for regional vowel-first root; low for liquid order
d813	d813	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	e	mixed/unknown-formative	noun/verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	r	short	u/unknown	singleton	high for order; medium for exact shared formation
