Entry_ID	Screen	Has_Telugu	Review_Status	Displayed_Input	Evidence_IDs	Independent_Screen_Forms
d5431	consonant-initial-short-nonnasal-apical	1	pending	viṛ̆utu	f_5kizx22vbq5p4;f_aiahlnvgjrpao;f_vilwwyuv5st5y;f_y3mcx4w3cmijs	Tamil: viṭutu | Malayalam: viṭuvēr | Malayalam: viṛ̆utu | Tamil: viṛ̆utu
d5432	consonant-initial-short-nonnasal-apical	0	pending	**veḷ-	d5432;f_26bzdn7sbfzxg;f_5fcxude5qpd4o;f_67xuancmoe5wu;f_7b2vj5vre33ws;f_acxfzopmhhuxk;f_bgus4vkhowahk;f_erlj6pqqpbepw;f_gyizf256hwy7s;f_hmkeu7qx264h4;f_i2gjpsbkg3ehi;f_il5o3loe5lyam;f_jwtwg6kadasde;f_mkryg7w2z2d76;f_pvfzsronltl2i;f_rhoa7h4gxba4u;f_rplco4je7qf4m;f_thciuis3edloa;f_vmockgd7kea32;f_yuytv6ie5iwb2;f_zsqrznkvfknnk	PDr: **veḷ- | Tulu: buḷḷuni | PDr: **veḷ | Malayalam: viḷuruka | Tulu: buluni | Malayalam: viḷḷal | Kurux: belbelrnā | Tamil: viḷ | Parji: velkip- (velkit-) | Tamil: viḷkai | Tulu: bullāvuni | Tamil: viḷavu | PDr: *viḷ- | Tamil: viḷḷal | Gondi: viṛp | Tulu: bulluni | Gondi: viṛ | Parji: velŋg | Malayalam: viḷurkka | Malayalam: viḷḷu | Malayalam: viḷḷuka
d5433	consonant-initial-short-nonnasal-apical	1	pending	viḷ	f_2duk3wgntyx7e;f_2l3wnwp6cttus;f_2nygb5d2qvwsy;f_46ptpj7wv5s76;f_5deamqliw5jwu;f_6axy47vnfjtj4;f_6ql3sowefstiy;f_7cl55jrt6p5ck;f_7wtrcbb7xy3sc;f_bogrdlctsxdhc;f_c7psbohqteyw2;f_e4cs4opryaevo;f_fhdn64z7ulaxo;f_fjv5ggdcgildm;f_h4hjz7m7hpdoa;f_hzfawgg2vbwey;f_l37eibvtoki5m;f_l4hs7u6kae4nu;f_lx5jyxghjbx2e;f_per5vjmhiznby;f_r5jo2e37yzj3g;f_spjhlu4kayd6w;f_t4xiklqm5e2u4;f_tqbv6jvri6b4s;f_vchzkudfwnkza;f_xjqkx24tihyvo;f_zlfy7xc7yefmi	Tulu: buḷu | Tamil: viḷamparam | Malayalam: viḷampuka | Tamil: viḷivu | Tamil: viḷampu | Malayalam: viḷi | Tamil: viḷi | Tulu: buḷkaḍɯ | Malayalam: Kurub. (LSB 1.12) belki | Tamil: viḷari | Tulu: buḷkaḍuni | Koraga: burpi | Tamil: viḷar | Malayalam: viḷamparam | Tamil: viḷippu | Tulu: buḷpuni | Tulu: bulipuni | Tamil: viḷappu | Tulu: buḷkāḍɯ | Tamil: viḷ | Tulu: buḷpu | Malayalam: viḷikka | PSTDr: *vIḷ- | Tulu: bulpuni | PSTDr: *viḷ- | Toda: piḷy- (piḷc-)
d5434	consonant-initial-short-nonnasal-apical	0	pending	viḷampu	f_2fi4ron7cpxc6;f_7wnqk5qryyrus;f_fvjhpqbyffn5s;f_o4ufqo7i366jq;f_pkncrla62r3co;f_smikr5isysz34;f_szvhb7f63trds	Malayalam: viḷampuka | Malayalam: viḷappikka | Malayalam: viḷampan | PSD1: *vIḷ-amb- | Malayalam: viḷampikka | Tamil: viḷampu | Tamil: viṛ̆ampu
d5435	consonant-initial-short-nonnasal-apical	0	pending	viḷākam	f_fb2z3siv4qxui;f_ocpzxdn4ddhoe;f_zewkjbojljhvw	Malayalam: viḷākam | PSD1: *vIḷāg- | Tamil: viḷākam
d5436	consonant-initial-short-nonnasal-apical	0	pending	viḷimpu	f_27t6rg52z6dza;f_557znvedkqllw;f_d55btppzsi5hu;f_nk2unl2f2exdo;f_qfl6dv33nmyic;f_v5fbz6q6r4xbu;f_xh4dg5du26g7y	Malayalam: viḷimpu | Malayalam: veḷumpu | Tamil: viḷimpu | PSD1: *viḷ-mb- | Malayalam: veḷuti | Malayalam: viḷumpu | Tamil: vaṭimpu
d5437	consonant-initial-short-nonnasal-apical	1	pending	viḷai	f_2bzadsbdnssdm;f_3qc44gvzzkd5u;f_44legws7gslgc;f_4mh547mmigpso;f_4tbo5kvkeynvq;f_5aev246p3vpzw;f_5pw2kbfbn3qi4;f_5u4njd5b2gork;f_5yagmd7b5y4mm;f_6gz5qpnwla53m;f_73kpap2lcl72i;f_745e23e6igs2k;f_7oy2jwrv7sdda;f_ane6fm3wbgzua;f_aqd3h3hur6ppw;f_b5rqivue75kpi;f_bji5qty5mbsxi;f_bpr4w4uvsndse;f_c75kwuunnbit6;f_clce3qloqmcyg;f_dd2ki223vkeds;f_ew6ucrqx6o4fw;f_frm2gcqic5f3g;f_fwtr7yjwhu52i;f_g2fznqafpqmv2;f_hpksfa5z6pa6k;f_i6jok6at7ith2;f_i7ocwuz7434im;f_iiwtxxeel2jjo;f_imew7lma4qlts;f_imyvve6anakkq;f_lfmks3igzgtzq;f_mtf5xvwt5t6ls;f_p5h227cbzc3gm;f_pthv5ck6rkuqq;f_qzkreinzhfmkq;f_r2q4tneaxwk4w;f_ru6rnp4ifveak;f_tnp2vke7c4wi6;f_vi6guxrcj7krs;f_w57xvjn25yjzc;f_wvl4jhpmhv3u6;f_xfcq7zmhwwely;f_xu7nx6wuumpzo;f_y2fjrs2bidtmo;f_yh3owdhoqqemm;f_ymiq4wccf4ch4;f_zn72bg36c76bq;f_zsbskpishkgws	Kodagu: boḷe- (boḷev-, boḷand-) | Badaga: Beḷārambu Haḷḷa | Kannada: beḷasu | Malayalam: viḷayuka | Tamil: viḷai | Kannada: beḷayisu | Tulu: buḷepuni | Tulu: buḷeyuni | Badaga: beḷuvu | Badaga: beḷu | Kodagu: boḷat- (boḷati-) | Tulu: boḷaccelɯ | Badaga: Belḷaṭti | Tamil: viḷaiyuḷ | Koraga: boli | Tamil: viḷaivi | Tulu: bulepini | Tulu: bulɛ | Kota: veḷ | Kodagu: boḷe | PSTDr: *vIḷ-aj- | Kannada: beḷesu | Malayalam: viḷaccal | Tulu: buḷepāvuni | Kota: veḷāym | Kota: veḷv- (veḷd-) | Badaga: beḷeyakāra | Koraga: bole | Tamil: viḷaiccal | Tamil: viḷaivu | Kannada: beḷeyisu | Tulu: buḷevuni | Tulu: buleti | Kannada: beḷe | Tamil: viḷar | Malayalam: viḷavu | Badaga: Karikalbeḷ | Tulu: buḷeti | Tulu: buḷepini | Kannada: beḷeyuvike | Tulu: buḷepuḍuni | Malayalam: viḷayikka | Badaga: beḷe | Badaga: beḷegāra | Tulu: boḷepuni | Malayalam: viḷa | Tulu: buḷɛ
d5438	consonant-initial-short-nonnasal-apical	0	pending	viḷaiy-āṭu	f_d4ikkq3fxlm3i;f_dmlnqjh2uknxm;f_en3u342eq3nq4;f_qehhunkmpmdbe;f_rb2fgqq5hkg3u;f_rujih7ca5qhb6;f_xxdogknizuofk;f_yf7gaxp7ycvu6	Tamil: viḷaiyāṭṭam | Tamil: viḷaiy-āṭal | PSD1: *vIḷ-ai- | Tamil: viḷaiy-āṭu | Tamil: viḷaiy-āṭṭu | Malayalam: viḷay-āṭṭu | Malayalam: viḷay-āṭṭam | Malayalam: viḷay-āṭuka
d5439	consonant-initial-short-nonnasal-apical	1	pending	*bir_-	d5439;f_2evdnekueoulw;f_2hjn3cmgka3uo;f_2ikmarnic6fde;f_3nu2ylkarvgby;f_3uumvb7rwgcys;f_6gp4xlvp6v7tg;f_ajmd6x3jyy2qa;f_bdjokmdjy2u54;f_c3hichtubldvk;f_cl52dklfoc7hk;f_csbcvgeups3du;f_djo3nhkhtq2ku;f_fuxfx4z35bx5i;f_fzdpoehcmeu5o;f_gkoriwt6g245c;f_gxdzgdcarhilm;f_hef23u4tak2ao;f_i5nepfv667niq;f_j7cfei3bp7faq;f_jxp2p7moagnte;f_lp5doriwitf56;f_lufjiz6faesmk;f_lyu4jaugganqq;f_mjden6nspnkho;f_nc5gyiedr6pyy;f_nyrx6lmvidyq4;f_ot5calwmgy2wm;f_px3s5soci23xa;f_qkbrljifzpzk6;f_uhyne3zacutxg;f_uslwd6577hizy;f_v73uuv4jcu5dw;f_vhy4qyaroz2um;f_xdnx7ifns6cac;f_yhv2rsgtesvae;f_zano3uc3etdp6	PDr: *bir_- | Kota: vert- | Kannada: biṟu | Kannada: biṟuhu | Kolami: beriv | Kannada: biṟi | Tamil: miṟai | Badaga: beratu | Malayalam: viṟakkam | Kannada: biṟubu | Tulu: birsɯ | Kannada: biṟasa | Kannada: biṟuvu | Tamil: viṟai | Kota: verv- | Malayalam: viṟanna | Tamil: viṟaippu | Toda: peṟ- (peṟt-) | Kannada: biṟusu | Toda: peṟt- | Malayalam: viṟa | Tamil: veṟi | Badaga: bertu | Badaga: beratama | Tulu: bir-gāḷi | Tamil: viṟappu | Kannada: beṟe | Malayalam: viṟekka | Kannada: biṟasu | Kannada: biṟisu | Tamil: viṟa | Tamil: viṟal | Malayalam: viṟakka | Kota: verv- (vert-) | Toda: peṟ-
d5440	consonant-initial-short-nonnasal-apical	0	pending	viṟaku	f_2fg7bwmdn2b3g;f_63a4lldnogits;f_7pbmoi67fqmvu;f_fz536wa5oo2yq;f_jjbmgbj7sxvxe;f_kekxw2jzbv3bo;f_mec5bjudfeaia;f_qtc4efd4s47t4;f_snl3a6y3u7b4g;f_yrpdevy44qza2;f_zt3tb6bwqh2f4	Gondi: vark | Kuwi: vergu ( verka) | Gondi: verrki | Tulu: biriñji | Tamil: virāy | Konda: veṟgu ( veRku) | Tamil: viṟaku | Gondi: verk | Toda: berkʰ | Malayalam: viṟuku | Kota: verg
d5441	consonant-initial-short-nonnasal-apical	1	pending	viṟicu	f_4yto2ma37vmwy;f_5b3orfzvzjj4y;f_6jn7qyedqp6wg;f_7n4mdetnb2e36;f_gsyigkpgmjpvg;f_kes2qiowzeobo	Tulu: birsɯ | Kannada: biṟasu | Kannada: biṟisu | PSTDr: *vir_-s- | Tamil: viṟicu | Kannada: biṟusu
d5443	consonant-initial-short-nonnasal-apical	1	pending	viṟai	f_2haxok4vgfbac;f_5kyfjk4azy4fw;f_5ncpzadi62duq;f_7ebl5uhdjd6gm;f_7tjx4a7zqjhke;f_dux2becxt4b56;f_fwh46h7vdwt6k;f_njudt343zmg2q;f_nl2tpgpod7idw;f_pnl4fqllv2dao;f_su72koffbvhby;f_zqim4qo3zis5s	Tamil: viṟumi | Badaga: birame idi | Kannada: biṟu | Tamil: viṟaippu | Tulu: beraguni | Badaga: birame | Tamil: viṟai | Kannada: beṟagu | PSTDr: *vir_- (*-d_-) | Tamil: viṟumai | Tulu: beragɯ | Kota: verk
d5444	consonant-initial-short-nonnasal-apical	0	pending	verg- (vergy-)	f_3aslwl6npatjw;f_ay4cgplngxqho;f_bi3rrmdronvhy;f_brgrfp2hvasxm;f_brsonr427z4ua;f_c6nwfd3ktm4sq;f_cgizjmm25ls76;f_j272sqbe7765a;f_mnh7rifwpvqki;f_mrwdrp5inrknu;f_qvomsklhoksay;f_to7s365najdps;f_y544p3ultm3pw	Badaga: birigu | Kota: verk- (verky-) | PSTDr: *vIr_-ai- | Toda: piṟk- (piṟky-) | Toda: piṟx- | Toda: piṟxy- | Kota: verk- | Kota: verky- | Toda: piṟx- (piṟxy-) | Badaga: biriku | Toda: piṟky- | Toda: piṟk- | Kota: verg- (vergy-)
d5457	consonant-initial-short-nonnasal-apical	0	pending	vi·ra·ṇy vaṇm	f_f4g522e6ca6bk	Kodagu: bira·nɨ
d5458	consonant-initial-short-nonnasal-apical	0	pending	vīr-vīr-eṉal	f_zqmi26r2dhilk	Kui: vere vere
d5461	consonant-initial-short-nonnasal-apical	0	pending	vīḷai	f_6vqe564dn42fc;f_bubvemfahvjn2;f_q2ypcxcz2jr2o;f_zpzt54eefcmxc	Kota: viḷv- (viḷt-) | Kota: viḷv- | Kota: viḷt- | Kota: viḷk
d5462	consonant-initial-short-nonnasal-apical	1	pending	*vī̆r_- (*-d_-)	f_4rwycaaswe7du;f_555l6adq7jewu;f_eulltr2ntw25i;f_hue42vzlhoscc	Tamil: viṟaippu | Kurux: berrnā | Kannada: beṟe | Tamil: viṟai
d5472	consonant-initial-short-nonnasal-apical	1	pending	viṭaŋku	f_3accq2is7teaa;f_3bdtq7jftb5lm;f_ae3zoo4xet5zy;f_kisuckezumveu;f_ndwjy3jmhj5bc;f_nnvsh3hqhx4ps;f_qflo6a4xsqaic;f_uc5jlbtaico6u;f_uycwf6hm756vi;f_vybqhsohlhf56;f_xdyubhhklnoqi;f_zn2pfc34iixjw	Kannada: beḍagi | Kannada: beḍagu | Tamil: viṭaŋku | Tulu: biḍugu | Kannada: beḍaŋgu | PSTDr: *veḍ-[aŋ-] (?) | Tamil: veṭippu | Tulu: beḍaŋgɯ | Tulu: beḍagɯ | Tamil: viṭaŋkaṉ | Malayalam: veṭippu | Tulu: beḍage
d5473	consonant-initial-short-nonnasal-apical	1	pending	veṭi	f_2hmg3jwa66nqg;f_2xq7q2u5lscni;f_44w5zl7c7q45o;f_a57ohyezguyzc;f_cp5twk7izujsi;f_cpp2avxnoso2q;f_dxqb4rl43a3fu;f_ee35y6qegnrsw;f_ej6wf3q23egqo;f_erjhsj5tbiraw;f_glvpg75kqenoo;f_hfqbgknmxqgzs;f_jsymfireeddve;f_k2iwx7asahgzi;f_nw2wwx7xsfrdc;f_nwcks2uyqoflw;f_oqtc5tr5mgsva;f_sdzfijdpne2qo;f_srtcltpgibgyo;f_tqntcyxd7taxi;f_uusm4oogv3mpo;f_xffcpzrbelzc4;f_ya5tentnmz2ma;f_z5z5ab5sqty6s;f_zbgikcmngv2ju	Tamil: viṭampu | Tamil: viṭu | Tamil: viṭavu | Tamil: viṭai | Kodagu: boḍi | Tamil: veṭi | Malayalam: viṭarkka | Malayalam: viṭaruka | Tulu: beḍebeḍɛ | Malayalam: viṭavu | Tamil: veṭippu | Tulu: beḍi | Malayalam: viṭarcca | Tamil: viṭampai | PSTDr: *viḍ- (*-e-) | Tamil: viṭarvu | Tamil: viṭar | Malayalam: veṭi | Malayalam: viṭar | Malayalam: viṭavikka | Malayalam: viṭarppu | Tamil: viṭappu | Manda: veṭpa | Malayalam: veṭikka | Malayalam: veṭiyuka
d5474	consonant-initial-short-nonnasal-apical	0	pending	*veṭ-	d5474;f_2jcpxaallz7o2;f_2xxxqa74epwjw;f_37m6opbrz5qzm;f_44xs3yg2dllrw;f_4e5vda5lxmr7a;f_4qmfaxzhcytii;f_4tfg232av6njq;f_4xgq74hdyjgx4;f_4ylbgb3sseafs;f_52u2g6zwwb4lm;f_5fuqzqlloknvy;f_5gxt6qr7d55m2;f_6dvdzxyzxu3sq;f_6i7b53ptn2rwe;f_6iej5vvtfychc;f_6sr35jhvw6ewa;f_7fs4w6s54kbmi;f_aasqulucvyzys;f_aawnjyhn4dh4e;f_alrrg4hduz2tm;f_btiqtqgxexkxg;f_byjctebzhzorm;f_bzcfpxdxd73lq;f_c6u3h6nzljry6;f_cf35iokcyhnfy;f_ctqv7bdmwr5qc;f_dammmg5ycslgi;f_dhhj75et4ruam;f_djdllxsgc26kq;f_dl354tsj3noxe;f_dyel345bzxgvo;f_ek4jzj2ovcl6s;f_eympj2mjvr4ui;f_f2744jovmh53s;f_f7eiivl6f4z5a;f_fobo7m73c3zsm;f_fxfasjlnimv54;f_glbor3mqyrcco;f_gnhozaxssxywq;f_gp2gncf7un25y;f_hfem6y2vgpdjo;f_hixspwlh4sfa2;f_ht3prswrlzcyq;f_ht7nisrpomtae;f_jihi4vjlilsj6;f_jpooq3zedwttm;f_jtoulwk6giras;f_kh2x2tbsjoc2i;f_krebp22ujbb5a;f_kwjpcz2bcjm7o;f_lcgktlpxdwmp4;f_lpgg7hvplyrxy;f_lqzqr3x6fw75u;f_n327uvgf2yjku;f_nbrkcmuthjtki;f_nog7l3cyb7h4i;f_o4xw6onwdaszy;f_osdmkuwginzls;f_ovzoy6gmvq67u;f_p36gqq2p57qjo;f_qea5nmnc7czns;f_qeb6emgjo2kui;f_qw5xkfmkce34i;f_ri5kshguraa2i;f_rv4dyv72tolhm;f_rv4esgsrkpyba;f_rwh3w7josjjiy;f_skqexz3rxwbhw;f_sqbkaqsapdfki;f_stesi23mhzvlk;f_sxlfadbebuktm;f_szhhzddajhff6;f_t6rfs323nbhky;f_tcl657nvh67xg;f_txn5blvb7ctqa;f_uhlauu4kwviv2;f_uqbicys652ctw;f_vuune6dj5d43q;f_wcjkv52amfis2;f_wh4oedhagukba;f_whqx626jhqz2k;f_wpa6mhilqw6w2;f_x5s7y6nf33sp2;f_x7cdvyaecidpe;f_xm2e3tjkkxqgc;f_y5ay4kczqidcw;f_ygkeffty43uyk;f_yvuv56vzztfno;f_yw4bjlrqw5taq;f_zdrt2hvddhe4k;f_zmidjbd5ln36o;f_ztdsubnbcinky;f_zvvbj5m2t2fi4	PDr: *veṭ- | Badaga: Beḷḷikal Beṭṭa | Badaga: Golkatta Bettu | Kota: beṭ | Badaga: Mullimandu Bettu | Badaga: Beṭttatti | Badaga: Porodde Beṭtu | Kannada: beṭṭu | Badaga: Kurundamale Bettu | Badaga: Billi Beṭtu | Badaga: Karimora Bettu | Badaga: Talepaḷḷi Betta | Badaga: Kallugudde Bettu | Badaga: Balla Bettu | Badaga: Pore Beṭtu | Badaga: Kalguddeyāre Bettu | Badaga: beṭttikkudu | Badaga: Moṭtakādu Beṭṭu | Badaga: Kela Bettu | Badaga: BeḷḷikandiBeṭṭu | Badaga: Suridukallu Bettu | Badaga: Tera Bettu | Badaga: Nariādu Beṭṭta | Badaga: Billigoḷe Bettu | Badaga: Giri Betta | Kota: veṭm | Badaga: Haraḷukōlu Bettu | Malto: biṭe | Badaga: Koraliare Bettu | Badaga: Billimale Bettu | Tamil: viṭam | Badaga: Kaṭttare Bettu | Kodagu: beṭṭa | Badaga: Kirumanāre Beṭta | Kannada: beṭṭa | Badaga: Huli Bettu | Badaga: beṭṭu gui hāvu | Badaga: Kallola Bettu | Badaga: Kole Bettu | Badaga: HallihattiBeṭtu | Badaga: Cillu Beṭṭu | Badaga: Gere Bettu | Badaga: Malkōdu Beṭṭa | Badaga: Kare Beṭṭa | Badaga: Kallumale Bettu | Badaga: Kaṭttukuppe Beṭṭu | Badaga: Beḷlōlekandi Bettu | Badaga: Kariakki Beṭṭtu | Badaga: Baralumandu Beṭṭu | Badaga: Kalḷihaṭṭu Bettu | Badaga: Hiḷavukunde Bettu | Badaga: Beratu Beṭṭtu | Badaga: Siṭttalu Beṭṭa | Badaga: Nellikoṭtu Bettu | Badaga: Pillenāre Beṭṭu | Badaga: Kallukuttu Beṭṭu | Badaga: Girijehāda Beṭṭu | Badaga: Nellimandu Beṭṭtu | Badaga: Morne Bettu | Badaga: Nereya Beṭtu | Badaga: Kolekombe Beṭtṭu | Badaga: Bare Bettu | Badaga: Hulikal Beṭta | Badaga: karia beṭṭa | Badaga: Marandakādu Bettu | Badaga: Karitore Beṭṭtu | Badaga: Kallāda Beṭṭtu | Badaga: MulḷliBeṭttu | Badaga: Malegudi Bettu | Badaga: TaleBeṭṭtu | Tamil: viṭari | Badaga: Baṭttakore Bettu | Kota: veṭm ( veṭt-) | Badaga: Koḷḷiyōṇi Bettu | Badaga: KarukeBeṭṭtu | Tulu: boṭṭu | Badaga: Kaḷuādu Beṭtṭu | Badaga: Selambaṭtṭti Bettu | Badaga: Suḷḷigūdu Beṭṭu | Badaga: Kolehaṭtti Bettu | Badaga: KariabeṭttaRāya | Badaga: Velakēri Beṭṭa | Badaga: Tarusikallu Beṭtṭu | Brahui: biṭ | Badaga: Koleyakore Beṭṭu | Badaga: Kalokki Bettu | Badaga: Mariporuḷu Beṭṭu | Brahui: buṭ | Badaga: Kuruṇekallu Bettu | Badaga: Gulisōle Beṭta | Badaga: Karu Bettu | Badaga: Muḷlihanṇu Bettu | Badaga: Kallu Bettu
d5475	consonant-initial-short-nonnasal-apical	1	pending	veṭi	f_2aytx3vbrxwtk;f_3yb2v3gtwek74;f_47kvv6wml7x2m;f_7cjvnhcdxfpuo;f_db4nnsmta2owc;f_dlpr54enl3xpm;f_e6jq22jhhnkuu;f_elr4bxm4qptzo;f_fwntxwn7x3du2;f_g7ffdz6zbnzjm;f_gs3xgwulvhpae;f_jain7ubwqovhw;f_koebmqfrrpyic;f_p6eflborphspc;f_pr4yi4tfqswvg;f_savvfkf5mr7vm;f_vwc3ts5y6l3yu;f_w7weqnzshz4eo;f_wpov7r7pbvvog;f_xhmg7yuqalvei;f_yhtc5voobgxho;f_yjvridh56efhs	Tamil: veṭṭaviṭi | Tamil: viṭi | Malayalam: veṭṭa | Malto: biḍe | Tamil: veṭṭa-veḷiccam | Tamil: viṭivai | Malayalam: veṭippu | Tamil: viṭivu | Malayalam: veṭikka | Tamil: veṭṭam | Kota: vart viṛ- (viṭ-) | Tamil: veṭṭa-veḷi | Malayalam: veṭṭaveḷivu | Tamil: veṭiyal | PSTDr: *veḍ- | Tamil: veṭi | Tamil: viṭiyal | Tamil: veṭivu | Malto: biḍye | Malayalam: veṭṭam | Tamil: veṭṭa
d5476	consonant-initial-short-nonnasal-apical	0	pending	veṭiyuka	f_5rwxgm4pchvlk;f_7b4jumh2e4534;f_7qixrqtcmuw26;f_bpk6dep65yjy2;f_czfs5dwlsrjly;f_uojwtvunai7ky;f_xpq4tnjwxo3dq	Tulu: boḍipāvuni | PSD1: *veḍ-i- | Tulu: boḍiyuni | Malayalam: veṭiccal | Kannada: boḍi | Malayalam: veṭiyuka | Tulu: boḍi
d5477	consonant-initial-short-nonnasal-apical	0	pending	veṭṭi	f_4uxxx6jdi6g54;f_6bh6qxmuoqf22;f_eupu7xphpglx4;f_h4jjbj5yoh6u2;f_h5d63tot4fljw;f_rxd6pauxkekz2;f_y7uy2w2ljlkfy	Malayalam: veṭṭi | Kota: viṭy | Toda: piṭyk | PSD1: *veṭ- | Tamil: veṭṭai | Toda: piṭyk (? piṭky) | Tamil: veṭṭi
d5478	consonant-initial-short-nonnasal-apical	0	pending	veṭṭu	f_25xjjxxb4xwvw;f_2n4vq7icymbo6;f_3tyf274xxbwiy;f_4324lbrfsrsli;f_airp3x75y63cs;f_baefnro7pn6nm;f_dy4vu5wdz34eq;f_iybszdwvk6pr6;f_murlv6cvs7eey;f_rxcrykb2iyc7i;f_t4pkuxhuaqqws;f_ztjaxrtb7g45i	Tulu: boṭṭāvuni | Tulu: beṭṭuni | Badaga: beṭṭtu katti | Kota: veṭ | Tamil: veṭṭu | Tulu: boṭṭuni | Kannada: beṭṭu | Malayalam: veṭṭuka | Malayalam: veṭṭu | Tulu: boṭṭele | Badaga: beṭttu | PSD1: *veṭ-
d5479	consonant-initial-short-nonnasal-apical	1	pending	*veṭ-	d5479;f_2tzd2wx42r7fe;f_4qoudxi7wnzxw;f_j3r5desw6475o;f_j5qpxgpwgn3iq;f_zr7wsxgphsmr4	PDr: *veṭ- | Tamil: veṭṭai | Kannada: veṭṭe | Malto: biḍye | Kurux: biṛnā (biḍḍ-)
d5481	consonant-initial-short-nonnasal-apical	1	pending	*venḍ-	f_vdkk4pgrmvbnq;f_w6mxhgfckcrq6	Kurux: biṛdnā | Kuwi: veṭ- (-h-)
d5487	consonant-initial-short-nonnasal-apical	1	pending	berañju	f_3ms6fl4erzppi	Kannada: berañju
d5488	consonant-initial-short-nonnasal-apical	1	pending	*verin-	d5488;f_4x636cy5tm2u2;f_b73hckllijgzw;f_clykyvkh2xb3m;f_efn3qaw5upex2;f_ikx2ul2imgmpq;f_mxe4bg3ydqhom;f_rp63fdzi6zcyy;f_uact7fyihyhwi;f_uy6cvxfb5sbfe;f_xbmm76uthurke	PDr: *verin- | Tulu: beraŋgayi | Tulu: beriŋkallɯ | Tulu: bergi | Tulu: beraŋgaḍɛ | Kolami: veṭṭa | Tamil: verin | Naikri: veṭṭa | Tulu: beraŋkallɯ | Tulu: beri
d5489	consonant-initial-short-nonnasal-apical	1	pending	veru	f_2l2ve4qgqgev6;f_2ysmefxgbgwgm;f_56cvegxyckac6;f_6ewjzzyw734zu;f_752nuchiku4qc;f_arbbukkrz3p52;f_auwqfqawp2ymi;f_bgunp2gmpgjrc;f_cf57pjsdojazm;f_dfzgvice3jclu;f_edkoehzxjewxa;f_efamnu7ydudho;f_emfwufdapbpqq;f_epmg7pw6r6zee;f_eyytyo6b3fd66;f_f32ubflru63em;f_f4ownksgin3d4;f_fnz2ketpn753i;f_frxf32bnm7ila;f_g7gbihgq5y7q6;f_ggmwmw6t4po5s;f_gpi3kx2khmcia;f_gqugbxe2ctxn2;f_hcaqwl5mwcsjo;f_l5rzpvtwkr23a;f_m6wkunwdy56kg;f_myhdrsm4dhwfi;f_nqh4tepvm3xp6;f_pf7v2wpdskmh6;f_pfbg2snsdeokw;f_qwvjywmkd7fyg;f_snkrg6t3sxpvq;f_tqyikp2mtipzy;f_tv4zphhx22jxm;f_tzldos6wxolna;f_uuorwlc4rcyty;f_wzrkvfhew7xcg;f_xc4u6l3peald6;f_xlhqpmwnnbhbi	Kota: verṭ- (verṭy-) | Tamil: viraḷ | Gondi: veri | Tamil: viṟappu | Malayalam: viraḷuka | Gondi: varītānā | Malayalam: viraṭṭuka | Malayalam: viraṭṭal | Tamil: viraṭṭu | Tamil: veru | pampa: biṟut | Tamil: viṟa | Tamil: veruṭci | Malayalam: veruḷuka | Gondi: verē | Kannada: bercu | Kannada: bercisu | Gondi: vaṛi | pampa: biṟutu | Tamil: veruḷ | Gondi: varhuttānā | Tamil: veruḷi | Kodagu: boraṭ- (boraṭi-) | Kota: verṇ- (verḍ-) | Kannada: beragu | Malayalam: viraḷi | Gondi: vaṛhūcar | Gondi: ver | PSTDr: *ver- (?) | Kodagu: boraḍ- (boraḍuv-, boraṇḍ-) | Tamil: veruvu | Gondi: varīstānā | Tamil: veṟi | Tamil: veruṭṭu
d5490	consonant-initial-short-nonnasal-apical	0	pending	*veruku	d5490;f_24puurwlgg66w;f_2akfeusnjajx4;f_34eahoq74jkxw;f_4wnbltnqxnhh4;f_5jpa4wimnnbnc;f_6bl4l6mxyef5q;f_77irk7vpx2sgy;f_7j6qtbjm323du;f_a3yfunqg34nxq;f_dan3xmqf5girm;f_fubiohkztg6pu;f_gqafiwet7mzj2;f_iq74wob25tuug;f_kdo7ij7fgjl5i;f_legtsfzl7bk7m;f_lmmoy4xnfmrjk;f_ndmuheg7fnure;f_nyoa7edyuqebo;f_pyt2hh2odrfjm;f_r3xyr4nhtb7pe;f_xzpkbdty76g6w	PDr: *veruku | Kurux: berxā | Tulu: beru | Gondi: verkāṛ | Gondi: verkaṛ | Kannada: berku | PDr: *verVg- | Gondi: varkār | Malayalam: viruku | Gadaba: verig ( vergil) | Gadaba: verrig ( vergil) | PDr: *weruku | Tamil: veruku | Malayalam: meruku | PDr: **verVkV | Malto: berge | Malayalam: veruku
d5491	consonant-initial-short-nonnasal-apical	0	pending	vereya	f_53ltoh5pped2w;f_f5kd7ndzlvnto	Gondi: vereya | PSD2: *verj-ā
d5492	consonant-initial-short-nonnasal-apical	0	pending	veroṭ ( verocil)	f_axrwa36lkjlhq;f_kopbqdaxfosl2	PCDr: *veroṭ | Parji: veroṭ ( verocil)
d5493	consonant-initial-short-nonnasal-apical	0	pending	vel	f_7x5yvpk7xi4am;f_7yltjwq2hraiu;f_dtcjqlyzuxthu;f_gk24sunly4kze;f_lxb2rkttgxztq;f_w3nvztplgq744;f_y26ksyrma22xw;f_zr37uoq4prun4	PSD1: *vel- | Tamil: veṟṟimai | Malayalam: veṟṟi | Tamil: veṟṟam | Tamil: veṟṟi | Tamil: vel | Tamil: veṟṟal | Malayalam: velluka
