Entry_ID	Family_ID	Language_ID	Language_Outcome	Observed_Outcome	Evidence_Form	Form_ID	Record_Origin	Linked_Database_IDs	Database_Language_ID	Research_Correction	Original	Gloss	Source	Tags	Description	Borrowed_In_Path	Outcome_Note
d3949	d3949	Tamil	O	R	parattu	f_6bl32dioncgym	database	f_6bl32dioncgym	Tamil		parattu (paratti-)	to spread	dedr	tr verb Tamil-class-3 weak	(paratti-)	0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	R	paravu	f_sbkvkguhil3j6	database	f_sbkvkguhil3j6	Tamil		paravu (paravi-)	to spread ; lay open to view (as goods in a bazaar)	dedr	intr verb Tamil-class-3 weak	(paravi-)	0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	R	parampu	f_kfeo7lpklhvca	database	f_kfeo7lpklhvca	Tamil		parampu (parampi-)	to spread , expand, pervade, be spread out or become flattened; roller for smoothing land newly ploughed; bamboo mat	dedr	intr noun verb Tamil-class-3 weak	(parampi-)	0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	R	paravai	f_yuzom3inqna3u	database	f_yuzom3inqna3u	Tamil		paravai	expanse, breadth, sea, that which is spread (as grain on floor)	dedr			0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	R	pār	f_35gdlngrrza4y	database	f_35gdlngrrza4y	Tamil		pār	expanse, earth, rock, rocky stratum, shelf of rock	dedr			0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	R	pāram	f_tpppajvtlhztu	database	f_tpppajvtlhztu	Tamil		pāram	earth	dedr			0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	R	pāri	f_sl54sdzcnwue2	database	f_sl54sdzcnwue2	Tamil		pāri	earth	dedr			0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	O	pammu	f_ekc3czb7razbg	database	f_ekc3czb7razbg	Tamil		pammu (pammi-)	to be close, thick, crowded	dedr	verb Tamil-class-3 weak	(pammi-)	0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	O	pampu	f_mnohyr6dt3g7o	database	f_mnohyr6dt3g7o	Tamil		pampu (pampi-)	to be close, thick, crowded, be full, spread (as vegetation, water, darkness)	dedr	verb Tamil-class-3 weak	(pampi-)	0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Tamil	O	O	pampal	f_gsz5ny4bv4mc2	database	f_gsz5ny4bv4mc2	Tamil		pampal	expanse, spaciousness, luxuriance, abundance, harvest	dedr			0	Retained low/long forms versus medial nasal assimilation.
d3949	d3949	Telugu	M	R	paracu	f_zn5teljrmyvf2	database	f_zn5teljrmyvf2	Telugu		paracu	to spread , spread out, extend, scatter	dedr;K-Telugu;K-also-Telugu	tr	K. also	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paṟacu	f_3nwqq5pibkhaa	database	f_3nwqq5pibkhaa	Telugu		paṟacu	to spread , spread out, extend, scatter	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	parcu	f_fjaxuxvgsifuk	database	f_fjaxuxvgsifuk	Telugu		parcu	to spread	dedr;K-Telugu;K-also-Telugu	tr	K. also	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paṟucu	f_wczpw2z2tnd66	database	f_wczpw2z2tnd66	Telugu		paṟucu	to spread	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	parapu	f_ctfbeec4tlsze	database	f_ctfbeec4tlsze	Telugu		parapu	broad, extended, expanded; a bed or bedding, spreading, extent	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paṟapu	f_dxyofadg7epts	database	f_dxyofadg7epts	Telugu		paṟapu	to spread , spread out, extend, scatter	dedr;K-Telugu;K-also-Telugu	tr	K. also	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paṟapu	f_pmarxwcq2ml3a	database	f_pmarxwcq2ml3a	Telugu		paṟapu	broad, extended, expanded; a bed or bedding, spreading, extent	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paṟupu	f_n3xwvhc6uknfw	database	f_n3xwvhc6uknfw	Telugu		paṟupu	bed, bedding	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paravu	f_in5bnsm5cwzyu	database	f_in5bnsm5cwzyu	Telugu		paravu	to spread <i> (intr.); n	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paruvu	f_luwyqacyv7lc6	database	f_luwyqacyv7lc6	Telugu		paruvu	to extend, spread	dedr;K-Telugu;K-also-Telugu	intr	K. also	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	parvu	f_ylroetmeabrno	database	f_ylroetmeabrno	Telugu		parvu	to extend, spread	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paragu	f_l5muykx6hu3oy	database	f_l5muykx6hu3oy	Telugu		paragu	to spread	dedr;K-Telugu;K-also-Telugu	intr	K. also	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	parãgu	f_ofdq5bkx3fsgy	database	f_ofdq5bkx3fsgy	Telugu		parãgu	to spread	dedr;K-Telugu;K-also-Telugu	intr	K. also	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	paṟãgu	f_dm3gpg2s5wbo6	database	f_dm3gpg2s5wbo6	Telugu		paṟãgu	to spread	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	pāru	f_73fc55i2e4fug	database	f_73fc55i2e4fug	Telugu		pāru	to creep, crawl	dedr;K-Telugu		K.	0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	R	pāṟu	f_c436fxi6pdpzu	database	f_c436fxi6pdpzu	Telugu		pāṟu	to spread, extend	dedr	intr		0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	D	prāku	f_kgllbsyi4naxw	database	f_kgllbsyi4naxw	Telugu		prāku	to creep, crawl	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Telugu	M	D	pākul-āḍu	f_nsdlra3u4dqcq	database	f_nsdlra3u4dqcq	Telugu		pākul-āḍu	to creep, crawl	dedr			0	Displaced crawl versus retained low/high and long formations.
d3949	d3949	Toda	R	R	par- (parQ-)	f_sqzgykqmb3yzk	database	f_sqzgykqmb3yzk	Toda		par- (parQ-)	to open wide (an entrance; in songs)	dedr			0	Same.
d3949	d3949	Toda	R	R	par-	f_mzmju3bcjsije	database	f_mzmju3bcjsije	Toda		par-	(1) to open wide (an entrance; in songs)	bhaskararao-toda2025[p. 162, entry 26]	verb tr		0	Same.
d3949	d3949	Toda	R	R	parθ-	f_2h62ya5j7ekgu	database	f_2h62ya5j7ekgu	Toda		parθ-	(1) to open wide (an entrance; in songs)	bhaskararao-toda2025[p. 162, entry 26]	verb tr variant		0	Same.
d3949	d3949	Tulu	R	R	paraḍuni	f_253lbj4clzihc	database	f_253lbj4clzihc	Tulu		paraḍuni	to spread	dedr	intr tr		0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	parbuni	f_esd3kavwlzb22	database	f_esd3kavwlzb22	Tulu		parbuni	to spread, multiply, diffuse, flow	dedr			0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	parapuni	f_gkyyc7ncnfae6	database	f_gkyyc7ncnfae6	Tulu		parapuni	to creep, crawl on hands and legs, spread (as a creeper)	dedr			0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	paraturuni	f_fb4y7436iqcus	database	f_fb4y7436iqcus	Tulu		paraturuni	to spread, extend, diffuse; creep (as an ant)	dedr			0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	parataruni	f_qhygcybxa6kwu	database	f_qhygcybxa6kwu	Tulu		parataruni	to spread, extend, diffuse; creep (as an ant)	dedr			0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	parambuni	f_uina35dn6g2tk	database	f_uina35dn6g2tk	Tulu		parambuni	to spread, multiply, diffuse, flow	dedr			0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	borambu	f_pyf4d5pxnfcl6	database	f_pyf4d5pxnfcl6	Tulu		borambu	a small kind of mat	dedr			0	Full and syncopated retained order.
d3949	d3949	Tulu	R	R	parētɛ	f_65gkzmp4nzhno	database	f_65gkzmp4nzhno	Tulu		parētè	crawling on hands and feet	dedr			0	Full and syncopated retained order.
d3949	d3949	pampa	R	R	parakalisu	f_cvo52bkgpocaa	database	f_cvo52bkgpocaa	pampa		parakalisu	to scatter	dedr;PBh-Kannada		PBh.	0	Historical Kannada retained form, not separate modern language.
d3982	d3982	Gondi	R	R	pere	f_hmv6lzrhrct2c	database	f_hmv6lzrhrct2c	Gondi		pere	rice	dedr;SR-Gondi	dialect:Gondi:adil:Adilabad	SR.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	perek	f_l6bysxhy7lohc	database	f_l6bysxhy7lohc	Gondi		perek	husked rice	dedr;A-Gondi	dialect:Gondi:adil:Adilabad	A. Y.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	perek	f_xmcmfouy5b64a	database	f_xmcmfouy5b64a	Gondi		perek	husked rice	dedr;A-Gondi	dialect:Gondi:yavatmal:Yavatmal	A. Y.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	paṛek	f_tzt77sxdsvbr6	database	f_tzt77sxdsvbr6	Gondi		paṛek	husked (of rice)	dedr	dialect:Gondi:chanda:Chandrapur	Ch.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	paṛēk	f_c76isodrccebe	database	f_c76isodrccebe	Gondi		paṛēk	husked rice	dedr;Tr-Gondi	dialect:Gondi:betul:Betul	Tr.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	paraik	f_hh6qf7q7be2oq	database	f_hh6qf7q7be2oq	Gondi		paraik	husked rice	dedr;Ph-Gondi	dialect:Gondi:mandla:Mandla	Ph.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	paraík	f_w4wglvcmaittw	database	f_w4wglvcmaittw	Gondi		paraík	husked rice	dedr;W-Gondi	dialect:Gondi:mandla:Mandla W		0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	pariku	f_uyu5kezkxowdu	database	f_uyu5kezkxowdu	Gondi		pariku	rice	dedr	dialect:Gondi:seoni:Seoni	S.	0	Retained order and number morphology.
d3982	d3982	Gondi	R	R	paṛem	f_t7jbsgx373jce	database	f_t7jbsgx373jce	Gondi		paṛem	(paṛek) grain (of rice, etc.) (<i>Voc.</i> 2135)	dedr	pl dialect:Gondi:muria:Muria	Mu.	0	Retained order and number morphology.
d3982	d3982	Konda	R	R	per	f_jnpzaswfztif2	database	f_jnpzaswfztif2	Konda		per(u)	(perku) husked rice	dedr	pl		0	Retained root, plural perku in gloss.
d3982	d3982	Konda	R	R	peru	f_r6iyf5usaeiqy	database	f_r6iyf5usaeiqy	Konda		per(u)	(perku) husked rice	dedr	pl		0	Retained root, plural perku in gloss.
d3982	d3982	Kui	D	D	prāu	f_m2qbuxbllvtcy	database	f_m2qbuxbllvtcy	Kui		prāu	rice, husked paddy	dedr			0	Displaced rice stems and compound r-loss pair.
d3982	d3982	Kui	D	D	prāma	f_mkvel5rjmrjis	database	f_mkvel5rjmrjis	Kui		prāma	a grain of boiled rice	dedr			0	Displaced rice stems and compound r-loss pair.
d3982	d3982	Kui	D	D	kōruvrau	f_pu2yfjc57whl4	database	f_pu2yfjc57whl4	Kui		kōruvrau	flaked rice (-p-&gt;-v-in cpd.). DED(S) 3286	dedr			0	Displaced rice stems and compound r-loss pair.
d3982	d3982	Kui	D	D	kōruvau	f_kbiach7ob7lb4	database	f_kbiach7ob7lb4	Kui		kōruvau	flaked rice (-p-&gt;-v-in cpd.). DED(S) 3286	dedr			0	Displaced rice stems and compound r-loss pair.
d3982	d3982	Manda	D	D	preyi	f_orupzesq3tc5a	database	f_orupzesq3tc5a	Manda		preyi	id	dedr			0	Same.
d3982	d3982	Naiki	R	R	perku	f_6x2e7csku3y66	database	f_6x2e7csku3y66	Naiki		perku	husked rice	dedr	pl		0	Retained plural formation.
d3982	d3982	Parji	R	R	peruk	f_ubrbwv5ctys6u	database	f_ubrbwv5ctys6u	Parji		peruk	(perkul) id	dedr	pl		0	Retained root/plural formation.
d3982	d3982	Pengo	D	D	preyi	f_bdwuatbhl7uo2	database	f_bdwuatbhl7uo2	Pengo		preyi	id	dedr			0	Cluster with uncontracted/altered final sequence.
d3982	d3982	Tamil	R	R	parukkai	f_yxvbiiazpp5w6	database	f_yxvbiiazpp5w6	Tamil		parukkai	single grain of boiled rice	dedr			0	Retained order in differently suffixed grain terms.
d3982	d3982	Tamil	R	R	poruku	f_3it2euhklmyha	database	f_3it2euhklmyha	Tamil		poruku	boiled rice	dedr			0	Retained order in differently suffixed grain terms.
d3982	d3982	Tamil	R	R	porukku	f_hozi3wzqrvw4c	database	f_hozi3wzqrvw4c	Tamil		porukku	single grain of boiled rice	dedr			0	Retained order in differently suffixed grain terms.
d3982	d3982	Tamil	R	R	peṟukkal	f_mufffevdjl7aw	database	f_mufffevdjl7aw	Tamil		peṟukkal	rice	dedr			0	Retained order in differently suffixed grain terms.
d3982	d3982	Telugu	D	D	prālu	f_277gnmswzytey	database	f_277gnmswzytey	Telugu		prālu	rice	dedr			0	Displaced order plausible; exact input and plural history uncertain.
d4418	d4418	Gondi	O	R	peṛeŋka	f_a5fnk6zuldzq4	database	f_a5fnk6zuldzq4	Gondi		peṛeŋka	bone	dedr	dialect:Gondi:maria:Maria	Ma.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	R	peṛka	f_ch3sj44jq6ato	database	f_ch3sj44jq6ato	Gondi		peṛka	bone	dedr	dialect:Gondi:gommu:Koya%20%28Gommu%29	G.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	R	peṛekā	f_fuggeummzmmmg	database	f_fuggeummzmmmg	Gondi		peṛekā	backbone, rib	dedr;M-Gondi	dialect:Gondi:maria:Maria	M.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	R	peṛeka	f_i75m5cdrkhc6u	database	f_i75m5cdrkhc6u	Gondi		peṛeka	bone	dedr	dialect:Gondi:muria:Muria	Y. Mu.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	R	peṛeka	f_luwx733jjz5ao	database	f_luwx733jjz5ao	Gondi		peṛeka	bone	dedr	dialect:Gondi:yavatmal:Yavatmal	Y. Mu.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	O	penˀ ka	f_6di3hmgpinl46	database	f_6di3hmgpinl46	Gondi		penˀ ka	bone	dedr	dialect:Gondi:maria:Maria	Ma.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	O	pɛnka	f_xx7h4ttooz22u	database	f_xx7h4ttooz22u	Gondi		pènka	a bone	dedr;LuS-Gondi		LuS.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	O	paneka	f_brd4h6wdxw2ce	database	f_brd4h6wdxw2ce	Gondi		paneka	rib (<i>Voc.</i> 2352)	dedr	dialect:Gondi:chanda:Chandrapur	Ch.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Gondi	O	O	panēkā	f_vsmd7wp7b5ndg	database	f_vsmd7wp7b5ndg	Gondi		panēkā	bone, hard seed inside a fruit	dedr;Tr-Gondi	dialect:Gondi:betul:Betul	Tr.	0	Retained full rhotic forms and medial reduction/quantity variants.
d4418	d4418	Konda	R	R	peṛen ( peṛek	f_gyc7cx7otp7ko	database	f_gyc7cx7otp7ko	Konda		peṛen ( peṛek	id	dedr;BB-Konda	pl	BB	0	Retained singular/plural alternation.
d4418	d4418	Kui	D	D	pṛēnu ( pṛēka)	f_frz2s5l6eipwo	database	f_frz2s5l6eipwo	Kui		pṛēnu ( pṛēka)	id., stone or seed of fruit, kernel, heart of tree	dedr	pl		0	Displaced singular and plural, one family.
d4418	d4418	Kuwi	M	R	pēṛnu	f_3bgssm5w53fse	database	f_3bgssm5w53fse	Kuwi		pēṛnu	id., stone of fruit	dedr;Ṭ-Kuwi		Ṭ.	0	Postvocalic apical variant and initial-cluster variants; quantity/lect preserved.
d4418	d4418	Kuwi	M	D	prēnū	f_4ybqhgg5u4sde	database	f_4ybqhgg5u4sde	Kuwi		prēnū	bone	dedr;F-Kuwi		F.	0	Postvocalic apical variant and initial-cluster variants; quantity/lect preserved.
d4418	d4418	Kuwi	M	D	pṛēnu	f_heqen2e2bz5ps	database	f_heqen2e2bz5ps	Kuwi		pṛēnu	bone	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	Postvocalic apical variant and initial-cluster variants; quantity/lect preserved.
d4418	d4418	Kuwi	M	D	plēnu	f_suzwbwdkb7i7u	database	f_suzwbwdkb7i7u	Kuwi		plēnu	id., stone of fruit	dedr;S-Kuwi		S.	0	Postvocalic apical variant and initial-cluster variants; quantity/lect preserved.
d4418	d4418	Kuwi	M	D	pṛēnu ( pṛēka)	f_uvcuypx6dwivm	database	f_uvcuypx6dwivm	Kuwi		pṛēnu ( pṛēka)	bone	dedr;Isr-Kuwi	pl	Isr.	0	Postvocalic apical variant and initial-cluster variants; quantity/lect preserved.
d4418	d4418	Manda	D	D	pṛēn ( pṛēke)	f_eate72sc2mnmc	database	f_eate72sc2mnmc	Manda		pṛēn ( pṛēke)	bone	dedr	pl		0	Same with plural vowel difference.
d4418	d4418	Pengo	D	D	pṛēn ( pṛēku)	f_m2jcdhju5wwa2	database	f_m2jcdhju5wwa2	Pengo		pṛēn ( pṛēku)	id., stone of fruit	dedr	pl		0	Displaced number paradigm.
d4536	d4536	Konda	R	R	por- (-t-)	f_6m27b55oxb6pc	database	f_6m27b55oxb6pc	Konda		por- (-t-)	to sell	dedr			0	Only full retained root in this group.
d4536	d4536	Kui	D	D	prāpa (prāt-)	f_6onmb42o6blg2	database	f_6onmb42o6blg2	Kui		prāpa (prāt-)	id.; act of selling	dedr	noun		0	Displaced formation with long low vowel.
d4536	d4536	Kuwi	M	D	pṛācali	f_27sllfmxiqgea	database	f_27sllfmxiqgea	Kuwi		pṛācali	to sell. From DED(S) 3255 (Krishnamurti 1980)	dedr;F-Kuwi		F.	0	Cluster variants and postvocalic-r long variant; distinct stems/source labels preserved.
d4536	d4536	Kuwi	M	D	pra'- (prat-)	f_i3q5kwajzhr7q	database	f_i3q5kwajzhr7q	Kuwi		pra'- (prat-)	to sell. From DED(S) 3255 (Krishnamurti 1980)	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	Cluster variants and postvocalic-r long variant; distinct stems/source labels preserved.
d4536	d4536	Kuwi	M	D	prahnai	f_tp4r3gyro32m4	database	f_tp4r3gyro32m4	Kuwi		prahnai	to sell. From DED(S) 3255 (Krishnamurti 1980)	dedr;S-Kuwi		S.	0	Cluster variants and postvocalic-r long variant; distinct stems/source labels preserved.
d4536	d4536	Kuwi	M	D	prā- (-t-)	f_vyofekgmepg7g	database	f_vyofekgmepg7g	Kuwi		prā- (-t-)	to sell. From DED(S) 3255 (Krishnamurti 1980)	dedr;Isr-Kuwi		Isr.	0	Cluster variants and postvocalic-r long variant; distinct stems/source labels preserved.
d4536	d4536	Kuwi	M	R	pār- (-h-)	f_wv5pefddd4ejk	database	f_wv5pefddd4ejk	Kuwi		pār- (-h-)	to sell. From DED(S) 3255 (Krishnamurti 1980)	dedr;Isr-Kuwi		Isr.	0	Cluster variants and postvocalic-r long variant; distinct stems/source labels preserved.
d4536	d4536	Manda	D	D	pre	f_ukhoc2cgzlvqe	database	f_ukhoc2cgzlvqe	Manda		pre-	id	dedr			0	Cluster with mid front vowel.
d4536	d4536	Pengo	D	D	pro- (-t-)	f_m2wyl73m6ucce	database	f_m2wyl73m6ucce	Pengo		pro- (-t-)	id	dedr			0	Cluster with mid back vowel.
d4430	d4430	Badaga	R	R	hēgu	f_7yjel423y3kjg	database	f_7yjel423y3kjg	Badaga		he:gu	to say, speak, call, tell, ask; to teach	hockings-pilotraichoor1992[p. 92, col. 1]	verb intr tr uncertain alternate		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Badaga	R	R	hēgu	f_agzc3ppj5su5g	database	f_agzc3ppj5su5g	Badaga		he:gu	to say, speak, call, tell, ask; to teach	hockings-pilotraichoor1992[p. 610, col. 1]	verb intr tr uncertain alternate		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Badaga	R	R	ēgu	f_jgmnx4oulfufu	database	f_jgmnx4oulfufu	Badaga		e:gu	to say, speak, call, tell, ask; to teach	hockings-pilotraichoor1992[p. 92, col. 1]	verb intr tr uncertain alternate		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Badaga	R	R	ēgu	f_kh4kkdxvviw74	database	f_kh4kkdxvviw74	Badaga		e:gu	to say, speak, call, tell, ask; to teach	hockings-pilotraichoor1992[p. 610, col. 1]	verb intr tr uncertain alternate		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Badaga	R	R	hēgidama	f_ns2ycap75dhec	database	f_ns2ycap75dhec	Badaga		he:gidama	host, spokesman, orator, he who speaks (lit.), one who invites people	hockings-pilotraichoor1992[p. 610, col. 1]	noun archaic uncertain		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Badaga	R	R	badilu ēgu	f_asud5cqgg2d66	database	f_asud5cqgg2d66	Badaga		badilu e:gu	to answer, reply, respond	hockings-pilotraichoor1992[p. 394, col. 2]	verb intr uncertain alternate		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Badaga	R	R	badilu hēgu	f_z5tyokypralde	database	f_z5tyokypralde	Badaga		badilu he:gu	to answer, reply, respond	hockings-pilotraichoor1992[p. 394, col. 2]	verb intr uncertain alternate		0	Initial/medial consonant change and loss without apical promotion.
d4430	d4430	Kannada	R	R	pēṛ̆ (pēṛ̆d-)	f_r4m3le73354by	database	f_r4m3le73354by	Kannada		pēr̤ (pēr̤d-)	to utter, say, speak, narrate, tell, command	dedr			0	Long approximant root retained.
d4430	d4430	Kannada	R	R	pēṛ̆uvike	f_4c6bhlljx3a26	database	f_4c6bhlljx3a26	Kannada		pēr̤uvike	saying, telling	dedr			0	Long approximant root retained.
d4430	d4430	Kannada	R	R	pēṛ̆ike	f_onyzu2hd2zkwu	database	f_onyzu2hd2zkwu	Kannada		pēr̤ike	saying, telling, rumour; a saying, enigma	dedr			0	Long approximant root retained.
d4430	d4430	Kannada	R	R	pēṛ̆ige	f_ooemtnyz7ekiy	database	f_ooemtnyz7ekiy	Kannada		pēr̤ige	saying, etc.; notoriety, fame	dedr			0	Long approximant root retained.
d4430	d4430	Kota	R	R	pe·c- (pe·c-)	f_aq2cx3ra56d2k	database	f_aq2cx3ra56d2k	Kota		pe·c- (pe·c-)	to talk to oneself	dedr			0	Long or internal-cluster variants, no initial reversal.
d4430	d4430	Kota	R	R	peṛc	f_q7ssseib26vz4	database	f_q7ssseib26vz4	Kota		peṛc	to be distracted looking at something else when someone is talking to you, “to give irrelevant answers, talk nonsense, talk with impropriety in presence of a holy man”	wolf-kota[p. 33, entry 29]			0	Long or internal-cluster variants, no initial reversal.
d4430	d4430	Kota	R	R	peṛc- (peṛc-)	f_smfix2iln4zte	database	f_smfix2iln4zte	Kota		peṛc- (peṛc-)	to give irrelevant answers, talk nonsense, talk with impropriety in presence of holy man	dedr			0	Long or internal-cluster variants, no initial reversal.
d4430	d4430	Kurux	R	R	pēsnā	f_no7tsgs4ajwtm	database	f_no7tsgs4ajwtm	Kurux		pēsnā	to command	dedr			0	Long command and short expressive formations distinguished.
d4430	d4430	Kurux	R	R	pēskā	f_cwp4ij4latu3y	database	f_cwp4ij4latu3y	Kurux		pēskā	command, order, precept	dedr			0	Long command and short expressive formations distinguished.
d4430	d4430	Kurux	R	R	parparernā	f_2tnyhyx75vq6o	database	f_2tnyhyx75vq6o	Kurux		parparernā	to prate, prattle	dedr			0	Long command and short expressive formations distinguished.
d4430	d4430	Kurux	R	R	perperᵉrnā	f_jm6p2drxqj6us	database	f_jm6p2drxqj6us	Kurux		perperᵉrnā	to prate, prattle, talk with a high-pitched voice; (vessel in which something is cooking) to hum, buzz, sing	dedr			0	Long command and short expressive formations distinguished.
d4430	d4430	Kurux	R	R	perxperxnā	f_ouzycsqw5eemm	database	f_ouzycsqw5eemm	Kurux		perxperxnā	to babble, prattle	dedr;Hahn-Kurux		Hahn	0	Long command and short expressive formations distinguished.
d4430	d4430	Kuwi	R	R	pēl- (-it-)	f_34i3fp6r4xewm	database	f_34i3fp6r4xewm	Kuwi		pēl- (-it-)	to talk sweetly	dedr;Isr-Kuwi		Isr.	0	Long root retains order.
d4430	d4430	Kuwi	R	R	pēlki ā	f_kon3l2gglchn6	database	f_kon3l2gglchn6	Kuwi		pēlki ā-	to discuss with another	dedr			0	Long root retains order.
d4430	d4430	Malayalam	R	R	pēcuka	f_xx54iqjogbgpk	database	f_xx54iqjogbgpk	Malayalam		pēcuka	to speak, chatter (as birds)	dedr			0	Same.
d4430	d4430	Malayalam	R	R	pēccu	f_ipgoxinplfkks	database	f_ipgoxinplfkks	Malayalam		pēccu	speech, language	dedr			0	Same.
d4430	d4430	Malto	R	R	peṛqe	f_i7hlqf4umkiae	database	f_i7hlqf4umkiae	Malto		peṛqe	to talk, speak, simmer, hiss. DED(S, N) 3629	dedr			0	Internal cluster, initial vowel retained.
d4430	d4430	Tamil	R	R	pēcu	f_cekqgzbfnvji2	database	f_cekqgzbfnvji2	Tamil		pēcu (pēci-)	to talk, speak, converse, make noise, roar; tell, say, recite, praise	dedr	verb Tamil-class-3 weak	(pēci-)	0	Long first vowel retained.
d4430	d4430	Tamil	R	R	pēccu	f_vn2uaaxmagxfe	database	f_vn2uaaxmagxfe	Tamil		pēccu	speaking, speech, language, praise, talk, report, rumour, word	dedr			0	Long first vowel retained.
d4430	d4430	Tamil	R	R	pēccal	f_7fjnka2clctsu	database	f_7fjnka2clctsu	Tamil		pēccal	talking	dedr			0	Long first vowel retained.
d4430	d4430	Tamil	R	R	pēcal	f_zmi4gkm5kgrc2	database	f_zmi4gkm5kgrc2	Tamil		pēcal	talking	dedr			0	Long first vowel retained.
d4430	d4430	Telugu	A	A	pēlu	f_47emu64i72b42	database	f_47emu64i72b42	Telugu		p(r)ēlu	to prattle, chatter, talk nonsense	dedr			0	Long root plus unexplained/secondary r; no independently supported short two-liquid input.
d4430	d4430	Telugu	A	A	prēlu	f_aut5iyanb75hq	database	f_aut5iyanb75hq	Telugu		p(r)ēlu	to prattle, chatter, talk nonsense	dedr			0	Long root plus unexplained/secondary r; no independently supported short two-liquid input.
d4430	d4430	Telugu	A	A	prēlari	f_xn3ahugfzz6mq	database	f_xn3ahugfzz6mq	Telugu		prēlari	a prattler	dedr			0	Long root plus unexplained/secondary r; no independently supported short two-liquid input.
d4430	d4430	Toda	A	A	øšt- (øšty-)	f_b6kskwtw3tzc2	database	f_b6kskwtw3tzc2	Toda		öšt- (öšty-)	to say, tell (story, lament) (or with 4003 Ta.par̤iccu)	dedr			0	Alternative cognacy d4003, initial loss and cluster history uncertain.
d4430	d4430	Toda	A	A	øśt-	f_tggaikaw443r2	database	f_tggaikaw443r2	Toda		öšt-	to say, tell (story, lament) (or with DEDR 4003 Ta. pariccu, or with 4430 Ta. pēcu)	bhaskararao-toda2025[p. 159, entry 1];emeneau-toda1984[p. 24, passim]	verb tr		0	Alternative cognacy d4003, initial loss and cluster history uncertain.
