Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status	Scope	In_Independent_Input_Screen	In_Prior_Cluster_Triage	In_Local_Stop_Process_Audit
d3601	nampūtiri		dedr-reflex	8	6	0	Kannada;Malayalam;Tamil;Tulu	*nambūdir-	f_abwmt6xwhea7w	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3602	*na-mpu	to long for	krishnamurti-pfeiffer	46	42	15	Gondi;Kannada;Kodagu;Kurux;Malayalam;Tamil;Telugu;Tulu	*na-mpu | *na-mpu (< *nay-mp-) | *naj-	d3602;f_jsuuk2gb3dnqw;f_nmffu4qu2l2d2;f_yt427lgwwjioq	nonapical-control	nonapical-control	nayamu | neyyamāḍu | nemmadi | neyyari | nemmi | nēstamu | nemmika | necceli | neyyapu-ṟē̃ḍu | neyyamu | neyyũḍu | nēyamu | neyyami | naya | neyyurālu	entry	not-in-current-full-casebook	0	0	0
d3603	naya		dedr-reflex	4	2	0	Malayalam;Tulu	*naj-a	f_x5xl36orryqj4	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3604	narantai		dedr-reflex	6	4	0	Malayalam;Tamil	*narand-ai	f_fpd37ijq76hgi	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3605	*ńar-		merriam-pdr	56	53	4	Brahui;Gadaba;Kannada;Kolami;Kota;Malayalam;Malto;Naiki;Naikri;Parji;Tamil;Telugu;Tulu	*ńar- | *ar-	d3605;f_cccts6jyuf6vq;f_gj5s3qefog6dm	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	aramarika | aravāyi | aragali | aramara	entry	not-in-current-full-casebook	1	0	0
d3606	*nari-(kkV)	jackal	krishnamurti-pfeiffer	30	27	2	Badaga;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kuwi;Malayalam;Tamil;Telugu;Toda;Tulu	*nari-(kkV) | *nar-k- | *nar-	d3606;f_huwwuopv6cfe4;f_rekuoxxq2alrm	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	nakka | nariyãḍu	entry	not-in-current-full-casebook	1	0	0
d3607	nariccal		dedr-reflex	5	3	0	Malayalam;Tamil	*narical-	f_sym2w4jvwevag	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3608	*nar-		merriam-pdr	14	12	0	Kannada;Kurux;Tamil;Tulu	*nar-	d3608;f_dzubwzyi2qvsu	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3609	narai		dedr-reflex	26	24	5	Badaga;Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*ńar-	f_vcxogrj5t6aha	short-vowel-apical	short-vowel-apical	nara | nariyu | neriyu | narapu | narayu	entry	not-in-current-full-casebook	1	0	0
d361	a·mi·r giṛv		dedr-reflex	5	3	0	Badaga;Kota;Toda	*āmīr- (?)	f_76aejo6fxdfr6		short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3610	*nan-key	good; good (wet) land	krishnamurti-pfeiffer	79	72	1	Badaga;Gondi;Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Toda;Tulu;markodi	*nan-key | *nal | *nāḷ | *nal-	d3610;f_2qjouyuxwsozs;f_5dzxft4lpgiuy;f_j3z6po2w33ao6;f_pmvxkmjuxxg3g;f_wsw75yxaiqajc;f_z26zqkogu7k2s	long-vowel-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	naluvu	entry	not-in-current-full-casebook	1	0	0
d3611	**nalVvV-		krishnamurti-pfeiffer	42	39	17	Gadaba;Kannada;Konda;Kurux;Kuwi;Tamil;Telugu;Tulu	**nalVvV- | **nalVvV | *nal-	d3611;f_25a7wkhnhdtaa;f_clgamtq55jix4	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	nalūgu | nalpu | naliyu | nalũguḍu | naliguli | nalãkuva | nali | nalapu | nalikamu | nalāguḍu | nalcu | nalata | nalāgu | nalukuva | nalupu | nalãcu | nalucu	entry	not-in-current-full-casebook	1	0	0
d3612	*naḷ- / *naḷ-t-		krishnamurti-pfeiffer	24	20	0	Badaga;Kannada;Kodagu;Kota;Kurux;Malto;Toda;Tulu;pampa	*naḷ- / *naḷ-t- | *nal- | **na-ḷ/l-i | *naḷ- / *naḷ-t	d3612;f_mvcok6tdeonsc;f_tnldpyzamfmby;f_vdigwywwcjwg6	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3613	*nal-		merriam-pdr	22	20	4	Gadaba;Gondi;Tamil;Telugu	*nal-	d3613;f_sksew62nyd4dw	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	nallani | nalla | nallana | nalupu	entry	not-in-current-full-casebook	1	0	0
d3614	navarai		dedr-reflex	12	10	2	Malayalam;Tamil;Telugu;Tulu	*navar-ai	f_6ktyd2dtfw3zk	nonapical-control	nonapical-control	nivvari | nivari	entry	not-in-current-full-casebook	0	0	0
d3615	navir		dedr-reflex	6	4	0	Kannada;Tamil	*navir	f_sxknqfuhzsine	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3616	navil		dedr-reflex	8	6	0	Tamil;Toda	*navil-	f_c2kt55pckopdo	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3617	navu		dedr-reflex	4	2	0	Kota;Tamil	*nav-	f_fzlaiopzmftac	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3618	navuru		dedr-reflex	7	5	2	Kannada;Telugu	*navar-	f_7o3mavznzl3x4	nonapical-control	nonapical-control	navuru | nauru	entry	not-in-current-full-casebook	0	0	0
d3619	navvi		dedr-reflex	7	5	2	Tamil;Telugu	*nav-	f_mhdsev4uywuc4	nonapical-control	nonapical-control	navala | navalā	entry	not-in-current-full-casebook	0	0	0
d362	āmpal		dedr-reflex	8	6	0	Kannada;Malayalam;Tamil;Tulu	*āmbal-	f_bai6wesa6im4i		long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d3620	*naẓ-		merriam-pdr	14	12	1	Gondi;Kolami;Kuwi;Tamil;Telugu	*naẓ-	d3620;f_zlp6zee7qgdls	short-vowel-apical	postapical-cluster;short-vowel-apical	nakku	entry	not-in-current-full-casebook	1	0	0
d3621	*nāḷ	night	krishnamurti-pfeiffer	39	37	0	Brahui;Kolami;Konda;Kui;Kuwi;Manda;Naiki;Naikri;Parji;Pengo;Tamil	*nāḷ | *naḷ-V	d3621;f_vbgjks6p2a3jw	long-vowel-apical-control;postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3622	naḷ		dedr-reflex	11	9	0	Kannada;Konda;Tamil	*naḷ-	f_pmgdajvbt27ga	short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3623	naṟa-naṟ-eṉal		dedr-reflex	16	14	0	Kannada;Kota;Tamil;Tulu	*nar_-nar_-	f_asw3m2imkkleg	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3624	naṟavalu		dedr-reflex	6	4	0	Kannada;Tulu	*nar_aval-	f_epj5aqpamaix2	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3625	*nar_-Vk-		merriam-pdr	22	20	5	Gondi;Konda;Kuwi;Malayalam;Malto;Tamil;Telugu	*nar_-Vk-	d3625;f_ack7o4oxt6i2s	short-vowel-apical	postapical-cluster;short-vowel-apical	narku | naṟuku | naṟaku | naṟukuḍu | naṟakuḍu	entry	not-in-current-full-casebook	1	0	0
d3626	naṟumu		dedr-reflex	9	7	3	Kannada;Tamil;Telugu	*nar_-	f_vmlysauzsju6y	short-vowel-apical	short-vowel-apical	naṟumāḍu | naṟuju | naṟumu	entry	not-in-current-full-casebook	1	0	0
d3627	naṟuvili		dedr-reflex	6	4	1	Malayalam;Tamil;Telugu	*nar_-	f_gviys4m4hioww	short-vowel-apical	short-vowel-apical	nakkera	entry	not-in-current-full-casebook	1	0	0
d3628	*nan-		merriam-pdr	13	11	0	Kurux;Malto;Tulu	*nan-	d3628;f_njps6dubjs3xu	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d3629	naṉavu		dedr-reflex	7	5	0	Kannada;Tamil	*nan-	f_7q542nbput7jy	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d363	*āC-		merriam-pdr	36	34	0	Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Naiki;Parji;Tamil;Tulu	*āC-	d363;f_ng2ksyedci6jy		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3630	*nāl_- (*-n-)		merriam-pdr	86	84	7	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kota;Kui;Malayalam;Malto;Tamil;Telugu;Toda;Tulu	*nāl_- (*-n-)	d3630;f_4aebtdtd6etz4	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	nānpu | nanja | nānupu | nānuḍu | nānucu | nāncu | nānu	entry	not-in-current-full-casebook	1	0	0
d3631	naṉai		dedr-reflex	12	10	5	Kannada;Kota;Tamil;Telugu;Toda	*nan-	f_iuilnhqi2kfjq	short-vowel-apical	short-vowel-apical	nanupu | nanpu | nanucu | nana | nanayu	entry	not-in-current-full-casebook	0	0	0
d3632	naṉṉi		dedr-reflex	4	2	1	Tamil;Telugu	*nan-i	f_4l54nymvph53u	short-vowel-apical		nanna	entry	not-in-current-full-casebook	0	0	0
d3633	*nā-l		krishnamurti-pfeiffer	39	35	4	Badaga;Gadaba;Kannada;Kodagu;Kolami;Konda;Kota;Malayalam;Naikri;Parji;Tamil;Telugu;Toda;Tulu;markodi	*nā-l | *nā-l-nkk | *nāl_- | *nā-l-nk	d3633;f_5aad2zdbhyooo;f_mfutn4ni36ovg;f_x3q5zjdqa4bpg	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;short-vowel-apical	nālika | nāluka | nālka | nēlka	entry	not-in-current-full-casebook	1	0	0
d3634	*nāg-		merriam-pdr	14	12	3	Badaga;Kota;Malayalam;Parji;Tamil;Telugu;Toda;Tulu	*nāg-	d3634;f_ianj3p6z3xwhm		long-vowel-apical-control	ela-nāga | nātuka | nāti	entry	not-in-current-full-casebook	0	0	0
d3635	*nāg-u		merriam-pdr	5	3	0	Gadaba;Konda;Kuwi	*nāg-u	d3635;f_afvk62vsx2ziq				entry	not-in-current-full-casebook	0	0	0
d3636	nāguṛi		dedr-reflex	5	3	0	Kuwi;Manda;Pengo	*nāguṛ-i	f_jkvdeexyrlgje				entry	not-in-current-full-casebook	0	0	0
d3637	nāṭu		dedr-reflex	11	9	0	Badaga;Gondi;Malayalam;Tamil;Tulu	*nāḍ-	f_b5fupkj7stpie	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d3638	*nāṭu	country, place	krishnamurti-pfeiffer	102	98	2	Badaga;Gondi;Kannada;Kodagu;Konda;Kota;Kui;Kuwi;Malayalam;Manda;OTelugu;Pengo;Tamil;Telugu;Toda;Tulu	*nāṭu | *nāṯu | *nāḍ-	d3638;f_3gnfmjdcvksfq;f_ojcrb6uefajoq;f_sd5fcxgzvif7i	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	nāḍika | nāḍu	entry	not-in-current-full-casebook	1	0	0
d3639	nāṇ		dedr-reflex	45	43	1	Badaga;Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*nāṇ-	f_wighrcytirfmy	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	nāna	entry	not-in-current-full-casebook	0	0	0
d364	*āy	; mother	krishnamurti-pfeiffer	90	85	1	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*āy | **āy | *aj-	d364;f_dfsju2q2gwtsw;f_hkj37ao66ceo6;f_vl5hfqaodvf3a	nonapical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	tāyi	entry	not-in-current-full-casebook	1	0	0
d3640	nāṇi		dedr-reflex	8	6	0	Kui;Kuwi;Pengo	*nāʔṇ-i	f_v227bf7oelc74		long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d3641	nāṇuvam		dedr-reflex	4	2	0	Malayalam;Tamil	*nāṇuv-am	f_aoycty4ekcjm4	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	0	0	0
d3642	*nānḍ-		merriam-pdr	7	5	0	Gondi;Kurux;Malto;Parji	*nānḍ-	d3642;f_hjzgsgo26zuxe	long-vowel-apical-control	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3643	nā̃ṛnā (naṇḍyas)		dedr-reflex	8	6	0	Kurux;Malto	*nānḍ	f_52txeamh3ommc	long-vowel-apical-control	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3644	*nāt-		merriam-pdr	18	16	0	Kannada;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Manda;Parji;Tamil	*nāt-	d3644;f_hrwpzgv6xohc6		long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3645	nād		dedr-reflex	9	7	0	Kurux;Malto	*nād	f_ot2phtupcamc6		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3646	nāpa		dedr-reflex	4	2	0	Kui;Kuwi	*nā̆pa	f_bljvqlyukrwhw		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3647	**nām		krishnamurti-pfeiffer	16	14	1	Brahui;Gondi;Kannada;Kolami;Kurux;Malayalam;Malto;Naikri;Tamil;Telugu;Tulu;markodi	**nām | *njām	d3647;f_7wheukckkw7ug		long-vowel-apical-control;nonapical-control;short-vowel-apical	manamu	entry	not-in-current-full-casebook	0	0	0
d3648	*nām-	be emaciated	krishnamurti-pfeiffer	9	4	0	Kannada;Tamil	*nām- | *nam-V | *nām | *nāmb- | *nām-/*nam-V-	d3648;f_f5ocb7ppheywg;f_nlboyk36mtd34;f_ooj6dxywjqfcq;f_vnzc3oonhkuku	nonapical-control			entry	not-in-current-full-casebook	0	0	0
d3649	nāmpu		dedr-reflex	6	4	1	Malayalam;Tamil;Telugu	*nāmb-	f_qvhksdh3fcmp2		nonapical-control	nāmu	entry	not-in-current-full-casebook	0	0	0
d365	āyiṉi		dedr-reflex	17	15	0	Malayalam;Tamil	*ājin-	f_axjhtqfyzjie4		long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3650	*naH-ay	dog	krishnamurti-pfeiffer	64	50	0	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kuwi;Malayalam;Naiki;Naikri;Parji;Pengo;Tamil;Toda;Tulu;markodi	*naH-ay | *naH-kuẓi | *naH-att | *naH-ay/-att/-kuẓi | *ńāj(t)-	d3650;f_bd2plw35nhxai;f_ejesayh2fdnaa;f_jqsq6difuy6fc;f_k3jayiyjthjhu;f_qkh5vhyn25b52	nonapical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3651	*nār-		merriam-pdr	24	22	2	Badaga;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*nār-	d3651;f_ccsrug54lkqvo	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical	nāri | nāra	entry	not-in-current-full-casebook	1	0	0
d3652	nār- (-t-)		dedr-reflex	4	2	0	Manda;Pengo	*nār-	f_6bwccxpe6m2kg	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d3653	nāṛattai		dedr-reflex	10	8	0	Kannada;Malayalam;Tamil;Tulu	*nār-	f_2yc2z7knjjjfo	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3654	*nār-		merriam-pdr	6	4	0	Gondi;Naikri	*nār-	d3654;f_acyvi333wlszk	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d3655	*nāl	; four	krishnamurti-pfeiffer	181	169	10	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Malayalam;Naiki;Naikri;Parji;Tamil;Telugu;Toda;Tulu;markodi	*nāl | *nal-V | *nāl- | *nāl-nkV | *nāl-nkkV | **nālVkV	d3655;f_dfivwjihii2e6;f_n4rh3iuxxhxp4;f_rhumdxtmhc3zs;f_sruuqbcxcrkwc;f_zj72njpblg5h2	long-vowel-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	naluvuru | naluvaṇḍru | nalubʰai | naluguru | nālugu | nalabʰai | nannūṟu | naluvadi | nalubadi | nāluvu	entry	not-in-current-full-casebook	1	0	0
d3656	*nāḷ	; day	krishnamurti-pfeiffer	61	54	3	Badaga;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kurux;Malayalam;Malto;Naikri;Tamil;Telugu;Toda	*nāḷ | *nāṇ-ṭ- (< *nāḷ-nt-) | **nāḷV | *nāṇ-ṭ- | *nāṇ-ṭ | *nāḷ-	d3656;f_62utvqgl4j67q;f_6pz2aujzixf7i;f_bbup5e7ab7pu2;f_czo7ofb6fq6uy;f_eevwgmf53aios;f_mnpsv6apuqhci	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical	nā̃ḍu | nānāṭiki | nānā̃ḍu	entry	not-in-current-full-casebook	1	0	0
d3657	nāḷ		dedr-reflex	8	6	0	Badaga;Kannada;Tamil	*nāḷ-	f_ul6nyr4kst47w	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3658	nikakka		dedr-reflex	21	19	0	Kannada;Malayalam;Tulu	*ne(g)g-	f_bknys5xekrmla		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3659	nikar		dedr-reflex	22	20	7	Badaga;Kannada;Tamil;Telugu;Tulu	*nig-	f_7xep2h4gnj2ia	nonapical-control	nonapical-control	niganiga | negaḍita | negaḍu | nigārincu | negaḍta | niggu | nigārimpu	entry	not-in-current-full-casebook	0	0	0
d366	āyvu		dedr-reflex	20	18	4	Badaga;Kannada;Tamil;Telugu;Tulu	*āj-	f_qjvmzn5c5z53u		postapical-cluster;short-vowel-apical	āyakaṭṭu | āyitamu | āyatte | āyittamu	entry	not-in-current-full-casebook	0	0	0
d3660	nikar		dedr-reflex	8	6	0	Badaga;Malayalam;Tamil	*nIgar-	f_zckmebc4oaseg	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3661	nikaṛ̆		dedr-reflex	15	13	5	Kannada;Tamil;Telugu	*nIgaẓ-	f_dma6kji75pw36	nonapical-control	nonapical-control	niggu | neggu | niggincu | neggincu | negaḍu	entry	not-in-current-full-casebook	0	0	0
d3662	nikaḷam		dedr-reflex	20	18	4	Gondi;Kannada;Koraga;Malayalam;Telugu;Tulu	*nikk-	f_42axsfwasqr6o	nonapical-control	nonapical-control;postapical-cluster;short-vowel-apical	nikku | nikkavoḍucu | nikkuḍu | nikkũbōtu	entry	not-in-current-full-casebook	1	0	0
d3663	nikkuva		dedr-reflex	7	5	4	Kannada;Telugu	*nikuv-	f_fa6jm7w5bhdtc	nonapical-control	nonapical-control	nik-kala | nikkemu | nikkamu | nikkuvamu	entry	not-in-current-full-casebook	0	0	0
d3664	niggeḍi		dedr-reflex	7	5	1	Kannada;Telugu;Tulu	*nigg-	f_ngzqvanzeyyyu	nonapical-control	nonapical-control	niggaḍi	entry	not-in-current-full-casebook	0	0	0
d3665	niŋ- (-it-)		dedr-reflex	21	19	0	Konda;Kui;Kuwi;Manda;Pengo	*niŋ- (caus. *nik-)	f_iosmearmimgi4		nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	1
d3666	nisⁱgnā (nisgyas)		dedr-reflex	7	5	0	Kurux;Malto	*nisg	f_sqvvzodlwv472	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3667	niṭṭa		dedr-reflex	6	4	0	Konda;Tulu	*niṭ-	f_7gdwqzrhvpsze	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3668	niṇa		dedr-reflex	14	12	0	Kannada;Tamil;Toda;Tulu	*niṇ-	f_ukjaf6a2wzzv2	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3669	niṇaṟu		dedr-reflex	4	2	1	Tamil;Telugu	*nIṇar_- (?)	f_aanh72mtqogd2	short-vowel-apical	short-vowel-apical	nenaru	entry	not-in-current-full-casebook	0	0	0
d367	*ār-		merriam-pdr	66	64	5	Badaga;Gadaba;Kannada;Kodagu;Konda;Kota;Kui;Kuwi;Malayalam;Parji;Tamil;Telugu;Toda;Tulu	*ār-	d367;f_dbbniajqilmgc	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	ārpu | ārbʰaṭamu | ārcu | ārucu | ārbʰaṭi	entry	not-in-current-full-casebook	1	0	0
d3670	*ńipaṭ-		merriam-pdr	8	6	2	Kolami;Naikri;Telugu	*ńipaṭ-	d3670;f_rrano7q5ykhtw	nonapical-control	nonapical-control	nippaṭi | nippaṭṭu	entry	not-in-current-full-casebook	0	0	0
d3671	nɨp		dedr-reflex	12	10	0	Kodagu;Konda;Kui;Kuwi;Manda;Pengo;Toda	*nip-	f_4snclj3i35l7k	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3672	nira		dedr-reflex	26	24	10	Irula;Kodagu;Kolami;Malayalam;Tamil;Telugu	*nIr-a-	f_ieqgiybuxkonq	short-vowel-apical	nonapical-control;short-vowel-apical	neṟa | neṟayu | neṟavu | nerayu | neṟapu | nera | neravu | reppamu | nerapu | nerayika	entry	not-in-current-full-casebook	1	0	0
d3673	nira		dedr-reflex	29	27	0	Kannada;Kota;Malayalam;Tamil;Toda	*nIr-a-	f_qvku3gbqng3co	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3674	*nirḍ-		merriam-pdr	14	12	2	Gadaba;Gondi;Konda;Naiki;Parji;Telugu	*nirḍ-	d3674;f_la7f6zwh2ewsg	postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical	niruṭi | niruḍu	entry	not-in-current-full-casebook	1	0	0
d3675	*nil-	; to stand	krishnamurti-pfeiffer	156	148	15	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naiki;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*nil- | *niṯ | **nil | *nil | *nil-/*niṯ-/*niṯṯ- | *ńil- | *niṯṯ | *niṯ-, nin-ṯ-	d3675;f_3q4mapk6moy6a;f_4ipqsaqij4st2;f_65r5yq62j3vdw;f_lmbqv6vsbx6xo;f_rqpzwypte4huo;f_xkonm7qstuft6;f_zskcyeoudafcg	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	nilava | nilkaḍa | nela | niluvu | nelayu | nilaka | nilva | nilukaḍa | nilucu | nela konu | niluva | nelavu | neppu | nilupu | neppukonu	entry	not-in-current-full-casebook	1	0	0
d3676	*nil- (*-e-)		merriam-pdr	33	31	0	Badaga;Kannada;Kodagu;Kota;Malayalam;Parji;Tamil;Toda;Tulu	*nil- (*-e-)	d3676;f_hiebn4pkrqfmq	short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3677	nivaṟu		dedr-reflex	4	2	0	Malayalam;Tamil	*nivar_-	f_rnvnuamf3w5xw	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d3678	nibbeṟagu		dedr-reflex	7	5	4	Kannada;Telugu	*nibber_- (?)	f_gaf3om743zczs	nonapical-control	nonapical-control	nivveṟa | nivveṟa-paḍu | nivveṟa-pāṭu | nivveṟagu	entry	not-in-current-full-casebook	0	0	0
d3679	*nīẓ-		merriam-pdr	46	44	1	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kuwi;Malayalam;Manda;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*nīẓ-	d3679;f_jd774e4zegdy6	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	nīḍa	entry	not-in-current-full-casebook	1	0	0
d368	*ār-āy	to investigate; research	krishnamurti-pfeiffer	31	24	3	Badaga;Kannada;Malayalam;Tamil;Telugu;Tulu	*ār-āy | *ār-āy-cci | *ār-	d368;f_7y7kom666hnci;f_bysg2ajpaudxi;f_mokv3kzs7va6u;f_oph2hgrfryisc;f_xrmdqdddelcuu;f_ytait6kd4tfgi	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;short-vowel-apical	āra | ānu | āru	entry	not-in-current-full-casebook	1	0	0
d3680	niṟa		dedr-reflex	7	5	0	Kota;Malayalam;Tamil	*nIr_-am	f_bkwfhrz3gsdae	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d3681	niṟam		dedr-reflex	11	9	1	Gondi;Kannada;Tamil;Telugu;Toda;Tulu	*ner_-	f_6bcczu6rhqhdi	short-vowel-apical	postapical-cluster;short-vowel-apical	neṟanu	entry	not-in-current-full-casebook	1	0	0
d3682	*niṯ-	; to be full	krishnamurti-pfeiffer	119	114	14	Badaga;Gondi;Kannada;Kodagu;Kolami;Konda;Koraga;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naiki;Naikri;Pengo;Tamil;Telugu;Toda;Tulu	*niṯ- | *nin-ṯ | **ninṯV | *nind_- | *niṯ	d3682;f_dwcikwug237pk;f_neg6uifkm7r44;f_sqirziimr7z52;f_ud6ri7horoxk2	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	niṟu | nincu | nerapu | neṟa | niṇḍa | ninucu | nera | neṟapu | neravu | niṇḍu | neṟavu | neṟayu | nerayu | neṟi	entry	not-in-current-full-casebook	1	0	0
d3683	*nen-ay	to think	krishnamurti-pfeiffer	48	44	3	Badaga;Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*nen-ay | *nen_-	d3683;f_fcnc76c4ydsje;f_uqoiteyv3fsia;f_vrjbouyuahvre	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	neppu | nelavari | nelavu	entry	not-in-current-full-casebook	0	0	0
