Record_ID	Entry_ID	Language_ID	Source_Form	Source_Gloss	Source	Input_Class	Proposed_Immediate_Input	Supporting_Past_Stem	Disposition	Observed_Outcome	Derivation_and_Direction	Confidence	Exception_Notes	Family_ID	Review_Scope
f_t2kjdhlradz3m	d5522	Kui	vēpka (&lt; vēk-p-; vēkt-)	to cease (rain); cessation of rain. DED 4543	dedr	verbal-velar+labial-formative	vēk-p-	vēkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	Homophonous with d5519 stretch, but no independent semantic/derivational connection established.	d5522	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_t56nhs4rv3tho	d2024	Kui	kīpka (kīpki-)	DED(S) 1684	dedr	vowel-stem+p+ki	kī + p + k		vowel-stem-plus-complex-pk-control	O	DEDR2024 supplies kīva put on clothes beside plural kīpka:kīpki. A vowel base plus complex p-k formation fits the independently recorded third-conjugation pattern. This is not the homophonous pour verb in Winfield p.73, and not evidence for kī-k-p.	high for independent vowel-final stem; medium for exact historical morphology		d2024	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_t7ubeua3g2o3y	d2136	Kui	klōpka	(&lt;klōk-p-; klōkt-) to contract, draw up, depress	dedr	verbal-velar+labial-formative	klōk-p-	klōkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d2136	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_tjcebrjvs5vmg	d715	Kui	jūpka	(&lt;jūk-p-; jūkt-)to afflict, persecute, cause to suffer; act of afflicting, persecution, ill-treatment. DED(S) 613	dedr	verbal-velar+labial-formative	jūk-p-	jūkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d715	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ty4mtcfbwoiuq	d3376	Kui	trupka (&lt; truk-p-; trukt-)	to oscillate, swing up and down	dedr	verbal-velar+labial-formative	truk-p-	trukt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	trupka and drūpka are related intransitive/transitive swing formations; one family.	d3376	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_u57za7jztiky4	d2115	Kui	gopkā	branches	dedr	nasal/labial-stem+plural-k	branch stem + plural-k; exact base not given		nominal-plural-control	O	Labial precedes the plural velar in the morphological input already; nasal loss and/or devoicing can yield p-k without k-p reversal. This is an independently different input class.	medium; precise plural allomorphy requires full paradigms		d2115	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ub356vpc6h5nw	d2815	Kuwi	hēru	pair of ploughing bullocks. DED (S) 2313	dedr	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d2815	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_uiwvufb4jbbli	d4870	Kui	mlipka	(&lt;mlik-p-; mlikt-) to turn over , overturn, turn upside down; overturning	dedr	verbal-velar+labial-formative	mlik-p-	mlikt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4870	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_uvineozkzfl5m	d297	Pengo	ṛābga	priest who offers sacrifice	dedr	not-established			input-unresolved	A	Database priest ṛābga may be agent morphology. Garrett and Blevins2009 p.538 independently supplies ṛāk-ba > ṛābga sacrifice; source-paradigm evidence is separate and exact agent/verb relation remains to establish.			d297	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_vj7jpnyejfxzu	d2926	Kuwi	nabgali	to press down. DED 2386	dedr;F-Kuwi	not-established			input-unresolved	A	A velar-labial analysis is possible, but the exact local full stem and labial formative are not independently both supplied. For nabgali, southern namukku includes a nasal absent in the output; for hēpk, related Kui sēpka is suggestive but not a Kuvi paradigm.			d2926	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_vmp4e73iujxls	d5450	Kui	vīpka (vīpki-)	swift, quick	dedr	not-established			input-unresolved	A	Swift vīpka (vīpki-) lacks an independently given vīk-p- input.			d5450	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_vwqpdtyxba5aw	d706	Kui	ubga	(&lt;ug-b-; ugd-) to collide, strike against, butt; uska (uski-)	dedr	verbal-velar+labial-formative	ug-b-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d706	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_w2g46pt5rztqy	d4527	Pengo	popka	id	dedr	not-established			input-unresolved	A	popka has no independently supplied pok-p input; source gloss id requires full etymon comparison.			d4527	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_wig5kxdh2mnhw	d3801	Kui	paeri	a climbing plant of which the leaves are used for making cups and the runners and tendrils for ropes	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d3801	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_wnbiaa7nvfq72	d1109	Kui	gṛāpa (gṛāt-)	to cross, cross over, ford, pass by; act of crossing, fording, passing by	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d1109	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_wrglyexxvikvs	d766	Kuwi	epki ki	to cause to climb	dedr;Mah-Kuwi	verbal-velar+labial-formative	ek/eng + pi#ki		comparatively-supported-verbal-input	D	Independent local full stem in panel-029 supports a final velar. Labial derivation and voicing assimilation yield the observed p-k/b-g order; purely phonetic origin versus analogical history remains unresolved.	medium-high for local morphological ordering		d766	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_wtcdjnx4wmtsq	d3376	Kui	drūpka (&lt; drūk-p-; drūkt-)	to cause to swing or sway; act of swinging someone	dedr	verbal-velar+labial-formative	drūk-p-	drūkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	trupka and drūpka are related intransitive/transitive swing formations; one family.	d3376	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_x26hbteq3bt5o	d1805	Kuwi	kolki	receptacle for storing paddy. DED(N) 1500	dedr;Ṭ-Kuwi	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d1805	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_x5ut4227rr6v2	d5363	Kui	vrapka (&lt; vrak-p-; vrakt-)	to cut open and disclose contents	dedr	verbal-velar+labial-formative	vrak-p-	vrakt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d5363	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_xcw2bpz5djocy	d1249	Kui	kasi	a young undeveloped pumpkin	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d1249	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_xvjg3ehonj4ae	d1273	Kui	krēmbu ( krēpka)	sore, wound. DEDS 165	dedr	nasal/labial-stem+plural-k	krēmbu + plural-k		nominal-plural-control	O	Labial precedes the plural velar in the morphological input already; nasal loss and/or devoicing can yield p-k without k-p reversal. This is an independently different input class.	medium; precise plural allomorphy requires full paradigms		d1273	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_yb2hf7hg3kv2y	d1628	Kui	kopka (&lt; kok-p-; kokt-)	to sit, sit down, sit on, settle down, subside; act of sitting, subsidence	dedr	verbal-velar+labial-formative	kok-p-	kokt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d1628	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ycvy4yb2ncvsq	d2800	Pengo	hēpkor	cow itch	dedr	not-established			input-unresolved	A	Cow-itch hēpkor could contain an itch stem, but neither velar-final stem nor formation is independently supplied in the Pengo record.		Source prints sek-p- beside sēpka and sēkt-. Vowel-length mismatch is separate from local k-p reversal; exact vowel needs original vocabulary checking.	d2800	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ykrwxz4m6gqzq	d513	Kui	lāa	grown-up girl, young woman	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d513	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_yxnvgoe5kayd4	d3323	Kuwi	hūpka	saliva, spittle	dedr	labial-stem+velar-formative	hūp spit + k-i/a		labial-stem-plus-velar-control	O	Independent labial base (panel-029 for heap, quiet and spit) supports original p-before-k, not an underlying velar-before-labial sequence. The interlace compound remains less fully segmented.	high for labial bases except interlace, medium for exact derivation		d3323	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_yytdvo45dbx54	d2908	Kui	nōṛu	string, cord made from a forest climbing plant	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d2908	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_z75xuqcsjazlw	d333	Kui	āpka (āpki-)	yes	dedr	not-established			input-unresolved	A	Affirmative āpka (āpki-) has no independently supplied velar-final input.			d333	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_zec6tdhg4tmzu	d1980	Kui	gebga (&lt; geg-b-; gegd-)	to be connected with (by ties of friendship, love, common cause), associate with, be united, reconciled, live together as husband and wife, have faith in, believe; set side by side, intertwine bamboos so as to build a fence; act of associating with, being connected with or having faith in, faith	dedr	verbal-velar+labial-formative	geg-b-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d1980	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_zg3bpnatld6o4	d5162	Kui	ranja	a small bough for supporting climbing plants, a large peastick	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d5162	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_zkmyxy3xxs4hm	d4194	Kui	plipka	(&lt;plik-p-; plikt-) to split , burst, crack	dedr	verbal-velar+labial-formative	plik-p-	plikt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4194	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_zmnthfsiwbki6	d2468	Kuwi	hāpu ( hāpka)	id. DED(S) 2035	dedr	nominal-stem+plural-k	hāp + plural-k		nominal-plural-control	O	This is a noun plural formation; the record supplies no velar-before-labial input. Nasal/labial alternation or plural allomorphy is separate from verbal k-p reversal.	medium; exact nominal allomorphy partly unresolved		d2468	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_zyizyf2t57zfc	d5167	Manda	jīpaṛ ( jīpahiŋ	grown-up girl. DEDS 835	dedr	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d5167	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_zzapu56xn4mei	d1349	Kui	kṛepka	(&lt;kṛek-p-; kṛekt-) to shake, cause to shake; act of shaking. DED(S) 1136	dedr	verbal-velar+labial-formative	kṛek-p-	kṛekt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d1349	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
