entry_id	family_id	concept	reconstruction	c1	v1	v1_quantity	c2	c2_structure	v2	structure	eligibility	input_confidence
d3340	d3340	push, drive, propel	*tur-a; labial and other derivatives	t	u/o	short	r	singleton	a/zero	CVC-a-C / CVC-C	core	Comparative order and exact formation confidence distinguished in support and exception notes
d3343	d3343	rust, verdigris	*tur-u; labial/velar strong formations	t	u	short	r	singleton	u/zero	CVC-V / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d3358	d3358	pluck, nip off	North Dravidian *tur/tuṛ-(u)-k	t	u	short	r	singleton	u/zero uncertain	CVC-(V)-k	brahui-displacement-comparison	high for order, uncertain for V2 phonemic status
d3364	d3364	jump, leap, be proud	*tuḷḷ-u	t	u	short	ḷḷ	singleton	u	CVCC-V	secondary-r-control	high
d3367	d3367	stuff, crowd, thrust in	*tuṯ/tuṟ-u; strong and velar/labial derivatives	t	u	short	ṯ/ṟ	singleton and strong apical formations	u/a	CVC-V-C / CVCC	brahui-displacement-comparison	high for u-apical order; conditional for affricate formation
d3393	d3393	feather, down, soft hair	*tū; *tupp-uẓ/ṭ derivatives	t	ū/u	long root and short labial derivatives	p/ẓ later	noninitial apical after geminate	u/a	CVV / CVCCVC	nonadjacent-or-secondary-r-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d3402	d3402	winnow, scatter, sprinkle	*tūr / *tūṯ- strong formation	t	u	long	ṟ/ṯ	singleton and strong apical formation	u	CVVC / CVVC-C	long-vowel-control	medium
d3411	d3411	ladle, wooden spoon, oar	regional *ta/teḍ-ḍ	t/ṭ	a/e	short	ḍ	geminate/short stop variants	u	CVC(C)-V	secondary-r-input-unresolved	Comparative order and exact formation confidence distinguished in support and exception notes
d3437	d3437	snap, break, cut	*te/tiṟ-i; velar/labial/nasal derivatives	t	e/i	short	ṟ	singleton	i/zero/unknown	CVC-V-C / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d3451	d3451	belch, eructate	*tēk; regional *dēr-k / *der-b; Telugu nasal derivative	t/d	ē/e	long core root and regional short/long derivatives	k/r	singleton	zero/unknown	CVVC-C / CVC-C	secondary-r-regional-comparison	Comparative order and exact formation confidence distinguished in support and exception notes
d3520	d3520	armpit, side of body, flank	*tok-k / regional *tolokʰ, *tolkʰ	t	o	short	l/k	lateral only in northern forms; deeper k/l uncertain	o/zero	CVCVC / CVCC	northern-medial-reduction-comparison	medium for local northern order; low for wider cognacy
d3522	d3522	tread, trample, crush	*tuẓ-i; velar/labial derivatives	t	u/o	short	ẓ	singleton	i/zero	CVC-i / CVC-C	core-vowel-and-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d3559	d3559	skin, bark, rind	*tokk; *tok-al > *tōl; short *toli	t	o/ō	long contracted root versus distinct short formations	l / earlier k...l	singleton	a/i	CVVC / CVC-a-l / CVKK	core	high
d3754	d3754	moon, month, moonlight	*nel-a-nc/-ncc; *nel-V	n	e/i	short	l	singleton	a	CVC-a-NC / CVC-V	core	high for order and formative family
d3821	d3821	green, fresh, moist; moss	*pac/pas; *pas-ir/ar extensions	p	a	short	c/s	singleton	i/a/unknown	CVC / CVC-V-r	alternative-cognacy-nonadjacent-process	Comparative order and exact formation confidence distinguished in support and exception notes
d3949	d3949	spread, crawl, bed, expanse	*par-a; *par-a-k(k), *par-a-pp, *par-u-w; long *pār	p	a	short and independent long grade	r/ṟ	singleton	a/u	CVC-a-K / CVC-a-PP / CVC-u-w / CVVC	core	high for broad formations; medium for exact velar quantity
d3962	d3962	split, tear, slice	*par-i; consonantal *par-t/d and velar/labial derivatives	p	a	short	r	singleton	i/zero/a	CVC-i / CVC-C	core	Comparative order and exact formation confidence distinguished in support and exception notes
d3972	d3972	grow large, increase, flourish	*par-u; *par-b/d; long *pār	p	a	short root and independent long grade	r	singleton	u/zero	CVC-V / CVC-C / CVVC	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d3976	d3976	cotton	*par-utti; immediate *par-tt-i	p	a	short	r	singleton	u	CVC-u-tt-i	core	high
d3982	d3982	husked rice, grain of boiled rice	*per/par-V; velar, labial and plural formations	p	e/a	short	r	singleton	unknown	CVC-V / CVC-V-K / CVC-V-m	vowel-input-uncertain	high for order; low for exact vowel reconstruction
d3986	d3986	tooth; toothstick compounds	*pal; *pal#kar tooth-stick	p	a	short	l	singleton	zero	CVC free root / CVC#CVC	free-root-control	high
d3999	d3999	old, worn, stale	*paẓ-a; *paẓ-a-nt/n	p	a	short	ẓ	singleton	a	CVC-a-NT / CVC-a-n	core	Comparative order and exact formation confidence distinguished in support and exception notes
d4002	d4002	blame, scold, censure	*paẓ-i; consonantal y/b derivatives	p	a	short	ẓ	singleton	i/zero	CVC-i / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4005	d4005	rib, side, armpit	*paẓ-k-; shorter *paẓ-u	p	a	short	ẓ	singleton	zero/u	CVC-k / CVC-u	core-contact-convergence	high
d4039	d4039	pig	*pan-ṯ-i / *panṯ-i	p	a	short	nṯ	nasal-stop cluster	i	CVNC-i	root-cluster-control	high
d4057	d4057	stale, rotten, foul	regional *pās; alternative relation to *paẓ-a3999	p	ā	long	s	singleton	zero/u	CVVC	alternative-cognacy-secondary-r	Comparative order and exact formation confidence distinguished in support and exception notes
d4175	d4175	rattan, cane	*pir-amp; strengthened labial variant	p	i/e	short	r	singleton	a	CVC-a-NP	core-contact-caveat	Comparative order and exact formation confidence distinguished in support and exception notes
d4176	d4176	separate, split, loosen	*pir-i; *pir-k / nasal and labial derivatives	p	i	short	r	singleton	i/zero	CVC-i / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4177	d4177	twist, roll into a coil	*pur-i / *pir-i; velar and labial formations	p	u/i	short	r	singleton	i	CVC-i-k / CVC-i-p	brahui-retention-counterexample	high for full high-vowel stem
d4183	d4183	squeeze, express liquid, milk	*piẓ-i; nasal-stop derivatives *piṇṭ-	p	i	short	ẓ	singleton plus nasal-stop derivatives	i	CVC-i / CVC-NC / CVNC	brahui-displacement-comparison	high for singleton full order; medium for exact cross-language formations
d4193	d4193	intestine, bowel	*piẓ-ul / *piẓ-uv-ul; Telugu velar derivative	p	i/e	short and long comparison grades	ẓ	singleton	u/unknown	CVC-V-C	quantity-and-formation-residual	Comparative order and exact formation confidence distinguished in support and exception notes
d4194	d4194	burst, split, hatch, parch	*piḷ-i/a; competing Telugu *pir-al > *per-al	p	i/e	short	ḷ / alternative r	singleton	i/a/unknown	CVC-V / CVC-V-l / CVC-K	input-cognacy-contested	high for lateral group; low for uniquely linking Telugu prēlu
d4283	d4283	protect, nourish, support	*pur-a; palatal/labial/dental derivatives	p	u/o	short	r	singleton	a	CVC-a-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4312	d4312	worm, decay	*puẓ-u; labial/velar and plural formations	p	u/i	short	ẓ	singleton	u/i/zero	CVC-V / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4335	d4335	anthill	*puṯṯ / *punṯṯ-V; regional *puṭṭ	p	u	short	ṯṯ/ṇṯṯ	geminate or nasal-plus-geminate	a/u/i	CVCC-V / CVNCC-V	root-cluster-control	high for nonsingleton; medium for nasal
d4410	d4410	name, name someone	*pin-cc-Vr > *pic-ar / *pec-ar; regional pidir/peder	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	contraction-and-secondary-apical-control	high for contraction family; low for eastern dental-initial history
d4411	d4411	grow, increase, big; elder kin	*per-u-k(k); *per-V / *pēr; kinship derivatives	p	e	mixed by formation	r	singleton	u/i/unknown	CVC-u-K / CVC-V / CVVC	core	high
d4418	d4418	bone, hard stone of fruit	*peẓ/ṛ-V-n; plural -k	p	e	short	ẓ/ṛ	singleton	e/a/unknown	CVC-V-n	regional-vowel-input-uncertain	high for regional order; medium for segment, low for exact V2
d4430	d4430	talk, prattle, command	*pēc / *pēẓ; short expressive variants distinct	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	long-input-secondary-r-uncertain	high for long input; low for Telugu added-r history
d4438	d4438	god, spirit, demon	*pēy / regional *pēn; Kuvi plural pēn-ka	p	ē	long regional root; Pengo short	n/y	nasal in immediate Kuvi input; deeper n/y uncertain	zero/u	CVVC + plural-k(a)	late-kuvi-long-nasal-plural	high for immediate Kuvi nasal and length
d4449	d4449	louse, flea	*pēn; Kuvi plural *pēn-ka	p	ē	long independently established; short regional Pengo/Manda	n	nasal	zero/u	CVVC + plural-k(a)	late-kuvi-long-nasal-plural	high
d4536	d4536	sell	*por-V; proposed *por-a, *prō	p	o	short	r	singleton	unknown	CVC-V	regional-vowel-input-uncertain	medium for order; low for independently established V2
d4537	d4537	parch, fry; hearth	*por-i; y/d/n/s formations	p	o/u	short	r	singleton	i/zero/unknown	CVC-i / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4545	d4545	earring	*por-c; Telugu nasal-velar formation	p	o	short	r	singleton	zero/unknown	CVC-C	core-contact-and-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4555	d4555	town, city	regional *poẓ-al	p	o	short	ẓ	singleton	a	CVC-a-L	regional-contact-uncertain	medium
d4559	d4559	sun, day, time	*poẓ-ut; *poẓ-t; deictic compounds	p	o	short	ẓ	singleton	u/zero	CVC-u-T / CVC-T	core-formation-and-boundary-sensitive	Comparative order and exact formation confidence distinguished in support and exception notes
d4591	d4591	heap	*pōr; short *por-aḷ formation	p	ō/o	long root and independent short derivative	r	singleton	zero/a	CVVC / CVC-a-C	quantity-and-formation-residual	Comparative order and exact formation confidence distinguished in support and exception notes
d4599	d4599	split into threads; strand	*pōẓ; nasal-velar/palatal derivatives	p	ō	long	ẓ	singleton	zero/unknown	CVVC-C	long-input-residual	Comparative order and exact formation confidence distinguished in support and exception notes
d4608	d4608	smear, rub	regional *prām/prēm; earlier full order unknown	p	ā/ē	unknown	r	singleton	unknown	CCVV-C	no-independent-input	Comparative order and exact formation confidence distinguished in support and exception notes
d4680	d4680	burn, blaze	*maṇṭ; regional *maṛ-g and nasal derivative	m	a	short	ṇṭ/ṛ	mixed nasal-stop/apical	zero/unknown	CVNC / CVC-C	alternative-root-shapes	Comparative order and exact formation confidence distinguished in support and exception notes
d4710	d4710	drowsy, close eyes	expressive *mar-a-mar-a; possible simple *mar	m	a	short	r	singleton	a	reduplicated CVC-a	expressive-cognacy-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4711	d4711	tree	*mar-am / *mar-an	m	a	short	r	singleton	a	CVC-a-N	core	high
d4716	d4716	emetic nut tree	*maru#kārai?; regional nasal-velar tree name	m	a	short	r	singleton	u	CVC-u#CVC	compound-contact-cognacy-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4728	d4728	darkness, cloud, stupor	*mar-b / *mar-v	m	a	short	r	singleton	zero	CVC-C	core-contact-caveat	Comparative order and exact formation confidence distinguished in support and exception notes
d4737	d4737	eel, elongated fish	*mal-aŋ; regional fish-name variants	m	a	short	l	singleton	a	CVC-a-NC	core-secondary-nasal-warning	high for lateral input; medium for exact eastern cognacy
d4750	d4750	be blunt, dull, dim, perish	*maẓ-u-k(k); *maẓ-u-ŋk; low-a nominal grade	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	core	high
d4756	d4756	man, husband, male	regional *maṟ/maẓ-s/c; vowel/grade uncertain	m	a/u	short and long regional grades; immediate input uncertain	r/ẓ	singleton	unknown	CVC-s / CVC-s-V plus gender suffixes	regional-displacement-vocalism-unresolved	high for full apical order, low for exact immediate vowels
d4760	d4760	forget, hide, be lost	*maṯ-a/ay; *maṯ-a-nk and *maṯ-u-k formations	m	a	short	ṟ	singleton	a/u	CVC-a / CVC-a-NK / CVC-u-K	core	high
d4761	d4761	turn over, return, be distressed, fall	*maṯ-i/u; *maṯ-aŋk; *maṯ-al	m	a	short	ṟ	singleton	i/u/a	CVC-i / CVC-u-K / CVC-a-NK / CVC-a-l	core	high for root family; medium for exact Telugu formation
d4806	d4806	bamboo, thorny bamboo	regional *māṇ/ṛ-i; Kuvi mṇāhu formation	m	ā	long independently established	ṇ/ṛ	nasal/rhotic singleton; immediate suffixal s cluster inferred	i / unknown	CVVC-i / CVVC-s?	late-kuvi-long-apical-variable	high for long vowel and full order; medium for segment and formation
d4831	d4831	die, cease, extinguish, erase	*māḷ; short *maḷ-a/u-NK; regional *maṇ-k	m	ā/a	independent long root and short derivatives	ḷ/ṇ	lateral/nasal; short consonantal formations	a/u/zero	CVVC / CVC-V-NK / CVC-C	late-kuvi-mixed-quantity-secondary-nasal	high for full order; medium for grades; low for e outcome
d4855	d4855	Anogeissus tree	regional *miṇ-iya	m	i	short	ṇ	nasal	i	CVC-i-yV	late-kuvi-short-nasal	high for immediate segment order, medium for common inheritance
d4866	d4866	swallow	*miẓ-u-nk; regional *miẓ-i-nk and mu/v variants	m	i	short	ẓ	singleton	u/i	CVC-V-NK	core	high
d4876	d4876	shine, flash, lightning; star	*min / *min-uŋ/ukk; long star *mīn; regional *min-s	m	i/ī	short verbal root and independent long star formation	n	nasal; regional r/ḍ secondary	u/zero/unknown	CVC-C / CVC-u-CC; long noun	late-kuvi-nasal-mixed-formation	high for nasal root; medium for immediate long verb
d4885	d4885	fish	*mīn; Kuvi mīn-ka	m	ī	long independently attested; Pengo/Manda short	n	nasal	zero/u	CVVC + plural-k(a)	late-kuvi-long-nasal-plural	high
d4968	d4968	hare	*muc/y-al; regional *mol/mor-Vl, K80 *moẓ-al	m	u/o	short	secondary l/r, earlier c/y	singleton	a/o	CVC-a-l	secondary-apical-regional	high for broad order; medium for secondary-apical intermediate
d4971	d4971	rough, knotty; tree stump	*mur-aṭ; other roughness derivatives	m	u/o	short	r	singleton	a	CVC-a-Ṭ	core	Comparative order and exact formation confidence distinguished in support and exception notes
d4973	d4973	sound, murmur, roar	*mur-al/av; competing *muẓ-aŋk4989	m	u/o	short	r	singleton	a	CVC-a-C	alternative-cognacy	Comparative order and exact formation confidence distinguished in support and exception notes
d4975	d4975	break, perish, kill	*mur-i; velar/nasal derivatives and long grade	m	u/ū	short and independent long grades	r	singleton	i/u/zero	CVC-V-C / CVVC	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d4976	d4976	rope, cord, bark fibre	*mur-a-ṟc / regional *mor-a-(n)c	m	u/o	short	r	singleton	a	CVC-a-(N)C	core	high for order and low-a formation; medium for root mid-vowel stage
d4986	d4986	waist, back, loins	*mol / *mul-k	m	o/u	short	l	singleton or preconsonantal lateral	zero / a	CVC / CVC-k	cluster-loss-control	medium
d4989	d4989	roar, resound; speak	*muẓ-aŋk; *moẓ-i; competing *mur4973	m	u/o	short	ẓ	singleton	a/i	CVC-a-NK / CVC-i	alternative-cognacy	Comparative order and exact formation confidence distinguished in support and exception notes
d4993	d4993	sink, immerse, drown	*muẓ-u-nk / *muẓ-u-nkk; long and shorter formations	m	u	mixed by formation	ẓ	singleton	u/i/a	CVC-u-NK / CVVC-K / CVC-C	core	high
d5007	d5007	spoil, become mouldy; dirt	*muṟ-i; *muṟ-k/g	m	u	short	ṟ	singleton	i/zero	CVC-i / CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d5017	d5017	ripen, mature	*muṟṟ-u; alternative *mūẓ5046	m	u	short	ṟṟ	geminate	u	CVCC-V	alternative-cognacy-geminate-control	Comparative order and exact formation confidence distinguished in support and exception notes
d5046	d5046	ripen after plucking	*mūẓ; short *muṛ-k derivative	m	ū/u	long root and independent short derivatives	ẓ	singleton	zero/unknown	CVVC / CVC-C	alternative-cognacy	Comparative order and exact formation confidence distinguished in support and exception notes
d5078	d5078	soft, weak, gentle; knead	*mel; *mel-k; strong *mell-	m	e	short	l	singleton and geminate and l-k cluster	i/u/a / zero	CVC-V / CVC-k / CVCC	cluster-loss-control	high for mel-k order; conditional for Kui exact formative
d5082	d5082	smear, plaster, wax	*meẓ-u-k; other *meẓ-V-nḍ/ŋk/w formations	m	e/i	short	ẓ	singleton	u / unknown	CVC-u-K / CVC-V-NK / CVC-V-w	vowel-input-uncertain	high for apical order; low for proposed exact low-a input
d5087	d5087	goat; old cluster word of unknown meaning	regional *mē-k; Old Telugu mṛ̆ēka unglossed	m	ē	long	k	singleton	unknown	CVVC	unknown-gloss-and-nonapical-control	Comparative order and exact formation confidence distinguished in support and exception notes
d5114	d5114	blunt, maimed, stump	*moṇṭ / *moṭ; long variants	m	o/ō	short and long grades	ṇṭ/ṭ	nasal-stop/strong stop	zero/u	CVNC / CVC	secondary-r-or-alternative-root	Comparative order and exact formation confidence distinguished in support and exception notes
d5123	d5123	bow, kneel, salute	*moẓ-k/g; other apical derivatives	m	o/u	short	ẓ	singleton	zero	CVC-C	core-formation-uncertain	Comparative order and exact formation confidence distinguished in support and exception notes
d5124	d5124	ladle, draw water by dipping	*moḷ-k / *muḷ-k	m	o/u	short	ḷ	lateral plus velar formative	zero	CVC-C	core-cluster-secondary-nasal	high for earlier order; medium for root vowel and common inheritance
d5146	d5146	steal, deceive; mouse as thief	regional *mṛā / *mṇā; precluster input unknown	m	unknown	unknown before observed long cluster	r/n input order unknown	precluster structure unknown	unknown	attested CCVV; older structure unknown	unreconstructible-input-cluster-comparison	low for precluster input
d5153	d5153	year; this/last/next year compounds	*yĀṇṭ-u; K80 *nīt-yāṇṭ > *nir-ēṇḍ/*nir-ōṇḍ	y/zero; compound n	ā/ē/ō; compound i	long bare root; compound first-member quantity unresolved	ṇṭ; compound r	singleton	compound boundary	(C)VVNC / CVC#VVNC	compound-process-separate	high for year; low for exact completed-year compound stages
d5159	d5159	river, water, thirst	*yĀṯ-u, oblique *yĀṯṯ-; regional *ēṯ	y/zero	ā/ē	long	ṟ/ṯ	singleton	u/zero	(C)VVC / (C)VVCC	core	high
d5250	d5250	stream, river, pit	regional *vant; extra-r variant	v	a	short	nt	nasal-stop	zero/i	CVNC	secondary-r-input-unresolved	Comparative order and exact formation confidence distinguished in support and exception notes
d5263	d5263	write, draw lines, scratch	*war-ay; *war-i and other scratching formations	w	a	short	r	singleton	a/i	CVC-ay / CVC-i	core	high
d5295	d5295	scrape, wipe, erase inscription	*waẓ-i; *waẓ-C / *waẓ-a/icu causative formations	w	a	short	ẓ	singleton	i/a/zero	CVC-i / CVC-C	core	medium
d5368	d5368	perch, alight; fly	*vāl; extra-r variant	v	ā	long	l	singleton	zero/u	CVVC	secondary-r-input-unresolved	Comparative order and exact formation confidence distinguished in support and exception notes
d5369	d5369	incline, slope, bend	*vāl; extra-r variant	v	ā	long	l	singleton	zero/u	CVVC	secondary-r-input-unresolved	Comparative order and exact formation confidence distinguished in support and exception notes
d5372	d5372	live, flourish, livelihood	*wāẓ; short *waẓ-d-uk / regional *bar-d-uk	v/b	ā/a	long root and independently short derivative	ẓ/r	singleton	zero/u	CVVC / CVC-C-V-C	core-morphology-and-contact-caveat	Comparative order and exact formation confidence distinguished in support and exception notes
d5409	d5409	finger	*wir/wer-al; distinct *wir-and/anj derivatives	w	i/e	short	r	singleton	a	CVC-a-L / CVC-a-NC	core	high
d5411	d5411	open, split, go to pieces	*wir-i; *wir-i-nk/nkk; proposed *wir-il	w	i	short	r	singleton	i/u/a	CVC-i / CVC-i-NK / CVC-i-l?	core	high for root; low for exact Telugu -il suffix
d5555	d5555	throw, strike, discharge	*wey; long grade and extra-r variants	v	e/ē	short and long grades	y	singleton	zero/unknown	CVC / CVVC	secondary-r-input-unresolved	Comparative order and exact formation confidence distinguished in support and exception notes
