Partition	Family_ID	Entry_IDs	Language_ID	Raw_Language_IDs	Outcome_State	Has_D	Has_R	Has_O	Has_A	Has_B	Attested	Reviewed	Has_Unreviewed_Attested_Member	N_Database_Records	N_Unique_Cited_Form_IDs	Evidence_IDs	Evidence_Forms
sensitivity	sensitivity:d211	d211	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Gondi	Gondi	uncertain-no-DR	0	0	0	1	0	1	1	0	2	2	f_2ikvzf3mks7ee;f_74y2jrwa62dmc	rayee;rāyi
sensitivity	sensitivity:d211	d211	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_cq4qlmib4tf4g	araḷe
sensitivity	sensitivity:d211	d211	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kolami	Kolami	uncertain-no-DR	0	0	0	1	0	1	1	0	2	2	f_lav7ucfinx6ke;f_yv5ydykvjjrvg	rāl;rāḍ
sensitivity	sensitivity:d211	d211	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_wvu6smsoeimn2	arai
sensitivity	sensitivity:d211	d211	Telugu	Telugu	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_ounrkuuuhnfna	rāḍu
sensitivity	sensitivity:d211	d211	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d211	d211	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Badaga	Badaga	other-no-DR	0	0	1	0	0	1	1	0	11	1	f_tejklrbasxd2k	akki
sensitivity	sensitivity:d215	d215	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kannada	Kannada	other-no-DR	0	0	1	0	0	1	1	0	1	1	f_fo3rmk6zyezdm	akki
sensitivity	sensitivity:d215	d215	Kodagu	Kodagu	other-no-DR	0	0	1	0	0	1	1	0	1	1	f_nv65ulopb77e6	akki
sensitivity	sensitivity:d215	d215	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kota	Kota	other-no-DR	0	0	1	0	0	1	1	0	1	1	f_stwmz5tljpxou	aky
sensitivity	sensitivity:d215	d215	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Malayalam	Malayalam;OMal	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_4xdtyrbwvflu6;f_caubwvdu3crls	ari;arici
sensitivity	sensitivity:d215	d215	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_te7uxaya43rom;f_u4nnhwj2nwysm	ari;arici
sensitivity	sensitivity:d215	d215	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_mnkiicl5xdil2	arise
sensitivity	sensitivity:d215	d215	Toda	Toda	other-no-DR	0	0	1	0	0	1	1	0	4	2	f_ucoploon3hwz2;f_xblyn4ofpljkc	aśky;ašky
sensitivity	sensitivity:d215	d215	Tulu	Tulu	R-bearing-no-D	0	1	1	0	0	1	1	0	4	3	f_6uhlnl7k6a7qi;f_ati4ergfqoxcy;f_gjns3hznal2dw	akki;argi;ari
sensitivity	sensitivity:d215	d215	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d215	d215	markodi	markodi	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_l4rahjmknsfhg	ari
sensitivity	sensitivity:d241	d241	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kannada	Kannada	uncertain-no-DR	0	0	0	1	0	1	1	0	2	2	f_qpfg4ljqiuiu4;f_vb7zvl4r3l4no	allakallōla;allōlakallōla
sensitivity	sensitivity:d241	d241	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Malayalam	Malayalam	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_v4ld6ae2bkhye	alaŋkōlam
sensitivity	sensitivity:d241	d241	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Tamil	Tamil	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_6xsdy5jwbu4z4	alaŋkōlam
sensitivity	sensitivity:d241	d241	Telugu	Telugu	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_pvv36txktxrrs	allakallōlamu
sensitivity	sensitivity:d241	d241	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	Tulu	Tulu	uncertain-no-DR	0	0	0	1	0	1	1	0	1	1	f_d2vs73bh7zsxa	allambra
sensitivity	sensitivity:d241	d241	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d241	d241	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	5	5	f_bmevygelp5lac;f_f7qgdtpmoqkye;f_n2s7u3y35zyiy;f_r2ibwhzctmxp2;f_yc5x4flmsczgk	alasande;alasandi;alasandige;halasande;halasandi
sensitivity	sensitivity:d242	d242	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	3	2	f_anyxiegb66ni6;f_t4dnae4nuxmci	alasāndram;alaśaṇṭa
sensitivity	sensitivity:d242	d242	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	3	3	f_6racbsa5jon6w;f_ffpjrrr7b4wwe;f_zjlxdinbbc3te	alacandalu;alasandelu;alasandiyalu
sensitivity	sensitivity:d242	d242	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	Tulu	Tulu	R-bearing-no-D	0	1	1	0	0	1	1	0	4	4	f_asp6lbvqeotpi;f_kep2wipcb6rie;f_upmuza6uvzpww;research:d242-tulu-alatande	alasaṇḍɛ;alataṇḍɛ;lattanɛ;lattaṇḍɛ
sensitivity	sensitivity:d242	d242	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d242	d242	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kannada		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_rpndjcxghdzfa	alli
sensitivity	sensitivity:d256	d256	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	3	1	f_jpub3nsmezhk6	alli
sensitivity	sensitivity:d256	d256	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_idc7cudsouwmg	alli
sensitivity	sensitivity:d256	d256	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_j4voi4rjmqr5e;f_umculilnflkqs	alli;allige
sensitivity	sensitivity:d256	d256	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d256	d256	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	3	2	f_q4uraw65c6aou;f_qxu4l4yldx7sk	alamar;alle
sensitivity	sensitivity:d257	d257	Kodagu	Kodagu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_efhslg7p2vgao	uḍɨt-ale
sensitivity	sensitivity:d257	d257	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_d63tn2r7aebsk	alli
sensitivity	sensitivity:d257	d257	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_5vidabcyrjfdk	alli
sensitivity	sensitivity:d257	d257	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_ubcjzqcyioi6i;research:d257-tulu-alimaru	alimarɯ;alimārɯ
sensitivity	sensitivity:d257	d257	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d257	d257	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d308	d308	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d308	d308	Badaga	Badaga	other-no-DR	0	0	1	0	0	1	1	0	1	1	f_banrrjbnjnz4k	ae
sensitivity	sensitivity:d308	d308	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d308	d308	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d308	d308	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
