ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status	Research_Group	DEDR_ID	Accepted_Root_ID	Immediate_Parent_ID	Immediate_Kind	Borrowed_In_Path	Clade	Is_Dravidian	Candidate_Flags	Database_Language_ID	Research_Correction	Record_Origin	Linked_Database_IDs	Annotation_Entry_ID	Annotation_Family_ID	Individually_Cited_Evidence	Observed_Token_Outcome	Language_Review_Status
f_igugo4fzctxqs	markodi	adu	She		ad̪u	ad̪u			3sg f dialect:markodi:markodi_vannarkadav:Vannarkadav	canvin2025				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	markodi		database	f_igugo4fzctxqs	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ihrqowe565oqo	Malto	ano	there			ano	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1	short-vowel-apical	Malto		database	f_ihrqowe565oqo	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_iiebr7lgfqere	Kota	ali·k	to that previous place			ali·k	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Kota		database	f_iiebr7lgfqere	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_iiyxdvzmomft4	Kurux	ās	that man, those persons, that woman or thing, those things			ās	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1		Kurux		database	f_iiyxdvzmomft4	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ikiqdrvd5vtfa	Badaga	amanadu	his, one (N.) of his; 3rd pers. sg. M. GEN remote			amanadu			pron archaic uncertain	hockings-pilotraichoor1992[p. 23, col. 2]	(archaic form was avanadu); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_ikiqdrvd5vtfa	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ila5amwyh72ku	Telugu	accaṭu	that place, there			accaṭu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_ila5amwyh72ku	d1	deictic-a-i	0	not-individually-adjudicated	M
f_im6tjfap6u37k	Toda	ay (before vovel)	because of that, therefore			ay (before vowel)	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Toda		database	f_im6tjfap6u37k	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_imotfp6673cva	Telugu	aṭu	thus			aṭu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_imotfp6673cva	d1	deictic-a-i	0	not-individually-adjudicated	M
f_imxaapk4skadq	Kota	ayk	to that place			ayk	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_imxaapk4skadq	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ing3dibn5a62s	Kota	ald	that previous man, woman, etc			ald	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_ing3dibn5a62s	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_int6hq6ch3osy	Telugu	vāru ( vāri-)	that man, those persons, that woman or thing, those things			vāru ( vāri-)	0:		obl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	long-vowel-apical-control	Telugu		database	f_int6hq6ch3osy	d1	deictic-a-i	1	D	M
f_ipgczuyilwgbq	Telugu	ante	only so much			antē̆	0:			dedr				d1	d1	d1	f_j45wl2o5dzgwa	variant	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Telugu		database	f_ipgczuyilwgbq	d1	deictic-a-i	0	not-individually-adjudicated	M
f_irt6md73pgjpu	Telugu	attĩḍu	such a man			attĩḍu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_irt6md73pgjpu	d1	deictic-a-i	0	not-individually-adjudicated	M
f_it2geg4sxz3ym	Tamil	a-ppōtu	at that time, then			a-ppōtu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Tamil		database	f_it2geg4sxz3ym	d1	deictic-a-i	0	not-individually-adjudicated	R
f_itlqjz7rhzbwq	Malayalam	aŋŋu	there, thither			aṅṅu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Malayalam		database	f_itlqjz7rhzbwq	d1	deictic-a-i	0	not-individually-adjudicated	R
f_iydgevk5sqj6u	Kodagu	a·	there			a·	0:		adj	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kodagu		database	f_iydgevk5sqj6u	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_iym33d2goqcge	Kota	aṯltr	from that direction			aṯltr	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_iym33d2goqcge	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_iz4ybnw6jwm36	Kolami	adav	that man, those men, that woman or thing, those women or things			adav	0:		adj	dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Kolami		database	f_iz4ybnw6jwm36	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_izpyiugenut3u	Konda	aya	that			aya	0:		adj	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Konda		database	f_izpyiugenut3u	d1	deictic-a-i	0	not-individually-adjudicated	M
f_j43p6e3ea5wug	Kannada	aysu	that much, that many			ay(i)su	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_j43p6e3ea5wug	d1	deictic-a-i	0	not-individually-adjudicated	R
f_j45wl2o5dzgwa	Telugu	antē	only so much			antē̆	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Telugu		database	f_j45wl2o5dzgwa	d1	deictic-a-i	0	not-individually-adjudicated	M
f_j4pnjvgn6nsrk	Badaga	amaga	for him, to him; 3rd pers. sg. M. DAT remote a:duvama a:dile | no:duvamaga bekka’			amaga			pron archaic uncertain	hockings-pilotraichoor1992[p. 23, col. 2]	(avaga was an archaic form); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_j4pnjvgn6nsrk	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_j54hqsublxsee	Kodagu	antə	of that kind			antë	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kodagu		database	f_j54hqsublxsee	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_j5fxqcin374bc	Kannada	āgaḍu	at that time, then			āgaḍu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_j5fxqcin374bc	d1	deictic-a-i	0	not-individually-adjudicated	R
f_j5o5mlifqfzqi	Toda	ato·f	such as that			ato·f	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Toda		database	f_j5o5mlifqfzqi	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_j5yrihlbyv4ji	Kannada	āta	that man, that woman, those persons, that thing, those things			āta	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_j5yrihlbyv4ji	d1	deictic-a-i	0	not-individually-adjudicated	R
f_j65exkcs6n3k4	Tulu	añcadɛ	just so			añcadè	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Tulu		database	f_j65exkcs6n3k4	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_j7sbre57sibb4	Telugu	ātagā̃ḍu	that man, those persons, that woman or thing, those things			ā̆tagã̄ḍu	0:		obl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Telugu		database	f_j7sbre57sibb4	d1	deictic-a-i	0	not-individually-adjudicated	M
f_j7smrh4pqyllk	Kannada	ahage	in that manner, thus			ahage	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_j7smrh4pqyllk	d1	deictic-a-i	0	not-individually-adjudicated	R
f_jarpjhaa3qjbm	Malayalam	atu	that man, that woman, those persons, that thing, those things			atu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Malayalam		database	f_jarpjhaa3qjbm	d1	deictic-a-i	1	R	R
f_jauvhqpiuffcc	Kota	alo·n	that previous man, woman, etc			alo·n	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Kota		database	f_jauvhqpiuffcc	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jc4r25cpa4xda	Brahui	dāvadī	this day; [			dāvadī	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1		Brahui		database	f_jc4r25cpa4xda	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jg2nast5lhvvy	Parji	aŋgoṭ	that much, so much			aŋgoṭ	0:		adj	dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1		Parji		database	f_jg2nast5lhvvy	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jh73ndi4vr2be	Telugu	appuḍu	that time, then			appuḍu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_jh73ndi4vr2be	d1	deictic-a-i	0	not-individually-adjudicated	M
f_jjl4zcdt6vkza	Kodagu	accə	that many			accë	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kodagu		database	f_jjl4zcdt6vkza	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jjytlz3yvn2du	Brahui	dākān	hence			dākā(n)	0:			dedr				d1	d1	d1	f_wjrk3a2zpft3y	variant	0	Brahui	1		Brahui		database	f_jjytlz3yvn2du	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jlumc52bdiaoa	markodi	at	That		at̪	at̪			dialect:markodi:markodi_vannarkadav:Vannarkadav	canvin2025				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	markodi		database	f_jlumc52bdiaoa	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jnwp4jgjtg62i	Kodagu	alliñji	from there			alliñji	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Kodagu		database	f_jnwp4jgjtg62i	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jp53uqogz3sr4	Kolami	a·	in that way			a·	0:	rarely used		dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1		Kolami		database	f_jp53uqogz3sr4	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jpexbfmfqzwqq	Telugu	alladigo	look there!			alladigo	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Telugu		database	f_jpexbfmfqzwqq	d1	deictic-a-i	0	not-individually-adjudicated	M
f_jqfznqqlt37jq	Pengo	hadel	that man, those men, that woman, those women, that thing, those things			hadel	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_jqfznqqlt37jq	d1	deictic-a-i	0	not-individually-adjudicated	R
f_jsefq5ln3wv4m	Parji	āte	so, in that way			āte	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1		Parji		database	f_jsefq5ln3wv4m	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jte2f5fmulplk	Kui	a	that over there (contrast 764e-that nearer and 923o-that farthest)			a-	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Kui		database	f_jte2f5fmulplk	d1	deictic-a-i	0	not-individually-adjudicated	R
f_jtxjbjtl5qqo4	Kannada	avu	that man, that woman, those persons, that thing, those things			avu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_jtxjbjtl5qqo4	d1	deictic-a-i	1	R	R
f_jvyxzgar5pvsy	Telugu	ataḍu	that man, those persons, that woman or thing, those things			ā̆taḍu	0:		obl	dedr				d1	d1	d1	f_6rkxecmmut4zw	variant	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_jvyxzgar5pvsy	d1	deictic-a-i	1	R	M
f_jwowtnbuihf4s	Toda	aQa·m (before consonant)	that person or thing			aQa·m (before consonant)	0:		pl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Toda		database	f_jwowtnbuihf4s	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jwtntj4ddwtoe	Kota	anōn	“such an important man, woman, etc. as that” [DEDR only]; anōr [1] brothers or sisters			anōn			variant	wolf-kota[p. 2, entry 16]	Variant or conjugational stem of anān			d1	d1	d1	f_5wauunfcd2oc4	variant	0	S. Dravidian I	1	short-vowel-apical	Kota		database	f_jwtntj4ddwtoe	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jwzuvzvf2v2o6	Kolami	attar	man, men, woman of that place			attar	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Kolami		database	f_jwzuvzvf2v2o6	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jxkrss5n64hqc	Toda	aṯ	in that direction			aṯ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_jxkrss5n64hqc	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jxxfs4iyd4ita	Tamil	a-ppoṛ̆utu	at that time, then			a-ppor̤utu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Tamil		database	f_jxxfs4iyd4ita	d1	deictic-a-i	0	not-individually-adjudicated	R
f_jynxps6ilkvba	Naikri	andʰarna	all (men)			andharna	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	short-vowel-apical;postapical-cluster	Naikri		database	f_jynxps6ilkvba	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_jzim5hn6eg44y	Naikri	avnd	that man, those men, that woman or thing, those women or things			avnd	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Naikri		database	f_jzim5hn6eg44y	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_k2n75uusz2wsg	Kota	a·pa·ṭy	so big as that			a·pa·ṭy	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kota		database	f_k2n75uusz2wsg	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kc6lyfdof42iq	Badaga	āvare	other side, other approach			a:vare			noun archaic uncertain	hockings-pilotraichoor1992[p. 49, col. 2]	(vis-à-vis a village site; archaic; < a:+vare, ‘that+slope’); Hockings and Pilot-Raichoor cite DEDR 1, 5261			d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Badaga		database	f_kc6lyfdof42iq	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_khlhwlwj64as2	Kannada	āke	that man, that woman, those persons, that thing, those things			āke	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_khlhwlwj64as2	d1	deictic-a-i	0	not-individually-adjudicated	R
f_ki3l54h5uihaq	Tamil	aṉṉaṉ	such a man			aṉṉaṉ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Tamil		database	f_ki3l54h5uihaq	d1	deictic-a-i	0	not-individually-adjudicated	R
f_kiisfon5usnoy	Parji	ōḍ)	that man, those men, that woman or thing, those women or things			ōḍ)	0:			dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	long-vowel-apical-control	Parji		database	f_kiisfon5usnoy	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kl5ody64absfi	Kodagu	aeŋga	that man, that woman, those persons, that thing/those things			aeŋga	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kodagu		database	f_kl5ody64absfi	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_klspnixbi22hk	markodi	ādene	Those		ɑd̪ene	ɑd̪ene			dialect:markodi:markodi_pannithadam:Pannithadam	canvin2025				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		markodi		database	f_klspnixbi22hk	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_klxfijcwysyce	Brahui	dā	etc. is a borrowing from Pashto			dā	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1		Brahui		database	f_klxfijcwysyce	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_km726aav4p5s2	Telugu	adigo	look there!			adigō˘	0:			dedr				d1	d1	d1	f_ggmy7hwu74ovq	variant	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_km726aav4p5s2	d1	deictic-a-i	0	not-individually-adjudicated	M
f_kohabpuuy3rls	Malayalam	aŋŋane	that way, thus			aṅṅane	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Malayalam		database	f_kohabpuuy3rls	d1	deictic-a-i	0	not-individually-adjudicated	R
f_kq7i53pllfmlm	Toda	aṯik	a little in that direction			aṯik	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_kq7i53pllfmlm	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kqkucoqwkrwak	Kota	atē	go!			atē				wolf-kota[p. 3, entry 29]	Wolf's direct reference to DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kota		database	f_kqkucoqwkrwak	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kvpqaaiqtli3q	Gadaba	ōnḍ	that man, those men, that woman or thing, those women or things			ōnḍ	0:	Oll.		dedr;Oll-Gadaba				d1	d1	d1	d1	reflex	0	C. Dravidian	1	long-vowel-apical-control	Gadaba		database	f_kvpqaaiqtli3q	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kw3agkokjfdui	Kota	anōr	“such an important man, woman, etc. as that” [DEDR only]; anōr [1] brothers or sisters			anōr			variant	wolf-kota[p. 2, entry 16]	Variant or conjugational stem of anān			d1	d1	d1	f_5wauunfcd2oc4	variant	0	S. Dravidian I	1	short-vowel-apical	Kota		database	f_kw3agkokjfdui	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kw3ghfoydnrdm	Telugu	apuḍu	that time, then			apuḍu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_kw3ghfoydnrdm	d1	deictic-a-i	0	not-individually-adjudicated	M
f_kxdzlmjjnd6xm	Brahui	*ā	The suggestion in MBE 1961a is to be ignored.]. For forms with initial			*ā̆	0:			dedr				d1	d1	d1	d1	reflex	0	Brahui	1		Brahui		database	f_kxdzlmjjnd6xm	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_kxsnbhmdng4co	PDr	*a-nṯu	that day, then			*a-nṯu	0:	SDI		krishnamurti				d1	d1	d1	d1	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_kxsnbhmdng4co	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_l47qaqmj2m256	Pengo	anṭiŋ	in that direction			anṭiŋ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Pengo		database	f_l47qaqmj2m256	d1	deictic-a-i	0	not-individually-adjudicated	R
f_l4rim6vp7bwiy	Telugu	ātanu	that man, those persons, that woman or thing, those things			ā̆tanu	0:		obl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Telugu		database	f_l4rim6vp7bwiy	d1	deictic-a-i	1	R	M
f_l56y4tgmceowq	Gondi	hāpē	with that			hāpē	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Gondi		database	f_l56y4tgmceowq	d1	deictic-a-i	0	not-individually-adjudicated	R
f_l5gk5lpmwlwrg	Tulu	bauḷu	there			bauḷu	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Tulu		database	f_l5gk5lpmwlwrg	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lbnwmzsca2tto	Kota	ano·n	such an important man, woman, etc. as that			ano·n	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Kota		database	f_lbnwmzsca2tto	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lbx6olf6zwfj4	Konda	avi ( vanka-)	that man, those men, that woman or thing, those women or things			avi ( vanka-)	0:		obl	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Konda		database	f_lbx6olf6zwfj4	d1	deictic-a-i	0	not-individually-adjudicated	M
f_lcjpz47zxge7c	Kota	a	distant from the speaker in time, space, or contextual relationship			a-	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kota		database	f_lcjpz47zxge7c	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lcqy7bhc7djta	Kuwi	ādi	that man, those men, that woman or thing, those women or things			ādi	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Kuwi		database	f_lcqy7bhc7djta	d1	deictic-a-i	1	R	R
f_ldviz657cjoim	Gadaba	ōnḍ	he			ōnḍ	0:	S	dialect:Gadaba:salur:Salur	dedr;S-Gadaba				d1	d1	d1	d1	reflex	0	C. Dravidian	1	long-vowel-apical-control	Gadaba		database	f_ldviz657cjoim	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_leyr43q3ydr46	Telugu	aṭṭē	in that manner only			aṭṭē̆	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Telugu		database	f_leyr43q3ydr46	d1	deictic-a-i	0	not-individually-adjudicated	M
f_lixrntc3vp3s4	Pengo	anay	much (? that much); much			anay	0:	adjective		dedr;burrow-emeneau1972den2[p. 475, entry S²4]	DEN II (1972) records this reflex under new-entry label S²4; resolved to current DEDR d1.			d1	d1	d1	d1	reflex	0	S. Dravidian II	1	short-vowel-apical	Pengo		database	f_lixrntc3vp3s4	d1	deictic-a-i	0	not-individually-adjudicated	R
f_ljamyhw27dhqe	Telugu	ade	look there!			adē̆	0:			dedr				d1	d1	d1	f_3fsh3hv3k5o6m	variant	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_ljamyhw27dhqe	d1	deictic-a-i	0	not-individually-adjudicated	M
f_lmsoq6g2xk5eq	Pengo	abe	there			abe	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_lmsoq6g2xk5eq	d1	deictic-a-i	1	R	R
f_lo4qsxqxlcjl6	PDr	*a-tu	3neu sg			*a-tu	0:	SDI		krishnamurti				d1	d1	d1	d1	variant	0	Old Dravidian	1	nonapical-control	PDr		database	f_lo4qsxqxlcjl6	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lp3jyrck2lewq	Toda	al	in that place, there			al	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_lp3jyrck2lewq	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lpa3nuhptsvny	Kolami	amd	that man, those men, that woman or thing, those women or things			amd	0:		adj	dedr				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Kolami		database	f_lpa3nuhptsvny	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lrb2daothtgn2	Gondi	adrā	on that day			adrā	0:	Tr.	dialect:Gondi:betul:Betul	dedr;Tr-Gondi				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_lrb2daothtgn2	d1	deictic-a-i	0	not-individually-adjudicated	R
f_lrgmljkq2ymnc	Gadaba	av	that man, those men, that woman or thing, those women or things			av	0:	Oll.		dedr;Oll-Gadaba				d1	d1	d1	d1	reflex	0	C. Dravidian	1	nonapical-control	Gadaba		database	f_lrgmljkq2ymnc	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lrtcpk7mv5cv2	Kodagu	adɨ	that man, that woman, those persons, that thing/those things			adï	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Kodagu		database	f_lrtcpk7mv5cv2	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_ls5t2xeasl2au	Kannada	āce	id., afterwards			āce	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Kannada		database	f_ls5t2xeasl2au	d1	deictic-a-i	0	not-individually-adjudicated	R
f_lsrwqodzsseog	Telugu	ābiḍa	that woman			ābiḍa	0:		adj	dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1		Telugu		database	f_lsrwqodzsseog	d1	deictic-a-i	0	not-individually-adjudicated	M
f_lt4oiqvftywi4	Badaga	ave	they, those things; 3rd pers. pl. NOM remote			ave			pron noun uncertain	hockings-pilotraichoor1992[p. 37, col. 1]	(Emeneau 1939:45); Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_lt4oiqvftywi4	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lut43b55o3vh6	Gadaba	ōr	that man, those men, that woman or thing, those women or things			ōr	0:	Oll.		dedr;Oll-Gadaba				d1	d1	d1	d1	reflex	0	C. Dravidian	1	long-vowel-apical-control	Gadaba		database	f_lut43b55o3vh6	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lw5fpnymay5lc	Tamil	āŋka	in that way, thus			āṅka	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian I	1		Tamil		database	f_lw5fpnymay5lc	d1	deictic-a-i	0	not-individually-adjudicated	R
f_lwjjiuaxobnwk	Toda	aṯ-s̱n	from that direction (aṯ)			aṯ-s̱n			demonstrative adv	bhaskararao-toda2025[p. 10, entry 6];emeneau-toda1984[p. 44]	Bhaskararao and Kobayashi cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Toda		database	f_lwjjiuaxobnwk	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_lxijrhc7ir446	Pengo	avaŋ	that man, those men, that woman, those women, that thing, those things			avaŋ	0:			dedr				d1	d1	d1	d1	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_lxijrhc7ir446	d1	deictic-a-i	1	R	R
f_m27h3ees5dzy4	Badaga	attu	there, on that side			attu			adv uncertain	hockings-pilotraichoor1992[p. 17, col. 2]	Hockings and Pilot-Raichoor cite DEDR 1			d1	d1	d1	d1	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_m27h3ees5dzy4	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_m2gd23xi5fnwe	PDr	*awan-	‘he, that man’ obl.			*awan-		derived *aw-anṯu		merriam2026dravidiandb[record 5985, DEDR 1];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d1	d1	d1	d1	variant	0	Old Dravidian	1	nonapical-control	PDr		database	f_m2gd23xi5fnwe	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
f_m3uay2vxgkclk	Kurux	a	that most remote (contrast 557hu-that intermediate)			a-	0:			dedr				d1	d1	d1	d1	reflex	0	N. Dravidian	1		Kurux		database	f_m3uay2vxgkclk	d1	deictic-a-i	0	not-individually-adjudicated	not-reviewed
