entry_id	family_id	concept	reconstruction	c1	v1	v1_quantity	c2	c2_structure	v2	structure	grammatical_category	boundary_evidence	input_support	input_confidence	direction_argument	derivation	exception_notes	confidence	references	eligibility	mechanism	review_status	review_date
d1787	d1787	blind	*kur-uṭ-V; immediate *kur-ḍ-V	k	u	short	r	singleton	u	CVC-u-ṭV / CVC-ḍV	adjective/noun	Whole blindness stem supported independently; person endings do not add etyma; timing of V2 syncope remains inferential.	Tamil/Malayalam kuruṭu and Kannada kuruḍu independently supply high-u disyllabic input. Tulu kurḍu and Kota kurḍ independently support the syncopated medial cluster, while Kannada kuḍḍu shows its assimilated alternative.	high	The full and syncopated southern series establishes k-u-r ordering. Telugu gruḍḍi/gruḍḍu has the rhotic before u; guḍḍi is attested beside it but cannot be mechanically generalized to every language with guḍḍi.	*kur-uḍ-V > *kur-ḍ-V > *kru-ḍḍ-V > gruḍḍi/gruḍḍu > guḍḍi, with initial k/g alternation and later r loss. Strengthening might precede displacement; *kurḍḍ > kruḍḍ yields the same result. Contraction followed by shortening is another possible route. Final i/u and gender formations remain separate.	Identical u+u does not guarantee a long modern vowel: the independently attested consonantal branch is crucial. Initial g is not explained by naming the r/vowel exchange. Gondi/Kolami/Naikri guḍḍi could be Telugu loans or local medial assimilation; no observed cluster establishes independent metathesis there. Malto qoṭri may involve internal consonant reversal relative to kur-ṭ, but its precise morphology and quantity require separate study.	high	K61 §§1.142–154; K03 pp.130–131,157–162; DEDR 1787	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4866	d4866	swallow	*miẓ-u-nk; regional *miẓ-i-nk and mu/v variants	m	i	short	ẓ	singleton	u/i	CVC-V-NK	verb	Nasal-velar extension independently supported, with u/i V2 variants; no new geminate needed for existing NK cluster.	Tamil miẓuŋku and Malayalam miẓuŋŋuka independently give m-i-apical-u; Konda miṛiŋ supplies an independent high-i second-vowel variant. K03 p.161 explicitly uses *miẓ-u-ŋ.	high	Full southern and Konda forms establish m-V-apical order. Telugu mriŋgu is innovative, and its miŋgu variant can be traced through r loss because the cluster is independently attested in Telugu.	*miẓ-u-ŋk > *miẓ-ŋk > *mẓiŋk > mriŋgu > miŋgu, with nasal-stop voicing and postconsonantal ẓ>r. Konda miṛiŋ > *mṛiŋ > ṛiŋ gives first-member loss under the displacement account. Tamil/Malayalam v-initial forms need a separate labial history.	Do not replace all historical V2 values with u: the Konda i form is real and may involve assimilation. Kannada/Kota/central miŋ(g) can result directly from medial ẓ loss, or contact with Telugu, so matching modern Telugu miŋgu is not independent proof of concealed metathesis. Pengo ṛuggiŋga/ṛugginda is explicitly onomatopoeic and has different vowels/formation. Tamil English gloss words consume/devour are parser errors, not linguistic witnesses.	high	K03 pp.161–162; K61 pp.61–64; DEDR 4866	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4993	d4993	sink, immerse, drown	*muẓ-u-nk / *muẓ-u-nkk; long and shorter formations	m	u	mixed by formation	ẓ	singleton	u/i/a	CVC-u-NK / CVVC-K / CVC-C	verb/noun	Independent high-u nasal-velar formation; long roots and different voice suffixes remain distinct.	Tamil muẓuku, Malayalam muẓukuka, Kannada muẓuŋgu and Gondi muṛuŋg independently establish m-u-apical-u. Tulu murk and Konda muṛg/muṛk support a medial consonant-cluster branch.	high	Full SD I and Gondi/Konda forms establish earlier m-V-apical; Telugu bruŋgu has a moved apical and an additional initial m>b change. Full muḍũgu remains in Telugu itself.	*muẓ-u-ŋk > *muẓ-ŋk > *mẓuŋk > *mruŋg > bruŋgu; the initial denasalization m>b is separate (K61 p.28 §1.69). Alternatively vowel contraction and later shortening before NK can give the same short output. Bruncu has a different stronger transitive formation. Telugu muṇugu/munũgu and southern muŋg/mukk can arise by medial assimilation without initial metathesis.	This is another independent same-u short outcome, contradicting obligatory surface ū but not uniquely deciding syncope versus contraction plus shortening. Kui bṛuḍga adds a retroflex stop whose origin cannot be read off the Telugu ŋg; Kuvi mrūkʰali differs in quantity and suffix/aspiration. The shared initial b in Telugu and Kui is suggestive but insufficient to choose inheritance, independent denasalization or contact. None of the surviving mu-initial assimilated forms can be labeled hidden metathesis without separate evidence.	high	K61 p.28 §1.69, pp.61–64; K03 *muẓ-u-nk/nkk; DEDR 4993	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d1619	d1619	below, lower, east	short *kiẓ-nd / *kiẓ-V-kk versus long *kīẓ	k	i	mixed by formation	ẓ	singleton	zero/unknown	CVC-nd / CVC-V-kk / CVVC	postposition/adjective/verb	Short/long grades independently attested; Telugu consonantal local formation not identical to southern east -kk.	Tamil/Malayalam kiẓakku and Kannada kiẓ/kiẓgu independently establish a short allomorph alongside long kīẓ. Parji kiṛi corroborates short vowel before apical. K03 p.128 uses immediate *kiẓ-nd for Telugu below.	high	Southern short and long forms establish k-V-apical order. Telugu krinda places the apical before the vowel; kinda can be connected to it by independently attested cluster simplification.	*kiẓ-nd > *kẓind > krind > kind gives krinda/kinda. Displacement removes the front vowel from immediately after k, blocking Telugu k>c palatalization; later r-loss restores ki after that palatalization has ceased to act on this item. Long kīḍupaḍu retains the apical medially; krī may be a separate contraction or abbreviated derivative.	This is a relative chronology argument conditional on inheritance and the independently established palatalization environment, not proof from an isolated unpalatalized k. Do not shorten the citation root kīẓ ad hoc: a short allomorph is independently attested. Exact -nd and -nc history is less secure than initial order. Nilgiri/Brahui kī types admit medial-apical loss without displacement; they do not independently prove the Telugu route.	high	K03 p.128 Rule 14, p.158 Rule 21; DEDR 1619	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3976	d3976	cotton	*par-utti; immediate *par-tt-i	p	a	short	r	singleton	u	CVC-u-tt-i	noun	High-u cotton-name formation independently matched; full -utti not inferred from Telugu output.	Tamil/Malayalam parutti independently supplies a before r and high u before tt. Kannada/Tulu parti and Gondi part support a syncopated medial cluster.	high	Full and syncopated comparanda support par- as earlier than Telugu pra-. Telugu pratti and patti document the cluster and its rhotic-free outcome in the same language.	*par-utti > *par-tti > *pra-tti > pratti > patti. The derivative already has tt; metathesis need not create it anew. Kannada parti > patti is also possible through direct medial r assimilation, without a pra stage.	Cotton vocabulary can travel, and Kuvi Sunkarametta pratti may be a Telugu loan; other Kuvi/Kui forms retain part-. Neither shared crop semantics nor a matching modern patti establishes inheritance. Kannada paẓti has an additional apical correspondence and should not override the robust r series. Long Tamil pāram is a separate formation, not the exact input to Telugu short a.	medium	DEDR 3976; K03 *par-utti reconstruction	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4005	d4005	rib, side, armpit	*paẓ-k-; shorter *paẓ-u	p	a	short	ẓ	singleton	zero/u	CVC-k / CVC-u	noun	Velar extension independently attested; convergence with Indo-Aryan pakkha must be represented separately.	Kannada paẓke, Konda paṛka and Kuvi paṛka independently support a medial approximant plus velar extension; Tamil paẓu supplies a shorter rib root.	high	The independent velar formations support pa-apical-k as earlier order. Kuvi paṛka/pṛaka demonstrates actual order variation, while Telugu prakka has promoted r and a strengthened velar.	*paẓ-k > *pẓak(k) > prakka in Telugu; strengthening may precede or follow displacement. Kuvi paṛka > pṛaka is a separate local exchange without Telugu gemination. Later Telugu r-loss would produce pakka, but that modern form is not supplied as a standalone reflex in this corpus group.	DEDR explicitly notes convergence with Middle Indo-Aryan pakkha, especially in Telugu. Thus a pure inherited account of every pakka/prakka token would be unjustified: inherited metathesis, borrowing and analogical mixing may all contribute. Exact corpus prakka retains the apical, but the formation’s loan history still needs independent textual evidence. Do not treat Tamil paẓu as proof of a vocalic suffix in the velar derivative.	medium	DEDR 4005 and explicit DBIA 233a convergence note; Hume 2004 p.225	core-contact-convergence	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d5263	d5263	write, draw lines, scratch	*war-ay; *war-i and other scratching formations	w	a	short	r	singleton	a/i	CVC-ay / CVC-i	verb/noun	Low-ay write versus high-i scratch/test formations independently attested; derivatives and recipient writing vocabulary not independent roots.	Tamil varai and Malayalam varayuka independently establish low-a drawing formation; Kannada bare and Tulu barepini corroborate labial-V-r order. Tamil vari independently establishes a high-i counterpart.	high	Multiple southern forms support var- before Telugu vrā-. The coexistence of vrāyu/rāyu directly supports subsequent loss of the first cluster member, unlike Telugu finger vrēlu>vēlu.	*war-ay > *wrāy > vrāyu > rāyu. Writing nouns vrā̃ta/vrālu and causative vrāyincu have distinct suffix histories. Telugu variyu metal-testing preserves the high-i formation. Kui vrīsa/Kuvi brīnai has high ī and different suffix history, potentially *war-i versus a different earlier vowel grade.	One first-member-loss word does not establish a universal low-vowel rule for wr clusters. Literacy vocabulary readily diffuses: Gondi/Konda/Kuvi rās/rāc and Gadaba rāyap may be Telugu exports or reflect local developments. Gondi varasānā retains full order, but its relation to a possible borrowed rās is uncertain. Telugu baruku and Parji varc have explicit alternative d5322 etymologies. Badaga finger/place-name homonyms attached to this group are not writing reflexes.	high	K61 pp.67–68; K03 pp.157–158; PSS83 pp.230–231; DEDR 5263	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d5295	d5295	scrape, wipe, erase inscription	*waẓ-i; *waẓ-C / *waẓ-a/icu causative formations	w	a	short	ẓ	singleton	i/a/zero	CVC-i / CVC-C	verb	Exact short -cc formation is not independently identical to Kannada low-a -acu; preserve this unresolved step.	Tamil vaẓi and Kannada baẓi/baẓicu/baẓacu establish w/b-V-ẓ and different vowel-bearing extensions. Telugu vẓaccu preserves the identity of the promoted approximant before its merger with r.	medium	Independent southern medial ẓ plus old Telugu cluster vẓ supports displacement before postconsonantal ẓ>r. The surviving cluster consonant is stronger direction evidence than a modern r alone.	A consonantal *waẓ-cc > *wẓacc > vraccu accounts for short a with cc; alternatively high-i syncope could precede the consonantal stage. Kannada baẓacu has low a and cannot be mechanically chosen as the exact immediate Telugu input without explaining the short output. Telugu baḍiyu retains V before the apical in a different ritual sweeping formation.	The exact causative/input vowel remains a substantive uncertainty; old cluster spelling does not solve it. Inscriptional vẓ/vr dates need separate localization. Badaga bāku may have medial assimilation/loss and lengthening rather than initial metathesis. Toda poṛt ud contains the comparison in a compound; bare ud must not be counted as another independent reflex of waẓ.	high for order; medium for full formation	DEDR 5295; K61 pp.67–68; K03 p.158 apical reflex table	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4555	d4555	town, city	regional *poẓ-al	p	o	short	ẓ	singleton	a	CVC-a-L	noun	Low-al city formation supported in Kannada; deeper cognacy/contact direction unresolved.	Kannada poẓal directly supplies medial approximant, short o and low a. Telugu archaic pẓōl/pẓōlu retains the same approximant in the newly formed initial cluster.	medium	The consonant identity correspondence and fuller Kannada formation support po-ẓ-al earlier than p-ẓō-l. Only one unshifted language is attested, so wider ancestral level and loan direction remain less secure than local order.	*poẓ-al > *pẓōl > prōl, with later Telugu ending u. Literal rearrangement+contraction and a>o assimilation followed by first-vowel loss are alternatives; pẓ precedes merger to pr under either mechanism.	Settlement vocabulary can be borrowed. Even if Telugu borrowed an uncontracted poẓal-type stem and changed it locally, it would still witness Telugu displacement but not inherited pan-Dravidian cognacy. The queried poẓil d4558 comparison needs separate review. A dated town-name spelling would bound its own form, not date the inception of the rule.	medium	DEDR 4555; K61 pp.67–68	regional-contact-uncertain	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d910	d910	seven, seventy	short *eẓ-u-pat- tens versus long *ēẓ-u numeral	Ø	e	mixed by formation	ẓ	singleton	u/zero	VC-u + ten / VVC-u	numeral	Short attributive/tens grade and long independent numeral are independently attested in several languages.	Tamil/Malayalam eẓu-patu seventy and short attributive eẓu- independently establish the short root beside ēẓu seven. Tulu eḷpa and Kodagu əḷu-vadɨ independently retain a short tens formation.	high	Southern short attributive/tens forms support e before ẓ. Telugu ḍebbadi promotes the apical, whereas ēḍu preserves the independent long root in numeral and person formation.	*eẓ-(u)-pat > *ẓe-ppat > ḍebbadi is schematic: vowel loss, displacement, labial strengthening/voicing and the Telugu tens suffix require separate chronology. Later ḍebbʰai/ḍabbʰai adds suffix contraction, aspiration and e/a variation. Long *ēẓ-u > ēḍu retains order; no ad hoc shortening of modern ēḍu is required to feed seventy.	The compound boundary supplies independent conditioning information, but exact prehistoric weakening of u and voicing of p cannot be inferred merely from a compound label. The original ḍ in seventy remains distinct from later d elsewhere; orthography/source traditions need checking before claiming one universal merger date. K03 p.264 diagnoses Kolami seven forms as Telugu loans. Kui oḍgi is itself queried and has separate vowel/suffix history, not initial metathesis.	medium	K03 p.264 §6.5.7; PSS83 p.235; DEDR 910	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d1959	d1959	scoop up	regional *ker-V; K80 proposes *ker-a	k	e	short	r	singleton	unknown	CVC-V + labial/palatal formation	verb	Konda establishes the root, not the exact low formative proposed in K80.	Konda ker independently supplies k-e-r order, but its stem notation ker- does not independently establish a following a. K80 reconstructs *ker-a from this comparison.	medium	The full Konda root and initial gr in all other reflexes support displacement, with separate k>g. Direction of e/a quality change is an additional issue, not settled by consonant order.	Conditional *ker-a > *krē > grē, with Kui lowering to grā in one dialect; alternatively pre-contraction e>a before a yields grā. Kuvi grec, Pengo gre and Manda grepa preserve e. Exact labial/palatal formative and vowel quantities differ.	Kui grāpa/grēpa is a valuable dialect contrast, but cannot independently validate the reconstructed low V2 which helps explain it. No Telugu cognate is supplied. Do not count each language’s suffix as an independent root. The regional proto-level is more defensible than a pan-Dravidian *grä already containing the outcome.	medium	K80 pp.496–499 item 1; DEDR 1959	core-formation-uncertain	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d1818	d1818	pit, hollow, tube, dig	*ku/oẓ-i pit; *ku/oẓ-al/av tube; consonantal digging formations	k	u/o	short	ẓ	singleton	i/a/u	CVC-i / CVC-a-L / CVC-a-v / CVC-C	noun/verb	Pit -i, tube -al/-av and digging consonantal formations independently distinguished; no uniform low-a assignment.	Tamil kuẓi pit contrasts with kuẓal/kuẓai tube; Malayalam kuẓa/kuẓal and Kannada koẓal/koẓavi independently establish low-a tube formations. Gondi koṛi and Konda kuṛk corroborate initial k-V-apical order.	high	Independent full southern/central forms support k-V-ẓ before Telugu kr and old kẓ. Different high/low and consonantal formations must not be collapsed to a single convenient *koẓ-a input.	Low-a *koẓ-al/av > *kẓōl/ōv > krōlu/krōvi, then kōlu. A consonantal *koẓ-cc > *kẓocc > kroccu explains short digging forms; old kẓōce has a distinct long variant. Kui kṛāu/Kuvi gṛāyu are displaced pit names with low outcome, but independently known pit *kuẓ-i is not the same low-a tube derivative. Exact pit-name -ay formation needs reconstruction.	K80 explicitly contrasts Kui pit kṛāu and tube krōḍu; that semantic distinction describes distribution without itself explaining a sound condition. Kui krūpa has another vowel/formation. Telugu kukki/goppu could be direct medial assimilation; do not infer concealed metathesis merely from lost ẓ. Kannada kōvi is explicitly Telugu borrowing. The porridge *kūẓ reconstruction attached to this group is not evidence for a long pit input.	medium	K80 pp.497–499 item 7; DEDR 1818; K61 pp.67–68 old kẓ clusters	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d1859	d1859	cut, reap, saw	*ku/oṯ-ay; high-vowel and consonantal cut derivatives	k	u/o	short	ṟ	singleton	a/u/zero	CVC-ay / CVC-u / CVC-C	verb/noun	Low-ay base independent; exact Kui labial formation reconstructed, historical Telugu noun is long.	Tamil kuṟai and Malayalam kuṟekka independently support low-ay cutting formation; Kannada koṟe and the shorter Tamil kuṟu support additional vowel histories. Central Dravidian kud/kut forms support medial apical but not identical suffixes.	high	Southern/Central k-V-apical order supports earlier unshifted root. Kui krāpa has moved r before V; Old Telugu kōṟa remains V-before-r and is a long nominal formation.	Conditional *koṯ-a-p > *krōp > krāp gives Kui krāpa under contraction then lowering; pre-contraction o>a is the competing order. Kannada korcu > koccu and Tulu koccu can arise by medial assimilation. Telugu kōṟa has a long vowel but no initial cluster and is not a displaced reflex.	K80’s low-a comparison has independent southern support, but exact causative p formation and its vowel remain reconstructed. Do not apply the expected short-root change to the Old Telugu long noun without establishing its grade. Cutting, boring and fire-kindling meanings may converge with d2168; the source explicitly questions some Kannada comparisons.	medium	K80 pp.497–499 item 8; DEDR 1859	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d2018	d2018	kindred, family, friend	short *ki/eḷ-ay and long *kēḷ; Kui nominal -mbu formation	k	i/e	mixed by formation	ḷ	singleton	a	CVC-ay / CVVC / CVC-a-mb	noun/verb	Short kiḷai and long kēḷ independently distinct; Kui nominal ending not inferred as part of a bare root.	Tamil kiḷai ramify/kindred and Kannada keḷe/geḷe independently establish a short low-formative series alongside Tamil kēḷ friend. Short vowel cannot be rejected merely because the dictionary headword selects long kēḷ.	high	Southern short and long forms have V before lateral; Kui klāmbu has initial cluster and additional nominal morphology. Direction of displacement is plausible independently of the long ā outcome.	*keḷ-a-mbu > *klēmbu > klāmbu is K80-type contraction then lowering; pre-contraction e>a is also possible. Plural klāpka has stem/number alternation with mb/pk, not a second independent metathesis root. Kannada geṇe/geṇiya and Tulu geṇe have medial lateral-to-nasal developments.	The exact -mbu formative should be checked against Kui nominal morphology; Tamil kiḷai alone does not supply it. K80 prints old DED 1628, but the correct old number is 1678 (modern2018); 1628 is do1957. Badaga kliūgidu is a plant name with a different Kannada comparison and is not evidence for lateral displacement in friend; its inclusion would manufacture an exception to southern distribution.	medium	K80 pp.497–499 item 9, old-DED misnumbering; DEDR 2018	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4411	d4411	grow, increase, big; elder kin	*per-u-k(k); *per-V / *pēr; kinship derivatives	p	e	mixed by formation	r	singleton	u/i/unknown	CVC-u-K / CVC-V / CVVC	verb/adjective/noun	Short high-u grow formation independently matched; free/long big and elder compounds receive separate formation classes.	Tamil peruku/perukku, Malayalam perukuka and Telugu perugu independently share e-r-u-k. Konda pergi and Kolami perg corroborate consonantal derivatives. Long *pēr is independently distinct from the short grow verb.	high	Multiple branches support p-V-r, and Telugu perugu/pergu retains it even after medial syncope. Old Telugu perddaḷ supplies medial r before dd in a different elder formation, supporting an internal-assimilation history for pedda.	*per-uk > perug(u) > pergu retains order; it does not become **preggu. *per-tt > perdd > pedd gives the elder series schematically, supported by inscriptional perddaḷ. Other penu/penn/pemme/peccu derivatives may involve nasal/labial/palatal assimilation. Kui prēnḍa elder male is displaced-looking but its exact input vowel and quantity are not independently identical to grow *peruku.	This is a genuine short-root high-u retained Telugu control, explicitly cited as nonapplication by PSS83 p.229. Loss of V2 alone is therefore insufficient to force metathesis. Elder kinship and person compounds add no independent roots. Telugu heccu/eccu, central pedda and Gondi peddal may involve borrowing or medial reduction; do not assert a hidden pr stage. Kui prēnḍa versus Kolami perendā supports a formation comparison, but ancient a versus e still requires independent reconstruction. The imported perl/peru HTML fragments are not extra Telugu forms.	medium	PSS83 p.229 §16.1.2; DEDR 4411; K03 *per-V/*pēr	core	Genuine retained grow formation; internal assimilation and uncertain kinship displacement elsewhere.	reviewed	2026-09-09
d3259	d3259	open	*ti/eṯ-a; velar, labial and palatal extensions	t	i/e	short	ṟ	singleton	a	CVC-a / CVC-a-C	verb/noun	Low-a root independently attested; local labial/palatal extensions and input grades separate.	Tamil tiṟa, Kannada teṟa/teṟe and Malayalam tuṟakka independently establish a low-a formative and t-V-apical order. Telugu teṟacu/teṟa retains that independently supported environment.	high	Full southern forms and Konda Gūṛi teṟe support t-V-apical before Konda ṟe. Initial loss alone from teṟa would give ṟa, so the mid vowel in ṟē/jē requires prior vowel interaction or a different independently established formation.	Conditional *teṯ-a > *tṟē > ṟē gives Konda; later apical change gives Pengo/Manda jē and Kuvi de. Kui dāpa adds low outcome (contraction then lowering or lowering then contraction). Telugu teṟacu retains initial order, and suffix cu requires its own historical morphology.	A clear low-a retained Telugu family versus broader eastern displacement. Gondi rehānā may show first-member loss, but its own suffix/vowel and donor history remain uncertain. Tulu jappuni/depp could involve medial assimilation plus initial t>j/d, not necessarily the same metathesis; Kurux/Malto tisg likewise preserves the first vowel despite loss/change of apical. Toda key tɨrp is explicitly alternatively compared with turn d3246 or Tamil borrowing and cannot be treated as an independent ordinary open reflex.	medium	K03 p.160 example 94; K80 pp.497–499 item 10; DEDR 3259	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4760	d4760	forget, hide, be lost	*maṯ-a/ay; *maṯ-a-nk and *maṯ-u-k formations	m	a	short	ṟ	singleton	a/u	CVC-a / CVC-a-NK / CVC-u-K	verb/noun	Low-a and high-u formations independently distinguishable; matched lost/transitive nasal/velar comparison across eastern languages.	Tamil maṟa/maṟai, Malayalam maṟakka/maṟayuka and Kannada maṟe/maṟagu establish m-a-apical-a independently. Gondi māraŋg/mareŋg and Konda marg support a nasal/velar lost/hide formation.	high	Full southern and Gondi/Konda forms support original m-V-apical. Telugu maṟacu/maṟũgu retains that order, while Kui mrāŋga promotes the apical into a cluster.	*maṯ-aŋk > *mṟāŋg > Kui mrānga. Kuvi/Pengo jāŋg and Manda dāŋg are derived by DEDR through *mṟāŋg > *mjāŋg > jāŋg (with Manda apical d); these intermediate clusters are reconstructed, unlike attested Kui mr-. Separate causative mrāk-p > mrāp-k produces Kui mrāpka. Gondi ractāl is explicitly derived by the source from *mṟac with initial m loss.	Low-a does not compel Telugu displacement. Different maṟa-cu, maṟu-k and maṟa-ŋ formations must remain distinct before interpreting exact exceptions. Eastern j/d stems support shared development more strongly when nasal/velar morphology agrees, but do not by themselves prove every language inherited an identical completed sound change. Southern and central mak/maŋ/meŋ reductions may be medial assimilation; do not force hidden mr stages. Tamil source ṛ in maṛa is a transcription inconsistency beside its clear ṟ derivatives.	medium	DEDR 4760 and explicit *mṟāŋg>*mjāŋg note; PSS83 p.229 lexical nonapplication principle	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d1574	d1574	cry, crow, make noise	*kil-a/ay; *kil-i and expressive extensions	k	i/e	short	l	singleton	a/i	CVC-a / CVC-i / CVC-C	verb/noun	Low-a crow and high/expressive shriek formations differentiated by independent southern morphology.	Tamil cilai, Malayalam cila/cilekka, Kannada kele and Tulu kele-puni independently support a low-a formation with initial k/c-V-l. Tamil cil and Gondi kil also supply a bare root; reduplicative shrieking stems have different morphology.	high	Southern and Gondi full forms support k-V-l before Kui kl-. Palatalization in Tamil and some Kannada/Telugu forms is a separate initial k development; none requires reconstructing initial c in the common input.	*kil-a-p > *klēp > klāpa is the K80 lowering analysis; an alternative lowers/assimilates before cluster creation. Kui klīri and Kuvi klīrinai show a different high-vowel expressive formation, not an exception to low-a-specific lowering. Telugu kilārucu/kelayu/celãgu retains initial vowel/l order.	Postconsonantal l lies outside the narrow Telugu r/ṟ/ẓ metathesis set, while Kui admits it. This supports a structural language contrast, not simply a difference in frequency. Exact ancient morphology of the long ā Telugu expressive stem and klīri is not recoverable from the bare *kil head alone. Toda kīl ik is explicitly a Badaga loan; initial-loss Kota iḍ and alternative-cognacy jelk remain uncertain. Toda kv-style processes elsewhere must not be generalized to this root.	medium	K80 pp.497–499 item 6; PSS83 p.230 post-C sonorant restriction; DEDR 1574	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d2146	d2146	fat, become fat, proud	*koẓ-u; *koẓ-(u)-w / *koẓ-(u)-kk; long *kōẓ	k	o	short and independently long grade	ẓ	singleton	u/zero	CVC-u / CVC-w / CVC-K / CVVC	adjective/verb/noun	Labial fat noun and velar verb/noun separated; no low-a input independently established for these forms.	Tamil koẓu/koẓuppu, Malayalam koẓu/koẓukka and Kannada korvu/korbu independently support o-ẓ and high-u/labial formations. Gondi koṛvinj and Konda koṛvu strengthen the short labial comparison; Tamil kōẓ is a separately attested long grade.	high	Southern, Gondi, Konda and central forms agree on k-o-apical. Telugu krovvu and Kui krōga instead place the apical next to k. The input labial versus velar extensions cannot be collapsed into one identical stem.	*koẓ-w > *kẓow > krovvu > kovvu gives Telugu schematically, with labial gemination a separate issue. Kui *koẓ-(u)-k > krōg gives a long mid vowel without the low ā found after independently low-a formations. Pengo kṛō and Manda kṛuva preserve different quantity/suffix histories. Kannada korbu > kobbu permits medial assimilation without an initial kr stage.	This is a useful high-u comparison for eastern lowering, but exact u/zero in each immediate velar input is not supplied by the bare root alone. Toda kvāv/kvaḷp has initial k-v after loss/change of ẓ and a different vowel history; it is not evidence of the same k-r metathesis. Kuvi candle klōva is semantically plausible from fat/tallow yet requires source/contact scrutiny; kept uncertain. Related derivatives count as one family.	medium	DEDR 2146; K80 low-a lowering hypothesis; K03 Rule 21	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3246	d3246	turn, return, twist, wander	*tir-i/u; *tir-u-pp; *tir-u-kk; nasal and low-a derivatives	t	i	short	r	singleton	i/u/a	CVC-u-K / CVC-u-PP / CVC-u-KK / CVC-V-NK	verb/noun	Singleton velar, geminate labial/velar, nasal and low-a derivatives independently differentiated by southern morphology.	Tamil tiri/tiruku/tiruppu/tirukku and Kannada tiri/tirugu independently establish high-vowel root and distinct singleton velar, geminate labial and geminate velar formations. Kannada tiragu/tirapa and Kodagu teraŋg additionally attest low-a formations; no one V2 fits all derivatives.	high for matched high-vowel formations; medium for eastern low-a input	Tamil, Malayalam, Kannada, Gondi, Konda and central retained forms agree on t-i-r before Telugu tr-. Telugu itself contrasts retained tirugu and displaced trippu/trikku. The grammatical contrast is independently supported by Tamil intransitive and causative formations.	*tir-upp > *tir-pp > *tri-pp > trippu; *tir-ukk > *tir-kk > *tri-kk > trikku, with equal-vowel syncope/reassociation not requiring a literal audible vowel swap. *tir-uk > tirugu retains order. Kui trēba and Kuvi rēnai involve a different formative and initial t loss in the latter; its exact low-a/ high-i input must not be inferred solely from ē. Manda trīmba matches a nasal formation with long quantity.	A strong independently formed Telugu contrast: singleton-velar turn is retained while geminate causative/twist forms displace. This is evidence for morphological/cluster conditioning within a family, not a universal rule until other geminate and singleton inputs are tested. Trimmaṭa/trimmaru wandering need exact derivational reconstruction and are flagged less certain than trippu. Central tipp may result directly from medial r-p assimilation; Telugu tipiri may be analogical or metathetically restructured but does not prove initial tr loss. Badaga Tirikōṇa is a proper name and should not be an extra inherited turn witness.	medium	DEDR 3246; K03 Rule 21; PSS83 p.229 nonautomatic application	core	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
