Entry_ID	Family_ID	Concept	Language_ID	Clade	Eligibility	C1	V1	V1_Quantity	C2	C2_Structure	V2	Structure	Grammatical_Category	Input_Confidence	Confidence	Outcome	Evidence_Forms	Evidence_IDs	N_Database_Records	N_Supplemental_Observations	Notes
d4430	d4430	talk, prattle, command	Kodagu	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Kolami	C. Dravidian	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Konda	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Koraga	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Kota	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	pe·c- (pe·c-)|peṛc|peṛc- (peṛc-)	f_aq2cx3ra56d2k;f_q7ssseib26vz4;f_smfix2iln4zte	3	0	Long or internal-cluster variants, no initial reversal.
d4430	d4430	talk, prattle, command	Kudiya	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Kui	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Kurumba	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Kurux	N. Dravidian	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	pēsnā|pēskā|parparernā|perperᵉrnā|perxperxnā	f_no7tsgs4ajwtm;f_cwp4ij4latu3y;f_2tnyhyx75vq6o;f_jm6p2drxqj6us;f_ouzycsqw5eemm	5	0	Long command and short expressive formations distinguished.
d4430	d4430	talk, prattle, command	Kuwi	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	pēl- (-it-)|pēlki ā	f_34i3fp6r4xewm;f_kon3l2gglchn6	2	0	Long root retains order.
d4430	d4430	talk, prattle, command	MalaMalasar	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	MalaPulaya	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Malasar	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Malayalam	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	pēcuka|pēccu	f_xx54iqjogbgpk;f_ipgoxinplfkks	2	0	Same.
d4430	d4430	talk, prattle, command	Malto	N. Dravidian	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	peṛqe	f_i7hlqf4umkiae	1	0	Internal cluster, initial vowel retained.
d4430	d4430	talk, prattle, command	Manda	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Mannan	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Muduga	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Muthuvan	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Naiki	C. Dravidian	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Naikri	C. Dravidian	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	OMal	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	OTelugu	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Paliya	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	PaluKurumba	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Parji	C. Dravidian	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Pengo	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Sholaga	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	Tamil	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	pēcu|pēccu|pēccal|pēcal	f_cekqgzbfnvji2;f_vn2uaaxmagxfe;f_7fjnka2clctsu;f_zmi4gkm5kgrc2	4	0	Long first vowel retained.
d4430	d4430	talk, prattle, command	Telugu	S. Dravidian II	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	A	pēlu|prēlu|prēlari	f_47emu64i72b42;f_aut5iyanb75hq;f_xn3ahugfzz6mq	3	0	Long root plus unexplained/secondary r; no independently supported short two-liquid input.
d4430	d4430	talk, prattle, command	Toda	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	A	øšt- (øšty-)|øśt-	f_b6kskwtw3tzc2;f_tggaikaw443r2	2	0	Alternative cognacy d4003, initial loss and cluster history uncertain.
d4430	d4430	talk, prattle, command	Tulu	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	R	pērmɛ	f_noczetc7phadk	1	0	Long apical root with noun suffix.
d4430	d4430	talk, prattle, command	Urali	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	markodi	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4430	d4430	talk, prattle, command	pampa	S. Dravidian I	long-input-secondary-r-uncertain	p	ē	long independently established	ẓ/c	singleton	u/zero	CVVC / CVVC-V	verb/noun	high for long input; low for Telugu added-r history	medium	missing			0	0	
d4410	d4410	name, name someone	AluKurumba	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Badaga	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	A	hesaru|esaru|pēru	f_3cq7e62ohzhwe;f_wdlts6ldzf5va;f_eurjihkky3pji;f_naa7hebeyils6;f_qyreuylmbafc6	11	0	Full name forms versus possible borrowed contracted variant.
d4410	d4410	name, name someone	Belari	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	BettaKurumba	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Brahui	Brahui	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pin	f_sxr2fpz4li47g	1	0	Unextended nasal root.
d4410	d4410	name, name someone	Eravallan	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Gadaba	C. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pidir	f_meesn7fw3fy6w	1	0	Same.
d4410	d4410	name, name someone	Gondi	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	peder|pediri|padur|paddur|poral|porol|poroy|paroi|parōl|paṛōl|parroi	f_fc5qarcrwu3sg;f_qri3k5t3bagvq;f_lkcagdaf4kerm;f_mtk76eaob7vio;f_dlet53d5jjlm6;f_dvmm7kec347ws;f_t4kye3uewlfas;f_gcru3gjylyyvy;f_bd4lxossfwpju;f_ijgktminyiwca;f_ix7jvjnac6v7e;f_oxgjtxfpywxlu	12	0	Full forms with medial/final apical assimilation or variation, initial vowel retained.
d4410	d4410	name, name someone	Irula	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Kadar	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Kannada	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pesar|pesaru|pesarisu	f_q6urzbhv4lans;f_m4ajf6zcq6hlu;f_m5wifw6vs7ewa	3	0	Full palatal-r formation.
d4410	d4410	name, name someone	Kodagu	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	O	peda	f_n6n67b6zrvjtq	1	0	Final r loss; medial dental retained.
d4410	d4410	name, name someone	Kolami	C. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	B	pe·r ( pe·ḍl)	f_kxyifqe75odry	1	0	K03 explicitly Telugu loan.
d4410	d4410	name, name someone	Konda	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	A	pēr|pēru|dōr	f_trdmaoxxfxtxw;f_kuqavaadcnvkg;f_pmx24rcxaxyja	3	0	Contracted long form versus unexplained dental-initial regional variant.
d4410	d4410	name, name someone	Koraga	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	podari|hudari	f_u4h6nlyls5htu;f_xylnjsakjedd4	2	0	Full dental and final rhotic.
d4410	d4410	name, name someone	Kota	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pēr|pe·r	f_pvvibuu6me5ag;f_ziwy2qglliwmc	2	0	Contracted noun.
d4410	d4410	name, name someone	Kudiya	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Kui	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	O	paḍa|pāru	f_5t5ew777q27le;f_wen4vrt3xdeym	2	0	Internal changes/contraction, no initial pr cluster.
d4410	d4410	name, name someone	Kurumba	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Kurux	N. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pińjnā	f_ro2zwstg3crfq	1	0	Unextended naming verb, no comparable medial r.
d4410	d4410	name, name someone	Kuwi	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	A	dāru|dōru|dōrū|dōru ki	f_6krbimtwuv52o;f_eyiy5htitpwhc;f_tdb6s53vm6alw;f_zlzu4xo2r3r4s	4	0	Dental-initial regional formation, exact pathway uncertain.
d4410	d4410	name, name someone	MalaMalasar	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	MalaPulaya	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Malasar	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Malayalam	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	peyar|piyar|pēr	f_4hg6ucyh4ykwu;f_2xg3n664fzzii;f_rwz6vh2f3wdr6	3	0	Same.
d4410	d4410	name, name someone	Malto	N. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pinje	f_qedy35l6yg5e2	1	0	Same.
d4410	d4410	name, name someone	Manda	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	A	dar	f_wyogxcxv3r7j4	1	0	Short low-vowel regional variant.
d4410	d4410	name, name someone	Mannan	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Muduga	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Muthuvan	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Naiki	C. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	A	pēr	f_mfdmbl6yzxh7e	1	0	Possible loan by regional comparison, not explicitly proven here.
d4410	d4410	name, name someone	Naikri	C. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	B	pēr ( pēḍḷ)	f_geo6iaj3rabyu	1	0	Same explicit attribution.
d4410	d4410	name, name someone	OMal	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	OTelugu	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Paliya	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	PaluKurumba	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Parji	C. Dravidian	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pidir	f_6figggspn45fi	1	0	Full medial dental and final r.
d4410	d4410	name, name someone	Pengo	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	A	tōr	f_skcgupkssp2hs	1	0	Same issue with voiceless initial.
d4410	d4410	name, name someone	Sholaga	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	Tamil	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	peyar|piyar|pēr|peyaraṉ|peyartti|pērtti|peyarkku|peyariya	f_duh4ipt7qqghk;f_rf2js4f4pqmrm;f_7iu3wgx6xs3qc;f_qwok5g2xwotlu;f_f6eppsqb4czka;f_q3ctpbqfodwxo;f_5b4cgeldywlby;f_zq2qvofqw2y4s	8	0	Full and contracted forms, no r promotion.
d4410	d4410	name, name someone	Telugu	S. Dravidian II	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pēru	f_ljsqftje6a52q	1	0	Contracted long root, no apical displacement.
d4410	d4410	name, name someone	Toda	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pø·r|pø̄r|pø̄śf-|pø̄śt-|pø·šf- (pø·št-)	f_5z525u5xvp42u;f_nncy7eudmxtdi;f_hpfdlakww23wo;f_jrqejstn5lrye;f_uilp4c5wvisui	5	0	Contracted noun and derivative.
d4410	d4410	name, name someone	Tulu	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	pudarɯ|hudari	f_mnfltwxckjkti;f_tjrh4xfmvldbu	2	0	Full medial dental and final r.
d4410	d4410	name, name someone	Urali	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4410	d4410	name, name someone	markodi	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	R	perə|pera|putrᵘ	f_52bd5bhnbo3ec;f_tcnchq7yrmfo4;f_ye35foidf4tjc	3	0	Contracted and consonant-cluster regional variants; no initial apical promotion.
d4410	d4410	name, name someone	pampa	S. Dravidian I	contraction-and-secondary-apical-control	p	i/e/ē	long produced by contraction in relevant southern forms	c/d with final r	singleton	a/i	CVC-a-r / CVVC	noun/verb	high for contraction family; low for eastern dental-initial history	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	AluKurumba	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Badaga	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	O	maggi|maggu	f_2o2pxy7f54h3y;f_6gbhcr5rjksqa	2	0	Internal assimilation or contact, no initial mr evidence.
d4750	d4750	be blunt, dull, dim, perish	Belari	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	BettaKurumba	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Brahui	Brahui	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Eravallan	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Gadaba	C. Dravidian	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Gondi	S. Dravidian II	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Irula	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Kadar	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Kannada	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	O	maṛ̆a|maṛ̆gu|maṛ̆gisu|maṛ̆al|maggu|maggisu|maŋku|maŋkutana|mañju|maka	f_egg6aph4f3pgm;f_h2uxajyzxrejk;f_yxwzvm2jgeyds;f_phyzyojspin3y;f_i4trzhz3xlef4;f_iopqf3fcmrfem;f_a52mlymgbdqq2;f_gvsrtibdp3kky;f_of6areb2pl2dm;f_r3ttd6ptoowzm	10	0	Full apical and internal assimilation.
d4750	d4750	be blunt, dull, dim, perish	Kodagu	S. Dravidian I	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
d4750	d4750	be blunt, dull, dim, perish	Kolami	C. Dravidian	core	m	a	short	ẓ	singleton	u/a	CVC-u-KK / CVC-u-NK	verb/noun	high	medium	missing			0	0	
