Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status
f_d6fzrqo5yp6ea	dinmuley	evening, afternoon		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_d6gwfvnmkumoc	tāfū	n. baking stone		1	1	0	Brahui						unlinked
f_d6gzsc67po64u	ōm	Tuesday (TGT ‘obl. oːt-’ vs. PB ‘obl. oːm, does not become oːt’)		1	1	0	Toda						unlinked
f_d6hyletj2reju	kombol	blanket		1	1	0	Kurux				nonapical-control		unlinked
f_d6iefgxuu2lrw	cuvara	red		1	1	0	Kurumba				nonapical-control		unlinked
f_d6ikuhzlgiwdy	yāt	n. memory		1	1	0	Brahui						unlinked
f_d6ju67p2bjvts	netūr	blood		1	1	0	Gondi				nonapical-control		unlinked
f_d6kxl27fqkfgw	cero	yesterday		1	1	0	Kurux				short-vowel-apical		unlinked
f_d6m33k6bueiv6	sʌri	path		1	1	0	Gondi						unlinked
f_d6mman6amorwc	korkodu	bite		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_d6mrug7b2r6v2	kakc-	S of kakc-		1	1	0	Toda				nonapical-control		unlinked
f_d6n3al6zstc44	nulle	mosquito		1	1	0	Gondi				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_d6o63zbx3q7ms	(jivaŋ)turi	girl		1	1	0	Gondi						unlinked
f_d6qkgunzyl3zg	pakka	near		1	1	0	Irula				nonapical-control		unlinked
f_d6tbmzmsvvdfk	atɨmotta m	those		1	1	0	Muthuvan				nonapical-control		unlinked
f_d6trzown427kc	bʌŋgarʌm	gold		1	1	0	Gondi						unlinked
f_d6unkoq4ys44w	holasu	flesh of all sorts, polluting meats		1	1	0	Badaga				short-vowel-apical		unlinked
f_d6v6gvhsk34du	maxa	night		1	1	0	Kurux						unlinked
f_d6wad6jxe6xju	en erkēm	gaṇḍ arkēm 1) ladies confess 2) men confess		1	1	0	Kota				short-vowel-apical		unlinked
f_d6wk44jyh3z7e	sui	needle		1	1	0	Gondi						unlinked
f_d6x2c6hhf7dnk	ār bajer	They will beat		1	1	0	Malto				long-vowel-apical-control		unlinked
f_d6ymsidkfmrp2	eranṭe	red		1	1	0	Gadaba				short-vowel-apical		unlinked
f_d6z2aigz5hfjy	otʰə aras	take out		1	1	0	Kurux				nonapical-control		unlinked
f_d6zpcqxthvizs	nīla	blue, azure, mauve, blue-green		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_d6zxgrt5cugz4	de-anā dištār	n. sunflower		1	1	0	Brahui						unlinked
f_d72hbxkbg6dtg	tott-	obl. of totm ‘cleverness’		1	1	0	Toda				nonapical-control		unlinked
f_d72l6vi6qlpmy	dula	dust		1	1	0	Gondi				short-vowel-apical		unlinked
f_d72llvhgirxs4	parɨ	look, he saw		1	1	0	Malasar				short-vowel-apical		unlinked
f_d72uaksuqajuy	kø̄ṭ ṇōṛ	funeral place		1	1	0	Toda						unlinked
f_d73wukv5ycfbg	kire	river		1	1	0	Irula				short-vowel-apical		unlinked
f_d74osdch6oaym	nusme	mosquito		1	1	0	Gondi				nonapical-control		unlinked
f_d754e2rm4j7yq	āttu	river		1	1	0	Kannada						unlinked
f_d75yaf7ff5ve6	biŋki	fire		1	1	0	Irula						unlinked
f_d75yx4nwmgofo	pagam	fruit		1	1	0	MalaMalasar				nonapical-control		unlinked
f_d76ih4bnmq6ps	bhai̯si	buffalo		1	1	0	Gondi						unlinked
f_d772ybplspzbw	aŋga	we; we (two)		1	1	0	Kudiya						unlinked
f_d77vxbvn4utdq	to ːlɨ	skin		1	1	0	MalaPulaya						unlinked
f_d7ajg3qlybdvy	minɨ	star		1	1	0	Irula				short-vowel-apical		unlinked
f_d7ariv4ifwk5m	nīŋgaḷ iundīrgaḷ	You were		1	1	0	Tamil						unlinked
f_d7bqskylxj4jy	vā	come, he came		1	1	0	Muthuvan						unlinked
f_d7c4efm3blfl4	-ɨd	of the causative case, because of, with the help of, through		1	1	0	Toda						unlinked
f_d7g36z5rrrzxa	Kalve	Nanjanad Chattram, Chuttram, one of the earliest travellers’ bungalows, 9 km. SW of Ootacamund (¢ nanje+ na:du+sattara, ‘gashed+tract+ resthouse’) Nanjena:duHaḷḷa/Nanjena:du		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_d7g4dwn3ber56	pillā	Daughter		1	1	0	Kolami				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_d7glaav6ssmgu	vala	right		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_d7grytbsxh5rm	kiss	pig		1	1	0	Kurux				nonapical-control		unlinked
f_d7jahmxlrr3n6	erkaš	a. lying flat		1	1	0	Brahui				postapical-cluster;short-vowel-apical		unlinked
f_d7jhbp75h7446	muga	child (cf. 325)		1	1	0	Kannada				nonapical-control		unlinked
f_d7k5dbgxfc2ma	mody	(2)quilt stuffed with cotton		1	1	0	Toda				nonapical-control		unlinked
f_d7krvubu7skjk	ūi	needle		1	1	0	Mannan						unlinked
f_d7lcm55lwnmsi	maina	month		1	1	0	Gondi						unlinked
f_d7nqj2iwbfzls	dupari	noon		1	1	0	Gondi				nonapical-control		unlinked
f_d7nvelbsaka7q	padraḷe	white		1	1	0	Gondi				nonapical-control		unlinked
f_d7oqlrqi5rzqo	tal-xɨs	properly, see tal-xïy- (kïs-)		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_d7ot2kbjcdw3y	tʌrɵ̯mi	fire		1	1	0	Gondi						unlinked
f_d7perh7jvmt74	vayal	door		1	1	0	Kadar				nonapical-control		unlinked
f_d7qwygpsz4req	karuppɨ	black		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_d7r7phe7g3x2c	pete	ant		1	1	0	Gondi				nonapical-control		unlinked
f_d7rk7itel4xxc	pial	noon		1	1	0	Gondi						unlinked
f_d7sgguaul5dhm	attaŋgal	grindstone		1	1	0	AluKurumba				nonapical-control		unlinked
f_d7ssrsvjo4or6	sir	root		1	1	0	Gondi				short-vowel-apical		unlinked
f_d7tdj2da2ly3a	bʌŋgula	tomato		1	1	0	Gondi						unlinked
f_d7tepcocu6at2	elːe purmiya	to bite		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_d7tgkubmydphi	yiga	now		1	1	0	Kannada				nonapical-control		unlinked
f_d7tlt2zt36obw	kopēṇ	name of a mund		1	1	0	Toda				nonapical-control		unlinked
f_d7utyrnbonrqu	penki	Fire		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_d7uxfgzh7k6qs	ciho	to cry		1	1	0	Kurux				nonapical-control		unlinked
f_d7uzqcq2fab76	ba	Come		1	1	0	Brahui						unlinked
f_d7v77pjsoahvg	tin	eat		1	1	0	Gondi				short-vowel-apical		unlinked
f_d7vyxrwm47tgc	nʌḷa	palm		1	1	0	Gondi						unlinked
f_d7w4ljszztdza	batʌl	what kind		1	1	0	Gondi				nonapical-control		unlinked
f_d7wxffmjbjcfk	narkai	tomorrow		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_d7xanhwmywjtc	kukke	ash		1	1	0	Irula				nonapical-control		unlinked
f_d7yiobaec5ung	darvana	door		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_d7zj6fvoe444u	mukya	overleaf, mukkia/ mukkiya/ mukya		3	3	0	Badaga				nonapical-control		unlinked
f_d7zl6ag73lmwi	vaṭkvasta	he was thirsty		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_da4cbte4q6jpq	kanḍɪke	meat		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_da52j56kv7k5m	metas	husband		1	1	0	Kurux				nonapical-control		unlinked
f_daa4eh6fwdr2m	murʌ	tree		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_daa65w2qke5sq	mⁿarsu	axe		1	1	0	Gondi						unlinked
f_dabcqfwkawlh6	kvɨ̄b	hard seed		1	1	0	Toda						unlinked
f_dabk73xflraw6	eḍa	left		1	1	0	Kudiya				short-vowel-apical		unlinked
f_dad3vbc7wtara	kagesil	eggplant		1	1	0	Gadaba				nonapical-control		unlinked
f_dadgjr5uhlkfg	das	ten		1	1	0	Gondi				nonapical-control		unlinked
f_dadzpvqqnznvc	mave	mango		1	1	0	Muduga				nonapical-control		unlinked
f_daf6dj5enthoa	tvɨ̄z̡m	bet (obl. twïːzt̡-)		1	1	0	Toda						unlinked
f_dafb2ytvkf6ei	maḍɨ	cow		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_dagbcmeabqe4i	ruṣi	tasty		1	1	0	AluKurumba				nonapical-control		unlinked
f_dagloohebwntq	koyi	chicken		1	1	0	Kadar				nonapical-control		unlinked
f_dagon6wty5cl6	pir	rain		1	1	0	Gondi				short-vowel-apical		unlinked
f_dagqk6dmphr56	amme	father		1	1	0	Irula				nonapical-control		unlinked
f_dah2kvh4gzwmy	veleparse	evening/afternoon		1	1	0	Gadaba				short-vowel-apical		unlinked
f_daic6mdq4qykk	po	go, he went		1	1	0	Paliya						unlinked
f_daid5m2bhz5zi	xāxar	n. fire		1	1	0	Brahui						unlinked
f_daigvo5wm474y	yc	Five		1	1	0	Toda						unlinked
f_daih33tmullq2	tøv moḏ	mundwhichisagod		1	1	0	Toda						unlinked
f_daip5wmls27jo	vorkʌntor	speak		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dajffkpofclzc	naḍi	tomorrow		1	1	0	Gondi				short-vowel-apical		unlinked
f_dajfnfzqlfqmi	edo	cow		1	1	0	Kurux				nonapical-control		unlinked
f_dak6d2q3fjdla	vaṭoṇḍi	dry		1	1	0	Gadaba				short-vowel-apical		unlinked
f_dake4zdbky3ug	era	goat		1	1	0	Kurux				short-vowel-apical		unlinked
f_dalotmeztrenq	vui	path (walking)		1	1	0	Irula						unlinked
f_dalv6r5iftgns	tōgy-	S oftoːg-		1	1	0	Toda						unlinked
f_dan4kxtzt36cs	aḍy mūḍy	clay lid for aḍy		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_dan56ppu3ihg6	hovʌr	salt		1	1	0	Gondi				nonapical-control		unlinked
f_dant6dbhbbdsk	berɨlɨ̄	finger		1	1	0	Kannada				short-vowel-apical		unlinked
f_dao3clwj5tlzg	koːlu	pestle		1	1	0	Konda						unlinked
f_daoadd55ljeu6	bi̤ŋ̤ṭʰārkʰa	broken/damaged		1	1	0	Kurux						unlinked
f_daq5cqhwa3p4k	koṭṭi	hammer		1	1	0	Muduga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dargqjni5rj62	saḷḷlige	rich dhall, dholl		1	1	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_darl6tivany4i	īral	heart		1	1	0	Irula				long-vowel-apical-control		unlinked
f_darscttztnoik	egɨs	how?; iθegïs‘Howisthis?’, egïs-em, egïz=ïšky idf.adv.‘some- how’, e gïsnum idf.adv. ‘anyhow’		1	1	0	Toda				nonapical-control		unlinked
f_daslbd34vkiii	harigilu	boat		1	1	0	Badaga				short-vowel-apical		unlinked
f_dasyxlvdz7j46	alu	potato		1	1	0	Gondi				short-vowel-apical		unlinked
f_datogmmh6qp3m	undzieta	drink		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dau57c4mqwaho	kōrym	ceremony, rituals and rules to be observed by dairy priest		1	1	0	Toda				long-vowel-apical-control		unlinked
f_daubhl5xf4wk4	kaḍanduko	lie down, he lay down		1	1	0	Irula				short-vowel-apical		unlinked
f_dauxsnzqpcqu4	aśukkal	bad		1	1	0	Mannan				nonapical-control		unlinked
f_dauy4xlk73g7y	eṇṇe	oil		1	1	0	Eravallan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_davr23vpjhkba	basa	door		1	1	0	Muduga				nonapical-control		unlinked
f_davrxx6ngr3yy	bar	to come		1	1	0	Kurux				short-vowel-apical		unlinked
f_davyeqvnvihqo	uskal	pestle		1	1	0	Gondi				nonapical-control		unlinked
f_dawkd6pzdfodq	palˑi(kai̯a)	groundnut		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dawko4twie366	utsitul	sit down		1	1	0	Gondi				nonapical-control		unlinked
f_daxborkw3hgqs	(frame)	frame		1	1	0	Badaga						unlinked
f_daxmezqihdlx4	tammud	younger brother		1	1	0	Gondi				nonapical-control		unlinked
f_daxnwli3ihxti	id	this thing		1	1	0	Kurux				nonapical-control		unlinked
f_daxoqi25irkh2	ḍuri	far		1	1	0	Gadaba				short-vowel-apical		unlinked
f_day7ksttrnytk	kaḍittɨ	bite, he bite		1	1	0	Kurumba				short-vowel-apical		unlinked
f_dayiqdqxum24m	varusā	year		1	1	0	AluKurumba				short-vowel-apical		unlinked
f_dazcad4nljfjy	elkāl	hearth, woodfire stove in kitchen for cooking, I: 149		1	1	0	Kota				postapical-cluster;short-vowel-apical		unlinked
f_dazwgj3zc7igi	ādu	He goat		1	1	0	Toda						unlinked
f_db4jtimscaa6q	pensil	pencil, — kiːč-xuθum instrument for sharpening pencil		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_db55whh7exq4c	rai	stone		1	1	0	Gondi						unlinked
f_db5h7zasowqtc	belle	white		1	1	0	AluKurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_db5p33toixtje	hītī	a. talkative		1	1	0	Brahui						unlinked
f_db5qn2wa6qmza	minu	fish		1	1	0	Kannada				short-vowel-apical		unlinked
f_db65oxsy2xahm	ruṭukallɨ	pestle		1	1	0	Irula				short-vowel-apical		unlinked
f_db6jmalitla24	nēirna	personally		1	1	0	Badaga						unlinked
f_db6zxbnbnhksi	voṭṭaya	all		1	1	0	BettaKurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_db7ad7efw564m	nūru	Hundred		1	1	0	Kannada				long-vowel-apical-control		unlinked
f_db7audt5xfwrc	naḷige	tomorrow		1	1	0	Kannada				short-vowel-apical		unlinked
f_db7c7bsqv55o6	cati	breast		1	1	0	Gondi				nonapical-control		unlinked
f_db7lbwugso6qi	puḍikallɨ	pestle		1	1	0	Mannan				short-vowel-apical		unlinked
f_dbabuqmrhh33c	hato	die		1	1	0	Gondi				nonapical-control		unlinked
f_dbad7jxv3gzd2	orekaṇakke	same		1	1	0	Irula				short-vowel-apical		unlinked
f_dbbofr7gqkdjy	yista	like		1	1	0	Kannada				nonapical-control		unlinked
f_dbcblmgdaopjo	monda	face		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_dbcfcdfgafaxo	Drōvati	1. Draupati, the common wife of the five Pandava brothers; 2. female name		1	1	0	Badaga						unlinked
f_dbcilzfuvvrv4	appe	father		1	1	0	Muduga				nonapical-control		unlinked
f_dbddzdqu6h2uu	avaḷɨ	she (3rd sg. feminine)		1	1	0	Muthuvan				nonapical-control		unlinked
f_dbdlrfu7y3ywi	hʌlko	light		1	1	0	Gondi						unlinked
f_dbdxztg5646ae	daram	thread		1	1	0	Gondi				short-vowel-apical		unlinked
f_dbe53ucjcvf7e	vaḍ-	to beat drum		2	2	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_dbf2ilx7iinrg	cəriyanatɨ	big		1	1	0	Mannan						unlinked
f_dbfjeonnke6om	ṭoṭlu	cradle		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_dbhz6ue3yx3ce	veŋkayam	onion		1	1	0	Malasar						unlinked
f_dbijib2seguiq	veḷḷapuḍɨ	garlic		1	1	0	Mannan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dbilr42ugq33m	vʌrśʌ	year		1	1	0	Gondi						unlinked
f_dbion7iwudtmi	mˑuḍʌm	dust		1	1	0	Gondi						unlinked
f_dbiyrl6cvbxxs	sat	seven		1	1	0	Gondi				nonapical-control		unlinked
f_dbju3zqkykico	merupu	lightning		1	1	0	Gadaba				short-vowel-apical		unlinked
f_dbkr6vv7jm7iu	kaḍɨ	ear		1	1	0	Irula				short-vowel-apical		unlinked
f_dbkscrihrhymk	bedʰa	big		1	1	0	Gondi				nonapical-control		unlinked
f_dblgh5cjwk23a	koḷande	child		1	1	0	Eravallan				short-vowel-apical		unlinked
f_dblvwnibqct7y	pīśśi	‘he etc. went’, past 3pers. of pïːx- ‘to go’ (Bhaskararao 2006: 131), or of piːs- ‘to abandon’		1	1	0	Toda						unlinked
f_dbmtr5hvujgay	tʌḍmi	fire		1	1	0	Gondi						unlinked
f_dbo2avi5gahvi	huji	needle		1	1	0	Gondi				nonapical-control		unlinked
f_dbo6jkel664zq	naṇditta tɨ	dry		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_dboc6jh43p5xa	manmutnōx	aheiferpresented by one’s maternal uncle on an occasion		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_dboot5qr6o7ma	sūd	needle		1	1	0	Gondi						unlinked
f_dbq3ebrdxkbta	paḷeyatɨ	old		1	1	0	Muduga				short-vowel-apical		unlinked
f_dbqi2tvmvb2yq	pēte	shandy, cattle-fair, openair market, mart, pettah, emporium, bazaar, cattle-market;, the usual name for the town of Gundlupet, Goondlapett, Goondulpet, Goondulpett or Goondloopett, in Karnataka State, 43.5 km. of Ootacamund. DBIA 276		1	1	0	Badaga						unlinked
f_dbr3anr4nltda	baiye	older sister		1	1	0	Gondi						unlinked
f_dbrkvareaxwvw	ulli	garlic		1	1	0	Gondi				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dbs3llou3gjsk	doś	ten		1	1	0	Kurux				nonapical-control		unlinked
f_dbsbl7nmoj5yc	ārgombuettu	to triumph		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_dbsizlwjl62bq	gere	duck		1	1	0	Kurux				short-vowel-apical		unlinked
f_dbthw5rz43qa6	baṇdi	cart, bandy, bundy, waggon, wagon, vehicle		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_dbtl2hg5qsbmg	kaḷṭaḷ	wood		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_dbtxta4nd3ias	vayapayam	banana		1	1	0	Muthuvan				nonapical-control		unlinked
f_dbuegx5w2p46c	barosa	n. guarantee		1	1	0	Brahui				short-vowel-apical		unlinked
f_dbvd7iwx5acsa	βɪj	lightning		1	1	0	Gondi						unlinked
f_dbwcnhmyff5wu	dʌs	ten		1	1	0	Gondi						unlinked
f_dbx7rbbxoejhk	hindĕ	Behind		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_dbxbagap7gilo	varal	finger		1	1	0	Irula				short-vowel-apical		unlinked
f_dbykh6mpmry7m	nalla	good		1	1	0	MalaMalasar				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dbyqwxxbyh64e	manakana	quick, prompt, early		1	1	0	Badaga				short-vowel-apical		unlinked
f_dbysv5bppcrfa	nʌo̯	nine		1	1	0	Gondi						unlinked
f_dbz6eojyeg5zi	vɨ̄xɨr	lean, emaciated, sickly looking (? wïː ‘tiny worm’)		1	1	0	Toda						unlinked
f_dbzdbrxwrggju	urumbɨ	ant		1	1	0	Muduga				short-vowel-apical		unlinked
f_dbzvai3zywnsa	mɛndol	body		1	1	0	Gondi						unlinked
f_dc27yrdci6ezq	moyyōl	cloud		1	1	0	Gondi				nonapical-control		unlinked
f_dc2p3qjm6bmre	kaṟk	adamant(withreferencetochildren), kaṟk-ïḍ-(ïḍt-)‘tobeadamant’		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_dc42wscqk4xsw	bihini	seed		1	1	0	Kurux				nonapical-control		unlinked
f_dc5dxaj45rze6	tu ṇi	cloth		1	1	0	Mannan						unlinked
f_dc5hkj5ueqoic	cerndu	near		1	1	0	Urali				postapical-cluster;short-vowel-apical		unlinked
f_dc6avlfwvuvoo	baboʔ	father		1	1	0	Gondi				nonapical-control		unlinked
f_dc7ah35lq4uyw	kaṭtida erume	same as the preceding dictionary entry		2	2	0	Badaga				nonapical-control;postapical-cluster;short-vowel-apical		unlinked
f_dcb5lxgtg6gco	je	But		1	1	0	Malto						unlinked
f_dcbqpqb3okrhs	moṭakōvisɨ	cabbage		1	1	0	Urali				short-vowel-apical		unlinked
f_dcc3wsm5xy7j4	ɪnmid	eight		1	1	0	Gondi						unlinked
f_dcchuvfjperys	langūṭi	loincloth lango:ṭu/langu:ṭiidem		2	2	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_dcdau5h4ft2vc	ōθiṣṭt-	obl. of oːθiṣṭm ‘long life’ 2		1	1	0	Toda						unlinked
f_dcerty5bohta6	nēpoṭ-	S of neːpoṛ-		1	1	0	Toda						unlinked
f_dcfhfflb2ec5q	kūre	louse, body		1	1	0	Kannada				long-vowel-apical-control		unlinked
f_dcfnvwwrzcaz6	muṛuvan	whole		1	1	0	Irula				short-vowel-apical		unlinked
f_dcfvkuq4mt75c	erume	buffalo		1	1	0	Muduga				short-vowel-apical		unlinked
f_dcgrjs3lyietw	būlʌ	bone		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_dchqyimuodmzc	appa	pittance, trivial gain; enough of you!		1	1	0	Badaga				nonapical-control		unlinked
f_dcikrzx6o5ocy	āḍŭ	Female goat		1	1	0	Kannada				long-vowel-apical-control		unlinked
f_dcirstx7nr4om	amoṭ	we (inclusive)		1	1	0	Gondi				nonapical-control		unlinked
f_dcizw5p5vfgdo	uṛv-	to plow, dig up earth		2	2	0	Kota				postapical-cluster;short-vowel-apical		unlinked
f_dcj4ef7xrndv4	ima	you (singular, formal)		1	1	0	Gondi				nonapical-control		unlinked
f_dcji3wpb5qljc	to lu	skin		1	1	0	Irula						unlinked
f_dcjuwvxb5fu4u	eta	how many		1	1	0	Kurux				nonapical-control		unlinked
f_dclaihoepbmro	peḍi	daughter		1	1	0	Gondi				short-vowel-apical		unlinked
f_dclgltrh4h5h2	ātto ram	river		1	1	0	Mannan						unlinked
f_dcllszjvthqis	(right-oh)	right-oh! okay! yes (Eng.)		1	1	0	Badaga						unlinked
f_dcm62vsifi3da	muḷḷu	thorn		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_dcn2bnhqtazzm	keṛ	heat		1	1	0	Toda				short-vowel-apical		unlinked
f_dcn5o7wlbtky6	nīŋgaḷ aḍippīrgaḷ	You will beat		1	1	0	Tamil						unlinked
f_dcn6bvo4kfpei	bata	pestle		1	1	0	Gondi				nonapical-control		unlinked
f_dcnia72ejxqow	masiṛ	Daughter		1	1	0	Brahui				nonapical-control		unlinked
f_dcnt3vg3j3zyu	kōrāŋ	Horses		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_dcph5qzxzwjuy	ārɨ	six		1	1	0	Muthuvan				long-vowel-apical-control		unlinked
f_dcqw27zm3xskk	tudi	daughter		1	1	0	Gondi				nonapical-control		unlinked
f_dcs4xxfxrcqke	koθ-	to be bitter (this form is supposed to be original)		2	2	0	Toda				nonapical-control		unlinked
f_dct776gysi4zu	vivaricu	to describe		1	1	0	Badaga				nonapical-control		unlinked
f_dct7cul7jcwe4	kūdale	immediately after, right after (etymology uncertain)		1	1	0	Badaga						unlinked
f_dcvbuhabmnigo	cōḷam	millet		1	1	0	Malasar				long-vowel-apical-control		unlinked
f_dcvi7sqbau6z6	mẽs	egg		1	1	0	Gondi						unlinked
f_dcxkgid33uyoi	kirtāk	Horse (male)		1	1	0	Gadaba				postapical-cluster;short-vowel-apical		unlinked
f_dcxmfqsnppmmq	padgīr	n. private eye		1	1	0	Brahui				nonapical-control		unlinked
f_dcxou2fehc6hw	ikaṇ	pincers (for catching fire embers)		1	1	0	Toda				nonapical-control		unlinked
f_dcys7fz7ltl74	oḍəmbɨ	body		1	1	0	MalaPulaya				short-vowel-apical		unlinked
f_dcyw3r5ai2ply	peɫkoḍc-̣	S ofpeɫkoḍy-̣		1	1	0	Toda						unlinked
f_dczl7skyj3y6u	nivatane	ritual of blessing nine kinds of grain at the time of entering a new house (today nine kinds can no longer be found)		1	1	0	Badaga				nonapical-control		unlinked
f_dd2fhbguryfby	bʰogo	who		1	1	0	Gondi						unlinked
f_dd4hb5najf54w	ø̄ṯe mōf	(also o moːf) fat deer (in song-unit)		1	1	0	Toda						unlinked
f_dd4icjnx6j6pm	tob-	to hold in embrace a very large object (such as a big bed roll) or a large person		2	2	0	Toda				nonapical-control		unlinked
f_dd5oxkpleymow	calki	broom		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_dd6uahznkgsyi	toru	rope		1	1	0	Gadaba				short-vowel-apical		unlinked
f_dd77angjhdd7s	daftarī	a. of office		1	1	0	Brahui						unlinked
f_dda4ukar4hdl4	manˑala	we (inclusive)		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_dda7zojnao5sy	mosa	bad		1	1	0	Irula				nonapical-control		unlinked
f_ddaaaaw2jdky4	muḷḷɨ	thorn		1	1	0	Eravallan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_ddahqv4juublc	hagulu	day(time)		1	1	0	Kannada				nonapical-control		unlinked
f_ddar3vsqsxcvc	ūθ-	to vanish like a moṇy in a temple. If a kaspïl is committed in a temple or a village one of the moṇys in the temple (or some or all) may vanish and go to some place or disappear without a trace. Then a töːwoːɫ ịs consulted about them and he may tell where it has gone. Then people can go there, pray to it and bring it back; to get confiscated as an object that was kept on pawn, whentheloan+interest could not be paid back		1	1	0	Toda						unlinked
f_ddbp2tcv6hvsa	zīṭ	a. wide open		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_ddbs5zfbqgyva	juggā	n. ruin		1	1	0	Brahui				nonapical-control		unlinked
f_ddcyr5kjum53m	usko	sand		1	1	0	Gondi				nonapical-control		unlinked
f_dddmig7qu4ts4	urugʰi	broken		1	1	0	Gondi				short-vowel-apical		unlinked
f_ddf5tqjcc4ava	y	five (also e, oy)		1	1	0	Toda						unlinked
f_ddgnesuppko4k	pūlpūl	onom. of car horn		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_ddgyyrzexijhk	pērɨ	name		1	1	0	Muduga				long-vowel-apical-control		unlinked
f_ddh6bt7unju42	es	bring.PST.3SG (hat-ing)		1	1	0	Brahui				nonapical-control		unlinked
f_ddhcpqimx7m6u	etnūrāvadu	eight hundredth		2	2	0	Badaga				nonapical-control		unlinked
f_ddhph2v2gwomg	pətte	ant		1	1	0	Gondi						unlinked
f_ddhsgjc22bus2	hapta	week		1	1	0	Gondi				nonapical-control		unlinked
f_ddj3fu3muwmvw	nizām	n. system		1	1	0	Brahui						unlinked
f_ddjenu2s6g2po	kuñjatɨ	small		1	1	0	Muthuvan						unlinked
f_ddjyu3stbacia	at	eight		1	1	0	Gondi				nonapical-control		unlinked
f_ddklxh4g2eqn2	pēf mēṇ	margosa tree		1	1	0	Toda						unlinked
f_ddkwyxou4khci	maparma	don’t bite		1	1	0	Kurux				nonapical-control		unlinked
f_ddl4i4tlmu5ua	jʰia	heart		1	1	0	Kurux						unlinked
f_ddm7xqtogdy5y	bennu	back		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_ddmwra3expp5k	tēlē	Head		1	1	0	Irula				long-vowel-apical-control		unlinked
f_ddnwqofe44wf4	be šol-ing	vi. to take a bath		1	1	0	Brahui						unlinked
f_ddoxucfk7xiga	ṭarrār	onom. of frog		1	1	0	Brahui				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_ddp5qdnt7xyfe	pūvɨ	flower		1	1	0	Urali						unlinked
f_ddputeemmr4km	bepāl	a. futureless		1	1	0	Brahui				nonapical-control		unlinked
