Chart	View	Row	Category	Family_ID	Evidence_or_Formation_IDs
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d215	f_mnkiicl5xdil2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d216	f_5he7r7r5u2c32;f_5jwedg7xyol4g;f_mzjmub34nhmgs;f_vtyt57salixes
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d2176	f_5pbshd64sici4;f_nulwxwifrlin4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d221	f_k42ari4dplz4u;f_rbqgsqh7nbbqa
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d222	f_eimkraajdo4rm;f_m6xkqnndzb5m2;f_nck5r44wrl5bg;f_q7htcdoqkywcc;f_ze3lunarmdjv6
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d2233	f_fawlxb2npbnce
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d2237	f_6jwizzevnefim;f_muuo7oclyoj3o;f_q3usn5kjwucbo
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d2247	f_2wqbpyq7asjam;f_dopwumn45wbv2;f_ipp2wxss2wgpa;f_xfxstyqc2ayra
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d227	f_6hd2mzztm7g6o
languages	All 403 reviewed input families	Telugu	Displaced and retained	d228	f_47wnjhnjmwyqo;f_do36zuzuzryi6;f_ikh2tqzs4tg6y;f_lhso2updqhzy4;f_pr4rscqrwp6k4;f_qq3musa4z2c7e;f_s56rotjltglxa;f_triaacpz2cb2i;f_whejawkvz75pe
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d229	f_73yfjkyby7tk2;f_bzeztn2fkuamo
languages	All 403 reviewed input families	Telugu	Other only	d232	f_5bkyl26bule7u
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d233	f_aipxzonbdeepe;f_d6n5skxzoxnwo;f_q37nkoudu64fo;f_thikmme7shfja
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d2356	f_lig27p5hu5tzw
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d2359	f_edr47oxqlvqaw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d236	f_i3sn2s6otvqky;f_pkzhidszmyoc2;f_tzvbcf4d4gmao;f_wuhwort4y3t66;f_zd67ixayppfdq
languages	All 403 reviewed input families	Telugu	Displaced and retained	d2360	f_5y6rpavoacm3g;f_bweup2fnt3hk4;f_gvqqpczg4fvi6;f_nau6n7ojktnpu;f_w65zvy62nvsyi;f_wfczz7oghcdqo;f_ydctqhfc2xqbk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d237	f_srco7di4udbtc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d240	f_6bupjipoxgkiu;f_aifvh7czpucsy;f_eldm6ywbhzgko;f_sse3m4kxlu7c4
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d241	f_pvv36txktxrrs
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d242	f_6racbsa5jon6w;f_ffpjrrr7b4wwe;f_zjlxdinbbc3te
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d244	f_ndj7gjk2kfyao
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d245	f_3qwn6rwowgwae;f_wmpykisj3m4qq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d2456	f_362qbdbyu7piu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d246	f_2sa7xjo752koi;f_qdgen54dznmho;f_s373euxrqbmxc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d247	f_5niqcsf7gzfq2;f_sbkthip6qkwii
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d248	f_2oitw6ttasg5y;f_dz2l2rsf3tuvi
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d249	f_ajjvw4ccisbg4;f_h7obdiyyaaaj4;f_jg6lbbbk6lzmi;f_vmhccfwtxyya2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d256	f_idc7cudsouwmg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d257	f_5vidabcyrjfdk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d259+d260	f_a6eqnadpxwmgu;f_nh3ucss2c2cqo;f_rrc5fv3uj2lw2;f_xyxwev23joj5m
languages	All 403 reviewed input families	Telugu	Missing	d2628	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d2674	f_dkds6vf4sblba;f_hblsuttes6yts;f_hk75lslhob6va;f_ujnk7kkurjcwy;f_x47lnccjbzr32;f_xmylvyd3cqaxa
languages	All 403 reviewed input families	Telugu	Displaced and retained	d2687	f_ias2iuporltk6;f_puwftzosvxjdu;f_rakh3iqnsvv3q
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d2698	f_7uxdyw24b6u4w;f_eydbcnoj2pf3m;f_fhwlyvsml3gfy;f_j2ifi5evbksyy;f_qzwabe4tzkhie;research:d2698-ḍolcu;research:d2698-ḍolucu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d276	f_7jaokaugejrou;f_dww534xzkj26s
languages	All 403 reviewed input families	Telugu	Displaced and retained	d277	f_aso7ha3awldec;f_ds2mybleaipgs;f_ds7sq7ekdyp7i;f_fcnfhvkrxks6u;f_ivbm3kubj7mya;f_oozpsd4qfi22o;f_wd4nh5cchenke;f_wij6kqgv52vqm;f_xonjybl36sozy
languages	All 403 reviewed input families	Telugu	Other only	d281	f_jbngbhkxzanwm
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d282	f_7kyymuhrncbie;f_n2ipbyqebxtyk
languages	All 403 reviewed input families	Telugu	Other only	d285	f_g32ol2quawr7k;f_nyzufh5fwfkos;f_vj7gc6l4tt362
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d2883	f_f7wg4emu34us6;f_gigoscfvyuqt4;f_rjc2z5uzh4che;f_vntoe2aa53vri
languages	All 403 reviewed input families	Telugu	Displaced and retained	d291+d295	f_agyxrtwnsdocc;f_bmf4uxhm446og;f_id6ukobamzgt2;f_jusqtybwjtw5k;f_z6qwxumua56to
languages	All 403 reviewed input families	Telugu	Other only	d2929	f_g5w2ykggx2mle;f_z3ooo33e74xza
languages	All 403 reviewed input families	Telugu	Displaced and retained	d296	f_2mgbteusy362g;f_fwrfyx5d3kvve
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d298	f_resgov5ytuk3q
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d2988	f_ai3ydczvn4xi4;f_azpmtvsxojesa;f_ehgud6oe7qhb6;f_ky34c5v2ql52s;f_ogjjadvszbank;f_qivxwa4e5wadm;f_qp4so3oeyykfm
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d299	f_qd5vl7xy2vw2m
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d301	f_ngcio5lcxvtdu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3014	f_2b6h6xddywzvo;f_dtsaviftds7le;f_kdnrxdyhiznuw;f_x5jsvgogsuwbu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d303	f_42bzpyvayvkdo
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d304	f_3iqklkzdp46wc;f_aptj3sxgp6drk;f_kszpp2kyi42km;f_wd5lbd6dy6orw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d305	f_cjuu32h5ztefq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d306	f_feawxsgy75cua;f_t4slhjrimif5k;f_y57wv5vyiprdo
languages	All 403 reviewed input families	Telugu	Displaced and retained	d307	f_kh3i5mgobe3im;f_leszidqrkkwly;research:d307-telugu-lampu
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d308	f_ovrxifgbq5t7k
languages	All 403 reviewed input families	Telugu	Displaced and retained	d3095	f_di2wo2qrrzvns;f_fega5ppiwhdze;f_noavm52n3qx4a;f_nw2egltyxhoic;f_vgs63saod345y;f_ycsuf63yvjy6m
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d310	f_4ww3nqabku62o;f_hri3ob2thljgm
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3115	f_6iieamq4yekai;f_gg246dpgbq43e;f_yjoacgqrn5pme
languages	All 403 reviewed input families	Telugu	Missing	d3119	
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3122	f_cpjuuxs5a7tmu;f_cswppdqsnv4xq;f_i55tm67o6tae2;f_n67dygocvqany
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d313	f_3q26mrpxhoy2k;f_dpqlnyhkegp6a
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d314	f_b7mf5fcjxlcwa;f_bnaxfylgq56du;f_fgyufawpfdf66;f_lkvhi27n32ggq
languages	All 403 reviewed input families	Telugu	Displaced and retained	d315	f_6gnqqgrwv26vo;f_fsjwlrfbiqn2c;f_kxuymaimdddhu;f_p74esoepvym4i;f_uf342pwxoe4fw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3158	f_4zfb254djleme
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d316	f_bonpzuaaxwdms;f_g5xpluqci7rq4;f_nvxussc36a2wi;f_t5zbu6kd4ehgg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d317	f_u5oj2s4pjduja
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3174	f_24yxv6oqxs6ag;f_nrroyokrpw2pa;f_vw55c6dqihjty;f_zgff5va5f56x4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d318	f_wrbb2nyiczj76
languages	All 403 reviewed input families	Telugu	Displaced and retained	d319	f_2isaz6z4unlea;f_2ttu4tbf2ucwy;f_chciddvnftg4s;f_d52ftrvndmrew;f_xzhmynveclcu2
languages	All 403 reviewed input families	Telugu	Displaced and retained	d3192	f_j67ehybeynslg;f_lgwdlfjqtn4bm;f_vcb7tcir2mmg2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3195	f_o4ryj5l3q5ji6;f_p5cifomtuiiju
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d321	f_37vuatl2jy4l6;f_cbgze364tf5ow;f_ek6ihenhscv7g
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d322	f_fxg52dsxvebaq;f_l6oz22fomebg2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3244	f_lxmtcut2fity6
languages	All 403 reviewed input families	Telugu	Displaced and retained	d3246	f_2vrv5woq6tml6;f_3ov3kfkm5dkwg;f_54ffbpkwo66b2;f_cqjsxdxn4htbc;f_dwuf6jytn2l7g;f_g323nf2zhfrvm;f_gapxu6yum5yjy;f_gavpjhh6ni62e;f_izvmgisdtsyxe;f_knwaudo7j7rzw;f_lwt7iyv4sbgg4;f_m6sv6c34jzmrg;f_ogbjknelvpvsg;f_ojasm32b67tns;f_ovgkmqj2hsjkq;f_qckj6uvqryeae;f_stvomvek524nu;f_sz5oic4rnrsek;f_tnamtgs5zft46;f_vd2m6cplrf2m2;f_ysr4jv2l77hdc;f_z5ioh5rftlgyu;f_zfmpf23mg76ca
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3259	f_bsir5okg6tahm;f_e7hwkfnfyq3ec;f_fdp2d4dpeqmi2;f_kgb6tkj5urbr6
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d328	f_kipsqudjwelig
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d329	f_3vz6wil2qwq2y;f_6u3ywd6hifnbo;f_72xu2njcoxwta;f_h7agepija5sb4;f_zlmjaciklqarc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3305	f_45gw5a2i3de24;f_7a2r7zl6eug5s;f_7mdlhcd5oj6z4;f_aptwtjmp6kuoq;f_b23bgxvin23wi;f_e6jzmd7d5cuuq;f_pz2zwir62jf7w;f_yljvdvjb6vkwq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3339	f_a52zxia62qqwg;f_aktogwgylrgri;f_eatdyb36uyjzs;f_hq6bi6334cktu
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3340	f_7rg3lybka6vco;f_ad2a7upowopsu;f_ed5z4y2qdk7lg;f_fjq43hg5dyxlk;f_ljehi7gup5qnm;f_moezk777s5uuy;f_qui4o6yxhmrgo;f_smcykvf5urehu
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3343	f_emjfsvj7gqtxc;f_ouwrj4t6guwre;f_xioannge7h26u
languages	All 403 reviewed input families	Telugu	Missing	d3358	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3364	f_3kfngjktiueeo;f_fauktvmbokhbe;f_io32mmrzksq4k;f_izof3z7ocfudq;f_uwdxkemsmfwnk;f_yqmre5wjvln3s
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3367	f_7h3rk3uu76wia;f_ai5k2vuehj5ms;f_cco4pcovrmfuk;f_smeamze5c7w3u;f_uoo4zm2ghbetc
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d3393	f_tf2dppvvpotu4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3402	f_aeiz2vivnqf7i;f_dq5w32r4o3ous;f_in2efaggadin2;f_jcqe3fbthxvzm;f_w2hpd4sqg4v6m;f_xfi7hndafuecw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3411	f_6l6evielbuuma;f_7a75pyar2zzwy
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3437	f_4y35t4ot5yk4q;f_7iyuujkczzshe;f_ac5m6v5uobtos;f_bkr27kz5jnw3e;f_cv7l6xydsohz6;f_lr7rrcqoxabam;f_wcmnrwtkxjxes;f_xluqd2rcfx6gk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3451	f_3mpcoizvufojy;f_57xeufn5wprdy;f_74h2pbarrezd6;f_7o2kud6ud2iku;f_eujmiznn35bns;f_gblg4rdfgsf3g;f_ijjkw7iaah4cu;f_jws6ahkfcdt66;f_t6k7jpmxpqqek;f_uz4msjboy2kda;f_wge4ipq6xlecq
languages	All 403 reviewed input families	Telugu	Missing	d3520	
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3522	f_ji7l3tltyvjvs;f_xzsphjsyelcgq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3559	f_4difxmy2ovq3q;f_mpunkvkc5v576
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3754	f_6fda6logqz64s;f_rv5br5e25rhdq
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3821	f_67ce2djefqzkq;f_e6bvyagxt6hj6;f_ekp2oljnlunqo;f_nakz3s5yk3hv6;f_r7qbceerg6alg;f_wynbb6jawx4v6;f_x7bpaarc5eq4w;f_yyd5lkuzq7xtq
languages	All 403 reviewed input families	Telugu	Displaced and retained	d3949	f_3nwqq5pibkhaa;f_73fc55i2e4fug;f_c436fxi6pdpzu;f_ctfbeec4tlsze;f_dm3gpg2s5wbo6;f_dxyofadg7epts;f_fjaxuxvgsifuk;f_in5bnsm5cwzyu;f_kgllbsyi4naxw;f_l5muykx6hu3oy;f_luwyqacyv7lc6;f_n3xwvhc6uknfw;f_nsdlra3u4dqcq;f_ofdq5bkx3fsgy;f_pmarxwcq2ml3a;f_wczpw2z2tnd66;f_ylroetmeabrno;f_zn5teljrmyvf2
languages	All 403 reviewed input families	Telugu	Displaced and retained	d3962	f_6tk2fpkqwto7g;f_gd5wgsk5qexs4;f_gs5vla3nwer2g;f_s6fubf35efw4k
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3972	f_2pbef27rf2gse;f_k5ir6ygi5ylhg;f_mcfabk7aanxik
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3976	f_beigjhoyb4dck;f_lehyil4knhwl6
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3982	f_277gnmswzytey
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d3986	f_5gyud6xfi26x4;f_66n7jz5zrvkoy;f_6xy2s6l3tdzie;f_ng6wyhc355xcw;f_u5n3cbqsmmek4
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d3999	f_elp64yudfljjs;f_gp5ff36sq453u;f_k6jtvm35n2m3g;f_rrfkpgqmutgay;f_w4qqoh3i4j254;f_xrih22ctiwhr4
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4002	f_d6q6h6dajzzpo;f_tjngsa3fs2ncw
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4005	f_3dxd3t2xuho4m
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4039	f_bxtyd57dlogi2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4057	f_ekd545w2ec36s;f_hizdqbdnvhgjg;f_khq3wy357yd4q;f_rg5lmfh4porse;f_seharxkfrmfre
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4175	f_fzxffnanjdxb4;f_qze4v6mbwqdfa;f_skqx63r7annky;f_vb7wwj377n25o
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4176	f_klyzqvnlsuysa
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4177	f_5bnmxypvdfzqa;f_5obbiozlglhna;f_ouzmzfsc6qbkc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4183	f_2hqiwpctfzubk;f_ndexkanmdwlma;f_uyp3w7jjj4yk6
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4193	f_fyrxm7g56e24y;f_mjnf4qdw3jyyk
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d4194	f_5ar2gmzibo4vy;f_6v3hcnt3ugpio;f_bnxyu5tpjz23y;f_f7ckp3bzqrewu;f_id34nwo6oqiws;f_jtukhddfkkp42;f_s4gl7v2pfyjge;f_vjzktxvpcjto6;f_vmg2orqv2jblu;f_zilmpd65bdeb4
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4283	f_6dxoy6cuwxdao;f_fgmcm4bmdpl2g;f_mxfwmcx3oi75g;f_mykc2tvmmswzi;f_xi4grd3d64hlg
languages	All 403 reviewed input families	Telugu	Displaced and retained	d4312	f_4aeozp6sxs63y;f_7pjgouimyggc6;f_7u54tqu4dtt5q;f_fgqdccak2efbk;f_ncyxulqegijbm;f_rlu6wivm5afd4;f_tg6hs45rr3ohg;f_vgo5afnsmgmre;f_vpsp47wizynhc;f_xsjbat3blc2es
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d432	f_5uda6jsb57pwg;f_v2xwjtlitqr4a;f_zmrupuvjouvj4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4335	f_tvofu4n53ubcg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d434+d448	f_abj5idrlhvxtu;f_awwr4bmgcl3zc;f_c43xnp3vku2bc;f_gzzupibkrgkyu
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d435	f_3axfn37zfnr5e;f_4piywrf66vw3q;f_btmtnzyp5575y;f_i2ci6yitaqepk;f_jsbg2qgcat4da;f_khluubkf6bcus;f_udsrfrz4hnhzc
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d437	f_mmvjzablirjpa
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d439	f_a2bnpj2a5d3ry;f_k4lwwel2wx6pq;f_p5onjlsy62yyo
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4410	f_ljsqftje6a52q
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4411	f_2u5ehsddv3jsq;f_2vpx5vdnzs5fy;f_2wmrfj4tsmvfk;f_3b6tgil55vq74;f_43rujusowzxu2;f_5mvkxho4gonmm;f_6lfgqxmrj37ju;f_a6napw2uifdi2;f_fedgmdcjg7kdo;f_gwt5rc5u6ljdc;f_io2tmqyrxquxk;f_k4jcgvl3fbhdy;f_kkdbab7fwtyiq;f_n7gge6rmjmbes;f_ou4lv5k4d63kg;f_pf36mamxzvr36;f_qbabsrtxyzhb6;f_styfn3ofq37l6;f_syaltefs3d7ny;f_vbofdspvhn4gk;f_xbajqk2bjcxky;f_xw2tch6gwcpps
languages	All 403 reviewed input families	Telugu	Missing	d4418	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d442	f_7mpklc7awl3aq;f_k3dlf6fwe4z34
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d443	f_76oq4njxyvr2e;f_ntoe672qyz6ps
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d4430	f_47emu64i72b42;f_aut5iyanb75hq;f_xn3ahugfzz6mq
languages	All 403 reviewed input families	Telugu	Missing	d4438	
languages	All 403 reviewed input families	Telugu	Missing	d444	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4449	f_25hsizq55qy2a
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d445	f_xze5cnrwfdf3s
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d446	f_6rgocgeffuw4g;f_c6wvfdmsmc6ze;f_cj5adjgs24nu6;f_e72musabr74sc;f_fibux3kzl6fim;f_wqwne2wo6wscu;f_yjnachn5etcwc
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d447	f_raskkai6p26cw
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d449	f_buuj23gzuhmjs;f_mmtxxcdbtyt44;f_r5ex3utotkmm6
languages	All 403 reviewed input families	Telugu	Missing	d451	
languages	All 403 reviewed input families	Telugu	Missing	d452	
languages	All 403 reviewed input families	Telugu	Missing	d453	
languages	All 403 reviewed input families	Telugu	Missing	d4536	
languages	All 403 reviewed input families	Telugu	Displaced and retained	d4537	f_336qkjyvs4goy;f_3ru7eesgwd3am;f_alslnjparpqqy;f_kdqkrzjbzeccs;f_qnf3xznf3vszq;f_wli4podauzais;f_z325tez7nfe4g
languages	All 403 reviewed input families	Telugu	Missing	d454	
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4545	f_t4jvlzmrkzcwc;f_tm4y4odxa5fg4
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d455	f_eoseudfbpujte
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4555	f_dwxrztgkvqjsa;f_kziszm7hwafvi;f_wcautegmjcbds
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4559	f_d5ur3xcgsxick;f_kwctjywqt2way;f_t35bbm5kvdccq;f_zhj3ga3ngml2o;f_zuzesjd7nkk44
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d457	f_2zwohfzlykbr4;f_4oyumnrjjayau;f_aji356rylm4bg;f_an3s4nkt5raio;f_eu4y3u4c4dqtw;f_fbkifxsfb7xn6;f_fubjsk6dsowsw;f_gk6v7zynyikak
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4591	f_7sdnwuz6xvvro;f_en7ftxqquk6iw
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4599	f_3bhnvnrn3loau;f_4fuguai7klo4k;f_5f3dmcreo7tus;f_ijsmokmsxkn34;f_meimgdwmmhtoa;f_touc7knyckgvy
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d4608	f_csjrldeju2nnk;f_v44qh6ew3bahg
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4680	f_37ir6cc2jplxw;f_goulefpt3sspe;f_osy36slypzbes;f_xrlgc2vfy22le
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d4710	f_6hy5v4gjwlj2a;f_avhjvzi2ti36g;f_hrtrkkmjbrvrg;f_yya3afw6sqtkm
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4711	f_cqc6qamwv6hmy;f_fqcf4xzk4r3tg;f_rirwcupcemybq;f_ymibz5y5h74ku
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d4716	f_fcrhyyjjpu3ai;f_jjj6mxexmicru
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d472	f_7mxhybbcyt32g
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4728	f_3lv7ov4u3m7yg;f_7hoedw2hivwp2;f_wvu3wftw2bels
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4737	f_mwnw7dw5d3fl4;f_oi32qky25xxiq
languages	All 403 reviewed input families	Telugu	Displaced and retained	d474	f_2htxvumaoczjw;f_4ujr5t55avg66;f_65qhyabhcuwaw;f_6c6a36yd4iybo;f_bkhd5wmrnsjt4;f_dgw5tjtzepqrq;f_fqoeiv3e7odos;f_i3k7naryq6kzm;f_jzp6l3vyzyn7i;f_n2cdyoyequmy6;f_p3l4befd5utdw;f_pd6ynb3gv5lhi;f_qgafogajc4lzg;f_qkicfxp5fal3y;f_qznjy2zdzigrk;f_shooci3xpjwrs;f_sp6x4vguvmszc;f_t4nykx6ip5ofm;f_vfvgfqslu3kc6;f_woifafo7ddlua
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d475	research:d475-Telugu-rēnu;research:d475-Telugu-rē̃gu
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4750	f_ls6tncdxnev4e;f_qubbupqrnim6g;f_rh4qvlb3ka7es;f_xrwtk7qdnczyu
languages	All 403 reviewed input families	Telugu	Missing	d4756	
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d476	f_arjfgvftibq24;f_fo74326od6fi6;f_hoazkkmlc7fz2;f_yiz3qsplvy26q
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4760	f_2cbwy23nb5dce;f_6etfncbqv3tmc;f_6vygbqzong3ve;f_ak6hq5d2gk2za;f_g7rwmbijggk6y;f_huvgyhyb7s226;f_ira6uzmd4liym;f_jfcymk6oq5cqg;f_n4pi6abajklug;f_uivtddlaz2itk;f_warkdf3h7ljeq
languages	All 403 reviewed input families	Telugu	Displaced and retained	d4761	f_22wq3y5tmbaoe;f_32xaddq3ui6zg;f_6z5eoiaabglnc;f_cei6h7kxywxr4;f_dnwme76geuspu;f_gwedmm4f6gpws;f_h6bkkx4tjvdhi;f_kxg6yds4gpuey;f_lak4vfbwm3emi;f_of3dww3nadfvo;f_rb34gu3eplg4i;f_sfbpnfjwehpiq;f_tkb6ym5vcixwk;f_zaelgzuu2abgy;f_zod4cxlijg2tk
languages	All 403 reviewed input families	Telugu	Uncertain (with or without other)	d477	f_5bmsqzjrwmyqi;f_klgo6bo3fin4g
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d480	f_2tykowphgfk6g;f_4mgn5osldllj4;f_bcpt6uoumxh2y;f_oakdhpphktf4g;f_pcmx5ezbq3ods;f_qhrugzwzluq72;f_u36aljrxwhfy2
languages	All 403 reviewed input families	Telugu	Missing	d4806	
languages	All 403 reviewed input families	Telugu	Other only	d481	f_jczm7oitr7vbi;f_t5ccroasxf6r2
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d483	f_4f77msb5syfdg;f_4yp7s4oztw2yi;f_qi35okjcloqro;f_xzzvzn2awccbk
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d4831	f_2m7mu4bd4coju;f_du75bldfzoysi;f_eocfjgb7k274c;f_fmyvr4lfdyxzs;f_gfrbvesnymz3i;f_szmw6iik2i2kk;f_yggscw5hthtsy;f_zp2mt5kzhuuuc
languages	All 403 reviewed input families	Telugu	Retained, no displacement	d484	f_egaijmfbmzpma
languages	All 403 reviewed input families	Telugu	Other only	d485	f_4vjrv6v5g5xfe
languages	All 403 reviewed input families	Telugu	Missing	d4855	
languages	All 403 reviewed input families	Telugu	Other only	d486	f_atvx6hytg7f2k
languages	All 403 reviewed input families	Telugu	Displaced, no retention	d4866	f_7dp2pr3nbysj6;f_vsrzcq3kxyfta
