ledger_id	source_table	source_row	family_id	record_id	language	status	explanation	unresolved	full_evidence
R046	kundal-primary-paradigms.tsv	20			Kund	non-R-stem; suffix-accented-oblique-plural	Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.		"{""item"": ""19"", ""gloss"": ""plough"", ""nom_singular"": ""hal"", ""nom_plural"": ""hal"", ""obl_singular"": ""hàl"", ""obl_plural"": ""halán"", ""input_formation"": ""post-accenting-noun-origin-unexplained"", ""observed_pattern"": ""non-R-stem; suffix-accented-oblique-plural"", ""source"": ""Rehman and Baart, draft 9 January 2004"", ""table"": ""12"", ""page"": ""12"", ""db_gloss_candidate_ids"": ""[]"", ""analysis"": ""Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.""}"
R047	kundal-primary-paradigms.tsv	21			Kund	non-R-LONG-stem; suffix-accented-oblique-plural	Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.		"{""item"": ""20"", ""gloss"": ""ox"", ""nom_singular"": ""daan"", ""nom_plural"": ""daan"", ""obl_singular"": ""dàan"", ""obl_plural"": ""daanán"", ""input_formation"": ""post-accenting-noun-origin-unexplained"", ""observed_pattern"": ""non-R-LONG-stem; suffix-accented-oblique-plural"", ""source"": ""Rehman and Baart, draft 9 January 2004"", ""table"": ""12"", ""page"": ""12"", ""db_gloss_candidate_ids"": ""[]"", ""analysis"": ""Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.""}"
R048	kundal-primary-paradigms.tsv	22			Kund	non-R-LONG-stem; suffix-accented-oblique-plural	Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.		"{""item"": ""21"", ""gloss"": ""shoe"", ""nom_singular"": ""buuṭ"", ""nom_plural"": ""buuṭ"", ""obl_singular"": ""bùuṭ"", ""obl_plural"": ""buuṭɔ́n"", ""input_formation"": ""post-accenting-noun-origin-unexplained"", ""observed_pattern"": ""non-R-LONG-stem; suffix-accented-oblique-plural"", ""source"": ""Rehman and Baart, draft 9 January 2004"", ""table"": ""12"", ""page"": ""12"", ""db_gloss_candidate_ids"": ""[]"", ""analysis"": ""Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.""}"
R049	dras-suffix-accent-review.tsv	33	[]	f_22tosiwomum3g	Sh:Dras	stem-accent-only	People ʤʌ́k/ʤʌ́keɦ is stem-accented in vocabulary item170, whereas grammar p42 prints ʤʌ́kéɦ with an additional final acute. This is a real source-internal difference, not an exception to hide.		"{""gloss"": ""people"", ""plural"": ""ʤʌ́keɦ"", ""suffix"": ""-eh/-eɦ"", ""plural_stress_from_right"": ""2"", ""plural_outcome"": ""stress-marked"", ""singulars"": ""[\""ʤʌ́k\""]"", ""singular_stress"": ""[1]"", ""singular_ids"": ""[\""f_fsywtcivnvyjk\""]"", ""plural_id"": ""f_22tosiwomum3g"", ""family_ids"": ""[]"", ""plural_description"": """", ""review_index"": ""31"", ""manual_lexical_note"": ""People ʤʌ́k/ʤʌ́keɦ is stem-accented in vocabulary item170, whereas grammar p42 prints ʤʌ́kéɦ with an additional final acute. This is a real source-internal difference, not an exception to hide."", ""reviewed_family_comparison"": """", ""primary_check"": ""exact printed passage inspected"", ""morphological_assessment"": ""Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement."", ""final_vowel_accented"": ""0"", ""acute_count"": ""1"", ""suffix_accent_status"": ""stem-accent-only""}"
R050	dras-suffix-accent-review.tsv	122	[]	f_iqv7ddbejfccw	Sh:Dras	stem-accent-only	Knife item556 p95 has kəɽá:r/kəɽá:reh, stem stress. Item655 gives kʌɽá:r/kʌɽa:réh, suffix stress. Both readings are printed; treat the lexeme as conflicting. Research comparison: *karttāra (2860), knife. This links the root/lexeme, not each inflected cell directly to the old headword.		"{""gloss"": ""knife"", ""plural"": ""kəɽá:reh"", ""suffix"": ""-eh/-eɦ"", ""plural_stress_from_right"": ""2"", ""plural_outcome"": ""stress-marked"", ""singulars"": ""[\""kəɽá:r\""]"", ""singular_stress"": ""[1]"", ""singular_ids"": ""[\""f_rcf5jqujoi7ag\""]"", ""plural_id"": ""f_iqv7ddbejfccw"", ""family_ids"": ""[]"", ""plural_description"": """", ""review_index"": ""120"", ""manual_lexical_note"": ""Knife item556 p95 has kəɽá:r/kəɽá:reh, stem stress. Item655 gives kʌɽá:r/kʌɽa:réh, suffix stress. Both readings are printed; treat the lexeme as conflicting. Research comparison: *karttāra (2860), knife. This links the root/lexeme, not each inflected cell directly to the old headword."", ""reviewed_family_comparison"": ""2860"", ""primary_check"": ""exact printed passage inspected"", ""morphological_assessment"": ""Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement."", ""final_vowel_accented"": ""0"", ""acute_count"": ""1"", ""suffix_accent_status"": ""stem-accent-only""}"
R051	dras-suffix-accent-review.tsv	126	[]	f_5rpl6sb2pkv3a	Sh:Dras	stem-accent-only	Scissors dukʌ́ṭ/dukʌ́ṭeh retains stem stress despite final eh. The vocabulary prints it this way. A possible lexical compound/dual origin does not yet establish why its suffix differs.		"{""gloss"": ""scissors"", ""plural"": ""dukʌ́ʈeh"", ""suffix"": ""-eh/-eɦ"", ""plural_stress_from_right"": ""2"", ""plural_outcome"": ""stress-marked"", ""singulars"": ""[\""dukʌ́ʈ\""]"", ""singular_stress"": ""[1]"", ""singular_ids"": ""[\""f_ybweopslpgxhi\""]"", ""plural_id"": ""f_5rpl6sb2pkv3a"", ""family_ids"": ""[]"", ""plural_description"": """", ""review_index"": ""124"", ""manual_lexical_note"": ""Scissors dukʌ́ṭ/dukʌ́ṭeh retains stem stress despite final eh. The vocabulary prints it this way. A possible lexical compound/dual origin does not yet establish why its suffix differs."", ""reviewed_family_comparison"": """", ""primary_check"": ""exact printed passage inspected"", ""morphological_assessment"": ""Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement."", ""final_vowel_accented"": ""0"", ""acute_count"": ""1"", ""suffix_accent_status"": ""stem-accent-only""}"
R052	adjective_residuals.jsonl:1			f_luu5elo3b4yo4	see record	morphological-subclass-with-legacy-conflict	Biori ghaḍeerú corresponds to Ashret ghaḍeeró/gaḍheeró. Liljegren2016Table7.4p153 explicitly identifies the comparative relation to gáaḍu big. The final accent is therefore a property of an independently identifiable comparative formation, not the ordinary property-adjective stem. Feminine ghaḍeerí also has ending accent. Older CDIAL gaḍhḗro has stem accent, so the cross-source history is not uniformly resolved.		"{""record_id"": ""f_luu5elo3b4yo4"", ""form"": ""ghaḍeerú"", ""class"": ""age-comparative-eer"", ""input_basis"": ""Comparative meaning and the independently recorded ghaḍeer-/ghaḍheer- stem; Biori u versus Ashret o is a separate dialect distinction."", ""prediction"": ""final gender vowel accented"", ""analysis"": ""Biori ghaḍeerú corresponds to Ashret ghaḍeeró/gaḍheeró. Liljegren2016Table7.4p153 explicitly identifies the comparative relation to gáaḍu big. The final accent is therefore a property of an independently identifiable comparative formation, not the ordinary property-adjective stem. Feminine ghaḍeerí also has ending accent. Older CDIAL gaḍhḗro has stem accent, so the cross-source history is not uniformly resolved."", ""source"": ""Liljegren2016p153; dictionary inflection; Turner4119 gāḍhatara"", ""status"": ""morphological-subclass-with-legacy-conflict""}"
R053	adjective_residuals.jsonl:2			f_hf2c3szfsnhfs	see record	morphological-subclass	Biori lhookeerú and Ashret lhookeeró are explicitly paired with lhoóku small/young in Liljegren2016Table7.4p153. The comparative adds material to the ordinary stem and shifts accent to the gender ending; feminine lhookeerí agrees. An exact Old Indo-Aryan *laghukatara-like intermediary is a reconstruction, not an independently attested input selected for its accent.		"{""record_id"": ""f_hf2c3szfsnhfs"", ""form"": ""lhookeerú"", ""class"": ""age-comparative-eer"", ""input_basis"": ""Comparative younger meaning and the independently attested -eer- formation shared with older."", ""prediction"": ""final gender vowel accented"", ""analysis"": ""Biori lhookeerú and Ashret lhookeeró are explicitly paired with lhoóku small/young in Liljegren2016Table7.4p153. The comparative adds material to the ordinary stem and shifts accent to the gender ending; feminine lhookeerí agrees. An exact Old Indo-Aryan *laghukatara-like intermediary is a reconstruction, not an independently attested input selected for its accent."", ""source"": ""Liljegren2016p153; dictionary inflection"", ""status"": ""morphological-subclass""}"
R054	adjective_residuals.jsonl:3			f_ubdaiww3bug5c	see record	morphological-subclass	The demonstrative stem eeteeṇ- takes accented masculine ú, feminine í and plural á; this is part of the pro-form paradigm, distinct from ordinary descriptive stems. Both the long root vowels remain unaccented. Table4.1p89 and examples throughout the grammar verify the final accent; it is not inferred from orthographic suffix selection.		"{""record_id"": ""f_ubdaiww3bug5c"", ""form"": ""eeteeṇú"", ""class"": ""quality-pro-adjective-eeṇ"", ""input_basis"": ""Demonstrative quality pro-form that-kind-of; independently classified in grammar Table4.1p89."", ""prediction"": ""final gender vowel accented"", ""analysis"": ""The demonstrative stem eeteeṇ- takes accented masculine ú, feminine í and plural á; this is part of the pro-form paradigm, distinct from ordinary descriptive stems. Both the long root vowels remain unaccented. Table4.1p89 and examples throughout the grammar verify the final accent; it is not inferred from orthographic suffix selection."", ""source"": ""Liljegren2016Table4.1p89 and pro-form paradigms"", ""status"": ""morphological-subclass""}"
R055	adjective_residuals.jsonl:4			f_ciq5nophmpy46	see record	morphological-subclass-variant	The a-initial demonstrative alternant shares the accented ending of eeteeṇú. It is a citation variant within a pro-form paradigm, not an independent historical confirmation.		"{""record_id"": ""f_ciq5nophmpy46"", ""form"": ""ateeṇú"", ""class"": ""quality-pro-adjective-eeṇ"", ""input_basis"": ""Demonstrative quality pro-form, a variant of eeteeṇú, with shared feminine forms recorded."", ""prediction"": ""final gender vowel accented"", ""analysis"": ""The a-initial demonstrative alternant shares the accented ending of eeteeṇú. It is a citation variant within a pro-form paradigm, not an independent historical confirmation."", ""source"": ""Liljegren2016examples; dictionary variants"", ""status"": ""morphological-subclass-variant""}"
R056	adjective_residuals.jsonl:5			f_p5k2zpyzwlmzu	see record	morphological-subclass-variant	The Biori h-initial variant has the same ending accent as the demonstrative paradigm; grammar example5p95 explicitly segments hateeṇ-ú. Aspiration differences do not account for the suffix accent.		"{""record_id"": ""f_p5k2zpyzwlmzu"", ""form"": ""hateeṇú"", ""class"": ""quality-pro-adjective-eeṇ"", ""input_basis"": ""Biori demonstrative quality pro-form; dictionary explicitly restricts this variant to Biori."", ""prediction"": ""final gender vowel accented"", ""analysis"": ""The Biori h-initial variant has the same ending accent as the demonstrative paradigm; grammar example5p95 explicitly segments hateeṇ-ú. Aspiration differences do not account for the suffix accent."", ""source"": ""Liljegren2016p95example5; dictionary"", ""status"": ""morphological-subclass-variant""}"
R057	adjective_residuals.jsonl:6			f_cx3s74iwxjmeo	see record	morphological-subclass	The k-initial interrogative stem takes masculine ú, feminine í and plural á just like its demonstrative counterpart. It forms a small, independently recognizable grammatical class with deterministic ending accent in the attested paradigm.		"{""record_id"": ""f_cx3s74iwxjmeo"", ""form"": ""kateeṇú"", ""class"": ""quality-pro-adjective-eeṇ"", ""input_basis"": ""Indefinite/interrogative quality pro-form what-kind-of, independently paired with eeteeṇú in grammar Table4.1."", ""prediction"": ""final gender vowel accented"", ""analysis"": ""The k-initial interrogative stem takes masculine ú, feminine í and plural á just like its demonstrative counterpart. It forms a small, independently recognizable grammatical class with deterministic ending accent in the attested paradigm."", ""source"": ""Liljegren2016Table4.1p89 and interrogative examples"", ""status"": ""morphological-subclass""}"
R058	adjective_residuals.jsonl:7			f_2x5egyolhpa7k	see record	compound-reaccentuation-hypothesis	Compare lameeṭi tail and čhinílu cut (the latter explicitly supplied in the čhína cut paradigm5046). The tail-less adjective is naturally an exocentric result compound, one whose tail is cut. Its final ú differs even from the free participle čhinílu, so simply invoking the second constituent’s lexical accent is insufficient. A compound accent rule shifting to the agreement ending is plausible, but only this example has been established here.		"{""record_id"": ""f_2x5egyolhpa7k"", ""form"": ""lameeṭičhinilú"", ""class"": ""exocentric-result-compound"", ""input_basis"": ""Tail plus cut/result form; both lexical components are independently attested."", ""prediction"": ""ordinary simple-adjective prediction fails; compound reaccentuation is a candidate"", ""analysis"": ""Compare lameeṭi tail and čhinílu cut (the latter explicitly supplied in the čhína cut paradigm5046). The tail-less adjective is naturally an exocentric result compound, one whose tail is cut. Its final ú differs even from the free participle čhinílu, so simply invoking the second constituent’s lexical accent is insufficient. A compound accent rule shifting to the agreement ending is plausible, but only this example has been established here."", ""source"": ""Liljegren dictionary entries tail, čhína and lameeṭičhinilú"", ""status"": ""compound-reaccentuation-hypothesis""}"
R059	adjective_residuals.jsonl:8			f_vtpgawfvin4jk	see record	unresolved	Both masculine kirpuṭú and feminine kirpuṭí accent the ending. A compound or regional loan could preserve a distinct accent class, but the apparent kir-/puṭ- segmentation has not been independently supported. Neither the snow expression kir díi nor unrelated cut verbs licenses an etymology from resemblance alone. Keep this as a genuine unresolved lexical exception.		"{""record_id"": ""f_vtpgawfvin4jk"", ""form"": ""kirpuṭú"", ""class"": ""lexically-unresolved-adjective"", ""input_basis"": ""Source adjective tag and regular feminine kirpuṭí; no independently supported derivation recovered."", ""prediction"": ""ordinary penultimate prediction fails"", ""analysis"": ""Both masculine kirpuṭú and feminine kirpuṭí accent the ending. A compound or regional loan could preserve a distinct accent class, but the apparent kir-/puṭ- segmentation has not been independently supported. Neither the snow expression kir díi nor unrelated cut verbs licenses an etymology from resemblance alone. Keep this as a genuine unresolved lexical exception."", ""source"": ""Liljegren dictionary inflection"", ""status"": ""unresolved""}"
R060	adjective_residuals.jsonl:9			f_js6xgmvlfyzza	see record	independent-part-of-speech-explanation	Liljegren2016§8.1 describes muṣṭú in front/before. The separately formed adjective muṣṭúku of the past adds -uk- and has penultimate accent. Thus this apparent adjective counterexample is an attributively usable adverb, with no evidence that final u here is the ordinary agreement ending. Its etymology should be investigated separately from the productive adjective suffix.		"{""record_id"": ""f_js6xgmvlfyzza"", ""form"": ""muṣṭú"", ""class"": ""spatial-temporal-adverb-used-attributively"", ""input_basis"": ""The grammar explicitly treats muṣṭú as an anterior spatial/temporal adverb; the dictionary supplies no gender inflection for this citation."", ""prediction"": ""outside the inflecting property-adjective class"", ""analysis"": ""Liljegren2016§8.1 describes muṣṭú in front/before. The separately formed adjective muṣṭúku of the past adds -uk- and has penultimate accent. Thus this apparent adjective counterexample is an attributively usable adverb, with no evidence that final u here is the ordinary agreement ending. Its etymology should be investigated separately from the productive adjective suffix."", ""source"": ""Liljegren2016§8.1; temporal-adjective derivation table"", ""status"": ""independent-part-of-speech-explanation""}"
R061	property_residuals.jsonl:1			"[""f_qphomzrgd6rqu"", ""f_ywryunyo3efre"", ""f_3jpsht5sirqqg""]"	see record	Savi-final-location-correspondence-with-source-limits	Savi ugəró heavy, parãṛó white and lohĩló red have final written accent in the older comparative dictionary. They oppose the predominantly prefinal property-stem accent of Gilgit/Palula. These marks locate prominence but do not establish a surviving mora contrast. The newer source does not systematically transcribe stress, and the one-speaker Sawi pitch study suggests loss of a Palula-like lexical contrast, so historical versus source/dialect differences remain open.		"{""record_ids"": [""f_qphomzrgd6rqu"", ""f_ywryunyo3efre"", ""f_3jpsht5sirqqg""], ""analysis"": ""Savi ugəró heavy, parãṛó white and lohĩló red have final written accent in the older comparative dictionary. They oppose the predominantly prefinal property-stem accent of Gilgit/Palula. These marks locate prominence but do not establish a surviving mora contrast. The newer source does not systematically transcribe stress, and the one-speaker Sawi pitch study suggests loss of a Palula-like lexical contrast, so historical versus source/dialect differences remain open."", ""status"": ""Savi-final-location-correspondence-with-source-limits""}"
R062	property_residuals.jsonl:2			"[""f_6aixg5kbn3biw"", ""f_rvn66scriluyy""]"	see record	older-Palula-source-conflict	Older Palula úguro/úṅguro heavy is initially accented across a three-nucleus stem, whereas current ungúru is prefinal. The prefix/cluster and quantity histories must be checked against the older primary source. This is retained as a genuine source/historical discrepancy, not made regular by deleting initial u.		"{""record_ids"": [""f_6aixg5kbn3biw"", ""f_rvn66scriluyy""], ""analysis"": ""Older Palula úguro/úṅguro heavy is initially accented across a three-nucleus stem, whereas current ungúru is prefinal. The prefix/cluster and quantity histories must be checked against the older primary source. This is retained as a genuine source/historical discrepancy, not made regular by deleting initial u."", ""status"": ""older-Palula-source-conflict""}"
R063	property_residuals.jsonl:3			"[""f_susshhtpls6j2""]"	see record	extra-extension-candidate	Older Palula khā́čulo dirty/bad has an extra l-bearing extension relative to kháaču. Retaining the accent of the shorter stem before the extra suffix gives an independently plausible antepenultimate position. The precise derivational chronology is still unverified; no universal penultimate rule applies to all later extensions.		"{""record_ids"": [""f_susshhtpls6j2""], ""analysis"": ""Older Palula khā́čulo dirty/bad has an extra l-bearing extension relative to kháaču. Retaining the accent of the shorter stem before the extra suffix gives an independently plausible antepenultimate position. The precise derivational chronology is still unverified; no universal penultimate rule applies to all later extensions."", ""status"": ""extra-extension-candidate""}"
R064	property_residuals.jsonl:4			"[""f_ynktlk7i53e5a""]"	see record	directional-extension	Kohistani khábooto left(direction) adds material beyond the ordinary khábo adjective. Preserved root stress before a directional extension gives antepenultimate prominence. Its grammatical function is explicitly directional, so it should not be treated as the same adjective citation cell.		"{""record_ids"": [""f_ynktlk7i53e5a""], ""analysis"": ""Kohistani khábooto left(direction) adds material beyond the ordinary khábo adjective. Preserved root stress before a directional extension gives antepenultimate prominence. Its grammatical function is explicitly directional, so it should not be treated as the same adjective citation cell."", ""status"": ""directional-extension""}"
R065	property_residuals.jsonl:5			"[""f_gurgz4sml7hha"", ""f_gpq6t3pjkuv26"", ""f_7ukfoeky272ys""]"	see record	survey-stress-residual	Bagrot left kʰɑ̱ˈbo̱ and Hunza/Nagar short kʰu̱ˈṭo/kʰoˈṭo̱ have final survey stress despite the usual root-stressed forms. These are actual source-marked residuals. Elicitation intonation, speaker/dialect differences and transcription error are alternatives, but none is established without the recordings; do not overwrite them with the dictionary majority.		"{""record_ids"": [""f_gurgz4sml7hha"", ""f_gpq6t3pjkuv26"", ""f_7ukfoeky272ys""], ""analysis"": ""Bagrot left kʰɑ̱ˈbo̱ and Hunza/Nagar short kʰu̱ˈṭo/kʰoˈṭo̱ have final survey stress despite the usual root-stressed forms. These are actual source-marked residuals. Elicitation intonation, speaker/dialect differences and transcription error are alternatives, but none is established without the recordings; do not overwrite them with the dictionary majority."", ""status"": ""survey-stress-residual""}"
R066	property_residuals.jsonl:6			"[""f_lfh7nphimm4wu"", ""f_lyptgqadsulya""]"	see record	survey-vowel-glide-uncertainty	Nagar nɑˈu new and Hunza luˈʷo̱ red contain vowel/glide sequences with marked prominence. Exact syllabification and the role of the glide require source phonetic review before treating the marks as a final gender-suffix accent. They remain in the raw outcome inventory with a conservative sequence caveat.		"{""record_ids"": [""f_lfh7nphimm4wu"", ""f_lyptgqadsulya""], ""analysis"": ""Nagar nɑˈu new and Hunza luˈʷo̱ red contain vowel/glide sequences with marked prominence. Exact syllabification and the role of the glide require source phonetic review before treating the marks as a final gender-suffix accent. They remain in the raw outcome inventory with a conservative sequence caveat."", ""status"": ""survey-vowel-glide-uncertainty""}"
R067	property_residuals.jsonl:7			"[""f_umtjvxfelkcqu"", ""f_h7wkim2nmpuka""]"	see record	quantifier-cell-difference	Palula buṭhʹe and Haramosh buˈṭe all have a final e-bearing quantifier form, unlike Gilgit búṭo. Determine number/case and the quantifier paradigm before comparing them as one masculine adjective citation. The shared final e is an independent grammatical clue, not an accent correction.		"{""record_ids"": [""f_umtjvxfelkcqu"", ""f_h7wkim2nmpuka""], ""analysis"": ""Palula buṭhʹe and Haramosh buˈṭe all have a final e-bearing quantifier form, unlike Gilgit búṭo. Determine number/case and the quantifier paradigm before comparing them as one masculine adjective citation. The shared final e is an independent grammatical clue, not an accent correction."", ""status"": ""quantifier-cell-difference""}"
R068	property_residuals.jsonl:8			"[""f_pdqsdrjptvbu2""]"	see record	extra-syllable-unresolved	Ushojo black is really written 'kinono in the checked raw source, with first stress over three vowel nuclei. Compared with Shina kíno, an extra -no or repeated stem ending could preserve the earlier stem accent and account for the apparent antepenultimate result. Its morphological function is unverified; retain the original form and the unresolved extra syllable.		"{""record_ids"": [""f_pdqsdrjptvbu2""], ""analysis"": ""Ushojo black is really written 'kinono in the checked raw source, with first stress over three vowel nuclei. Compared with Shina kíno, an extra -no or repeated stem ending could preserve the earlier stem accent and account for the apparent antepenultimate result. Its morphological function is unverified; retain the original form and the unresolved extra syllable."", ""status"": ""extra-syllable-unresolved""}"
