analysis_token_id	record_id	family_id	language	dialect	source	form	gloss	historical_input	input_basis	input_id	input_class	old_nuclei	old_accent_count	old_accent_position	old_accent_from_right	old_accent_quantity	old_final_quantity	old_later_long	old_reconstructed	old_aspiration	old_initial_h	old_quantity_pattern	old_first_quantity	old_first_vowel	old_intervocalic_cluster	old_shape	notation	outcome	raw_outcome	modern_nuclei	accent_from_right	stress_from_right	screening_exclusions	family_analysis	family_unresolved	individual_review
f_s7c55pa3fcm2k	f_s7c55pa3fcm2k	6227	Sh	Gupis	backstrom1992	dɑⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_zofw6kqilwiz4	f_zofw6kqilwiz4	6227	Sh	punl	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_em7sweds56vk4	f_em7sweds56vk4	6227	Sh	HunzaNasirabad	backstrom1992	dɑ̱i	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_jm5vue4w3tnno	f_jm5vue4w3tnno	6227	Sh	NagarThol	backstrom1992	dɑⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_kixsijyixlavo	f_kixsijyixlavo	6227	Sh	NagarChalt	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_fdgeuo5vtse34	f_fdgeuo5vtse34	6227	Sh	gil	backstrom1992	ˈdei	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_6s7j3v7xkrhqi	f_6s7j3v7xkrhqi	6227	Sh	gil	backstrom1992	ˈdɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_q7elnqtslnyoy	f_q7elnqtslnyoy	6227	Sh	Haramosh	backstrom1992	ˈdʌi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_msvz6ha4xwo3k	f_msvz6ha4xwo3k	6227	Sh	Bagrot	backstrom1992	dʌi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_pu7hw5ymq2f3q	f_pu7hw5ymq2f3q	6227	Sh	Bunji	backstrom1992	dʌ̱i̱	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_de46d55k5ogku	f_de46d55k5ogku	6227	Sh	Rondu	backstrom1992	dʌⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_g57fhy7mm35t4	f_g57fhy7mm35t4	6227	Sh	Gahorabad	backstrom1992	dʌⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_hbotkvmzp6n4u	f_hbotkvmzp6n4u	6227	Sh	DashkinAstor	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_ximov5kqxv76c	f_ximov5kqxv76c	6227	Sh	Astor	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_tmg2eujjalpnw	f_tmg2eujjalpnw	6227	Sh	KachuraJel	backstrom1992	dɑⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_ro4gjxrbwqjkk	f_ro4gjxrbwqjkk	6227	Sh	Satpara	backstrom1992	dʌⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_u7val7ydvayoc	f_u7val7ydvayoc	6227	Sh	Gultari	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_pj5zzhjkdred4	f_pj5zzhjkdred4	6227	Sh	Kharmang	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_tlas5p2tpqkxk	f_tlas5p2tpqkxk	6227	Sh	dr	backstrom1992	ˈdɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_reqagyqv3dg2k	f_reqagyqv3dg2k	6227	Sh	ChilasKhinar	backstrom1992	dɑⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_o6xb3zeeiwtaq	f_o6xb3zeeiwtaq	6227	Sh	ChilasJelil	backstrom1992	dʌⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_7tnu7352efgis	f_7tnu7352efgis	6227	Sh	Darel	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_7uycj5ktmwwaw	f_7uycj5ktmwwaw	6227	Sh	Tangir	backstrom1992	dɑⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_aq6vvu4di7rss	f_aq6vvu4di7rss	6227	Sh	Sazin	backstrom1992	dʌⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_ccyhfzomm3dks	f_ccyhfzomm3dks	6227	Sh	Harban	backstrom1992	dɑⁱ	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_xtfnhdpdiok6m	f_xtfnhdpdiok6m	6227	Sh	Jalkot	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_fazhg6fpwgwtq	f_fazhg6fpwgwtq	6227	Sh	pales	backstrom1992	ˈdɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_qltlsrgbt64rm	f_qltlsrgbt64rm	6227	Sh	Kolai	backstrom1992	dɑi	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_mk5ofhmvgm3du	f_mk5ofhmvgm3du	6227	Sh	gil	schmidt	day	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	shina-mora	short-monosyllable	short-monosyllable	1				Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_u4iri5wcolj7y	f_u4iri5wcolj7y	6227	Sh	koh	schmidt	dáai	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	shina-mora	vowel-sequence-marked@position-unresolved	vowel-sequence-marked	2	2		vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_zn754ddml5jfi	f_zn754ddml5jfi	6227	Sh	gur	schmidt	dái	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	shina-mora	vowel-sequence-marked@position-unresolved	vowel-sequence-marked	2	2		vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_qwrnkdbtij5ys	f_qwrnkdbtij5ys	6227	Sh	Astor	schmidt	dái	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	shina-mora	vowel-sequence-marked@position-unresolved	vowel-sequence-marked	2	2		vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_nzzvf7nmj23n6	f_nzzvf7nmj23n6	6227	Sh	gil	buddruss-shina1996	dai	ten	dáśa	nearest-formation	6227	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	ś	VV	gilgit-mora	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.	Do not force all Shina ai spellings into a doubled-vowel mora category; test numeral-series effects separately.	family-context-first-pass
f_xwhsnagwsa32y	f_xwhsnagwsa32y	6236	Sh	Sh	CDIAL	daiĩ	edge	daśā	nearest-formation	6236	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	ś	VVV	historical-dictionary	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina daiĩ ‘edge’ has a contracted nasalized vowel sequence and no accent. Fringe-to-edge is semantically direct, but ś-loss, final nasalization and possible plural morphology need independent explanation. The old feminine noun is unaccented.	Read the exact vowel notation and edge noun's number/case paradigm.	family-context-first-pass
f_olh2ejmiqf4rc	f_olh2ejmiqf4rc	6248	Phal	Phal	CDIAL	daǰ	to be burnt	dahyátē	nearest-formation	6248	other-accented-formation	3	1	2	2	short	long	1	0	0	0	SSL	short	a	hy	VVVV	historical-dictionary	unmarked	unmarked	1				Palula daáǰa has a late long root in its citation formation, whereas Shina daǰ- is an unmarked bound stem. The old hy cluster and its contraction can provide a distinct source of length, unlike ordinary open-syllable a lengthening. Kundal dajā̂ is a different suffixed verbal form. These are not matched finite cells.	Compare the imperative and finite paradigm and establish whether Palula aa derives from hy contraction or a morphological stem alternation.	family-context-first-pass
f_yx2dyrk6edsks	f_yx2dyrk6edsks	6248	Sh	Sh	CDIAL;Lor	dažóĭki̯	to burn; to be frostbitten, rot	dahyátē	nearest-formation	6248	other-accented-formation	3	1	2	2	short	long	1	0	0	0	SSL	short	a	hy	VVVV	historical-dictionary	syllable-marked@position-unresolved	syllable-marked	4	3		vowel-sequence-syllabicity-unresolved	Palula daáǰa has a late long root in its citation formation, whereas Shina daǰ- is an unmarked bound stem. The old hy cluster and its contraction can provide a distinct source of length, unlike ordinary open-syllable a lengthening. Kundal dajā̂ is a different suffixed verbal form. These are not matched finite cells.	Compare the imperative and finite paradigm and establish whether Palula aa derives from hy contraction or a morphological stem alternation.	family-context-first-pass
f_kb7erbfti3qmm	f_kb7erbfti3qmm	6248	Sh	gur	CDIAL	dăžōnṷ	to burn	dahyátē	nearest-formation	6248	other-accented-formation	3	1	2	2	short	long	1	0	0	0	SSL	short	a	hy	VVVV	historical-dictionary	unmarked	unmarked	3				Palula daáǰa has a late long root in its citation formation, whereas Shina daǰ- is an unmarked bound stem. The old hy cluster and its contraction can provide a distinct source of length, unlike ordinary open-syllable a lengthening. Kundal dajā̂ is a different suffixed verbal form. These are not matched finite cells.	Compare the imperative and finite paradigm and establish whether Palula aa derives from hy contraction or a morphological stem alternation.	family-context-first-pass
f_yjqipjsv6dqik	f_yjqipjsv6dqik	6248	Kund	Kund	kund	dajā̂	burn	dahyátē	nearest-formation	6248	other-accented-formation	3	1	2	2	short	long	1	0	0	0	SSL	short	a	hy	VVVV	kundal-mixed-legacy	F@-1	F	2				Palula daáǰa has a late long root in its citation formation, whereas Shina daǰ- is an unmarked bound stem. The old hy cluster and its contraction can provide a distinct source of length, unlike ordinary open-syllable a lengthening. Kundal dajā̂ is a different suffixed verbal form. These are not matched finite cells.	Compare the imperative and finite paradigm and establish whether Palula aa derives from hy contraction or a morphological stem alternation.	family-context-first-pass
f_rrbogdeu657jg	f_rrbogdeu657jg	6248	Phal	Phal	liljegren	daáǰa	to burn	dahyátē	nearest-formation	6248	other-accented-formation	3	1	2	2	short	long	1	0	0	0	SSL	short	a	hy	VVVV	palula-mora	L@-2	L	2	2			Palula daáǰa has a late long root in its citation formation, whereas Shina daǰ- is an unmarked bound stem. The old hy cluster and its contraction can provide a distinct source of length, unlike ordinary open-syllable a lengthening. Kundal dajā̂ is a different suffixed verbal form. These are not matched finite cells.	Compare the imperative and finite paradigm and establish whether Palula aa derives from hy contraction or a morphological stem alternation.	family-context-first-pass
f_eqhsdpd6tnrvo	f_eqhsdpd6tnrvo	6248	Sh	gil	degener-shina2008	daǰ-	burn; worry	dahyátē	nearest-formation	6248	other-accented-formation	3	1	2	2	short	long	1	0	0	0	SSL	short	a	hy	VVVV	gilgit-mora	short-monosyllable	short-monosyllable	1			fragment-or-morphological-boundary	Palula daáǰa has a late long root in its citation formation, whereas Shina daǰ- is an unmarked bound stem. The old hy cluster and its contraction can provide a distinct source of length, unlike ordinary open-syllable a lengthening. Kundal dajā̂ is a different suffixed verbal form. These are not matched finite cells.	Compare the imperative and finite paradigm and establish whether Palula aa derives from hy contraction or a morphological stem alternation.	family-context-first-pass
f_opzngyzw6goqc	f_opzngyzw6goqc	6250	Phal	Phal	CDIAL	dn/aṛī	beard	*dāṁṣṭra	nearest-formation	6250	input-accent-undetermined	2	0				short		1	0	0	LS	long	a	ṁṣṭr	VVV	historical-dictionary	unmarked	unmarked	2			multiple-words-or-alternatives	Palula déeṛi has early long-root prominence before i; Shina dáai/dáa~y and related sequences also preserve early prominence with stronger contraction. The old family independently provides dāḍhikā ‘beard’, giving a more precise feminine input than the broad fang/tusk reconstruction. Its accent remains unrecorded, and Turner discusses difficulties in the segmental relation among the variants.	Read the detailed old derivation and beard paradigms and distinguish umlaut from inherited ē raising.	family-context-first-pass
f_qjja6t6ydzbpo	f_qjja6t6ydzbpo	6250	Sh	gil	CDIAL	dā̃i		*dāṁṣṭra	nearest-formation	6250	input-accent-undetermined	2	0				short		1	0	0	LS	long	a	ṁṣṭr	VVV	historical-dictionary	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Palula déeṛi has early long-root prominence before i; Shina dáai/dáa~y and related sequences also preserve early prominence with stronger contraction. The old family independently provides dāḍhikā ‘beard’, giving a more precise feminine input than the broad fang/tusk reconstruction. Its accent remains unrecorded, and Turner discusses difficulties in the segmental relation among the variants.	Read the detailed old derivation and beard paradigms and distinguish umlaut from inherited ē raising.	family-context-first-pass
