class_id	record_id	analysis_token_id	family_id	language	form	gloss
retained-ending-core-properties	f_3bla6axq52sjg	f_3bla6axq52sjg	4889	Sh	cúṇo	small
retained-ending-core-properties	f_zileosoqp3rfg	f_zileosoqp3rfg	8330	Sh	ˈpuuro̱	whole
retained-ending-core-properties	f_qp6ggferkqszu	f_qp6ggferkqszu	11168	Sh	ˈlolo	red
retained-ending-core-properties	f_erbqbjucen2v2	f_erbqbjucen2v2	6119	Sh	dɑˈṣ̌inɛ̱	right
retained-ending-core-properties	f_ybnkgtcdges3y	f_ybnkgtcdges3y	3153	Sh	ˈkʰʌčo̱	bad
retained-ending-core-properties	f_oalouf5f65klk	f_oalouf5f65klk	3451	Phal	kriṣíṇu	black
retained-ending-core-properties	f_uumdrc4eg25by	f_uumdrc4eg25by	6119	Sh	dɑˈč̣ʰino̱	right
retained-ending-core-properties	f_u24hs7hngc534	f_u24hs7hngc534#1	3451	Phal	kiṣíṇu	black
retained-ending-core-properties	f_u24hs7hngc534	f_u24hs7hngc534#2	3451	Phal	kiṣíṇu	black
retained-ending-core-properties	f_w2qmagn3wmvn4	f_w2qmagn3wmvn4	5679	Ush	'tɑto	hot
retained-ending-core-properties	f_s2cs7q7x26ytw	f_s2cs7q7x26ytw	6983	Phal	naːwu	new
retained-ending-core-properties	f_qpquk4q7x3wow	f_qpquk4q7x3wow	2613	Phal	kháču	bad
retained-ending-core-properties	f_7ywm7lv3avbda	f_7ywm7lv3avbda	3153	Sh	kʰʌˈčʌtu	bad
retained-ending-core-properties	f_yell5sbx7ovwy	f_yell5sbx7ovwy	8156	Sh	phĭčīlŭ	smooth
retained-ending-core-properties	f_nx45bsiqwgsh4	f_nx45bsiqwgsh4	3941	Sh	khūṛŭ	lame
retained-ending-core-properties	f_lhs3bkwspryii	f_lhs3bkwspryii	3895	Sh	ˈkʰuṭo	short
retained-ending-core-properties	f_a7lbfhrik7fhm	f_a7lbfhrik7fhm	5679	Sh	tātṷ	hot, burning
retained-ending-core-properties	f_7dtfabepaal6y	f_7dtfabepaal6y	722	Sh	ˈɑpo	few
retained-ending-core-properties	f_4aqu3ql5knh32	f_4aqu3ql5knh32	6119	Sh	dɑˈṣ̌ino̱	right
retained-ending-core-properties	f_5nhcrfthwwn2c	f_5nhcrfthwwn2c	3895	Sh	ˈkʰuṭo̱	short
retained-ending-core-properties	f_zqznhyenwlwfa	f_zqznhyenwlwfa	5839	Sh	tíiṇu	sharp
retained-ending-core-properties	f_eknypwkfgopuq	f_eknypwkfgopuq#1	7563	Phal	nī́lo	green, blue; green; blue
retained-ending-core-properties	f_eknypwkfgopuq	f_eknypwkfgopuq#2	7563	Phal	nʹîlo	green, blue; green; blue
retained-ending-core-properties	f_t6bltyz5ygaoo	f_t6bltyz5ygaoo	9268	Sv	buṛo	deaf
retained-ending-core-properties	f_r3nxykyvietn6	f_r3nxykyvietn6	8283	Sh	ˈpòoṇo	old
retained-ending-core-properties	f_zzmlzkqi52edc	f_zzmlzkqi52edc	12774	Sh	šéeyo	white
retained-ending-core-properties	f_frcmpb427yf5e	f_frcmpb427yf5e	4424	Phal	ghâʹnu	big
retained-ending-core-properties	f_dspwdarapo5cg	f_dspwdarapo5cg	10896	Sh	ˈloóko	light
retained-ending-core-properties	f_nqn4lhiwvy2jy	f_nqn4lhiwvy2jy	12196	Sh	bātṷ	open
retained-ending-core-properties	f_vz6wqmcnyvtzs	f_vz6wqmcnyvtzs	3153	Sh	ˈkʰʌčo̥	bad
retained-ending-core-properties	f_z45yi6qlqnbea	f_z45yi6qlqnbea	8283	Sh	ˈpòoṇo̱	old
retained-ending-core-properties	f_3djsqmonxpuhc	f_3djsqmonxpuhc	6983	Sh	nɑo	new
retained-ending-core-properties	f_funomn4huvbce	f_funomn4huvbce	8283	Sh	ˈpoṇo	old
retained-ending-core-properties	f_2gi524lubjpys	f_2gi524lubjpys	1962	Sh	hɑˈguro̱	heavy
retained-ending-core-properties	f_nzm27opgj44ng	f_nzm27opgj44ng	8330	Sh	ˈpʰuro	whole
retained-ending-core-properties	f_2lljm36nf6wow	f_2lljm36nf6wow	10299	Sh	ˈmɪṣ̌ṭo̱	good
retained-ending-core-properties	f_mht26owaqddoa	f_mht26owaqddoa	6368	Sh	ˈǰigo̱	long
retained-ending-core-properties	f_zvmu3eieotcls	f_zvmu3eieotcls	7638	Sh	paṣílo	woolen
retained-ending-core-properties	f_a4pvcvjdfcsm4	f_a4pvcvjdfcsm4	1962	Sh	hɑˈguro	heavy
retained-ending-core-properties	f_x5zsbvk7cxhlc	f_x5zsbvk7cxhlc	4424	Phal	ghāṇu	big
retained-ending-core-properties	f_zzfintjsdl77e	f_zzfintjsdl77e	12548	Sh	šúko	dry
retained-ending-core-properties	f_xanghtccbsalo	f_xanghtccbsalo	6368	Sh	ˈẓ̌igo̱	long
retained-ending-core-properties	f_cvraimqz2hfto	f_cvraimqz2hfto	3153	Sh	kʌˈčɑ̱ṭo̱	bad
retained-ending-core-properties	f_u6ypeiosva3o6	f_u6ypeiosva3o6	10896	Sh	ˈlooko	light
retained-ending-core-properties	f_mef6xo47i2wiy	f_mef6xo47i2wiy	3832	Sh	ˈkʰɑbo	left
retained-ending-core-properties	f_awdfqq7yoaip6	f_awdfqq7yoaip6	10299	Sh	míṣṭo	good
retained-ending-core-properties	f_7ouda2dedwlbo	f_7ouda2dedwlbo	3895	Sh	ˈkʰuṭo	short
retained-ending-core-properties	f_lcekumwhhblz2	f_lcekumwhhblz2	6983	Sh	nɑũ	new
retained-ending-core-properties	f_yia66pt5yx3gy	f_yia66pt5yx3gy	5938	Sh	c̣hiṭho	bitter
retained-ending-core-properties	f_7n5nwco2qap6c	f_7n5nwco2qap6c	6119	Sh	lɑˈč̣ino	right
retained-ending-core-properties	f_teeazoppi6ooc	f_teeazoppi6ooc	10896	Sh	ˈloóko	light
retained-ending-core-properties	f_s3gwddimfkygw	f_s3gwddimfkygw	12487	Sh	šɪˈdɑlo	cold
retained-ending-core-properties	f_zecjkk5ggptxq	f_zecjkk5ggptxq	9568	Sh	ˈbuṭɛ̱	all
retained-ending-core-properties	f_vbyombfzrkszq	f_vbyombfzrkszq	11225	Sh	ˈbʌṛo	big
retained-ending-core-properties	f_22gfd6jib427w	f_22gfd6jib427w	3451	Sh	ˈkiṇo	black
retained-ending-core-properties	f_3eq6oo5vyjytc	f_3eq6oo5vyjytc	12774	Sh	ˈšɪo	white
retained-ending-core-properties	f_tlsnooz5u3nnk	f_tlsnooz5u3nnk	12774	Sh	ˈšeo	white
retained-ending-core-properties	f_vje6wkqkg4wdk	f_vje6wkqkg4wdk	3451	Sh	ˈki̱ṇo̱	black
retained-ending-core-properties	f_lxx6qwtlbft7a	f_lxx6qwtlbft7a	11168	Sh	lɪ̱ˈhilo̱	red
retained-ending-core-properties	f_lsj6rsqzgvy24	f_lsj6rsqzgvy24	12548	Sh	ˈšuku̥	dry
retained-ending-core-properties	f_jtedownm533w4	f_jtedownm533w4	3153	Sh	kʰʌˈčɑṭo̱	bad
retained-ending-core-properties	f_esdb7wpul7uyw	f_esdb7wpul7uyw	3533	Sh	kóolo	crooked
retained-ending-core-properties	f_xbn7lwmhoooi6	f_xbn7lwmhoooi6	3895	Sh	ˈkʰuṭo	short
retained-ending-core-properties	f_wnmnquvpmw44y	f_wnmnquvpmw44y	3941	Sh	khúro	lame
retained-ending-core-properties	f_tmewxr2mxen6k	f_tmewxr2mxen6k	8330	Sh	ˈpùuro	whole
retained-ending-core-properties	f_jbktawca2zte6	f_jbktawca2zte6	11168	Sh	ˈlolo	red
retained-ending-core-properties	f_tltcbetidhw7q	f_tltcbetidhw7q	10299	Sh	míṣṭhu	good
retained-ending-core-properties	f_hbqblpaox2u7k	f_hbqblpaox2u7k	3451	Sh	kíṇo	black
retained-ending-core-properties	f_e3h73wizenzbk	f_e3h73wizenzbk	10896	Sh	ˈloóko̱	light
retained-ending-core-properties	f_x7vqltaahjqpg	f_x7vqltaahjqpg	2613	Phal	khāčulo	dirty, bad
retained-ending-core-properties	f_uuidrqd6qbtj2	f_uuidrqd6qbtj2	8283	Sh	ˈprono	old
retained-ending-core-properties	f_q7zn4otwdgmjo	f_q7zn4otwdgmjo	10896	Sh	lōkṷ	light, quick, active
retained-ending-core-properties	f_777xgr5sij4tq	f_777xgr5sij4tq	6119	Sh	dɑṣ̌ˈč̣ino	right
retained-ending-core-properties	f_6v2pv3by4kgwu	f_6v2pv3by4kgwu	722	Sh	ápo	few
retained-ending-core-properties	f_rgqxv5pqkmdso	f_rgqxv5pqkmdso	10299	Sh	mĭṣṭŭ	good, in good health
retained-ending-core-properties	f_3jpsht5sirqqg	f_3jpsht5sirqqg	11168	Sv	lohĩló	red
retained-ending-core-properties	f_fjojp5lsjpa5m	f_fjojp5lsjpa5m	11225	Sh	ˈbʌ̱ṛo̱	big
retained-ending-core-properties	f_ehbpylq4xlrvc	f_ehbpylq4xlrvc	8330	Sh	ˈpùuro	whole
retained-ending-core-properties	f_b5a3xq52w2oha	f_b5a3xq52w2oha	4889	Sh	ˈčuṇi	small
retained-ending-core-properties	f_f46crjtqjcid4	f_f46crjtqjcid4	3451	Sh	kíṇu	black
retained-ending-core-properties	f_y5tfhfmjocjak	f_y5tfhfmjocjak	10299	Sh	ˈmɪṣ̌ṭo	good
retained-ending-core-properties	f_zd6ipt3tfvbwy	f_zd6ipt3tfvbwy	1962	Sh	ɑˈguro̱	heavy
retained-ending-core-properties	f_nguvkfcw5lnf2	f_nguvkfcw5lnf2	5679	Phal	táatu	hot
retained-ending-core-properties	f_vsffr6hryyjkk	f_vsffr6hryyjkk	5679	Sh	ˈtɑɑto̱	hot
retained-ending-core-properties	f_tsyefhgd2yy72	f_tsyefhgd2yy72	12548	Sh	ˈšuko	dry
retained-ending-core-properties	f_svuztyaw47hj6	f_svuztyaw47hj6	3451	Sh	ˈki̱ṇo̱	black
retained-ending-core-properties	f_h2nf7yrsvji2u	f_h2nf7yrsvji2u	722	Sh	ˈɑpʰo	few
retained-ending-core-properties	f_uzpzgt7ub3lvs	f_uzpzgt7ub3lvs	3895	Sh	ˈkʰuṭo	short
retained-ending-core-properties	f_f232gy7colip4	f_f232gy7colip4	11225	Sh	ˈbʌṛo	big
retained-ending-core-properties	f_pughoivqsc3v6	f_pughoivqsc3v6	8156	Ush	pi'cɛlo	smooth
retained-ending-core-properties	f_oqi2ed7cb7y24	f_oqi2ed7cb7y24	722	Sh	ˈɑpo	few
retained-ending-core-properties	f_etmetauto5gqs	f_etmetauto5gqs	6368	Sh	ˈǰ̣ɪgo	long
retained-ending-core-properties	f_4kpjupvv76764	f_4kpjupvv76764	12774	Sh	šīu	white
retained-ending-core-properties	f_hntguhpj2xzqm	f_hntguhpj2xzqm	6368	Sh	ˈẓ̌i̱go	long
retained-ending-core-properties	f_nswzmqolptx64	f_nswzmqolptx64	3832	Sh	khái	left (direction)
retained-ending-core-properties	f_5erlmgkxx2mdg	f_5erlmgkxx2mdg	6119	Sh	dɑˈč̣ino̱	right
retained-ending-core-properties	f_bqwf3chqaaj7o	f_bqwf3chqaaj7o	7563	Sh	níilu	green
retained-ending-core-properties	f_d44u4miwtcfsi	f_d44u4miwtcfsi	6983	Sh	nɑ̃ũ	new
retained-ending-core-properties	f_7zbtxwcyxr2ve	f_7zbtxwcyxr2ve	3153	Sh	ˈkʰʌčo	bad
retained-ending-core-properties	f_7agzmb5kpwb6y	f_7agzmb5kpwb6y	6368	Sh	ˈǰ̣igo̱	long
retained-ending-core-properties	f_z3cfvcsoi2mqi	f_z3cfvcsoi2mqi	11168	Sh	ˈloⁱlu	red
retained-ending-core-properties	f_ifvugy4ct64mc	f_ifvugy4ct64mc	6368	Sh	ˈǰ̣ɪ̱go̱	long
retained-ending-core-properties	f_6gkeucermxwju	f_6gkeucermxwju	11168	Sh	ˈlolo	red
retained-ending-core-properties	f_dv2dh7napy36s	f_dv2dh7napy36s	10896	Sh	lɑˈhuko	light
retained-ending-core-properties	f_2qc6bywqjrf24	f_2qc6bywqjrf24	9568	Sh	ˈbuṭɛ̥	all
retained-ending-core-properties	f_3ascirwmhn6g4	f_3ascirwmhn6g4	1962	Phal	ungúru	heavy
retained-ending-core-properties	f_ae6jztz5uka3a	f_ae6jztz5uka3a	9568	Sh	ˈbuṭɛ̱	all
retained-ending-core-properties	f_ybyzivzne43xk	f_ybyzivzne43xk	11168	Sh	loólo	red
retained-ending-core-properties	f_5zrb3sxewwfqi	f_5zrb3sxewwfqi	11225	Sh	ˈbʌṛo̱	big
retained-ending-core-properties	f_7qenlea3bgpzy	f_7qenlea3bgpzy	5679	Sh	ˈtɑto	hot
retained-ending-core-properties	f_qg764plttrhiu	f_qg764plttrhiu	3832	Sh	kháau	left (direction)
retained-ending-core-properties	f_b3jppnizdlzxm	f_b3jppnizdlzxm	6368	Sh	ˈẓ̌i̱go̱	long
retained-ending-core-properties	f_pbhngeho5mh7q	f_pbhngeho5mh7q	12487	Sh	šiˈdʌlo	cold
retained-ending-core-properties	f_xrsypnkpq334u	f_xrsypnkpq334u	9568	Sh	bŭṭṷ	all, whole, entire
retained-ending-core-properties	f_l2mtdvkiqtons	f_l2mtdvkiqtons	12487	Ush	ʃi'dʌlo	cold
retained-ending-core-properties	f_75hrkwjupiz64	f_75hrkwjupiz64	4889	Sh	ʧúɳe	Young one; Small
retained-ending-core-properties	f_gyj7em6aqpm4e	f_gyj7em6aqpm4e	6983	Phal	náawu	new
retained-ending-core-properties	f_svloyl3ng4nsa	f_svloyl3ng4nsa	9568	Sh	búto	whole; all
retained-ending-core-properties	f_cbtn2eusblayq	f_cbtn2eusblayq	12548	Ush	ʃu'kɑlo	dry
retained-ending-core-properties	f_jvbxguvrurrmy	f_jvbxguvrurrmy	12487	Phal	šidʹâlu	cold
retained-ending-core-properties	f_gm5topu5tn2as	f_gm5topu5tn2as	12774	Sh	ˈšeo	white
retained-ending-core-properties	f_lsdzelrgczggu	f_lsdzelrgczggu	6368	Sh	ẓígo	long
retained-ending-core-properties	f_2s3dbgr747fbq	f_2s3dbgr747fbq	4889	Phal	čúṇu	thin, small
retained-ending-core-properties	f_n5s2qz3qaeazu	f_n5s2qz3qaeazu	3895	Sh	ˈkʰu̱ṭo̱	short
retained-ending-core-properties	f_nmrhybexwtklk	f_nmrhybexwtklk	10896	Sh	ˈloóko̱	light
retained-ending-core-properties	f_4vqmsolyx4726	f_4vqmsolyx4726	10896	Sh	ˈlɛko	small
retained-ending-core-properties	f_xwvhlglyenqo4	f_xwvhlglyenqo4	5679	Phal	tʹâtu	hot
retained-ending-core-properties	f_waakbcflt74ig	f_waakbcflt74ig	11225	Sh	báṛo	big
retained-ending-core-properties	f_exx6m4mpruoko	f_exx6m4mpruoko	3832	Sh	koˈbotʰu̱	left
retained-ending-core-properties	f_gunivni6ftxgc	f_gunivni6ftxgc	4889	Sh	ˈčuno	small
retained-ending-core-properties	f_nfmfelkbsxgls	f_nfmfelkbsxgls	10896	Sh	ˈloóko	light
retained-ending-core-properties	f_v4x4vpss3cmfi	f_v4x4vpss3cmfi	8330	Sh	puuro	whole
retained-ending-core-properties	f_biyrjrr5bugi2	f_biyrjrr5bugi2	6983	Sh	ˈnɑwo	new
retained-ending-core-properties	f_6pxjcbhqnr7m4	f_6pxjcbhqnr7m4	9268	Phal	bhúuru	deaf
retained-ending-core-properties	f_b4wsc7qyyhvmc	f_b4wsc7qyyhvmc	1962	Sh	hɑˈguro	heavy
retained-ending-core-properties	f_ylruh7oj7cz6q	f_ylruh7oj7cz6q	12548	Sh	šúku	dry
retained-ending-core-properties	f_sjuq5wrrek5oa	f_sjuq5wrrek5oa	4889	Sh	čŭṇŭ	small
retained-ending-core-properties	f_dxhzngttx7vr6	f_dxhzngttx7vr6	6368	Sh	ˈǰ̣igo	long
retained-ending-core-properties	f_cswvyiualpv56	f_cswvyiualpv56	3941	Sh	khŭṛŭ	lame
retained-ending-core-properties	f_k3cqz4c6ztifq	f_k3cqz4c6ztifq	12487	Sh	šidálo	cold
retained-ending-core-properties	f_7ozc2mh4u2tqs	f_7ozc2mh4u2tqs	12774	Sh	ˈšeo	white
retained-ending-core-properties	f_ci5xczzr5unlq	f_ci5xczzr5unlq	3451	Sh	ˈkino̱	black
retained-ending-core-properties	f_dku2bcimgeh7w	f_dku2bcimgeh7w	6368	bro	'ẓigo	long
retained-ending-core-properties	f_k77jcznkbn4zu	f_k77jcznkbn4zu	12774	Sh	šéeo	white
retained-ending-core-properties	f_fb7xuysilcgcy	f_fb7xuysilcgcy	10896	Phal	lohṓko	small, young
retained-ending-core-properties	f_jdb7wyxlc43lu	f_jdb7wyxlc43lu	9568	Sh	búṭa	all (uncountable)
retained-ending-core-properties	f_75xiaknsu6lu4	f_75xiaknsu6lu4	1962	Sh	ɑŋˈuro̱	heavy
retained-ending-core-properties	f_ohbsfiw7wp34m	f_ohbsfiw7wp34m	12548	Sh	ˈšuko	dry
retained-ending-core-properties	f_gf2hf6utqpba2	f_gf2hf6utqpba2	3895	Sh	ˈkʰu̱to̱	short
retained-ending-core-properties	f_jbc7q4suftyhc	f_jbc7q4suftyhc	8330	Sh	puuro	whole
retained-ending-core-properties	f_qipn5fyqstj7y	f_qipn5fyqstj7y	6119	Sh	dɑˈčɪ̱no̱	right
retained-ending-core-properties	f_qw4bntr3x6aq4	f_qw4bntr3x6aq4	12548	Sh	šūkṷ	dry
retained-ending-core-properties	f_nwhpij73g4bog	f_nwhpij73g4bog	7563	Sh	níilo	green
retained-ending-core-properties	f_umtjvxfelkcqu	f_umtjvxfelkcqu	9568	Phal	buṭhʹe	all
retained-ending-core-properties	f_ddffzpsfp7nby	f_ddffzpsfp7nby	6119	Sh	dɑˈṣ̌i̱no	right
retained-ending-core-properties	f_cagdbqwlybz76	f_cagdbqwlybz76	1962	Sh	ɑˈŋuro	heavy
retained-ending-core-properties	f_kck34neuovkiw	f_kck34neuovkiw	5679	Sh	ˈtɑ̀ɑto̱	hot
retained-ending-core-properties	f_2qbhiziuhn42e	f_2qbhiziuhn42e	10896	Sh	ˈloóko̱	light
retained-ending-core-properties	f_5pjhxxba4idkq	f_5pjhxxba4idkq	6983	Sh	nɑ̃ũ	new
retained-ending-core-properties	f_dsqyrarqhoogg	f_dsqyrarqhoogg	4889	Sh	ˈčuṇo	small
retained-ending-core-properties	f_gg3zaa5vsnlqw	f_gg3zaa5vsnlqw	6119	Sh	dɑṣ̌ˈtino	right
retained-ending-core-properties	f_tlepkk36t5bii	f_tlepkk36t5bii	12774	Sh	ˈšeo	white
retained-ending-core-properties	f_y6beff52vmtfq	f_y6beff52vmtfq	13990	Sh	hălĭ́ẓŭ	yellow
retained-ending-core-properties	f_64qlzh4rsrzwe	f_64qlzh4rsrzwe	10896	Sv	lawu	young, small
retained-ending-core-properties	f_7b52i4qckhlik	f_7b52i4qckhlik	6983	Sh	nɑ̃ũ	new
retained-ending-core-properties	f_ej254eqf66fqe	f_ej254eqf66fqe	8330	Sh	ˈpùuro	whole
retained-ending-core-properties	f_qyticzgmjcku4	f_qyticzgmjcku4	10299	Sh	ˈmɪṣ̌ṭo	good
retained-ending-core-properties	f_ln5xbxwho54kc	f_ln5xbxwho54kc	12548	Sh	ˈšuko	dry
retained-ending-core-properties	f_jrfcen3tuc3l4	f_jrfcen3tuc3l4	12548	Sh	ˈšuko̱	dry
retained-ending-core-properties	f_rzijo3ocodfba	f_rzijo3ocodfba	6368	Sh	ˈẓ̌igo	long
retained-ending-core-properties	f_gfwv3enm6jbls	f_gfwv3enm6jbls	6119	Phal	deec̣híṇu	right
retained-ending-core-properties	f_sszd7suoujs4q	f_sszd7suoujs4q	3153	Phal	kháču	bad
retained-ending-core-properties	f_ow6hlaxokchs6	f_ow6hlaxokchs6	3832	Sh	ˈkʰʌbo	left
retained-ending-core-properties	f_efo43vlpmki4q	f_efo43vlpmki4q	11168	Phal	lhoyílu	red; money (substantivized in plural; i.e. red like the 100 rupee note)
retained-ending-core-properties	f_emofzsscagoxe	f_emofzsscagoxe	5679	Sh	ˈtɑto	hot
retained-ending-core-properties	f_rau6ueeszhgyg	f_rau6ueeszhgyg	3533	Sh	kó:lo	Crooked
retained-ending-core-properties	f_q56rfonx2uigw	f_q56rfonx2uigw	4889	Sh	ˈčuno̱	small
retained-ending-core-properties	f_qflxga63wqfju	f_qflxga63wqfju	5679	Sh	ˈtɑɑ́to	hot
retained-ending-core-properties	f_s6xegdb3u2mns	f_s6xegdb3u2mns	11225	Sh	ˈboṛo	big
retained-ending-core-properties	f_klhmiporttwf6	f_klhmiporttwf6	8330	Sh	púuro	whole, all; fulfilled
retained-ending-core-properties	f_ojzzk4msyr32w	f_ojzzk4msyr32w	6368	Sh	ˈẓ̌ʊgo̱	long
retained-ending-core-properties	f_6amhjpcihj4b2	f_6amhjpcihj4b2	6119	Sh	dɑˈṣ̌ino̱	right
retained-ending-core-properties	f_ysfgf2sowocqi	f_ysfgf2sowocqi	7563	Sh	níilo	blue, green
retained-ending-core-properties	f_fytpy335ngnca	f_fytpy335ngnca	12717	Sv	séṛo	blind
retained-ending-core-properties	f_rmyh6shs6revg	f_rmyh6shs6revg	12548	Sh	ˈšuko	dry
retained-ending-core-properties	f_rdcoxavd7q67y	f_rdcoxavd7q67y	3941	Phal	khuṭu	lame
retained-ending-core-properties	f_exxvi63oea7qg	f_exxvi63oea7qg	12548	Sh	ˈšuko	dry
retained-ending-core-properties	f_7drmmob4pxne4	f_7drmmob4pxne4	4889	Sh	ˈču̱no̱	small
retained-ending-core-properties	f_usg5n3vpk7ycq	f_usg5n3vpk7ycq	3451	Sh	ˈkinu̱	black
retained-ending-core-properties	f_ekgofmglrr6iq	f_ekgofmglrr6iq	11225	Sh	ˈbʌṛo	big
retained-ending-core-properties	f_dbgdkjupizdy2	f_dbgdkjupizdy2	8283	Sh	ˈproṇo̱	old
retained-ending-core-properties	f_ihn2s4iqzmjre	f_ihn2s4iqzmjre	8330	Sh	ˈpuuro	whole
retained-ending-core-properties	f_bd5c7uravgmyu	f_bd5c7uravgmyu	12487	Sv	šalo	cold
retained-ending-core-properties	f_tj5khhoo7lcxu	f_tj5khhoo7lcxu	722	Sh	ˈɑpo	few
retained-ending-core-properties	f_lol34udlmqq5w	f_lol34udlmqq5w	11168	Sh	ˈlilo	red
retained-ending-core-properties	f_sgjs5tqqdlx5g	f_sgjs5tqqdlx5g	10896	Sh	ˈloóko̱	light
retained-ending-core-properties	f_64tgfb2beg5em	f_64tgfb2beg5em	11168	Sh	luˈhilo	red
retained-ending-core-properties	f_zz3c6hhlkbqwa	f_zz3c6hhlkbqwa	6119	Sh	dac̣híno	right(-hand)
retained-ending-core-properties	f_flfemsbwtxfxs	f_flfemsbwtxfxs	3451	Sh	ˈkɪṇo	black
retained-ending-core-properties	f_dj6z7ccs67em2	f_dj6z7ccs67em2	6368	Sh	ˈǰ̣igo̱	long
retained-ending-core-properties	f_vewus7yksj3eg	f_vewus7yksj3eg	3895	Sh	ˈkʰuṭo̱	short
retained-ending-core-properties	f_cvpx43xzfyvpe	f_cvpx43xzfyvpe	6926	Sh	náno	naked
retained-ending-core-properties	f_vssctzgzd3bw2	f_vssctzgzd3bw2	3895	Sh	ˈkʰʊṭo̥	short
retained-ending-core-properties	f_pjiafz3q5pbaa	f_pjiafz3q5pbaa	10896	Sh	lɑˈhoku̱	light
retained-ending-core-properties	f_qcdbzefma4qqi	f_qcdbzefma4qqi	12548	Sh	ˈšiku̥	dry
retained-ending-core-properties	f_p2i5yl3aq2v2s	f_p2i5yl3aq2v2s	10896	Sv	leew-i	little
retained-ending-core-properties	f_ac2qbldxcn67k	f_ac2qbldxcn67k	9568	Sh	ˈbuṭɛ	all
retained-ending-core-properties	f_vn3ww7stjbmrm	f_vn3ww7stjbmrm	6983	Sh	nɑu	new
retained-ending-core-properties	f_4rodbjipbybh2	f_4rodbjipbybh2	3832	Sh	ˈkʰɑbo	left
retained-ending-core-properties	f_m2twc3dmadmxi	f_m2twc3dmadmxi	3451	Sh	kíno	black
retained-ending-core-properties	f_if6mvir6yb7jg	f_if6mvir6yb7jg	12774	Sh	ˈšeu	white
retained-ending-core-properties	f_ungmca3te77se	f_ungmca3te77se	3832	Sh	ˈkʰʌbo̱	left
retained-ending-core-properties	f_oar4l3wnam43e	f_oar4l3wnam43e	3895	Sh	khŭṭo	short
retained-ending-core-properties	f_zqix4viujr24k	f_zqix4viujr24k	3153	Sh	ˈkʰʌčo̱	bad
retained-ending-core-properties	f_zol4acscae5xq	f_zol4acscae5xq	5839	Sh	tíiṇo	sharp
retained-ending-core-properties	f_7fwukf5qtvqic	f_7fwukf5qtvqic	3451	Sh	ˈkino	black
retained-ending-core-properties	f_todcxel63ch5s	f_todcxel63ch5s	12487	Sh	šɪˈdʌlo	cold
retained-ending-core-properties	f_ynktlk7i53e5a	f_ynktlk7i53e5a	3832	Sh	khábooto	left (direction)
retained-ending-core-properties	f_f3fjrlyk3kluk	f_f3fjrlyk3kluk	8283	Sh	ˈprono̱	old
retained-ending-core-properties	f_7jttvfvkzr7oy	f_7jttvfvkzr7oy	10299	Sh	ˈmɪṣ̌ṭo	good
retained-ending-core-properties	f_e2vh2nhtrroj2	f_e2vh2nhtrroj2	722	Sh	ˈɑpo	few
retained-ending-core-properties	f_arcyglm5ufa5y	f_arcyglm5ufa5y	1962	Sh	hɑˈguro	heavy
retained-ending-core-properties	f_oclukx5a4ofwg	f_oclukx5a4ofwg	12548	Sh	ˈšuko̱	dry
retained-ending-core-properties	f_cm2akoalp6npm	f_cm2akoalp6npm	6368	Sh	ˈǰ̣igo̱	long
retained-ending-core-properties	f_qpzn6x6oqzefw	f_qpzn6x6oqzefw	11225	Sh	ˈbʌṛo	big
retained-ending-core-properties	f_p4ncbizk2y4jw	f_p4ncbizk2y4jw	9568	Sh	ˈbuṭe̱	all
retained-ending-core-properties	f_7oso3verougm2	f_7oso3verougm2	9268	Phal	bhūru	deaf
retained-ending-core-properties	f_56ub56k474ay6	f_56ub56k474ay6	4850	Sh	čŭrkŭ	sour, bitter
retained-ending-core-properties	f_2ujbobjyoflvi	f_2ujbobjyoflvi	1962	Sh	hɑˈŋuro̱	heavy
retained-ending-core-properties	f_zlmuarh4lx6we	f_zlmuarh4lx6we	12548	Sh	ˈšuko̱	dry
retained-ending-core-properties	f_723oa6bnsjj2a	f_723oa6bnsjj2a	11168	Phal	lhoílu	red; money (substantivized in plural; i.e. red like the 100 rupee note)
retained-ending-core-properties	f_x7bvqr5kssile	f_x7bvqr5kssile	1962	Sh	hɑˈguro	heavy
retained-ending-core-properties	f_xyzlazwxfp2su	f_xyzlazwxfp2su	11225	Sh	báṛu	big
retained-ending-core-properties	f_nd4n5j3bo6uty	f_nd4n5j3bo6uty	5679	Phal	tāti	hot, burning
retained-ending-core-properties	f_gujwlzq42g4pa	f_gujwlzq42g4pa	3895	Sh	kʰʊˈṭuṭo	short
retained-ending-core-properties	f_yxy2337j4ezpa	f_yxy2337j4ezpa	3832	Sh	ˈkʰʌ̱bo̱	left
retained-ending-core-properties	f_warzwq45y2rny	f_warzwq45y2rny	3451	Sh	kíṇo	black
retained-ending-core-properties	f_v5ei5uksa7ydm	f_v5ei5uksa7ydm	7563	Sh	nīlṷ	green, blue
retained-ending-core-properties	f_2alfis35dlgmm	f_2alfis35dlgmm	6368	Sh	ẓígo	long
retained-ending-core-properties	f_rsyexamlddpd2	f_rsyexamlddpd2	3451	Sh	ˈkino̱	black
retained-ending-core-properties	f_agvkrukmzvvoc	f_agvkrukmzvvoc	3832	Sh	ˈkʰʌbu	left
retained-ending-core-properties	f_ssapsequ2tg6c	f_ssapsequ2tg6c	6983	Sh	nʌõ	new
