group	gloss	record_id	form	source	proposed_family	retained_previous_family	status	confidence	relation	analysis	source_locator	description
160	look	f_5vrim6rkrrp34	agil-u	knobloch2020sauji			assessed-no-secure-input			agil-u look is not securely linked to lakṣati or dṛkṣati; retain as an unresolved verbal formation.		
161	louse	f_ttkr6o7qvqaxq	d͡ʒuj	knobloch2020sauji	10512		new-family-association	high	manually-reviewed-lexical-family	d͡ʒuj louse belongs to the yūkā set through the widespread ju/jū form; glide quality and final shape remain source observations.		
162	male bear	f_lkolhge4f723m	inč	knobloch2020sauji	2445		new-family-association	high	manually-reviewed-lexical-family	inč male bear is the unextended masculine ṛkṣa comparator.		
163	male chicken	f_eplxqdr76x7mi	kukur	knobloch2020sauji	3208		new-family-association	high	manually-reviewed-lexical-family	kukur male chicken is the masculine kukkuṭa stem.		
164	male dog	f_qlahvwlrzow6c	kučuroo	knobloch2020sauji	3219		new-family-association	high	manually-reviewed-lexical-family	kučuroo male dog is the masculine kuccura form with long final oo.		
165	man	f_jorr5a5vl5rmi	maanuṣ	knobloch2020sauji	10049		new-family-association	provisional	manually-reviewed-lexical-family	maanuṣ- man has a retained long first vowel and uncontracted stem, making mānuṣa a plausible formation distinct from miš husband and short-root mánuṣa. Provisional until the exact historical variant is checked; do not infer its accent from length.		
165	man	f_dsxibq6l26tmw	maanuṣ-a	knobloch2020sauji	10049		new-family-association	provisional	manually-reviewed-lexical-family	maanuṣ- man has a retained long first vowel and uncontracted stem, making mānuṣa a plausible formation distinct from miš husband and short-root mánuṣa. Provisional until the exact historical variant is checked; do not infer its accent from length.		
165	man	f_oijb4ycwyn76o	maanuṣ-ee	knobloch2020sauji	10049		new-family-association	provisional	manually-reviewed-lexical-family	maanuṣ- man has a retained long first vowel and uncontracted stem, making mānuṣa a plausible formation distinct from miš husband and short-root mánuṣa. Provisional until the exact historical variant is checked; do not infer its accent from length.		
165	man	f_zkzspc7ggbqow	maanuṣ-u	knobloch2020sauji	10049		new-family-association	provisional	manually-reviewed-lexical-family	maanuṣ- man has a retained long first vowel and uncontracted stem, making mānuṣa a plausible formation distinct from miš husband and short-root mánuṣa. Provisional until the exact historical variant is checked; do not infer its accent from length.		
166	market	f_j6azrfyottfie	bazaar-ee	knobloch2020sauji			assessed-no-secure-input			bazaar-ee market is the Iranian contact noun with local case morphology.		
167	me	f_44ir7eeufmnue	maṭe	knobloch2020sauji	9691		new-family-association	high	compound-component-only	maṭe/maṭee to me are first-person ma plus the dative ṭe; secondary versus new source attestations remain separate.		
167	me	f_femcttcacepnq	maṭee	knobloch2020sauji;buddruss1967sau	9691		new-family-association	high	compound-component-only	maṭe/maṭee to me are first-person ma plus the dative ṭe; secondary versus new source attestations remain separate.		
168	milk	f_v2qzwvyivrvjs	ʈ͡ʂir	knobloch2020sauji	3696		new-family-association	high	manually-reviewed-lexical-family	ʈ͡ʂir milk is the kṣīra set with affricate outcome; quantity and pitch are not independently resolved by this spelling.		
169	minute	f_bfzvmfvqowbim	menat-a	knobloch2020sauji			assessed-no-secure-input			menat-a minute is the modern international time-unit loan with local ending.		
170	money	f_xpcenfeifxs3q	rupa-ya	knobloch2020sauji			assessed-no-secure-input			rupa-ya/rupai money are the regional rupee noun, a contact currency term; do not assign the red adjective merely because money can be called red in Palula.		
170	money	f_uzwp5g7inplk6	rupai	knobloch2020sauji			assessed-no-secure-input			rupa-ya/rupai money are the regional rupee noun, a contact currency term; do not assign the red adjective merely because money can be called red in Palula.		
171	month	f_3pkkcbcsrcr4u	yon-e	knobloch2020sauji			assessed-no-secure-input			yon-e month may continue a moon-related stem, but no secure māsa derivation is supported by these segments.		
172	morning	f_tuqcaakew52js	laalapare	knobloch2020sauji			assessed-no-secure-input			laalapare morning has more structure than the candidate dawn roots; leave it unresolved without a supported segmentation.		
173	mother	f_4ogdqqnc5oohu	jeːj	knobloch2020sauji	1351		new-family-association	high	manually-reviewed-lexical-family	yeey/jeːj mother match āryikā-family contraction and the regional yēy maternal term.		
173	mother	f_c3rlzrcsah6ho	yeey	knobloch2020sauji	1351		new-family-association	high	manually-reviewed-lexical-family	yeey/jeːj mother match āryikā-family contraction and the regional yēy maternal term.		
174	mountain	f_u33fcexasprxi	moṛ-u	knobloch2020sauji			assessed-no-secure-input			moṛ-u mountain is a separate lexical item from khaṇḍa mountain; the supplied evidence does not establish its root.		
175	name	f_ddrmnea7l7tpo	naːm	knobloch2020sauji	7067		new-family-association	high	manually-reviewed-lexical-family	naːm name corresponds to nāman; this is source Table2's unaccented phonetic citation, not a marked mora.		
176	near	f_azpb3a7fulreo	keči	knobloch2020sauji	2618		new-family-association	provisional	manually-reviewed-lexical-family	keči near is comparable to the regional kacchi near/side set under kaccha; kakṣyā is an alternative formation. The exact ancestor is provisional.		
177	nervous	f_iekesp4ozejk4	sagardan	knobloch2020sauji			assessed-no-secure-input			sagardan nervous is the regional Persian sar-gardān type adjective with reduced r; contact history needs confirmation.		
178	nine	f_52vdgvrfusome	nu	knobloch2020sauji	6984		new-family-association	high	manually-reviewed-lexical-family	nu nine is the contracted nava numeral.		
179	nineteen	f_okk4ttppzczse	uṛiš	knobloch2020sauji	2411		new-family-association	provisional	manually-reviewed-lexical-family	uṛiš nineteen compares to ūnaviṁśati with strong contraction; numeral-series analogy may participate, and the exact phonological steps remain uncertain.		
180	nose	f_vghebu6xpf4vw	naːs	knobloch2020sauji	7031		new-family-association	high	manually-reviewed-lexical-family	naːs nose corresponds to nasta and the regional nās stem.		
181	not	f_icssarn2hztt2	na	knobloch2020sauji	6906		new-family-association	high	manually-reviewed-lexical-family	na and ne negation have distinct potential formations; assign na to na, leave contracted ne ambiguous between naiva and other negative-copular combinations.		
181	not	f_nr7xfopr7xuje	ne	knobloch2020sauji			assessed-no-secure-input			na and ne negation have distinct potential formations; assign na to na, leave contracted ne ambiguous between naiva and other negative-copular combinations.		
182	not be	f_hyrwwacjdqw7q	n-eel-i	knobloch2020sauji			assessed-no-secure-input			n-eel-i not be is a segmented negative copula; it cannot be treated as a simplex reflex of naiva.		
183	old	f_ak2r4e4z3mtsk	ɖaːgu	knobloch2020sauji			assessed-no-secure-input			ɖaːgu/ḍag-i old is a masculine/feminine property pair, but no secure relation to jāra or buḍḍha is demonstrated here.		
183	old	f_bql6bruylbmbq	ḍag-i	knobloch2020sauji			assessed-no-secure-input			ɖaːgu/ḍag-i old is a masculine/feminine property pair, but no secure relation to jāra or buḍḍha is demonstrated here.		
184	old, big, tall	f_vdppsixnimo62	ganu	knobloch2020sauji	4424		new-family-association	high	manually-reviewed-lexical-family	ganu old/big/tall is the same ghan- property family as gaan-o; the age sense does not by itself identify gāḍha.		
185	older	f_ohmrigzqdgehy	ganeeroo	knobloch2020sauji	4424		new-family-association	high	manually-reviewed-lexical-family	ganeeroo older is the comparative of gan- big, with the independently visible -eer- suffix. It parallels Palula age comparatives morphologically but is not a direct reflex of gāḍhatara4119. Final long oo is printed without accent.		
186	on	f_gugbuxavym7hm	rateː	knobloch2020sauji			assessed-no-secure-input			rate-/rati on is a postpositional paradigm; no exact historical input is established by the accidental lexical-gloss matches.		
186	on	f_dgwsqpe454yy2	ratee	knobloch2020sauji			assessed-no-secure-input			rate-/rati on is a postpositional paradigm; no exact historical input is established by the accidental lexical-gloss matches.		
186	on	f_6ljilhxceg4ig	rati	knobloch2020sauji			assessed-no-secure-input			rate-/rati on is a postpositional paradigm; no exact historical input is established by the accidental lexical-gloss matches.		
186	on	f_fab3zmpy673r2	rate	knobloch2020sauji			assessed-no-secure-input			rate-/rati on is a postpositional paradigm; no exact historical input is established by the accidental lexical-gloss matches.		
187	one	f_uamcqbydvht6m	jak	knobloch2020sauji	2462		new-family-association	high	manually-reviewed-lexical-family	jak/yak/ek/eki one are members of the one-numeral paradigm; forms differ in initial glide and ending.		
187	one	f_5v2akh7ndqloa	yak	knobloch2020sauji	2462	2462	previous-research-link	high	manually-reviewed-lexical-family	jak/yak/ek/eki one are members of the one-numeral paradigm; forms differ in initial glide and ending.		
187	one	f_xqkvlqgef6pia	ek	knobloch2020sauji	2462	2462	previous-research-link	high	manually-reviewed-lexical-family	jak/yak/ek/eki one are members of the one-numeral paradigm; forms differ in initial glide and ending.		
187	one	f_2jbtvs2klcxxi	eki	knobloch2020sauji	2462		new-family-association	high	manually-reviewed-lexical-family	jak/yak/ek/eki one are members of the one-numeral paradigm; forms differ in initial glide and ending.		
188	other	f_m7urpnhjtsxya	dwi	knobloch2020sauji	6402		new-family-association	provisional	manually-reviewed-lexical-family	dwi other matches the second-to-other development of dutīya; retained w may reflect the two-stem, so the exact derivation is provisional.		
189	oven	f_ano7rs22cm45e	taandor-e	knobloch2020sauji			assessed-no-secure-input			taandor-e oven is the regional tandoor contact noun with local case ending.		
190	particles	f_g5vofmtcn2nzs	kačo	knobloch2020sauji			assessed-no-secure-input			kačo particles has an underspecified gloss; no reconstruction is defensible without context.		
191	pashto language	f_3lealbh2m7b2s	bora-bato	knobloch2020sauji	11564		new-family-association	high	compound-component-only	bora-bato Pashto language contains the language/speech word bato of the vārtta family plus an ethnolinguistic modifier; compound, not a bare speech reflex.		
192	paternal aunt	f_4igvunuioj3qq	paːpi	knobloch2020sauji			assessed-no-secure-input			paːpi paternal aunt resembles an expressive kinship formation but is not securely established as pitṛṣvasṛ by these segments.		
193	paternal uncle	f_brdwl3n32ewm4	bowɽi	knobloch2020sauji			assessed-no-secure-input			bowṛi paternal uncle is a distinct kin term; do not map it to maternal-uncle mātula by generic uncle meaning.		
193	paternal uncle	f_tpb2ms2b2xksg	bowṛi	knobloch2020sauji			assessed-no-secure-input			bowṛi paternal uncle is a distinct kin term; do not map it to maternal-uncle mātula by generic uncle meaning.		
194	paternal uncle’s wife	f_uqplto66qep4k	bowṛiyee ɬeṛi	knobloch2020sauji			assessed-no-secure-input			bowṛiyee ɬeṛi paternal uncle's wife is an analytic kinship phrase, literally uncle's woman/wife. Components can be compared separately; no simplex etymon assigned.		
195	path	f_cw7d3tdexnpnc	pʰaːnt	knobloch2020sauji	7785		new-family-association	high	manually-reviewed-lexical-family	pʰaːnt path corresponds to panthā with the characteristic aspirated outcome and retained nasal-stop cluster.		
196	people	f_ihs63rmsy4sei	xalaka	knobloch2020sauji			assessed-no-secure-input			xalak-a people is regional Pashto/Arabic-origin xalak, integrated with local number morphology.		
196	people	f_vz35oxyp3hcqm	xalak-a	knobloch2020sauji			assessed-no-secure-input			xalak-a people is regional Pashto/Arabic-origin xalak, integrated with local number morphology.		
197	poet	f_vcdntnhgtzm6m	šair-e	knobloch2020sauji			assessed-no-secure-input			šair-e poet is an Arabic-origin contact noun with case ending.		
198	pour	f_phpqre7wwufee	talaan-oo	knobloch2020sauji			assessed-no-secure-input			talaan-/taleen-/tel- pour constitute a verbal paradigm, but no supported derivation from the retrieved pouring roots exists.		
198	pour	f_qn3r72zrusie2	taleen-e	knobloch2020sauji			assessed-no-secure-input			talaan-/taleen-/tel- pour constitute a verbal paradigm, but no supported derivation from the retrieved pouring roots exists.		
198	pour	f_p5g4fb6salrl4	talaan-e	knobloch2020sauji			assessed-no-secure-input			talaan-/taleen-/tel- pour constitute a verbal paradigm, but no supported derivation from the retrieved pouring roots exists.		
198	pour	f_yixskw26akzd2	tel-oo	knobloch2020sauji			assessed-no-secure-input			talaan-/taleen-/tel- pour constitute a verbal paradigm, but no supported derivation from the retrieved pouring roots exists.		
199	prepare	f_g4kdppfmiwjwy	tayar	knobloch2020sauji			assessed-no-secure-input			tayar prepare is the regional Arabic-origin ready word used predicatively; not an inherited sanoti reflex.		
200	question	f_ubr22lrjrflci	topos	knobloch2020sauji	f_prhj2ccra7c5a		new-family-association	high	manually-reviewed-lexical-family	topos question is the same regional tapos inquiry word grouped under the database's unknown-etymon placeholder. This is lexical comparison only and supplies no reconstructed input.		
201	question marker	f_vuxl3cykcyge2	aya	knobloch2020sauji			assessed-no-secure-input			aya question marker is the Iranian interrogative particle, distinct from the lexical noun topos question.		
202	room	f_jovlkbj7w3yeu	gooš-ee	knobloch2020sauji	4336		new-family-association	high	manually-reviewed-lexical-family	gooš-ee room is the inflected house word with narrower room meaning, independently attested as house in the same source.		
203	rope	f_rzab5yavrv42o	paṛa-yee	knobloch2020sauji			assessed-no-secure-input			paṛa-yee rope has no secure match to rajju/dāman in this evidence; feminine/case morphology is identifiable but not the root history.		
204	saleem	f_xagjxjbvw3b4m	salim	knobloch2020sauji			assessed-no-secure-input			salim is a personal name, not a common-noun sound-law datum.		
205	sau	f_zcduxc7dnhcbm	sau	knobloch2020sauji			assessed-no-secure-input			sau/sau-gaṛi are place-name and demonym material; their deep ancestry is unresolved.		
205	sau	f_nbpdendbd5vcg	sau-gaṛi	knobloch2020sauji			assessed-no-secure-input			sau/sau-gaṛi are place-name and demonym material; their deep ancestry is unresolved.		
206	sauji language	f_4cynuggx63fn2	saujibid-ee	knobloch2020sauji	11564		new-family-association	provisional	compound-component-only	saujibid-ee Sauji language plausibly includes the same speech/language bati stem with compounding reduction; provisional component-level comparison only.		
207	say	f_cw2l5ugxnfbku	men-aal-oo	knobloch2020sauji	9837		new-family-association	high	root-family-only	men-aal-oo/men-oo say belong to the regional man/men say set assigned to mantrayate; tense and agreement are separate.		
207	say	f_ljbaq4vesbdsc	men-oo	knobloch2020sauji	9837		new-family-association	high	root-family-only	men-aal-oo/men-oo say belong to the regional man/men say set assigned to mantrayate; tense and agreement are separate.		
208	say, speak, read	f_2e2wkq444ihfg	man-ani	knobloch2020sauji	9837		new-family-association	high	root-family-only	man-ani say/speak/read has the same man- stem; the broad English sense range does not justify a different rásati link.		
209	scorpion	f_cmtczs6unmm3m	ʈikut͡ʃ	knobloch2020sauji	5478		new-family-association	provisional	manually-reviewed-lexical-family	ʈikut͡ʃ scorpion resembles the regional ṭinčuk/ṭičuk formation under ṭoṅka, but metathesis and the deeper semantic derivation remain provisional.		
210	see	f_3rucyzref6f7w	deːʂoː	knobloch2020sauji	6518		new-family-association	high	root-family-only	pašaan- see and deeš-/deš- seen are the independently identifiable present and perfective stems; assign to paśyati and dṛṣṭa separately.		
210	see	f_m75blks45ecz6	pašaan-oo	knobloch2020sauji	8012		new-family-association	high	root-family-only	pašaan- see and deeš-/deš- seen are the independently identifiable present and perfective stems; assign to paśyati and dṛṣṭa separately.		
210	see	f_vwotpxplm3ibi	deš-aal-oo	knobloch2020sauji	6518		new-family-association	high	root-family-only	pašaan- see and deeš-/deš- seen are the independently identifiable present and perfective stems; assign to paśyati and dṛṣṭa separately.		
210	see	f_ep6umjl5lmtu4	deeš-i	knobloch2020sauji	6518		new-family-association	high	root-family-only	pašaan- see and deeš-/deš- seen are the independently identifiable present and perfective stems; assign to paśyati and dṛṣṭa separately.		
210	see	f_ask6y2kmrbvma	deeṣ-oo	knobloch2020sauji	6518		new-family-association	high	root-family-only	pašaan- see and deeš-/deš- seen are the independently identifiable present and perfective stems; assign to paśyati and dṛṣṭa separately.		
210	see	f_awi777ejcmvdu	pašaanu	knobloch2020sauji	8012		new-family-association	high	root-family-only	pašaan- see and deeš-/deš- seen are the independently identifiable present and perfective stems; assign to paśyati and dṛṣṭa separately.		
211	seven	f_2hyldbyeets44	saat	knobloch2020sauji	13139		new-family-association	high	manually-reviewed-lexical-family	saat seven is the same numeral as the source's digit-glossed citation.		
212	seven hundred	f_remdtmydk43xi	saat-sawa	knobloch2020sauji			assessed-no-secure-input			saat-sawa seven hundred is a compositional seven plus hundred expression, not a simple saptá reflex.		
212	seven hundred	f_2sezl7e62z5rs	saatsawa	knobloch2020sauji			assessed-no-secure-input			saat-sawa seven hundred is a compositional seven plus hundred expression, not a simple saptá reflex.		
213	seventeen	f_dyuqcckeae5x4	satiyaš	knobloch2020sauji	13146		new-family-association	high	manually-reviewed-lexical-family	satiyaš seventeen is the seven-plus-ten compound with an expanded medial sequence.		
214	seventy	f_gzncbipo75smo	dešaan ɬaabiša	knobloch2020sauji			assessed-no-secure-input			dešaan ɬaabiša seventy is ten plus three twenties; retain its vigesimal composition.		
215	sha	f_ll7bvmbzazxom	ša	knobloch2020sauji			assessed-no-secure-input			ša is a proper-name or insufficiently glossed citation; do not equate it with oath or king without context.		
216	shepherd	f_fs3zeaozb2ypy	špank-ay	knobloch2020sauji			assessed-no-secure-input			špank-ay shepherd is a Pashto-type shepherd word with local morphology; it is not segmentally a barkarapāla reflex.		
217	shergal	f_ezfsoh223nm52	šergala	knobloch2020sauji			assessed-no-secure-input			šergala is a place name.		
218	show	f_ekfex7ktta3ga	paša	knobloch2020sauji	8134		new-family-association	high	root-family-only	paša/pašuwanu/pašuanu show are causatives of the see stem; the optional w is printed as an explicit source alternative.		
218	show	f_nek4kfwl2af7q	pašuwanu	knobloch2020sauji	8134		new-family-association	high	root-family-only	paša/pašuwanu/pašuanu show are causatives of the see stem; the optional w is printed as an explicit source alternative.		printed as pašu(w)anu
218	show	f_tzvtqupnywhgs	pašuanu	knobloch2020sauji	8134		new-family-association	high	root-family-only	paša/pašuwanu/pašuanu show are causatives of the see stem; the optional w is printed as an explicit source alternative.		printed as pašu(w)anu
219	sieve	f_r74znxdidgvva	čaŋ	knobloch2020sauji			assessed-no-secure-input			čaŋ sieve is a different lexical item from paripavana; no secure history is established here.		
220	similar to	f_bxbxteb5n7yj6	gošte	knobloch2020sauji			assessed-no-secure-input			gošte similar to is a comparative/postpositional item; similarity to the house spelling does not establish cognacy.		
221	sister	f_w75r3e3pnbk52	beːɳ	knobloch2020sauji	9349		new-family-association	high	manually-reviewed-lexical-family	beeṇ/bhyeṇ sister corresponds to bhaginī with contraction; source variants preserve different glide/aspiration representations.		
221	sister	f_7qjzslhkrd5cq	bhyeṇ	knobloch2020sauji	9349		new-family-association	high	manually-reviewed-lexical-family	beeṇ/bhyeṇ sister corresponds to bhaginī with contraction; source variants preserve different glide/aspiration representations.		
221	sister	f_lho6pfdqfuy6q	beeṇ	knobloch2020sauji	9349		new-family-association	high	manually-reviewed-lexical-family	beeṇ/bhyeṇ sister corresponds to bhaginī with contraction; source variants preserve different glide/aspiration representations.		
222	sisters	f_licxjwqooplc4	beeṇa	knobloch2020sauji	9349		new-family-association	high	manually-reviewed-lexical-family	beeṇa sisters is the inflected plural of beeṇ.		
223	sit	f_7mblgnnwe6t2c	beeṭ-ee-n-ee	knobloch2020sauji	14327		new-family-association	high	root-family-only	beeṭ- sit contains the upaviṣṭa-type perfective stem plus further tense/agreement suffixes, distinct from the present viś/bish stem.		
223	sit	f_ffmftt3wzf7fm	beeṭ-oo-n-oo	knobloch2020sauji	14327		new-family-association	high	root-family-only	beeṭ- sit contains the upaviṣṭa-type perfective stem plus further tense/agreement suffixes, distinct from the present viś/bish stem.		
224	six	f_sf5macdtnlovs	ʂo	knobloch2020sauji	12803		new-family-association	high	manually-reviewed-lexical-family	ṣo/ʂo six are the ṣaṣ numeral set.		
224	six	f_7t7pgx2ivvlja	ṣo	knobloch2020sauji	12803		new-family-association	high	manually-reviewed-lexical-family	ṣo/ʂo six are the ṣaṣ numeral set.		
225	sixteen	f_726stptjmbgke	ṣuṛaš	knobloch2020sauji	12812	12812	previous-research-link	high	manually-reviewed-lexical-family	ṣuṛaš sixteen is already linked to ṣoḍaśa.		
226	sixty	f_7o6om2thmy3t2	ɬaabiša	knobloch2020sauji			assessed-no-secure-input			ɬaabiša sixty is three twenties, not a direct simplex ṣaṣṭi reflex.		
227	skin	f_526agso5rjzf6	gaːɬ	knobloch2020sauji			assessed-no-secure-input			gaːɬ skin is not a secure carman reflex; a body/limb term such as gātra could be investigated because of the lateral correspondence, but that is an unverified new proposal.		
228	sleep	f_t7wnmos6ysz4u	suaan-	knobloch2020sauji	13902		new-family-association	high	root-family-only	suaan-/sueen- sleep and sot- slept require svapati versus supta formation comparison; do not map the entire paradigm to one finite headword.		
228	sleep	f_pdoe3rlpkxzdc	sueen-	knobloch2020sauji	13902		new-family-association	high	root-family-only	suaan-/sueen- sleep and sot- slept require svapati versus supta formation comparison; do not map the entire paradigm to one finite headword.		
228	sleep	f_v6iv2coezvjxo	sot-	knobloch2020sauji	13479		new-family-association	high	root-family-only	suaan-/sueen- sleep and sot- slept require svapati versus supta formation comparison; do not map the entire paradigm to one finite headword.		
228	sleep	f_gpkcsd3gkix5i	sot-i	knobloch2020sauji	13479		new-family-association	high	root-family-only	suaan-/sueen- sleep and sot- slept require svapati versus supta formation comparison; do not map the entire paradigm to one finite headword.		
229	small	f_35qx7ujt2262w	law-ee	knobloch2020sauji	10896		new-family-association	high	manually-reviewed-lexical-family	law-ee small is the plural/oblique laghu adjective form.		
230	snake	f_wncedmd5howvu	ǰandraːv	knobloch2020sauji	5110		new-family-association	high	manually-reviewed-lexical-family	ǰandraaw snake corresponds to the extended jantu family and Palula jhandurā, with final aw and nominal extension retained.		
230	snake	f_m7olckpoa2y5g	ǰandraaw-ee	knobloch2020sauji	5110		new-family-association	high	manually-reviewed-lexical-family	ǰandraaw snake corresponds to the extended jantu family and Palula jhandurā, with final aw and nominal extension retained.		
230	snake	f_oemnqg7d3xbdw	ǰandraaw	knobloch2020sauji	5110		new-family-association	high	manually-reviewed-lexical-family	ǰandraaw snake corresponds to the extended jantu family and Palula jhandurā, with final aw and nominal extension retained.		
231	soil	f_ucjncnfiujjv2	sum	knobloch2020sauji			assessed-no-secure-input			sum soil clearly matches Palula/Shina sum lexically, but their database súmahānt link is explicitly very doubtful. Record the cross-language lexical set without propagating that old-accent input.		
232	some	f_2auomgllpjyty	ade	knobloch2020sauji			assessed-no-secure-input			ade/aḍe some are quantifier forms whose exact historical formation remains open.		
232	some	f_uzayuid4wcnsg	aḍe	knobloch2020sauji			assessed-no-secure-input			ade/aḍe some are quantifier forms whose exact historical formation remains open.		
233	some, also	f_6qlkijuxezes4	aḍi-bi	knobloch2020sauji			assessed-no-secure-input			aḍi-bi some/also combines the quantifier with an additive particle; do not treat it as one inherited root.		
234	speech	f_li32hdziyzagy	bati	knobloch2020sauji	11564		new-family-association	high	manually-reviewed-lexical-family	bati/bata speech belong to the vārtta tidings/speech family and older Sauji bātya.		
234	speech	f_4oeycbhy54g7a	bata	knobloch2020sauji	11564		new-family-association	high	manually-reviewed-lexical-family	bati/bata speech belong to the vārtta tidings/speech family and older Sauji bātya.		
235	spoon	f_pgvqhavmkwulw	qaʃuq	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			qaʃuq spoon is the Turkic-origin regional spoon word, a secondary Buddruss citation here.		
236	star	f_6hsqj66gxuh74	taːri	knobloch2020sauji	5798		new-family-association	high	manually-reviewed-lexical-family	taːri star belongs to tārā with a feminine ending; modern stress unmarked.		
237	stick	f_enpivxklsro3q	šaank-ee	knobloch2020sauji	12379		new-family-association	provisional	manually-reviewed-lexical-family	šaank-ee stick compares to šaŋko wood and the śākhya/śākhā branch family; nasal and immediate derivative remain uncertain, so provisional.		
238	stone	f_4ytwybqmwfsym	baːʈ	knobloch2020sauji	11348		new-family-association	high	manually-reviewed-lexical-family	baːʈ stone corresponds to varta and the regional baṭ stem.		
239	stones	f_inz2frtu6qhyi	baːʈa	knobloch2020sauji	11348		new-family-association	high	manually-reviewed-lexical-family	baːʈa stones is the plural of baːʈ, with final a retained.		
240	stupid	f_wzhsj2kq7fut2	kamaqal	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			kamaqal stupid is the Persian/Arabic kam-aql compound, a contact adjective.		
241	sun	f_en7iybkjgqhxs	suːri	knobloch2020sauji	13574		new-family-association	high	manually-reviewed-lexical-family	suːri/suri sun belongs to sūra with final i; the source gives quantity variants without accent analysis.		
241	sun	f_kubwkczxvwsxa	suri	knobloch2020sauji	13574		new-family-association	high	manually-reviewed-lexical-family	suːri/suri sun belongs to sūra with final i; the source gives quantity variants without accent analysis.		
242	suns	f_rf3rf7itol25y	sure	knobloch2020sauji	13574		new-family-association	high	manually-reviewed-lexical-family	sure suns is the plural of suri.		
243	surrounding	f_u47gdri5nd4by	terčapera	knobloch2020sauji			assessed-no-secure-input			terčapera surrounding repeats the around adverb; its internal history remains unresolved.		
244	table	f_bwmj4myxahewq	meːz	knobloch2020sauji			assessed-no-secure-input			meez table is the Persian contact noun; meez-aan is an inflected cell, not a different etymon.		
244	table	f_fvpqwrkm6wpea	meez-aan	knobloch2020sauji			assessed-no-secure-input			meez table is the Persian contact noun; meez-aan is an inflected cell, not a different etymon.		
244	table	f_y77lo3npyx434	meez	knobloch2020sauji			assessed-no-secure-input			meez table is the Persian contact noun; meez-aan is an inflected cell, not a different etymon.		
245	tables	f_iiiuwtdmn7dvc	meeza	knobloch2020sauji			assessed-no-secure-input			meeza tables is the local plural of borrowed meez.		
246	teeth	f_iubglot5aldqw	daːnda	knobloch2020sauji	6152		new-family-association	high	manually-reviewed-lexical-family	daːnda teeth is the plural of daːnd tooth, corresponding to danta.		
247	ten	f_vxpd37ffllmge	dɛʃ	knobloch2020sauji	6227		new-family-association	high	manually-reviewed-lexical-family	deš/dɛʃ/daš ten belong to daśa; source variants differ in vowel representation.		
247	ten	f_r77rn2x2cxv6i	deš	knobloch2020sauji	6227		new-family-association	high	manually-reviewed-lexical-family	deš/dɛʃ/daš ten belong to daśa; source variants differ in vowel representation.		
247	ten	f_42uqd33pydu4g	daš	knobloch2020sauji	6227	6227	previous-research-link	high	manually-reviewed-lexical-family	deš/dɛʃ/daš ten belong to daśa; source variants differ in vowel representation.		
248	that	f_meb3kz7vpivb2	se	knobloch2020sauji	12815		new-family-association	high	manually-reviewed-lexical-family	Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		
248	that	f_6muyesjxnkkd2	ta	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
248	that	f_uzibkookp4zbi	ti	knobloch2020sauji			assessed-no-secure-input			Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		
248	that	f_hvzq6qlgsxweg	tesi	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		not confirmed in the field data; supplied from Buddruss (1967: 41-43)
248	that	f_tkm3ggcjnhu2w	tasi	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
248	that	f_e5bt26uklkbbg	tase	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
248	that	f_422okp54bdj4y	la	knobloch2020sauji			assessed-no-secure-input			Mixed demonstratives se/t- remote and la proximal must be separated; se alone is assigned to sa, while the other stems remain unresolved.		
249	that (plural)	f_ni5svruejuxhi	se	knobloch2020sauji	12815		new-family-association	high	manually-reviewed-lexical-family	Remote plural se/t- forms belong to one suppletive demonstrative paradigm, but not one unqualified old headword; se alone receives the sa link.		
249	that (plural)	f_tia2zurb7zq2m	tena	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- forms belong to one suppletive demonstrative paradigm, but not one unqualified old headword; se alone receives the sa link.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
249	that (plural)	f_tro754viqokom	tini	knobloch2020sauji			assessed-no-secure-input			Remote plural se/t- forms belong to one suppletive demonstrative paradigm, but not one unqualified old headword; se alone receives the sa link.		
