input_class	language	family_id	headword	eligible_outcomes	excluded_outcomes	eligible_tokens	all_tokens	sources	forms
old-long-oxytone	Sh	6495	dūrá	"[""E@-1"", ""L@-1"", ""LR@-1"", ""R@-1"", ""unmarked""]"	[]	36	36	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""grierson-lsi1928"", ""schmidt""]"	"[""dur"", ""dur̃"", ""duur"", ""duúr"", ""dùúr"", ""dùúr̃"", ""dúur"", ""dūr""]"
old-long-oxytone	Sh	6523	dēvá	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""dēu""]"
old-long-oxytone	Sh	6568	dairghá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""ẓēk""]"
old-long-oxytone	Sh	6608	dyūtá	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""ǰua""]"
old-long-oxytone	Sh	6694	dvīpín	"[""L@-1"", ""stress-marked@-1"", ""unmarked""]"	[]	11	11	"[""CDIAL"", ""degener-shina2008"", ""rajapurohit2012"", ""schmidt""]"	"[""dii~"", ""dií~"", ""dĩ"", ""dĩye"", ""dĩ́:"", ""dī̃"", ""dī̃h""]"
old-long-oxytone	Sh	6777	dhānā́	"[""L@-1""]"	[]	1	1	"[""degener-shina2008""]"	"[""doó~""]"
old-long-oxytone	Sh	6786	dhāyá	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""dai""]"
old-long-oxytone	Sh	6849	dhūmá	"[""F"", ""L@-1"", ""LR@-1"", ""R@-1"", ""unmarked""]"	"[""stress-in-vowel-sequence@position-unresolved"", ""unmarked""]"	36	38	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""rajapurohit2012"", ""schmidt""]"	"[""d'ūm"", ""d(h)ūm"", ""dum"", ""duum"", ""duúm"", ""dùum"", ""dùúm"", ""dūm""]"
old-long-oxytone	Sh	7047	nāḍī́	"[""stress-marked@-1"", ""unmarked""]"	"[""unmarked""]"	3	4	"[""CDIAL"", ""rajapurohit2012""]"	"[""na:lyéh"", ""na:lí:"", ""naii"", ""nāyε""]"
old-long-oxytone	Sh	7081	nāvā́	"[""unmarked""]"	"[""unmarked""]"	1	2	"[""CDIAL""]"	"[""nāo"", ""nʌwi""]"
old-long-oxytone	Sh	8100	pārá	"[""L@-1"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008""]"	"[""pari"", ""paár"", ""pār"", ""pāro""]"
old-long-oxytone	Sh	8339	pūrṇá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""pūṇṷ""]"
old-long-oxytone	Sh	9216	bālá	"[""L@-1"", ""LR@-1"", ""R@-1"", ""unmarked""]"	"[""R@-1"", ""unmarked""]"	35	42	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""grierson-lsi1928"", ""schmidt""]"	"[""baál"", ""bāl"", ""bɑl"", ""bɑɑl"", ""bɑɑl čɑl"", ""bɑɑ́l"", ""bɑ̀ɑ́l"", ""čuno bɑɑl"", ""čuno bɑɑ́l"", ""čɑl bɑɑl""]"
old-long-oxytone	Sh	9229	bāhú	"[""E@-2"", ""unmarked""]"	"[""syllable-marked@-2"", ""unmarked""]"	2	6	"[""CDIAL"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""ba-khúni"", ""boe"", ""bóo~i"", ""bõi"", ""bõyĕ"", ""bʌ-khv́ṇi""]"
old-long-oxytone	Sh	9459	bhārá	"[""L@-1"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""degener-shina2008""]"	"[""bar"", ""baár"", ""bār""]"
old-long-oxytone	Sh	9475	bhāvá	"[""unmarked""]"	"[""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	1	3	"[""CDIAL"", ""degener-shina2008""]"	"[""bao"", ""baáo"", ""bʌwi""]"
old-long-oxytone	Sh	9552	bhūtá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""bŭlŭ""]"
old-long-oxytone	Sh	9982	māṁsá	"[""L@-1"", ""LR@-1"", ""R@-1"", ""stress-marked@-1"", ""unmarked""]"	"[""unmarked""]"	39	40	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""rajapurohit2012"", ""schmidt""]"	"[""moos"", ""mos"", ""mot͡s"", ""mozăi"", ""moós"", ""moót͡s"", ""moóz"", ""mòós"", ""mòót͡s"", ""mòóz"", ""mó:s"", ""mós"", ""mōs"", ""mō̃s""]"
old-long-oxytone	Sv	1111	āṇḍá	"[""unmarked""]"	[]	1	1	"[""knobloch2020sauji""]"	"[""aɳɖoː""]"
old-long-oxytone	Sv	12379	śākhyá	[]	"[""unmarked""]"	0	2	"[""knobloch2020sauji""]"	"[""šaank-ee"", ""ʃaŋko""]"
old-long-oxytone	Sv	12497	śīrṣá	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""knobloch2020sauji""]"	"[""šeš"", ""ṣiṣ""]"
old-long-oxytone	Sv	13871	syālá	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""knobloch2020sauji""]"	"[""saraaṇi"", ""sāla""]"
old-long-oxytone	Sv	3696	kṣīrá	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""knobloch2020sauji""]"	"[""c̣hir"", ""ʈ͡ʂir""]"
old-long-oxytone	Sv	4336	gōṣṭhá	"[""unmarked""]"	"[""unmarked""]"	7	11	"[""CDIAL"", ""CDIAL;Buddruss"", ""CDIAL;ZDMG"", ""knobloch2020sauji""]"	"[""gooš"", ""gooš-a"", ""gooš-ee"", ""goš-a"", ""goš-ee"", ""goːš"", ""guš"", ""gōš"", ""s̊ṭh"", ""š""]"
old-long-oxytone	Sv	5200	jāmí	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""žamī́""]"
old-long-oxytone	Sv	6368	dīrghá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""drigōᵘ""]"
old-long-oxytone	Sv	6495	dūrá	"[""syllable-marked@-2""]"	[]	1	1	"[""CDIAL""]"	"[""dúro""]"
old-long-oxytone	Sv	6590	dōṣā́	"[""unmarked""]"	[]	2	2	"[""knobloch2020sauji""]"	"[""dooṛ"", ""doːɽ""]"
old-long-oxytone	Sv	7576	nūnám	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""nuɬia""]"
old-long-oxytone	Sv	8100	pārá	"[""unmarked""]"	[]	1	1	"[""knobloch2020sauji""]"	"[""pare""]"
old-long-oxytone	Sv	9028	plīhán	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""pēnǰuṛik""]"
old-long-oxytone	Sv	9552	bhūtá	"[""unmarked""]"	"[""unmarked""]"	1	3	"[""knobloch2020sauji""]"	"[""bil-i"", ""bil-o"", ""bilo""]"
old-long-oxytone	Sv	9982	māṁsá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""mās""]"
old-long-oxytone	Ush	1111	āṇḍá	"[""stress-marked@-1""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""ɑɳ'ɖo""]"
old-long-oxytone	Ush	12497	śīrṣá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""ʂuʂ""]"
old-long-oxytone	Ush	1268	āmrá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""ʌm""]"
old-long-oxytone	Ush	12774	śvētá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""ʃo""]"
old-long-oxytone	Ush	1340	ārdrá	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'ʌʐo""]"
old-long-oxytone	Ush	13551	sūcī́	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""sũ""]"
old-long-oxytone	Ush	3084	kālá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""kɑːl""]"
old-long-oxytone	Ush	3120	kāṣṭhá	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'kɑːʈe""]"
old-long-oxytone	Ush	4336	gōṣṭhá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""goːʈ""]"
old-long-oxytone	Ush	4931	cōrá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""t͡ɕoɽ""]"
old-long-oxytone	Ush	5839	tīkṣṇá	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'tinu""]"
old-long-oxytone	Ush	5958	tailá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""tɛl""]"
old-long-oxytone	Ush	6368	dīrghá	"[""stress-marked@-2""]"	[]	2	2	"[""rensch-decker-hallberg1992""]"	"[""'ʐugo""]"
old-long-oxytone	Ush	6495	dūrá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""dur""]"
old-long-oxytone	Ush	6849	dhūmá	[]	"[""unmarked""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""d(h )um""]"
old-long-oxytone	Ush	7047	nāḍī́	[]	"[""stress-marked@position-unresolved""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""niɑ'ri""]"
old-long-oxytone	Ush	9982	māṁsá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""mɔːs""]"
old-long-oxytone	bro	12497	śīrṣá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""ṣiṣ""]"
old-long-oxytone	bro	12774	śvētá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""šoo""]"
old-long-oxytone	bro	1295	ārá	[]	"[""stress-marked@-1""]"	0	2	"[""schmidt""]"	"[""a'lo""]"
old-long-oxytone	bro	13776	sthūlá	[]	"[""unmarked""]"	0	1	"[""schmidt""]"	"[""ṭhul""]"
old-long-oxytone	bro	3120	kāṣṭhá	"[""stress-marked@-1""]"	[]	1	1	"[""schmidt""]"	"[""'kooṭ""]"
old-long-oxytone	bro	3607	krōḍá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""kry""]"
old-long-oxytone	bro	4336	gōṣṭhá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""gooṭ""]"
old-long-oxytone	bro	4387	grīvā́	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""schmidt""]"	"[""grii"", ""grī""]"
old-long-oxytone	bro	4471	ghāsá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""gaas""]"
old-long-oxytone	bro	5839	tīkṣṇá	"[""stress-marked@-2""]"	[]	1	1	"[""schmidt""]"	"[""'ṭino""]"
old-long-oxytone	bro	6368	dīrghá	"[""stress-marked@-2""]"	[]	1	1	"[""schmidt""]"	"[""'ẓigo""]"
old-long-oxytone	bro	6849	dhūmá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""duu""]"
old-long-oxytone	bro	9982	māṁsá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""moos""]"
old-short-barytone	Kalk	10158	múkha	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""muuk""]"
old-short-barytone	Kalk	10174	múkhya	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""mukhä""]"
old-short-barytone	Kalk	10394	yákr̥t	[]	"[""Low""]"	0	1	"[""hultman2023kalkoti""]"	"[""ǰä̀gär""]"
old-short-barytone	Kalk	13254	sáras	"[""P-high-level""]"	[]	1	1	"[""kalkoti""]"	"[""sär""]"
old-short-barytone	Kalk	2445	ŕ̥kṣa	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""ic̣""]"
old-short-barytone	Kalk	2830	kárṇa	"[""P-high-level"", ""unmarked""]"	[]	3	3	"[""kalkoti"", ""liljegren-hindukush"", ""rensch-decker-hallberg1992""]"	"[""kaan"", ""kɑn"", ""kɑːn""]"
old-short-barytone	Kalk	2892	kárman	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""traam""]"
old-short-barytone	Kalk	3438	kŕ̥mi	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""trimii""]"
old-short-barytone	Kalk	43	ákṣi	"[""Hshort@-2"", ""Low"", ""unmarked""]"	[]	3	3	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""ic̣ii"", ""ic̣ì"", ""íc̣hi""]"
old-short-barytone	Kalk	5621	tákṣan	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""tarkaaṇ""]"
old-short-barytone	Kalk	5994	tráyaḥ	"[""unmarked""]"	[]	4	4	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""traa"", ""troo"", ""trä""]"
old-short-barytone	Kalk	6152	dánta	"[""0-explicit"", ""P-high-level""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""daan""]"
old-short-barytone	Kalk	6227	dáśa	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""deeš"", ""diš""]"
old-short-barytone	Kalk	6983	náva	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""num""]"
old-short-barytone	Kalk	6984	náva	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""nam"", ""num""]"
old-short-barytone	Kalk	7655	páñca	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""paanǰ""]"
old-short-barytone	Kalk	7785	pánthā	"[""P-high-level"", ""unmarked""]"	[]	4	4	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""paan"", ""paand""]"
old-short-barytone	Kalk	9758	mátsya	[]	"[""unmarked""]"	0	1	"[""hultman2023kalkoti""]"	"[""mätsin""]"
old-short-barytone	Kalk	9804	mádhya	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""mi""]"
old-short-barytone	Kund	10174	múkhya	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""mukʰ""]"
old-short-barytone	Kund	10582	rájju	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""rāj""]"
old-short-barytone	Kund	12548	śúṣka	"[""unmarked""]"	[]	2	2	"[""kund""]"	"[""śok"", ""śuk""]"
old-short-barytone	Kund	12583	śŕ̥ṅga	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""śīŋ""]"
old-short-barytone	Kund	13913	svásr̥	"[""unmarked""]"	[]	2	2	"[""kund"", ""liljegren-hindukush""]"	"[""saz""]"
old-short-barytone	Kund	2830	kárṇa	"[""unmarked""]"	[]	2	2	"[""kund"", ""liljegren-hindukush""]"	"[""kaːn"", ""kān""]"
old-short-barytone	Kund	2910	kárhi	"[""F@-1""]"	[]	1	1	"[""kund""]"	"[""karɛ̄̂""]"
old-short-barytone	Kund	4055	gárbha	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""gub""]"
old-short-barytone	Kund	43	ákṣi	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""aś""]"
old-short-barytone	Kund	5661	tántu	"[""unmarked""]"	[]	2	2	"[""kund""]"	"[""tand"", ""tā̃d""]"
old-short-barytone	Kund	5994	tráyaḥ	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""trā""]"
old-short-barytone	Kund	6152	dánta	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""dān""]"
old-short-barytone	Kund	6227	dáśa	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""day""]"
old-short-barytone	Kund	6983	náva	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""nōv""]"
old-short-barytone	Kund	6984	náva	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""nɔ̄̃""]"
old-short-barytone	Kund	7655	páñca	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""pā̃j""]"
old-short-barytone	Kund	8306	púṣya	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""pōś""]"
old-short-barytone	Kund	9758	mátsya	"[""H-marked""]"	[]	1	1	"[""kund""]"	"[""mɛcʰé""]"
old-short-barytone	Kund	9888	mártya	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""mɛ̄̃c""]"
old-short-barytone	Phal	10174	múkhya	"[""S@-1"", ""short-monosyllable""]"	[]	2	2	"[""liljegren"", ""strand""]"	"[""mux"", ""mʹux""]"
old-short-barytone	Phal	10394	yákr̥t	"[""L@-1"", ""syllable-marked@-1""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""ǰhangaár"", ""ǰhangâʹr"", ""ǰhaṅgā́r""]"
old-short-barytone	Phal	10431	yáva	"[""E@-1"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""yúu"", ""yū"", ""yʹû""]"
old-short-barytone	Phal	10582	rájju	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""rhaǰ"", ""ráaǰ"", ""rāž"", ""rāǰ"", ""rʹâǰ""]"
old-short-barytone	Phal	11182	váṁśya	"[""L@-1""]"	[]	3	3	"[""liljegren"", ""strand""]"	"[""bheénč"", ""bheénš"", ""bhêʹ˜š""]"
old-short-barytone	Phal	11338	várṇa	"[""E@-2""]"	"[""syllable-marked@-2""]"	1	2	"[""CDIAL"", ""liljegren""]"	"[""aaghaabáanu"", ""āgha-bā́nu""]"
old-short-barytone	Phal	11387	várdhra	[]	"[""syllable-marked@position-unresolved""]"	0	1	"[""CDIAL;NOPhal""]"	"[""ḍāk-badhrḗi""]"
old-short-barytone	Phal	12076	vŕ̥ddhi	"[""S@-2""]"	[]	2	2	"[""strand""]"	"[""bhʹuṛi"", ""bʹuḍi""]"
old-short-barytone	Phal	12503	śúka	"[""S@-2"", ""unmarked""]"	"[""unmarked""]"	2	3	"[""CDIAL"", ""strand""]"	"[""*śumbha"", ""šumu"", ""šʹumo""]"
old-short-barytone	Phal	12548	śúṣka	"[""S@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""šuko"", ""šúša"", ""šúše"", ""šʹuko""]"
old-short-barytone	Phal	12583	śŕ̥ṅga	"[""S@-1"", ""short-monosyllable"", ""syllable-marked@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""ṣing"", ""ṣiṅ"", ""ṣíṅga"", ""ṣʹing""]"
old-short-barytone	Phal	13254	sáras	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""sar"", ""sáar"", ""sʹâr""]"
old-short-barytone	Phal	13576	sŕ̥kvan	"[""E@-1"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""liljegren""]"	"[""ṣáak"", ""ṣāk""]"
old-short-barytone	Phal	14024	hásta	"[""L@-1"", ""short-monosyllable"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""liljegren-hindukush"", ""strand""]"	"[""hat"", ""haát"", ""haːt"", ""hâʹt"", ""hāt""]"
old-short-barytone	Phal	1869	útsa	"[""S@-1"", ""short-monosyllable"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""uts"", ""ūċ"", ""ʹuć""]"
old-short-barytone	Phal	192	áṇu	"[""E@-2"", ""syllable-marked@-2""]"	[]	2	2	"[""CDIAL"", ""strand""]"	"[""ā́ṇu"", ""ʹâṇu""]"
old-short-barytone	Phal	2445	ŕ̥kṣa	"[""S@-1"", ""short-monosyllable"", ""syllable-marked@-1"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""inc̣ī́"", ""iṇc̣"", ""ĩc̣"", ""ĩṣ"", ""ʹi˜c̣""]"
old-short-barytone	Phal	2589	kákṣa	"[""E@-1"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""káac̣"", ""kāc̣"", ""kāᵃč"", ""kʹâc̣""]"
old-short-barytone	Phal	2629	káṭa	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kāṛa""]"
old-short-barytone	Phal	2830	kárṇa	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""liljegren-hindukush"", ""strand""]"	"[""kaːɳ"", ""kaṇ"", ""káaṇ"", ""kāṇ"", ""kʹâṇ""]"
old-short-barytone	Phal	2892	kárman	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""kram"", ""kráam"", ""krʹâm""]"
old-short-barytone	Phal	3384	kúha	"[""E@-1"", ""L@-1"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""góo"", ""gôʹ"", ""gúu"", ""gō""]"
old-short-barytone	Phal	3438	kŕ̥mi	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""krīmī̂""]"
old-short-barytone	Phal	3834	khála	"[""L@-1"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""strand""]"	"[""khâʹl"", ""khāl""]"
old-short-barytone	Phal	4231	gŕ̥dhya	"[""E@-2"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""liljegren""]"	"[""ghríinǰu"", ""grhīnǰo""]"
old-short-barytone	Phal	43	ákṣi	"[""E@-1"", ""unmarked""]"	"[""unmarked""]"	3	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""ac̣hi"", ""ac̣híi"", ""ac̣hʹî"", ""īa""]"
old-short-barytone	Phal	4701	cárman	"[""E@-1""]"	[]	1	1	"[""strand""]"	"[""čʹâm""]"
old-short-barytone	Phal	5093	játu	"[""L@-2"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""strand""]"	"[""ǰâʹbli"", ""ǰābli""]"
old-short-barytone	Phal	5098	jána	"[""E@-1"", ""E@-2"", ""L@-1"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""zaán"", ""žān"", ""ǰaán"", ""ǰáanu"", ""ǰʹân""]"
old-short-barytone	Phal	5103	jáni	"[""S@-1"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""liljegren""]"	"[""ǰhaní"", ""ǰhäṇī""]"
old-short-barytone	Phal	5137	jámbha	"[""E@-2"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""strand""]"	"[""ǰāmi"", ""ǰʹâmi""]"
old-short-barytone	Phal	5663	tántra	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""trānd""]"
old-short-barytone	Phal	5994	tráyaḥ	"[""E@-1"", ""unmarked""]"	[]	7	7	"[""decker1992"", ""liljegren"", ""liljegren-hindukush"", ""strand""]"	"[""tro"", ""troː"", ""tróo"", ""trúu"", ""trʹô""]"
old-short-barytone	Phal	6152	dánta	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	6	6	"[""CDIAL"", ""liljegren"", ""liljegren-hindukush"", ""strand""]"	"[""dan"", ""daːnd"", ""dáand"", ""dān"", ""dānda"", ""dʹând""]"
old-short-barytone	Phal	6227	dáśa	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""daš"", ""dáaš"", ""dāš"", ""dʹâš""]"
old-short-barytone	Phal	6717	dhána	"[""E@-2""]"	[]	1	1	"[""strand""]"	"[""dhʹêni""]"
old-short-barytone	Phal	6724	dhánu	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""CDIAL;NOPhal"", ""liljegren""]"	"[""dand"", ""dhān"", ""dáand"", ""dān""]"
old-short-barytone	Phal	6983	náva	"[""E@-1"", ""E@-2"", ""syllable-marked@-2"", ""unmarked""]"	"[""unmarked""]"	4	5	"[""CDIAL"", ""liljegren"", ""liljegren-hindukush"", ""strand""]"	"[""naːwu"", ""náawu"", ""nā́wu"", ""nā̃o"", ""nʹâw""]"
old-short-barytone	Phal	6984	náva	"[""E@-1"", ""unmarked""]"	"[""unmarked""]"	5	6	"[""CDIAL"", ""liljegren"", ""liljegren-hindukush"", ""strand""]"	"[""nau"", ""nuː"", ""núu"", ""nū"", ""nū̃"", ""nʹû""]"
old-short-barytone	Phal	726	áva	[]	"[""S@-1""]"	0	1	"[""strand""]"	"[""-wʹe""]"
old-short-barytone	Phal	7638	pákṣman	"[""E@-1"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""páam"", ""pām"", ""pʹâm""]"
old-short-barytone	Phal	7655	páñca	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""panǰ"", ""páanǰ"", ""pānž"", ""pʹânǰ""]"
old-short-barytone	Phal	7785	pánthā	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	[]	7	7	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""pan"", ""pand"", ""po̯n"", ""páand"", ""pānd"", ""pʹând""]"
old-short-barytone	Phal	7948	párśu	"[""E@-2"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""práašu"", ""prāšũ"", ""prʹâšu""]"
old-short-barytone	Phal	8168	píṇḍa	"[""S@-2"", ""syllable-marked@-2""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""píṇi"", ""píṇṇi"", ""pʹiṇi""]"
old-short-barytone	Phal	8306	púṣya	"[""E@-1"", ""syllable-marked@-1"", ""unmarked""]"	[]	6	6	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""phušíik"", ""piišíik"", ""pišíik"", ""pišī́k"", ""pišʹîk"", ""pšīk""]"
old-short-barytone	Phal	9029	plúṣi	"[""E@-2""]"	[]	2	2	"[""liljegren"", ""strand""]"	"[""príiṇṣu"", ""prʹî˜ṣo""]"
old-short-barytone	Phal	9051	phála	"[""E@-2"", ""syllable-marked@-2""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""phalúuṛu"", ""phalū́ṛo"", ""phalū́ṛī"", ""phalʹûṛo""]"
old-short-barytone	Phal	9393	bhára	"[""E@-2""]"	[]	1	1	"[""strand""]"	"[""bhʹâru""]"
old-short-barytone	Phal	9804	mádhya	"[""E@-2"", ""unmarked""]"	"[""multiple-accents"", ""unmarked""]"	2	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""miēnǰ"", ""méeǰi"", ""mʹêǰi angˊuṛi"", ""mε῀ǰī""]"
old-short-barytone	Phal	9888	mártya	"[""E@-1""]"	[]	1	1	"[""strand""]"	"[""mʹîš""]"
old-short-barytone	Phal	9893	márman	"[""E@-1"", ""E@-2"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""bráam"", ""brām"", ""brʹâmu""]"
old-short-barytone	Sh	10158	múkha	"[""short-monosyllable""]"	[]	4	4	"[""schmidt""]"	"[""muk"", ""mukh""]"
old-short-barytone	Sh	10174	múkhya	"[""E@-2"", ""short-monosyllable"", ""unmarked""]"	[]	32	32	"[""CDIAL"", ""backstrom1992"", ""buddruss-shina1996"", ""degener-shina2008""]"	"[""makhóoro"", ""mukh"", ""mukʰ"", ""mu̱kʰ"", ""mŭkh"", ""mʊkʰ"", ""mʊ̱x""]"
old-short-barytone	Sh	10394	yákr̥t	"[""E@-1"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	[]	8	8	"[""CDIAL"", ""rajapurohit2012"", ""schmidt""]"	"[""yum"", ""yú:ŋ"", ""yú:ŋe"", ""yúum"", ""yúu~"", ""yū̃""]"
