family_id	gloss	palula	palula_gloss	palula_nuclei	palula_final	palula_outcome	palula_accent_from_right	kalkoti	kalkoti_source	kalkoti_outcome	kalkoti_low_status	kalkoti_record_id	palula_record_id	input_class	prediction	observed_category	status	exclusion	adjudication
941	eight	áaṣṭ	eight	1	consonant-final	E	1	iṣ	hultman2023kalkoti	unmarked		f_np4vsuapmqtaq	f_rsldl4hnjzwoo	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Biori aṣṭ and short Shina aṣ show loss of the old accented ending with a short surviving stem; Ashret áaṣṭ then fits later unaspirated closed-a lengthening with early accent. Its early contour therefore does not refute inherited final accent. Kalkoti eeṣ requires an independent vowel/umlaut or numeral-paradigm history; its unmarked citation cannot supply tone.
6984	nine	núu	nine	1	long-final-vowel	E	1	num	hultman2023kalkoti	unmarked		f_7grzdersjvifq	f_xwhsjzmk7plme	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula núu and Shina náu/naw retain prominence on the first material of the old numeral after v weakening/coalescence. The western monophthong and Shina unequal-vowel sequence must not be scored as identical mora structures. Kalkoti nam has a separate final-sonorant development and unmarked tone.
6227	ten	dáaš	ten	1	consonant-final	E	1	diš	hultman2023kalkoti	unmarked		f_7jxxuvd2ejex2	f_zbq6o45kmzoyk	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
11616	twenty	bhiíš	twenty; the twenty sth or people; 20	1	consonant-final	L	1	bíiš	hultman2023kalkoti	H1		f_7jfvb5xq3n4mi	f_6pzjkzzpb25ng	Palula-L-without-short-final-vowel	early-High-or-falling	early-High-or-falling	consistent		Palula bhiíš and Gilgit/Kohistani/Guresi bií have late long-vowel prominence after substantial contraction of an old finally accented numeral. Their agreement is strong, but the old first vowel was short, so the long vowel must be derived from cluster loss or contraction. Kundal bī̌ requires interpretation of its source's contour notation. The linked Kalkoti biš is a segmental citation in Liljegren 2013; tone must be recovered from an explicitly analyzed token or its source context.
1921	water	wíi	water	1	long-final-vowel	E	1	wää	hultman2023kalkoti	unmarked		f_ufha55sjjd3n6	f_izuotzqoy7wuk	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula wíi is early long, while Shina wói/wei has a diphthongal sequence. Both have lost enough segmental material that the old three-syllable accent cannot be transferred by counting syllables. A contraction and stem-selection analysis is required; final-accent docking alone would predict the wrong Palula mora if it assumed an already long surviving vowel.
7785	path	páand	path, road	1	consonant-final	E	1	paan	hultman2023kalkoti	unmarked		f_5byfzo77linx6	f_sr7ofangymbyy	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula páand/Biori pan and fixed inflection are compatible with old root prominence followed by later Ashret lengthening. Shina pon is short and reflects nasal-environment backing; Sauji phantē has a retained ending. Since the old headword has short accented a followed by long ā but retains root accent, it is a necessary countercontrol to unrestricted attraction to any later long vowel. The irregular paradigm may explain why final ā is not an ordinary lexical long-vowel target.
7200	sleep	níindra	sleep	2	short-final-vowel	E	2	niin	hultman2023kalkoti	unmarked		f_ulktu7jc5ckus	f_ljwjwikhzurw6	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	unknown	unscorable		Palula níindra and Kundal níndr have initial prominence against old final-accented ā, with an extra nasal and new root length in Palula. Shina nir is short and hides its class. The retained Palula final a means simple final-vowel apocope is not an adequate account; an older nominal formation, paradigm leveling or earlier accent pattern is needed. A pre-Vedic hypothesis requires external comparative evidence, not just this mismatch.
12225	go	bíi	to go, leave, move	1	long-final-vowel	E	1	baan	hultman2023kalkoti	unmarked		f_qrwsqkf27zq3e	f_z5jfyte7gpffo	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula bíi is a modern citation ending attached to a heavily reduced motion root; Strand gives consonantal b-. Shina buž-/bož- and Kalkoti buun preserve different present formations, while perfective go words belong to other historical roots. The database's isolated vr and ẓ are comparative phonological fragments, not independent attested lexical outcomes.
12225	go	bíi	to go, leave, move	1	long-final-vowel	E	1	biin	hultman2023kalkoti	unmarked		f_g3d4itsngni7a	f_z5jfyte7gpffo	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula bíi is a modern citation ending attached to a heavily reduced motion root; Strand gives consonantal b-. Shina buž-/bož- and Kalkoti buun preserve different present formations, while perfective go words belong to other historical roots. The database's isolated vr and ẓ are comparative phonological fragments, not independent attested lexical outcomes.
6141	give	díi	to give, put	1	long-final-vowel	E	1	duun	hultman2023kalkoti	unmarked		f_wfsoop7gpiqx4	f_drydonmaob7e6	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula díi, bare d-, Kalkoti duun and Kundal di represent different renewed cells of a highly irregular verb. Initial reduplication and old finite morphology are largely lost, so the old third-person accent cannot be projected onto all citations. The perfective requires the separate dattá/dita family.
6141	give	díi	to give, put	1	long-final-vowel	E	1	daan	hultman2023kalkoti	unmarked		f_klkqz6nyi5lia	f_drydonmaob7e6	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula díi, bare d-, Kalkoti duun and Kundal di represent different renewed cells of a highly irregular verb. Initial reduplication and old finite morphology are largely lost, so the old third-person accent cannot be projected onto all citations. The perfective requires the separate dattá/dita family.
6141	give	díi	to give, put	1	long-final-vowel	E	1	diin	hultman2023kalkoti	unmarked		f_hom5dpjgnkjv6	f_drydonmaob7e6	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula díi, bare d-, Kalkoti duun and Kundal di represent different renewed cells of a highly irregular verb. Initial reduplication and old finite morphology are largely lost, so the old third-person accent cannot be projected onto all citations. The perfective requires the separate dattá/dita family.
10452	come	yhíi	to come, arrive; become, come into existence	1	long-final-vowel	E	1	yàan	hultman2023kalkoti	Low		f_uwtqdffiibziw	f_oawjhqw3lwtfe	Palula-E-without-short-final-vowel	zero-High-or-default	Low-without-marked-High	excluded	unmatched-verbal-cells	Palula yhíi/Biori yíi accents the citation ending after substantial contraction or stem reduction, whereas Gilgit yayoók is an infinitive and Kundal yɛ an imperative. Their cell differences and come/go semantic organization prevent a direct comparison of old yā́ti with every modern whole word. The linked Kalkoti yuun citation is from Liljegren 2013; Hultman's yùun supplies explicit low-tone evidence associated with lost aspiration, requiring comparison of the same present cell.
10452	come	yhíi	to come, arrive; become, come into existence	1	long-final-vowel	E	1	yìin	hultman2023kalkoti	Low		f_k7bfcxwwxus2k	f_oawjhqw3lwtfe	Palula-E-without-short-final-vowel	zero-High-or-default	Low-without-marked-High	excluded	unmatched-verbal-cells	Palula yhíi/Biori yíi accents the citation ending after substantial contraction or stem reduction, whereas Gilgit yayoók is an infinitive and Kundal yɛ an imperative. Their cell differences and come/go semantic organization prevent a direct comparison of old yā́ti with every modern whole word. The linked Kalkoti yuun citation is from Liljegren 2013; Hultman's yùun supplies explicit low-tone evidence associated with lost aspiration, requiring comparison of the same present cell.
6141	give	díi	to give, put	1	long-final-vowel	E	1	dit	hultman2023kalkoti	unmarked		f_jino56umwtaye	f_drydonmaob7e6	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula díi, bare d-, Kalkoti duun and Kundal di represent different renewed cells of a highly irregular verb. Initial reduplication and old finite morphology are largely lost, so the old third-person accent cannot be projected onto all citations. The perfective requires the separate dattá/dita family.
10278	die	máara	to die	2	short-final-vowel	E	2	múr	hultman2023kalkoti	Hshort		f_wtpjhrtfpas2g	f_so5ozbkspwz36	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	final-High-or-rising	excluded	unmatched-verbal-cells	Gilgit múu~o ‘dead’ is an early-accented participial adjective with a final ending, while Palula máara is the present/imperative citation of ‘die’, not a direct segmental reflex of mr̥tá. The latter enters this family through lexical/paradigmatic linking and must be replaced by actual muṛ- perfective cells for sound-change analysis. Chilas lik/lič ‘died’ may be a suppletive replacement and requires separate justification.
2462	one	áak	one; one (person), someone	1	consonant-final	E	1	ä	hultman2023kalkoti	unmarked		f_gikfn2biveqiy	f_ndm7sgvqas5h2	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		The full numeral áak and reduced article áa have different coda shapes; do not count them as independent etyma or infer zero tone from unmarked äk/ä.
2462	one	áa	one; one (person), someone	1	long-final-vowel	E	1	ä	hultman2023kalkoti	unmarked		f_gikfn2biveqiy	f_e5ptsrrsr5ncy	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		The full numeral áak and reduced article áa have different coda shapes; do not count them as independent etyma or infer zero tone from unmarked äk/ä.
4236	take	ghína	to take, get, seize; buy	2	short-final-vowel	S	2	gì	hultman2023kalkoti	Low		f_tozuviwi2atbw	f_shwiighc4vjly	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	Low-without-marked-High	excluded	unmatched-verbal-cells	Palula ghína and Shina gin- most directly reflect a nasal-present stem rather than the first dictionary headword. Their root accent is assigned in the modern citation/imperative cell; the old finite nasal inflection carried accent on a different morpheme. Kalkoti giin is a perfective form and giy aal/giyaal a further formation; the newer tone-marked gìin is a key aspiration-loss comparison to check separately.
13085	put on	ṣóo	to put on, wear	1	long-final-vowel	E	1	ṣuun	hultman2023kalkoti	unmarked		f_vlropil4ltkdm	f_nvxz3kom47iui	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula ṣáača ‘climb’, ṣóo ‘put on’ and ṣaawóo ‘dress someone, light’ differ in valency and stem formation, matching an old family that independently contains passive, causative and participial stems. Their different accents cannot be reduced to one sound outcome of sájati. The source explicitly discusses retroflex ṣ spreading from prefixed formations, supplying an independent morphological route for the unusual initial consonant.
2462	a, one	áak	one; one (person), someone	1	consonant-final	E	1	ä	hultman2023kalkoti	unmarked		f_7g5vujphqzjmy	f_ndm7sgvqas5h2	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		The full numeral áak and reduced article áa have different coda shapes; do not count them as independent etyma or infer zero tone from unmarked äk/ä.
2462	a, one	áa	one; one (person), someone	1	long-final-vowel	E	1	ä	hultman2023kalkoti	unmarked		f_7g5vujphqzjmy	f_e5ptsrrsr5ncy	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		The full numeral áak and reduced article áa have different coda shapes; do not count them as independent etyma or infer zero tone from unmarked äk/ä.
5994	three	tróo	three	1	long-final-vowel	E	1	trä	hultman2023kalkoti	unmarked		f_spledddx5bg5q	f_u7ls4eyuoroxs	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula tróo/Biori trúu and Shina c̣ée have early prominence after contraction, but their different vowel qualities reflect different monophthongization and raising histories. The old entry has independently distinct masculine, neuter and genitive stems; the exact modern source cannot be assumed from the first headword. Kalkoti traa and Kundal trā are unmarked.
6648	two	dúu	two	1	long-final-vowel	E	1	du	hultman2023kalkoti	unmarked		f_odkqoytys2px6	f_ky22likdlg36w	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula and Gilgit dúu have early long prominence; Astori du is short. The broad citation dva conceals accented historical case and gender forms. A development involving dvā́ and raising differs from contraction of duvaú, so modern uu alone cannot identify the antecedent. Kalkoti duu, Kundal duī and Sawi dū add segmental evidence but not uniform mora notation.
6141	give	díi	to give, put	1	long-final-vowel	E	1	dam	hultman2023kalkoti	unmarked		f_jfzzr2ihjxsti	f_drydonmaob7e6	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula díi, bare d-, Kalkoti duun and Kundal di represent different renewed cells of a highly irregular verb. Initial reduplication and old finite morphology are largely lost, so the old third-person accent cannot be projected onto all citations. The perfective requires the separate dattá/dita family.
6983	new	náawu	new	2	short-final-vowel	E	2	num	hultman2023kalkoti	unmarked		f_owx7gir2gapgs	f_gyj7em6aqpm4e	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	unknown	unscorable		Palula náawu is early while Gilgit naáwo is late on a long vowel before a preserved w and gender ending. Kohistani nóo~, Guresi náa~ and Astori náu~ have early root prominence with different contraction. Gilgit's late aa therefore cannot be attributed to loss of the visible w alone; a historical extended-stem or geminate/glide stage is needed. This is a stringent residual for a cluster-only account of new late vowels.
3696	milk	c̣hiír	milk	1	consonant-final	L	1	c̣iir	hultman2023kalkoti	unmarked		f_6kjbevxh3cc5e	f_5jp2hjpo2nqwi	Palula-L-without-short-final-vowel	early-High-or-falling	unknown	unscorable		Palula c̣hiír and Strand c̣hîʹr retain old ī and place accent on its second mora after loss of final accented a. This is a clean long-root oxytone apocope example with aspiration retained; aspiration is not needed to create the contrast. Sauji c̣hir lacks a reliable contour and may have reduced quantity.
9982	meat	mhaás	meat, piece of flesh	1	consonant-final	L	1	maas	hultman2023kalkoti	unmarked	explicitly-no-Low-in-primary-discussion	f_nofw24hqorr32	f_nlvpea42ce6sy	Palula-L-without-short-final-vowel	early-High-or-falling	unknown	unscorable		Meat maas is explicitly said to lack Low despite Palula mhaás. Its unmarked High status remains conservative/unscored; absence of Low alone does not prove a zero-High category.
4424	big	gháanu	large, big	2	short-final-vowel	E	2	gän	hultman2023kalkoti	unmarked		f_xqhdq27mxnk62	f_vzzbfoon65zbu	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	unknown	unscorable		Liljegren gháanu is early root-accented in the extended big adjective, compatible with open-syllable short-a lengthening. Strand ghâʹnu is late in the same apparent formation. The modern u/ee feminine alternation supports an inflectional formation, but does not remove the source disagreement. Sauji ghaṇyeṛo has extra derivation and cannot be counted as the same stem.
6651	door	dáar	door	1	consonant-final	E	1	där	hultman2023kalkoti	unmarked		f_uqrovhffu5bbi	f_ma7oj2akp5mry	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula dáar beside Biori dar supports early accent on newly lengthened a. The reconstructed short input is distinct from independently attested long dvā́ra. Palula darúṛi ‘window’, Shina darú ‘outside’ and adjectival dariino have additional material or grammatical uses; they are not exceptions in one door paradigm. Sawi darḗ may likewise reflect an ending.
13574	sun	súuri	sun	2	short-final-vowel	E	2	siir	hultman2023kalkoti	unmarked		f_xcffh3i7y4om4	f_f5ppuzenbgtk6	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	unknown	unscorable		Palula and all four Shina dialects súuri retain early long-root prominence with final i. Unlike many unaccented reconstructed extensions, the old family independently records initial accent on sū́riya and sū́rya, making this a strong formation-controlled retention example. Kundal sūr/sīr has lost the ending and varies in vowel quality; Sauji surya preserves fuller consonantal material.
12225	go	bíi	to go, leave, move	1	long-final-vowel	E	1	baans	hultman2023kalkoti	unmarked		f_5ngceqohtjin4	f_z5jfyte7gpffo	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula bíi is a modern citation ending attached to a heavily reduced motion root; Strand gives consonantal b-. Shina buž-/bož- and Kalkoti buun preserve different present formations, while perfective go words belong to other historical roots. The database's isolated vr and ẓ are comparative phonological fragments, not independent attested lexical outcomes.
6141	give	díi	to give, put	1	long-final-vowel	E	1	deens	hultman2023kalkoti	unmarked		f_gyl3zdsswcdio	f_drydonmaob7e6	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula díi, bare d-, Kalkoti duun and Kundal di represent different renewed cells of a highly irregular verb. Initial reduplication and old finite morphology are largely lost, so the old third-person accent cannot be projected onto all citations. The perfective requires the separate dattá/dita family.
13756	do	thíi	to do, make	1	long-final-vowel	E	1	tham	hultman2023kalkoti	unmarked		f_27ele6gdpp2n4	f_eglhkdsbofymk	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula thíi and Gilgit th-/thu belong to a highly reduced do/make/say paradigm, with much of the old causative stem lost. The modern citation vowel or finite ending carries grammatical information and cannot be equated directly with the old accented pā/yā material. Kalkoti thuun is a present cell, requiring alignment with comparable forms rather than a bare consonantal root.
12225	go	bíi	to go, leave, move	1	long-final-vowel	E	1	bi	hultman2023kalkoti	unmarked		f_gjlxwwuav2ou4	f_z5jfyte7gpffo	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	excluded	unmatched-verbal-cells	Palula bíi is a modern citation ending attached to a heavily reduced motion root; Strand gives consonantal b-. Shina buž-/bož- and Kalkoti buun preserve different present formations, while perfective go words belong to other historical roots. The database's isolated vr and ẓ are comparative phonological fragments, not independent attested lexical outcomes.
5994	three	tróo	three	1	long-final-vowel	E	1	troo	hultman2023kalkoti	unmarked		f_bccgol32yggls	f_u7ls4eyuoroxs	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula tróo/Biori trúu and Shina c̣ée have early prominence after contraction, but their different vowel qualities reflect different monophthongization and raising histories. The old entry has independently distinct masculine, neuter and genitive stems; the exact modern source cannot be assumed from the first headword. Kalkoti traa and Kundal trā are unmarked.
2574	who	koó	who, somebody, anybody (nom)	1	long-final-vowel	L	1	kii	hultman2023kalkoti	unmarked		f_446d5oer3nram	f_cvdcqs2s4pewm	Palula-L-without-short-final-vowel	early-High-or-falling	unknown	unscorable		Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.
48	walnut	ac̣hoóṛ	walnut	2	consonant-final	L	1	c̣hòor	hultman2023kalkoti	Low		f_kjp2enyafdm32	f_r3ifxkdwc3rmq	Palula-L-without-short-final-vowel	early-High-or-falling	Low-without-marked-High	excluded	Palula-polysyllabic-other-formation	Walnut ac̣hoóṛ/c̣hòor also reduces an entire initial syllable. Its Low may interact with aspiration and onset reanalysis, so it is not a simple same-root monosyllable correspondence.
2445	bear	iṇc̣	bear	1	consonant-final	short-monosyllable		ic̣	hultman2023kalkoti	unmarked		f_u32idysy4lxwy	f_syfbldorjhmje	other-comparative-structure		unknown	excluded		Palula iṇc̣ and Gilgit ic̣ are short monosyllables and therefore do not test mora accent. Their i reflects vocalic-r development, and nasalization is secondary. Longer female-bear forms with final accented ī are derivatives of an independently attested feminine formation; they must not be treated as counterexamples to the root-accented masculine noun.
2512	sheep	yíiṛi	sheep, ewe	2	short-final-vowel	E	2	eér	hultman2023kalkoti	H2		f_ic3egyhplwkxe	f_fbcxgvjerlk6m	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	final-High-or-rising	consistent		Sheep yíiṛi/eér preserves the short final feminine vowel only in Palula and matches the final-High apocope outcome.
13085	put on	ṣóo	to put on, wear	1	long-final-vowel	E	1	ṣaál	hultman2023kalkoti	H2		f_sx3txrvd6wd4o	f_nvxz3kom47iui	Palula-E-without-short-final-vowel	zero-High-or-default	final-High-or-rising	excluded	unmatched-verbal-cells	Palula ṣáača ‘climb’, ṣóo ‘put on’ and ṣaawóo ‘dress someone, light’ differ in valency and stem formation, matching an old family that independently contains passive, causative and participial stems. Their different accents cannot be reduced to one sound outcome of sájati. The source explicitly discusses retroflex ṣ spreading from prefixed formations, supplying an independent morphological route for the unusual initial consonant.
7785	path	páand	path, road	1	consonant-final	E	1	paand	hultman2023kalkoti	unmarked		f_pnuyt3bkovr3k	f_sr7ofangymbyy	Palula-E-without-short-final-vowel	zero-High-or-default	unknown	unscorable		Palula páand/Biori pan and fixed inflection are compatible with old root prominence followed by later Ashret lengthening. Shina pon is short and reflects nasal-environment backing; Sauji phantē has a retained ending. Since the old headword has short accented a followed by long ā but retains root accent, it is a necessary countercontrol to unrestricted attraction to any later long vowel. The irregular paradigm may explain why final ā is not an ordinary lexical long-vowel target.
10716	song	rhoó	song; music	1	long-final-vowel	L	1	róo	hultman2023kalkoti	H1	explicitly-no-Low-in-primary-discussion	f_6wshauqvurlp2	f_i4epwziehkgiq	Palula-L-without-short-final-vowel	early-High-or-falling	early-High-or-falling	consistent		Song rhoó/róo follows Palula L→Kalkoti H1, while explicitly lacking Low despite rh. These two dimensions must be kept separate.
4516	horse	ghúuṛu	horse (generic), stallion	2	short-final-vowel	E	2	ɡòór	kalkoti	P-low-rising		f_llghac7dlaz46	f_hyb6gdz54j3wq	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	final-High-or-rising	consistent		Horse has both an unaccented final u in Palula and initial voiced aspiration. Kalkoti Low plus final High shows the two conditioning dimensions together.
4516	horse	ghúuṛu	horse (generic), stallion	2	short-final-vowel	E	2	gòór	hultman2023kalkoti	Low+H2		f_3iote6e7uhlqi	f_hyb6gdz54j3wq	Palula-prefinal-accent-plus-short-final-vowel	final-High-or-rising	final-High-or-rising	consistent		Horse has both an unaccented final u in Palula and initial voiced aspiration. Kalkoti Low plus final High shows the two conditioning dimensions together.
