family_id	formation	input	analysis	unresolved	status	annotation_history	revision_reason
4874	movement-root-verb-with-expressive-grade-variants	*cul, *cil and transitive *cōl	Palula čúla has initial short-root prominence in the imperative and a move/rock semantic range close to the proposed fidget root. The independently reconstructed transitive long grade suggests morphological differentiation, but no old accent is known. The modern citation should be compared with its conjugational class, not treated as a bare inherited root outcome.	Read valency and finite forms and compare any long-grade transitive counterpart.	verbal-expressive-grade-family	"[""family_annotations_15.jsonl:32""]"	
4889	small-adjective-from-pulverized-result	cūrṇa/cūrṇaka	Palula and Shina čúṇu/čúno share short root prominence before an unaccented ending despite old long ū. The minute/pulverized-to-small meaning is independently supplied, and the adjective-class accent is consistent. Root shortening is a separate historical problem; the unaccented old input cannot resolve it or prove a particular reaccentuation.	Read adjective paradigms and test whether shortening before the nasal/cluster belongs to a broader class.	diagnostic-adjective-pattern-with-old-long-shortening	"[""family_annotations_15.jsonl:33""]"	
5020	ash-nominal-from-attested-compound-component	chādi in chādi-muṣṭi ‘handful of ashes’	Palula čhíi has early long-root prominence after contraction and vowel change. Although the bare old meaning ‘covering’ is reconstructed, the cited compound explicitly denotes ashes, giving stronger semantic evidence than the abstract gloss alone. Its accent remains unrecorded, so the modern early raised vowel supports a relative chronology rather than direct old accent retention.	Read the compound evidence and reconstruct the ā/i contraction and source of modern ī.	semantic-compound-evidence-with-unknown-accent	"[""family_annotations_15.jsonl:34""]"	
5042	passive-cut-verbal-stem	chidyatē	Gilgit čhiǰ- is an unaccented bound passive stem, while the older infinitives accent their own endings. The old passive valency and dy-to-palatal development align well, but no old accent is recorded in this entry. It must be compared jointly with the active nasal-present family rather than counted as an unrelated lexical test.	Read active/passive paradigms and recover equivalent finite accents.	passive-verbal-paradigm	"[""family_annotations_15.jsonl:35""]"	
5046	nasal-present-cut-verb	*chindati, with attested chinátti/chindánti cells	Palula čhína/Biori čhíne has short initial-root prominence in the imperative, while Gilgit čhin- is unaccented as a bound stem. The old entry independently supplies differently formed nasal-present cells, but the reconstructed citation *chindati has no accent. Modern imperative accent must be analyzed morphologically rather than copied from chinátti.	Read the complete cut paradigm and compare passive 5042 and perfective formations without double-counting the root.	nasal-present-paradigm-control	"[""family_annotations_15.jsonl:36""]"	
5060	put-verbal-family-with-competing-initial-affricates	churayati/chōrayati; proposed *kṣur in the source discussion	Palula čhooríi accents a modern ending, while Gilgit čhur- is a short bound root and Kalkoti čhoon a finite form. Turner bases an alternative *kṣur proposal partly on older Palula c̣h, but the modern dictionary prints čh, so source transcription and the historical consonant argument need direct verification. The old forms have no independently marked accent.	Read the comparative discussion and original affricate spellings, then align finite cells and valency.	verbal-etymology-sensitive-to-source-segments	"[""family_annotations_15.jsonl:37""]"	
5075	hair-nominal-with-multiple-extensions-and-mora-divergence	*jakka/*jagga	Gilgit jakúr has final short-root accent, Kohistani jáako is early-long, Astori jaáko late-long, and Guresi jakúu has final early-long prominence. The extra r and differing final vowels demonstrate multiple formations, while the Kohistani/Astori pair differs in mora alignment with similar surface shape. The unaccented expressive root does not independently predict any of these accents.	Read hair mass/unit and case paradigms and test the same-shape Kohistani/Astori contour difference explicitly.	diagnostic-nominal-formation-and-mora-complex	"[""family_annotations_15.jsonl:38""]"	
5095	body-hair-nominal-with-expressive-variants	*jatta/*jatra/*jacca	Gilgit ǰaṭ ‘body hair’ is short and distinct from the fuller head-hair forms in 5075. The old family is reconstructed and unaccented, and its alternative consonant clusters may reflect expressive variation. The modern short word cannot supply a two-mora correspondence.	Read body versus head/animal hair distinctions and the noun's inflected accent.	short-expressive-hair-nominal	"[""family_annotations_15.jsonl:39""]"	
5155	cream-nominal-with-questionable-water-root-derivation	jala ‘water’	Palula ǰiléeṛi ‘cream’ accents long ē in additional final stem material. The bare water noun does not explain that extension or the specific dairy meaning, so the graph link needs a documented derivational or semantic argument. Old accent is absent, and the modern contour cannot justify the etymology.	Inspect the dictionary's etymological note and neighboring dairy terms; retain the link as uncertain if no independent formation is supplied.	derivational-etymology-unresolved	"[""family_annotations_15.jsonl:40""]"	
5311	fever-nominal-with-competing-short-and-long-inputs	*jvāra; compare independently accented short-root jvará 5303	Palula ǰáar/Biori ǰar is the same fever lexeme also linked to a short-root jvara formation. Biori's short vowel and Ashret early aa support later monosyllabic lengthening, whereas reconstructed *jvāra would require shortening first. These are competing old quantity analyses of one word, not independent confirmations.	Compare *jvāra with jvará 5303 using the Biori short form and full fever paradigm; count the modern lexeme once.	competing-input-quantity-and-deduplication	"[""family_annotations_15.jsonl:41"", ""annotation_revisions_02.jsonl:3""]"	Replaced an unverified cross-reference number with the checked family ID 5303.
5322	churn-nominal-from-froth-family	*jhaggā/*jhakkā	Astori jagú ‘churn’ has final short prominence, but the old reconstructed input means froth/scum. A container/instrument or action-to-object derivation is plausible and would add morphology, yet is not explicit in the bare graph. The old accent is unknown.	Read the source's grammatical category and derivational explanation, distinguishing churn instrument from churning action.	instrument-derivation-needs-verification	"[""family_annotations_15.jsonl:42""]"	
5334	animal-hair-nominal-with-aspirated-new-length	*jhaṇṭa and *jhāṭṭha/*jhiṇṭa variants	Palula ǰhaáṭ versus Biori ǰhaṭ gives late lengthening in an aspirated closed monosyllable, independently supported by the short dialect form. The old variant family includes both short and long vowels, so its historical quantity cannot be chosen from the modern outcome. Kundal jē̌ṭ ‘goat’ adds a semantic animal-from-hair comparison and a source-specific contour worth checking.	Read hair/mane/goat formations, verify Kundal notation and distinguish old quantity alternatives.	diagnostic-aspiration-lengthening-with-input-variants	"[""family_annotations_15.jsonl:43""]"	
5355	forest-nominal-from-bush-family	*jhalla	Gilgit/Kohistani/Guresi jeél consistently has late long-vowel prominence, while the reconstructed old bush word has short a and no accent. Cluster reduction, fronting and loss of aspiration must precede or accompany the modern long vowel. The agreement offers a potential newly long late class beyond Gilgit, but requires an independently supported intermediate.	Read paradigms and the front-vowel history and compare Chilas zol separately.	diagnostic-shared-new-long-late-candidate	"[""family_annotations_15.jsonl:44""]"	
5391	light-verb-predicate-from-expressive-flash-root	*jhil	Gilgit jil b- ‘rise of a celestial body’ combines a short flash/light element with become. The whole predicate is not one lexical word and the old expressive root is unaccented. Its semantic relation to sunrise is plausible, but no early/late contour is directly present in the short nominal component.	Read predicate structure and inflection and distinguish lexicalized sunrise from productive flash expressions.	light-verb-expressive-predicate	"[""family_annotations_15.jsonl:45""]"	
5399	wood-nominal-questionably-linked-to-break-verb	*jhukkati	Gilgit juk ‘wood’ is short and lacks marked accent, while the old reconstructed input is a stoop/break verb. A broken-wood result noun may be intended, but that derivation must be demonstrated. The modern nominal cannot be treated as a direct finite-verb reflex merely because the root segments resemble one another.	Read the original etymological discussion and search for a documented resultative formation or alternative wood root.	nominal-verbal-link-needs-verification	"[""family_annotations_15.jsonl:46""]"	
5406	postposition-with-source-accent-conflict	*jhulyati ‘swings’	Liljegren ǰhulí ‘on top, over’ is finally accented, whereas Strand -ǰhʹuli marks the first short vowel. This is a genuine two-syllable source conflict, potentially affected by clitic status or syntactic use. The proposed swing/lie-to-on-top history is grammaticalization, not direct preservation of an old finite accent; the input itself is unaccented.	Read phrase contexts and clitic behavior in both sources and the full etymological argument.	diagnostic-postpositional-source-accent-conflict	"[""family_annotations_15.jsonl:47""]"	
5407	evaluative-adjective-with-final-accent	*jhūṭṭha	Strand ǰhuṭʹa ‘adulterated’ has final short-vowel accent and a shortened root, unlike the ordinary root-accented u/o adjective class. Its a ending and specialized evaluative meaning independently distinguish it, and a regional loan layer is plausible. The old input is unaccented, so a historical shift cannot be asserted.	Read inflection and donor evidence and compare ordinary false versus adulterated lexical uses.	diagnostic-adjective-class-boundary	"[""family_annotations_15.jsonl:48""]"	
5416	broth-feminine-nominal	*jhōla	Gilgit ǰúuli has early long-root prominence before i, with juice-to-broth semantics closely matching the reconstructed family. The old ō and modern ū need a vowel history, but the old accent is absent. The final i likely belongs to a feminine formation that should be confirmed rather than inferred solely from spelling.	Read the broth paradigm and compare related sauce nouns and regional loans.	feminine-root-accent-pattern-input-unknown	"[""family_annotations_15.jsonl:49""]"	
5427	axe-feminine-nominal-with-instrument-variant	ṭaṅka/ṭaṅga	Palula ṭhóngi has initial short-root prominence before i, while older ṭhōngi differs in quantity. The old spade/hoe/chisel and sword variants support a broad cutting-tool family, but aspiration and o quality require specific segmental or borrowing history. The old input has no recorded accent.	Read tool terminology and feminine inflection and verify historical quantity before assigning a change class.	instrument-feminine-with-segmental-uncertainty	"[""family_annotations_15.jsonl:50""]"	
5429	pear-nominal-with-unit-extension	ṭaṅka/*taṅka plant family	Palula ṭaangúuṛu accents the long final root syllable before u, with the same -uuṛu material seen in several unit or fruit nouns. The old wood-apple plant name is not automatically identical to pear, so the botanical shift and extension require independent evidence. Old accent is unknown.	Read the source's botanical argument and the unit suffix's productivity and inflection.	fruit-derivation-with-species-uncertainty	"[""family_annotations_16.jsonl:1""]"	
5440	expressive-or-contact-pony-nominal	*ṭaṭṭu/*taṭṭu	Gilgit ṭaṭṭú retains a geminate and accents its final short vowel. The source explicitly suggests expressive origin, and the form resembles a widespread regional pony term, so borrowing or expressive lexicalization must be evaluated. There is no independent old accent and no reason to force it into the unaccented-o/u nominal class.	Read borrowing notes and the pony paradigm and compare donor forms.	expressive-or-loan-class-boundary	"[""family_annotations_16.jsonl:2""]"	
5459	bread-feminine-nominal	*ṭikka ‘cake’; compare *ṭukk 5466	Degener ṭíki ‘bread, food’ has initial short-root prominence; Buddruss ṭiki omits accent. The specific cake input is semantically closer than the alternative break/piece root under which the same modern word is linked. These are competing etymologies of one bread noun and cannot be counted independently.	Read both source entries and compare the cake versus piece derivation without using accent to choose the input.	competing-bread-etymologies	"[""family_annotations_16.jsonl:3""]"	
5466	bread-nominal-from-piece-family	*ṭukk/*ṭukka; compare *ṭikka 5459	All four Shina dialects ṭíki/ṭíkki have initial short-root prominence before i. The uniform modern pattern is useful, but the proposed break-to-piece-to-bread derivation competes with a direct reconstructed cake word. The i/u difference requires explanation, and neither old input has independently recorded accent.	Deduplicate the bread lexeme and assess derivational/segmental evidence for the competing inputs.	diagnostic-modern-agreement-with-input-ambiguity	"[""family_annotations_16.jsonl:4""]"	
5478	insect-nominals-with-descriptive-or-expressive-extensions	*ṭōṅka ‘beak’ and variants	Palula ṭíinkur ‘grasshopper’ and Strand ṭʹî˜čuk ‘scorpion’ share initial early-long prominence but have different final formations. The beak-to-insect semantic connection may involve pointed body parts, yet must be supported by the source rather than inferred casually. Old accent is unknown and the front-vowel history requires a specific derivation.	Read both insect etymologies and suffixes and distinguish inherited descriptive formation from expressive resemblance.	zoological-derivations-uncertain	"[""family_annotations_16.jsonl:5""]"	
5481	hat-versus-bowl-nominals	*ṭōppa with ṭuppikā/ṭōpikā clothing derivatives	Strand ṭopʹi ‘hat’ has final short accent and a short first vowel, whereas ṭʹûpi ‘bowl’ has early long-root prominence and raised ū. The semantic distinction and contrasting quantity indicate separate lexical formations or borrowing layers. The old family explicitly offers clothing derivatives but no independently known accent.	Read the bowl connection and each noun's inflection and loan history; do not merge the two i-final words into one class.	diagnostic-lexical-and-morphological-accent-split	"[""family_annotations_16.jsonl:6""]"	
5492	ogress-nominal-with-competing-expressive-and-demon-etymologies	*ṭhaṭṭha ‘joke’; compare *ḍākka 5541	Palula ṭhaaṭéeki accents the final long root syllable before an unaccented feminine i and belongs to the m-declension. The dictionary cites both joke/laughter and demon roots, suggesting a complex or contaminated formation rather than two independent inherited words. The expressive initial material and demon meaning must each be accounted for.	Read the full old comparison and evaluate a compound/contamination analysis with 5541, counting the modern ogress once.	competing-or-combined-demon-etymologies	"[""family_annotations_16.jsonl:7""]"	
5524	expressive-defective-family-with-divergent-modern-senses	*ḍagga and numerous independently reconstructed variants	Strand ḍʹang ‘hard’ is short while ḍʹâg ‘male markhor’ is early-long. The broad defective/contempt family contains many expressive variants, but hardness and male-markhor senses are not self-evident continuations. The accent agreement cannot compensate for unresolved semantics and quantity.	Read Strand's exact etymological arguments for both words and separate them if no common formation is justified.	expressive-etymology-and-semantic-uncertainty	"[""family_annotations_16.jsonl:8""]"	
5541	ogress-feminine-with-expressive-first-element	ḍāka/*ḍākka; compare *ṭhaṭṭha 5492	The same Palula ṭhaaṭéeki ‘ogress’ appears here and under joke/laughter *ṭhaṭṭha. CDIAL explicitly cross-refers the forms, while the modern dictionary cites both roots. The demon input explains the referent better but not all the repeated/aspirated initial material; a combined expressive formation is plausible and must be demonstrated.	Read the proposed segmentation and feminine suffix history; deduplicate this with family 5492.	combined-or-competing-etymology	"[""family_annotations_16.jsonl:9""]"	
5551	body-simplex-versus-belly-derivative	ḍimba/ḍimbha and reconstructed *ḍamba	Gilgit ḍim/dim ‘body, self’ is short with source variation in retroflex notation; Sauji ḍāmu ‘belly’ has a longer root and retained ending. The old family provides a different-vowel variant, so the Sauji form need not reflect the same immediate input. No old accent is recorded.	Read body/self grammaticalization and Sauji nominal inflection and verify the initial consonant convention.	body-nominal-variant-inputs	"[""family_annotations_16.jsonl:10""]"	
5558	expressive-animal-sound-verb	*ḍukkar	Palula ḍhroonkíi accents a modern verbal ending after a complex unaccented root. The bellow/bray semantic match is direct, but the old expressive form's consonant order and vowels differ substantially and have no recorded accent. Metathesis, nasalization and expressive remodeling need independent source support.	Read the animal-sound verb paradigm and the proposed historical intermediate.	expressive-verbal-formation	"[""family_annotations_16.jsonl:11""]"	
5570	social-group-name-with-regional-contact-history	ḍōmba/ḍōma	Gilgit ḍoóm has late long-root prominence and closely matches the documented blacksmith/musician community term. The old entry is unaccented and discusses an ultimate drum-related origin, so modern late accent cannot be called inherited without further evidence. Community names may preserve shared regional forms through contact.	Read source usage, inflection and relevant community-name variants, keeping ultimate origin separate from local sound history.	social-name-old-accent-unknown	"[""family_annotations_16.jsonl:12""]"	
5573	ladle-feminine-with-r-extension	*ḍōva and independently linked *ḍōvar formation	Palula ḍʹûri and Gilgit ḍóori agree in early long-root prominence before i, with western raising. The r-bearing feminine formation is more immediate than the bare reconstructed spoon headword. The source explicitly doubts a connection with dárvi, so that accented word cannot be used to supply the missing old accent.	Read the r-extension and inflection and verify its independent comparative support.	diagnostic-early-feminine-correspondence	"[""family_annotations_16.jsonl:13""]"	
5574	bury-or-plant-transitive-verb	*ḍhakk/*ḍhaṅk ‘cover’	Palula ḍhangóo/Biori ḍhangúu accents a modern transitive ending and preserves the nasal variant explicitly proposed in the old family. Cover-to-bury/plant semantics is straightforward, but the reconstructed root has no accent. The modern verb belongs with conjugational classes rather than nominal mora rules.	Read finite and perfective cells and compare nasal versus geminate stem history.	verbal-formation-input-unknown	"[""family_annotations_16.jsonl:14""]"	
5576	expressive-drum-nominal	*ḍhaḍḍha	Gilgit ḍaḍáŋ accents its final short syllable and adds a final nasal to an expressive repeated-consonant pattern. The old form is explicitly onomatopoeic and unaccented; its modern accent may belong to the expressive formation rather than a regular inherited pattern. The semantic match is direct.	Read the source's drum variants and nominal inflection and avoid reconstructing accent from one expressive word.	expressive-nominal-stratum	"[""family_annotations_16.jsonl:15""]"	
5582	back-nominal-with-western-apocope	*ḍhākka	Palula ḍóok/Biori ḍáak and Gilgit ḍáaki agree on early long-root prominence, with western vowel raising and differing final i retention. This is a coherent comparative pattern despite the old input's missing accent. Loss of initial aspiration does not correlate with a uniform late contour here, an important control for indiscriminate aspiration-based accounts.	Read back/waist paradigms and determine the final i's history and the timing of aspiration loss.	diagnostic-early-root-correspondence-input-unknown	"[""family_annotations_16.jsonl:16""]"	
5589	belly-nominal-with-variant-roots-and-Kalkoti-Low	*ḍhiḍḍha, *ḍhēḍḍha, *ḍhēra and other variants	Palula ḍheér and Shina ḍeér agree in late long-root prominence despite source variation in retroflex notation. Kalkoti ḍä̀är is explicitly Low in both modern tone analyses, plausibly associated with lost voiced aspiration. The old variant family has different quantities and no independently marked accent, so the shared late contour and Kalkoti Low must be analyzed as separate dimensions.	Read the exact old variant selection and noun paradigms and compare aspiration-loss Low without assuming it predicts mora alignment.	diagnostic-mora-versus-Low-tone-separation	"[""family_annotations_16.jsonl:17""]"	
5592	meeting-light-verb-predicate	*ḍhukyati ‘approaches’	Gilgit ḍok b- ‘meet’ consists of a short lexical element plus become, while ḍukiní ‘quarrel’ is another derived formation. The old verb is reconstructed and unaccented. The light-verb construction may preserve a nominal/resultative base rather than directly continue the old finite word.	Read predicate structure and the relation of meet to quarrel and recover accent-bearing inflected forms.	light-verb-grammaticalization	"[""family_annotations_16.jsonl:18""]"	
5598	ball-or-lump-nominal-with-expressive-variants	*ḍhēḍḍha and shorter *dhiḍḍha variants	Gilgit ḍiḍo ‘ball’ has no marked accent despite two short nuclei, so it is missing prosodic information rather than a short-monosyllable outcome. The old family has numerous expressive quantity/consonant variants; older bullet and lump forms may be different derivatives. No unique old accent is available.	Inspect the primary entry for omitted accent and distinguish ball, bullet and other derived objects.	missing-modern-accent-expressive-family	"[""family_annotations_16.jsonl:19""]"	
5618	cutting-tool-feminines	takṣa ‘cutting, carpenter’	Palula téec̣i and Gilgit tác̣i both have initial prominence before i, but western long/front ē contrasts with Gilgit short a. The old cutting/carpenter term is unaccented and a tool-forming derivative is needed for chisel/hatchet. Feminine morphology and fronting may explain the difference, but the exact suffix must be established.	Read tool paradigms and reconstruct the i-conditioned vowel history and any old extension.	diagnostic-feminine-tool-quantity-and-vowel-split	"[""family_annotations_16.jsonl:20""]"	
5664	insect-name-compound-with-lexical-replacement	tantravāya or tántra plus *vābha; modern wasp versus older spider	Palula traambú is finally accented and has aan/i-declension morphology, with oblique -í and plural -aán. The dictionary instead explains it through web/loom plus weaving material, while older sources call the insect a spider. Biori bhúmbur is a separate lexical replacement, and starred *bāv/*vābha plus isolated trānd/trān are explanatory constituents, not additional attested full words.	Resolve wasp/hornet versus spider identification and the exact compound, preserving the demonstrated mobile ending pattern.	diagnostic-compound-and-lexical-identification-problem	"[""family_annotations_16.jsonl:21""]"	
5714	weighing-instrument-nominal-from-inquiry-root	tarka	Gilgit c̣akáai ‘balance scales’ accents the final long material of a derived instrument noun. The inquiry/judgment-to-weighing semantic route may be intended, but tr-related initial affrication and the ending require a specific derivation. The old noun is unaccented, so the modern accent cannot establish the input.	Read the original etymological argument and instrument morphology and compare regional scales terms.	instrument-etymology-needs-verification	"[""family_annotations_16.jsonl:22""]"	
5731	surface-simplex-versus-body-part-feminine	tala and reconstructed *talla	Palula tʹâl ‘ceiling’ is early-long while Shina tal is short; Palula talíi ‘sole’ has an accented feminine ending and Gilgit talii lacks marked accent. The old surface/sole semantic range supports a common root, but the bare surface noun and body-part derivative have independently different morphology. They cannot share one accent outcome cell.	Read ceiling and sole paradigms and verify Gilgit's missing accent and Kundal tēl vowel history.	diagnostic-simplex-versus-feminine-accent	"[""family_annotations_16.jsonl:23""]"	
5768	cooking-surface-nominals-with-gender-derivation	tāpaka and feminine tāpikā	Strand tʹêwi ‘skillet’ is early with a fronted root and final i, whereas Gilgit taá ‘baking sheet’ is late-long after more extensive contraction. The independently attested feminine frying-pan derivative supplies a plausible distinction from the masculine cooking-stove formation. Old accents are not recorded, but morphology and contraction provide testable conditioning.	Read the gender/case paradigms and reconstruct fronting, p-to-w and final-vowel loss separately.	diagnostic-gender-derivation-and-contraction	"[""family_annotations_16.jsonl:24""]"	
5798	star-nominal-with-independently-accented-derivatives	tārā, tā́rakā and tāraká	Palula tóoru and Shina táaro/táaru have early long-root prominence before a gender ending, while Kalkoti taár is high-rising/late H after final-vowel loss. The old entry independently supplies both initially accented tā́rakā and suffix-accented tāraká, so choosing the immediate input requires morphological evidence. The modern ending-loss contrast can be tested without resolving every older accent alternative.	Read star paradigms and discriminate the old derivatives; do not select one solely because it predicts the observed accent.	diagnostic-old-derivative-ambiguity-and-Kalkoti-apocope	"[""family_annotations_16.jsonl:25""]"	
5853	mouth-simplex-versus-lip-and-beak-extensions	tuṇḍa and variant regional mouth/beak formations	Palula dhut ‘mouth’ is short; Shina thurúuṭi/thuríuṭo has extra r and long-vowel material in lip/beak nouns. Kalkoti dut ‘lip’ is explicitly low-pitched in Liljegren 2013 Table 12, compatible with earlier aspiration. The source discusses a variant-rich non-Indo-Aryan anatomical family, so one exact input and accent cannot be assumed for all formations.	Read the anatomical derivatives and aspiration chronology, and distinguish lexical Low from predictable voiceless-aspiration lowering.	diagnostic-anatomical-derivation-and-tone	"[""family_annotations_16.jsonl:26""]"	
5860	navel-nominal-with-old-gender-variants	tundi/tundī/tundikā and tuṇḍi variants	Gilgit tun is short while Kalkoti tind retains a cluster and front vowel. The old navel family independently offers several final vowels and retroflex/nonretroflex variants without accent. These can condition segmental differences, but selecting among them requires more than the modern contour, which is unmarked here.	Read navel paradigms and primary Kalkoti prosody and determine whether fronting reflects a lost i ending.	body-part-variant-inputs-short-outcomes	"[""family_annotations_16.jsonl:27""]"	
5869	wheel-nominal-with-final-accented-long-ending	*tumba ‘obstruction, boss’	Palula tuumboó has final late-long oo and a long unaccented first vowel; Strand agrees. Its mill-wheel/turbine meaning may derive from a boss/hub term, but the final ending and expanded quantity need a nominal formation history. It belongs with the final-oó declension rather than the ordinary unaccented-u class, independently testable through its inflection.	Read the wheel paradigm and the semantic/derivational connection to the old boss noun.	diagnostic-final-oo-nominal-class	"[""family_annotations_16.jsonl:28""]"	
5930	sour-adjective-in-milk-compound-and-derived-verb	*tr̥pu	Palula trʹuno-c̣hîʹr contains a root-accented sour adjective plus a separately accented milk noun; the two accents must not be parsed as an anomalous single word. Sauji forms include a become-sour verb and participial material with different endings. The old sour root is reconstructed without accent, though wider Iranian comparison supports the semantic family.	Read compound boundaries and Sauji verbal cells and exclude starred explanatory reconstructions.	compound-and-verbal-formation-control	"[""family_annotations_16.jsonl:29""]"	
5936	thirst-simplex-and-denominal-verb	tr̥ṣā/tr̥ṣ	Palula triṣ is short and Strand labels the same form hunger, while triṣâl- is a derived be-thirsty stem. The semantic discrepancy may be lexical broadening or source glossing and should be checked, but there is no two-mora contour in the simplex. The old forms are unaccented in this entry.	Read thirst/hunger usage and the denominal suffix's accent behavior.	short-nominal-with-semantic-and-verbal-derivation	"[""family_annotations_16.jsonl:30""]"	
5978	measurement-unit-nominal	tōlaka/tōla	Gilgit tóolo has early long-root prominence before o and a direct weight-unit meaning. The old -aka formation is independently attested, making this a useful morphology control, but the old accent is unknown and standardized weight terminology may spread through trade/contact.	Read inflection and regional donor history and distinguish early integration from direct inheritance.	attested-extension-with-contact-potential	"[""family_annotations_16.jsonl:31""]"	
5988	expressive-lightning-nominal	traṭ ‘crackle’	Guresi traṭ ‘lightning’ is a short monosyllable related to an explicitly sound-symbolic crackling family. It supplies no early/late long-vowel contrast and no independently known old accent. The semantic shift from sound to weather event should be compared with thunder/lightning distinctions in the source.	Verify the gloss and source context; keep this expressive lexical stratum separate.	expressive-short-nominal	"[""family_annotations_16.jsonl:32""]"	
6097	expressive-saliva-feminine-nominal	*thukk	Palula and Gilgit thúki share initial short-root prominence before i. The spit/saliva semantics is direct and a feminine nominal formation is visible, but the old root is reconstructed and expressive. The consistent modern accent can support a productive class description without proving an old barytone.	Read noun/verb relations and feminine inflection and compare the separate spitting sound thūt.	feminine-pattern-in-expressive-stratum	"[""family_annotations_16.jsonl:33""]"	
6099	heel-nominal-with-competing-etymology	*thuḍḍ ‘kick’; compare sthūrá 13775	Strand thʹuri ‘heel’ is the same initial-short-accented body-part word assigned elsewhere to sthūrá. A kick-derived instrumental/body-part noun and an old anatomical adjective are competing semantic derivations; neither can be chosen because its accent is convenient. The modern lexeme must be counted once.	Compare segmental quantity and the old anatomical senses to discriminate the two proposals.	competing-heel-etymologies	"[""family_annotations_16.jsonl:34""]"	
6102	spitting-interjection-or-action-word	thūt in an expressive sound compound	Gilgit thu is short and unaccented in a spitting expression. The old sound imitation has long ū but no recorded accent, and expressive phonation or phrase prosody may differ from ordinary noun accent. It should not be treated as an inherited long-vowel shortening example without establishing grammatical status.	Read the source's part of speech and use context and compare saliva thúki separately.	expressive-utterance-prosody	"[""family_annotations_16.jsonl:35""]"	
6110	horsefly-nominal-with-missing-accent	daṁśa ‘stinging insect’	Gilgit dii~ċo has a long root and final nominal ending but no marked accent, while the old stinging-insect noun is also unaccented. The insect meaning is a close match, yet fronting and the nasal/affricate history require a formation analysis. Missing accent must remain missing, not be inferred from the expected nominal class.	Inspect the primary entry for omitted accent and read the horsefly paradigm.	missing-modern-accent-in-derived-insect-noun	"[""family_annotations_16.jsonl:36""]"	
6118	know-light-verb-predicate-and-fused-stem	*dakṣatvana ‘cleverness’	Gilgit daṣ th- ‘know’ and daṣṭ- may represent an overt light-verb construction and a fused form, while daṣṭiní is an abstract derivative. The old cleverness compound is reconstructed without accent, and the t/th material may belong to modern verbalization rather than direct inherited clusters. The parent's dákṣa accent cannot decide the whole formation.	Read the source segmentation and paradigm and establish whether fusion explains the alternation.	diagnostic-light-verb-fusion	"[""family_annotations_16.jsonl:37""]"	
6250	beard-feminine-with-multiple-old-derivatives	*dāṁṣṭra, daṁṣṭrikā and attested dāḍhikā	Palula déeṛi has early long-root prominence before i; Shina dáai/dáa~y and related sequences also preserve early prominence with stronger contraction. The old family independently provides dāḍhikā ‘beard’, giving a more precise feminine input than the broad fang/tusk reconstruction. Its accent remains unrecorded, and Turner discusses difficulties in the segmental relation among the variants.	Read the detailed old derivation and beard paradigms and distinguish umlaut from inherited ē raising.	diagnostic-independent-feminine-input-and-contraction	"[""family_annotations_16.jsonl:38""]"	
6254	pomegranate-nominal-with-variant-stems-and-mora-conflict	dāḍima/dāḍimba versus reconstructed *dāṇḍu	Palula dheeṛúm has final short-root prominence, whereas Shina daṇúu~ is early-long in Schmidt and Degener danuú is late-long. The old variant stems independently explain different consonants, but the same-language early/late discrepancy remains a primary-source issue. The old family is unaccented and cannot be used to resolve that conflict automatically.	Verify Degener and Schmidt readings and fruit/tree or case distinctions; reconstruct each branch's specific old variant.	diagnostic-variant-input-and-Gilgit-mora-conflict	"[""family_annotations_16.jsonl:39""]"	
6261	grandparent-kinship-gender-pair	*dādda	Palula dóodu/déedi and Gilgit dáado have early long-root prominence with gender endings, while Buddruss dadií ‘grandmother’ is finally late-accented and Degener dadii lacks marked accent. Kalkoti daad/deed are explicitly high-rising/glottalized in Liljegren 2013 Table 12, consistent with final-vowel loss. The expressive old kinship root lacks accent, so the modern gender and language contrasts must be analyzed directly.	Read address/reference and gender paradigms, verify the exact Degener spelling and align Kalkoti cells.	diagnostic-kinship-gender-and-Kalkoti-apocope	"[""family_annotations_16.jsonl:40"", ""annotation_revisions_02.jsonl:4""]"	Corrected accidental extra i in the first-pass discussion of Degener's dadii.
6279	dowry-nominal-from-gerundive	dāpya ‘caused to be given’	Gilgit dáap has early long-root prominence and a marriage-gift meaning compatible with a give-related gerundive/result noun. The old formation is unaccented, and regional marriage terminology may have a contact history. The modern early contour should be recorded without reconstructing an old barytone solely from it.	Read inflection, marriage-gift direction and any donor/source notes.	deverbal-nominal-input-accent-unknown	"[""family_annotations_16.jsonl:41""]"	
6294	son-nominal-with-loss-of-old-extension	dāraka	Gilgit daár ‘son’ has late long-root prominence and no final ending, despite the old -aka formation. This is an important boundary case for claims that every historical -aka noun yields modern early root accent: loss of the ending, the old derivative's unrecorded accent and later kinship remodeling must be considered. Older plural dāri preserves additional material.	Read the son paradigm and determine whether contraction/apocope or another kinship input explains the late contour.	diagnostic-historical-aka-rule-boundary	"[""family_annotations_16.jsonl:42""]"	
6324	burn-causative-versus-intransitive-paradigm	dāhayati/dāhita	Shina dajoón(u) ‘burn intransitively’ and dayoónu ‘burn transitively’ differ in stem consonant but share a modern infinitival ending with late accent. Gilgit dai- is an unaccented bound stem. The old causative input cannot directly represent both valencies without morphological reformation, and its accent is not recorded here.	Read the active/passive and perfective paradigms and compare the separate dah root family.	verbal-valency-and-infinitive-accent	"[""family_annotations_16.jsonl:43""]"	
