id	language_id	form	gloss	native	phonemic	original	cognateset	description	tags	source	etymology	redirect	status	language_name	dialect_tags	source_keys	ancestor_id	family_id	ancestor_form	ancestor_original	ancestor_form_field	ancestor_gloss	ancestor_language	family_form	ancestry_path	link_status	research_family_id	research_ancestor_id	research_gloss	research_relation	strict_exclusion	individual_review	research_link_evidence	research_link_confidence	record_decisions	additional_record_annotations	primary_table_readings	notation	modern_nuclei	modern_accent_count	modern_accent_position	modern_accent_from_right	modern_accent_quantity	modern_outcome	modern_single_word	stress_position	stress_from_right	contour_position	contour_from_right	contour_quantity	modern_vowel_sequence	modern_quantity_pattern	modern_vowel_bases	reading_issues	comparison_only	reading_form	explicit_low	modern_final_segment	modern_final_vowel	source_observations	lexical_comparison_key	formation_decisions	analysis_token_id	research_original	primary_reading_unresolved	split_evidence	branch_analysis	split_locator	primary_reading_forms	phonetic_contour	tone_status	research_link_locator	etymological_assessment	unlinked_review_locator	unlinked_review_status	primary_alignment	low_status
f_tfhnlmhsysr4g	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:Bagrot:Bagrot	backstrom1992				Shina	dialect:Sh:Bagrot:Bagrot	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_tfhnlmhsysr4g"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:Bagrot:Bagrot|sigl|sand	[]	f_tfhnlmhsysr4g														
f_ruuzqw2kwrnzi	Sh	sīgal	sand		ˈs̪i̠gɜ̠l	ˈsi̱gʌ̱l			dialect:Sh:Bunji:Bunji	backstrom1992				Shina	dialect:Sh:Bunji:Bunji	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_ruuzqw2kwrnzi"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsi̱gʌ̱l	0	l	0	[]	Sh|dialect:Sh:Bunji:Bunji|sigl|sand	[]	f_ruuzqw2kwrnzi														
f_uvua2sdsvevdc	Sh	sīŋal	sand		ˈs̪iŋɜl	ˈsiŋʌl			dialect:Sh:Bunji:Bunji	backstrom1992				Shina	dialect:Sh:Bunji:Bunji	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_uvua2sdsvevdc"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌl	0	l	0	[]	Sh|dialect:Sh:Bunji:Bunji|sinl|sand	[]	f_uvua2sdsvevdc														
f_nptpwhlxa5g5u	Sh	sīŋal	sand		ˈs̪iŋɜl	ˈsiŋʌl			dialect:Sh:Rondu:Rondu	backstrom1992				Shina	dialect:Sh:Rondu:Rondu	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_nptpwhlxa5g5u"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌl	0	l	0	[]	Sh|dialect:Sh:Rondu:Rondu|sinl|sand	[]	f_nptpwhlxa5g5u														
f_f4bkzlraijho6	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	backstrom1992				Shina	dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_f4bkzlraijho6"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29|sigl|sand	[]	f_f4bkzlraijho6														
f_yaacosmremmz2	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	backstrom1992				Shina	dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_yaacosmremmz2"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29|sigl|sand	[]	f_yaacosmremmz2														
f_a35k3qe5i7lf2	Sh	sīŋal	sand		ˈs̪iŋɜ̠l	ˈsiŋʌ̱l			dialect:Sh:Astor:Astor	backstrom1992				Shina	dialect:Sh:Astor:Astor	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_a35k3qe5i7lf2"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌ̱l	0	l	0	[]	Sh|dialect:Sh:Astor:Astor|sinl|sand	[]	f_a35k3qe5i7lf2														
f_xxhnvf33bwtwi	Sh	sīŋal	sand		ˈs̪iŋɜl	ˈsiŋʌl			dialect:Sh:KachuraJel:Kachura	backstrom1992				Shina	dialect:Sh:KachuraJel:Kachura	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_xxhnvf33bwtwi"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌl	0	l	0	[]	Sh|dialect:Sh:KachuraJel:Kachura|sinl|sand	[]	f_xxhnvf33bwtwi														
f_cdea7j7qr5ts2	Sh	sīŋal	sand		ˈs̪iŋɜl	ˈsiŋʌl			dialect:Sh:Satpara:Satpara	backstrom1992				Shina	dialect:Sh:Satpara:Satpara	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_cdea7j7qr5ts2"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌl	0	l	0	[]	Sh|dialect:Sh:Satpara:Satpara|sinl|sand	[]	f_cdea7j7qr5ts2														
f_ygj3xua3lddbc	Sh	sīŋgal	sand		ˈs̪iŋgɜl	ˈsiŋgʌl			dialect:Sh:Satpara:Satpara	backstrom1992				Shina	dialect:Sh:Satpara:Satpara	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_ygj3xua3lddbc"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋgʌl	0	l	0	[]	Sh|dialect:Sh:Satpara:Satpara|singl|sand	[]	f_ygj3xua3lddbc														
f_mhnutyautxfbq	Sh	sīŋal	sand		ˈs̪iŋɜ̠l	ˈsiŋʌ̱l			dialect:Sh:Gultari:Gultari	backstrom1992				Shina	dialect:Sh:Gultari:Gultari	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_mhnutyautxfbq"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌ̱l	0	l	0	[]	Sh|dialect:Sh:Gultari:Gultari|sinl|sand	[]	f_mhnutyautxfbq														
f_3ff5fijc6e62k	Sh	sīŋal	sand		ˈs̪iŋɜl	ˈsiŋʌl			dialect:Sh:Kharmang:Kharmang	backstrom1992				Shina	dialect:Sh:Kharmang:Kharmang	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_3ff5fijc6e62k"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsiŋʌl	0	l	0	[]	Sh|dialect:Sh:Kharmang:Kharmang|sinl|sand	[]	f_3ff5fijc6e62k														
f_dqysqnbo6lspy	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29	backstrom1992				Shina	dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_dqysqnbo6lspy"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29|sigl|sand	[]	f_dqysqnbo6lspy														
f_gz5mgzqba4sde	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29	backstrom1992				Shina	dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_gz5mgzqba4sde"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29|sigl|sand	[]	f_gz5mgzqba4sde														
f_x6z74ja5bzap6	Sh	sīgal	sand		ˈs̪igɜl	ˈsigʌl			dialect:Sh:Darel:Darel	backstrom1992				Shina	dialect:Sh:Darel:Darel	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_x6z74ja5bzap6"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsigʌl	0	l	0	[]	Sh|dialect:Sh:Darel:Darel|sigl|sand	[]	f_x6z74ja5bzap6														
f_vd2v6f5bcja22	Sh	sīgal	sand		ˈs̪igɜl	ˈsigʌl			dialect:Sh:Tangir:Tangir	backstrom1992				Shina	dialect:Sh:Tangir:Tangir	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_vd2v6f5bcja22"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsigʌl	0	l	0	[]	Sh|dialect:Sh:Tangir:Tangir|sigl|sand	[]	f_vd2v6f5bcja22														
f_j6gq5yhaglqjy	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:Sazin:Sazin	backstrom1992				Shina	dialect:Sh:Sazin:Sazin	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_j6gq5yhaglqjy"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:Sazin:Sazin|sigl|sand	[]	f_j6gq5yhaglqjy														
f_43ey7nwtopxqw	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:Harban:Harban	backstrom1992				Shina	dialect:Sh:Harban:Harban	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_43ey7nwtopxqw"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:Harban:Harban|sigl|sand	[]	f_43ey7nwtopxqw														
f_rbhjvwvw43wbc	Sh	sīgal	sand		ˈs̪igɜl	ˈsigʌl			dialect:Sh:Jalkot:Jalkot	backstrom1992				Shina	dialect:Sh:Jalkot:Jalkot	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_rbhjvwvw43wbc"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsigʌl	0	l	0	[]	Sh|dialect:Sh:Jalkot:Jalkot|sigl|sand	[]	f_rbhjvwvw43wbc														
f_h54mzrtqtcyg6	Sh	sigal	sand		ˈs̪ɪgɜl	ˈsɪgʌl			dialect:Sh:pales:Palesi	backstrom1992				Shina	dialect:Sh:pales:Palesi	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_h54mzrtqtcyg6"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	ɪʌ		0	ˈsɪgʌl	0	l	0	[]	Sh|dialect:Sh:pales:Palesi|sigl|sand	[]	f_h54mzrtqtcyg6														
f_npmxfseguapjy	Sh	sīgal	sand		ˈs̪igɜl	ˈsigʌl			dialect:Sh:Kolai:Kolai	backstrom1992				Shina	dialect:Sh:Kolai:Kolai	backstrom1992	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_npmxfseguapjy"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	2	0				stress-marked	1	1	2				0	SS	iʌ		0	ˈsigʌl	0	l	0	[]	Sh|dialect:Sh:Kolai:Kolai|sigl|sand	[]	f_npmxfseguapjy														
f_ibid3y5vlaqr4	Sh	sígal	sand		sígal	sígal			dialect:Sh:gil:Gilgit	schmidt				Shina	dialect:Sh:gil:Gilgit	schmidt	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_ibid3y5vlaqr4"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	2	1	1	2	short	S	1						0	SS	ia		0	sígal	0	l	0	[]	Sh|dialect:Sh:gil:Gilgit|sigal|sand	[]	f_ibid3y5vlaqr4														
f_zabk6b2uxo72c	Sh	sígal	sand		sígal	sígal			dialect:Sh:koh:Kohistani	schmidt				Shina	dialect:Sh:koh:Kohistani	schmidt	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_zabk6b2uxo72c"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	2	1	1	2	short	S	1						0	SS	ia		0	sígal	0	l	0	[]	Sh|dialect:Sh:koh:Kohistani|sigal|sand	[]	f_zabk6b2uxo72c														
f_ny4nrvdvwajtg	Sh	sígal	sand			sígal		Sand	dialect:Sh:gil:Gilgit	degener-shina2008[p. 300, glossary entry 3]	Degener directly assigns this headword to Turner/CDIAL 13386. [T. 13386, Atlas 138]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	13386	13386	síkatā	síkatā	Original	grain of sand; sand, gravel	Indo-Aryan	síkatā	"[{""Child_ID"": ""f_ny4nrvdvwajtg"", ""Parent_ID"": ""13386"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13386	13386	sand	database-link		family-context-first-pass		database-unverified	[]	[]	[]	gilgit-mora	2	1	1	2	short	S	1						0	SS	ia		0	sígal	0	l	0	[]	Sh|dialect:Sh:gil:Gilgit|sigal|sand	[]	f_ny4nrvdvwajtg														
f_vkc4eokitidg2	Sh	sin	river, esp. the Indus; river		sin	sĭn; sin	2:	(earlier <i>*sind</i> → Bur. <i>sinda</i>)	dialect:Sh:gil:Gilgit f	CDIAL;schmidt				Shina	dialect:Sh:gil:Gilgit	CDIAL	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_vkc4eokitidg2"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river, esp. the Indus; river	database-link		manual-lexical-split		database-unverified	[]	[]	[]	historical-dictionary	1	0				unmarked	1						0	S	i		0	sĭn	0	n	0	[]	Sh|dialect:Sh:gil:Gilgit|sinsin|river, esp. the indus; river	[]	f_vkc4eokitidg2#1	sĭn		Two merged source strings manually inspected in the 2026-09-09 review packet. Each spelling uses its own source notation: first CDIAL, second schmidt. This is source-field disaggregation, not a new primary-page check; no accent is copied between sources.	Same reviewed lexical family; retain source-specific accent/quantity and the complete family dossier caveats.	lexical_splits_02.jsonl:69									
f_vkc4eokitidg2	Sh	sin	river, esp. the Indus; river		sin	sĭn; sin	2:	(earlier <i>*sind</i> → Bur. <i>sinda</i>)	dialect:Sh:gil:Gilgit f	CDIAL;schmidt				Shina	dialect:Sh:gil:Gilgit	schmidt	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_vkc4eokitidg2"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river, esp. the Indus; river	database-link		manual-lexical-split		database-unverified	[]	[]	[]	shina-mora	1	0				short-monosyllable	1						0	S	i		0	sin	0	n	0	[]	Sh|dialect:Sh:gil:Gilgit|sinsin|river, esp. the indus; river	[]	f_vkc4eokitidg2#2	sin		Two merged source strings manually inspected in the 2026-09-09 review packet. Each spelling uses its own source notation: first CDIAL, second schmidt. This is source-field disaggregation, not a new primary-page check; no accent is copied between sources.	Same reviewed lexical family; retain source-specific accent/quantity and the complete family dossier caveats.	lexical_splits_02.jsonl:69									
f_vnrk4deiapmpq	Sh	sīn	river, esp. the Indus			sīn	2:		dialect:Sh:jij:Jijelut	CDIAL				Shina	dialect:Sh:jij:Jijelut	CDIAL	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_vnrk4deiapmpq"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river, esp. the Indus	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	1	0				unmarked	1						0	L	i		0	sīn	0	n	0	[]	Sh|dialect:Sh:jij:Jijelut|sin|river, esp. the indus	[]	f_vnrk4deiapmpq														
f_7b2etjjrgekik	Sh	sin	river		s̪ɪn̪	sɪn			dialect:Sh:Gupis:Gupis	backstrom1992				Shina	dialect:Sh:Gupis:Gupis	backstrom1992	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_7b2etjjrgekik"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	1	0				unmarked	1						0	S	ɪ		0	sɪn	0	n	0	[]	Sh|dialect:Sh:Gupis:Gupis|sin|river	[]	f_7b2etjjrgekik														
f_5dz2csmlawtnq	Sh	sin	river		s̪ɪn̪	sɪn			dialect:Sh:punl:Puniali	backstrom1992				Shina	dialect:Sh:punl:Puniali	backstrom1992	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_5dz2csmlawtnq"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	1	0				unmarked	1						0	S	ɪ		0	sɪn	0	n	0	[]	Sh|dialect:Sh:punl:Puniali|sin|river	[]	f_5dz2csmlawtnq														
f_6yc5j7ojuyjma	Sh	sin	river		s̪ɪn̪	sɪn			dialect:Sh:HunzaNasirabad:Hunza	backstrom1992				Shina	dialect:Sh:HunzaNasirabad:Hunza	backstrom1992	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_6yc5j7ojuyjma"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	1	0				unmarked	1						0	S	ɪ		0	sɪn	0	n	0	[]	Sh|dialect:Sh:HunzaNasirabad:Hunza|sin|river	[]	f_6yc5j7ojuyjma														
f_r65rhiojz7kl2	Sh	sin	river		s̪ɪ̠n̪	sɪ̱n			dialect:Sh:NagarThol:Nagar%20%28Thol%29	backstrom1992				Shina	dialect:Sh:NagarThol:Nagar%20%28Thol%29	backstrom1992	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_r65rhiojz7kl2"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	1	0				unmarked	1						0	S	ɪ		0	sɪ̱n	0	n	0	[]	Sh|dialect:Sh:NagarThol:Nagar%20%28Thol%29|sin|river	[]	f_r65rhiojz7kl2														
f_q6hswvcma37cu	Sh	sin	river		s̪ɪ̠n̪	sɪ̱n			dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	backstrom1992				Shina	dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	backstrom1992	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_q6hswvcma37cu"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	1	0				unmarked	1						0	S	ɪ		0	sɪ̱n	0	n	0	[]	Sh|dialect:Sh:NagarChalt:Nagar%20%28Chalt%29|sin|river	[]	f_q6hswvcma37cu														
f_gsjnd4dyt43yi	Sh	sin	river		s̪ɪ̠n̪	sɪ̱n			dialect:Sh:gil:Gilgit	backstrom1992				Shina	dialect:Sh:gil:Gilgit	backstrom1992	13415	13415	síndhu	síndhu	Original	river, the Indus; flow (in general), sea	Indo-Aryan	síndhu	"[{""Child_ID"": ""f_gsjnd4dyt43yi"", ""Parent_ID"": ""13415"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	13415	13415	river	database-link		family-context-first-pass		database-unverified	[]	[]	[]	survey-phonetic	1	0				unmarked	1						0	S	ɪ		0	sɪ̱n	0	n	0	[]	Sh|dialect:Sh:gil:Gilgit|sin|river	[]	f_gsjnd4dyt43yi														
