numeral	formation_class	language	analysis_token_id	record_id	form	gloss	family_id	source	dialect	outcome	exclusion	reading_issues	analysis
20	twenty-control	Sh	f_iha4ci2ld6poi	f_iha4ci2ld6poi	bìí	twenty	11616	backstrom1992	dialect:Sh:Satpara:Satpara	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_pj55bqvfjaya6	f_pj55bqvfjaya6	bìí	twenty	11616	backstrom1992	dialect:Sh:Gultari:Gultari	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_2pcztdctmbh56	f_2pcztdctmbh56	bií	twenty	11616	backstrom1992	dialect:Sh:Kharmang:Kharmang	R@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_74z77gmjxxkls	f_74z77gmjxxkls	bii	twenty	11616	backstrom1992	dialect:Sh:dr:Dras	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_4asj2yal5zuoi	f_4asj2yal5zuoi	bií	twenty	11616	backstrom1992	dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29	R@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_lvsvnwbncjm4g	f_lvsvnwbncjm4g	bií	twenty	11616	backstrom1992	dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29	R@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_6wfettwt7turq	f_6wfettwt7turq	bií	twenty	11616	backstrom1992	dialect:Sh:Darel:Darel	R@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_d4nztwrntw2pm	f_d4nztwrntw2pm	bií	twenty	11616	backstrom1992	dialect:Sh:Tangir:Tangir	R@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_vynj6pukbingm	f_vynj6pukbingm	bìí	twenty	11616	backstrom1992	dialect:Sh:Sazin:Sazin	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_6prw2owpbrmcs	f_6prw2owpbrmcs	bii	twenty	11616	backstrom1992	dialect:Sh:Harban:Harban	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_ekwo32ykccjzi	f_ekwo32ykccjzi	bìí	twenty	11616	backstrom1992	dialect:Sh:Jalkot:Jalkot	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_rqem2gh2fnhv4	f_rqem2gh2fnhv4	bìí	twenty	11616	backstrom1992	dialect:Sh:pales:Palesi	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_aab5w2ilfpfpq	f_aab5w2ilfpfpq	bii	twenty	11616	backstrom1992	dialect:Sh:Kolai:Kolai	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_gnvqtvmbcq45y	f_gnvqtvmbcq45y	bií	twenty	11616	schmidt	dialect:Sh:gil:Gilgit	L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_4mbudocyldfui	f_4mbudocyldfui	bií	twenty	11616	schmidt	dialect:Sh:koh:Kohistani	L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_i3pay6wq2wl3w	f_i3pay6wq2wl3w	bií	twenty	11616	schmidt	dialect:Sh:gur:Guresi	L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_3l2vnfbvp5bbe	f_3l2vnfbvp5bbe	bií	twenty	11616	buddruss-shina1996	dialect:Sh:gil:Gilgit	L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
16	ten-compound-series	Sh	f_qidzx2mndncci	f_qidzx2mndncci	ṣūṛ	sixteen	12812	CDIAL	dialect:Sh:chil:Chilas	unmarked			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sv	f_qwowrs3pwlzx6	f_qwowrs3pwlzx6	ṣuṛā́s	sixteen	12812	CDIAL		syllable-marked@-1			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Phal	f_vlse7y6qbcb52	f_vlse7y6qbcb52	ṣʷọṛḗš	sixteen	12812	CDIAL		syllable-marked@-1			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Phal	f_w3ypkox5loyp4	f_w3ypkox5loyp4	ṣoṛēš	sixteen	12812	CDIAL		unmarked			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_4drc4amoivhyk	f_4drc4amoivhyk	ṣōĩ	sixteen	12812	CDIAL	dialect:Sh:gil:Gilgit	unmarked		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_nqoksmk4pf2ju	f_nqoksmk4pf2ju	ṣō̃ī̃	sixteen	12812	CDIAL	dialect:Sh:gur:Guresi	unmarked		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_6v7ebn7wpwan4	f_6v7ebn7wpwan4	ṣō̃ĕi	sixteen	12812	CDIAL	dialect:Sh:koh:Kohistani	unmarked		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_ezegmgzw26r2c	f_ezegmgzw26r2c	ṣuɔ̄̃i	sixteen	12812	CDIAL	dialect:Sh:kol:Kola	unmarked		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_tkpwhpfdb2k4s	f_tkpwhpfdb2k4s	ṣō̃ṛäɪ	sixteen	12812	CDIAL	dialect:Sh:jij:Jijelut	unmarked		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_yoimgkyr6vb4e	f_yoimgkyr6vb4e	ṣō̃ṛī	sixteen	12812	CDIAL	dialect:Sh:pales:Palesi	unmarked			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Phal	f_zw6hwi6npjnfw	f_zw6hwi6npjnfw	ṣoṛíiš	sixteen	12812	liljegren		E@-1			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Phal	f_eu5l67mnttz2i	f_eu5l67mnttz2i	ṣoṛéeš	sixteen	12812	liljegren	dialect:Phal:biori:Biori	E@-1			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Phal	f_gqn7xp5v6xvvi	f_gqn7xp5v6xvvi	ṣoṛʹîš	16	12812	strand	dialect:Palula	E@-1			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
17	ten-compound-series	Sv	f_fiemns5wdy55m	f_fiemns5wdy55m	satāš	17	13146	CDIAL		unmarked			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Phal	f_bmyxtbbprjmgq	f_bmyxtbbprjmgq	sattṓš	17	13146	CDIAL		syllable-marked@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Phal	f_gyrpjsne6abrw	f_gyrpjsne6abrw	satā́š	17	13146	CDIAL		syllable-marked@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_lr4ciqwqv3xrs	f_lr4ciqwqv3xrs	sătáĩ	17	13146	CDIAL	dialect:Sh:gil:Gilgit	syllable-marked@position-unresolved		unequal-vowel-sequence	Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_4scg7pupf2iws	f_4scg7pupf2iws	sattā̃i	17	13146	CDIAL	dialect:Sh:pales:Palesi	unmarked		unequal-vowel-sequence	Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_u5vvthkwl7rtk	f_u5vvthkwl7rtk	satā́i	17	13146	CDIAL	dialect:Sh:pales:Palesi	syllable-marked@position-unresolved		unequal-vowel-sequence	Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_fcqt44lyihinq	f_fcqt44lyihinq	sʌtä́i	17	13146	CDIAL	dialect:Sh:jij:Jijelut	syllable-marked@position-unresolved		unequal-vowel-sequence	Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Phal	f_menivji7rndby	f_menivji7rndby	satóoš	seventeen	13146	liljegren		E@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Phal	f_ni6hi4kdybykk	f_ni6hi4kdybykk	satáaš	seventeen	13146	liljegren	dialect:Phal:biori:Biori	E@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Phal	f_d2cz6s2vyhziu	f_d2cz6s2vyhziu	satʹôš	17	13146	strand	dialect:Palula	E@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
18	ten-compound-series	Sv	f_rz6hq4zwdd3eo	f_rz6hq4zwdd3eo	aštā́š	18	946	CDIAL;Buddruss		syllable-marked@-1			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
18	ten-compound-series	Sh	f_6mcwf6mch42jm	f_6mcwf6mch42jm	aṣṭáa~y	eighteen		schmidt	dialect:Sh:gil:Gilgit	E@-1			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
18	ten-compound-series	Sh	f_nk2i5othr3hga	f_nk2i5othr3hga	aṣṭáa~i	eighteen		schmidt	dialect:Sh:koh:Kohistani	E@-2			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
18	ten-compound-series	Sh	f_anftn5aoqgq3a	f_anftn5aoqgq3a	a~ṣṭáai	eighteen		schmidt	dialect:Sh:gur:Guresi	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
18	ten-compound-series	Sh	f_fp4jsojju5zvs	f_fp4jsojju5zvs	aṣṭáa~i	eighteen		schmidt	dialect:Sh:Astor:Astor	E@-2			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
11	ten-compound-series	Sh	f_n72p5dylcvtdy	f_n72p5dylcvtdy	akáay	eleven		schmidt	dialect:Sh:gil:Gilgit	E@-1			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
15	ten-compound-series	Sh	f_qvnesy54ikexm	f_qvnesy54ikexm	panzílee	fifteen		schmidt	dialect:Sh:koh:Kohistani	S@-2			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_6dixlhbxce3rm	f_6dixlhbxce3rm	pa~zulé~i~	fifteen		schmidt	dialect:Sh:gur:Guresi	S@-2			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_kcaz4pw3wjdls	f_kcaz4pw3wjdls	pazilí~	fifteen		schmidt	dialect:Sh:Astor:Astor	S@-1			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
14	ten-compound-series	Sh	f_epfemd4gdavkq	f_epfemd4gdavkq	coóndei	fourteen		schmidt	dialect:Sh:gil:Gilgit	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
14	ten-compound-series	Sh	f_75f2cymzwbdow	f_75f2cymzwbdow	cahú~dee	fourteen		schmidt	dialect:Sh:koh:Kohistani	S@-2			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
14	ten-compound-series	Sh	f_35tillzmpji5i	f_35tillzmpji5i	codé~i~	fourteen		schmidt	dialect:Sh:gur:Guresi	S@-2			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
14	ten-compound-series	Sh	f_jatccynyb72cm	f_jatccynyb72cm	coóde~i~	fourteen		schmidt	dialect:Sh:Astor:Astor	L@-3			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
19	nineteen-comparison	Sh	f_6hn5pi7vdxrdu	f_6hn5pi7vdxrdu	kunií	nineteen		schmidt	dialect:Sh:gil:Gilgit	L@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
19	nineteen-comparison	Sh	f_ztu6nf4z2bqg6	f_ztu6nf4z2bqg6	ukaníi~	nineteen		schmidt	dialect:Sh:koh:Kohistani	E@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
19	nineteen-comparison	Sh	f_cvbfeaq63l6pa	f_cvbfeaq63l6pa	kunií	nineteen		schmidt	dialect:Sh:gur:Guresi	L@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
19	nineteen-comparison	Sh	f_725uhlgludsui	f_725uhlgludsui	kuniíh	nineteen		schmidt	dialect:Sh:Astor:Astor	L@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
17	ten-compound-series	Sh	f_tmikey6kqcssg	f_tmikey6kqcssg	sattáa~y	seventeen		schmidt	dialect:Sh:gil:Gilgit	E@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_k5f44lzrrqfha	f_k5f44lzrrqfha	sattáa~i~	seventeen		schmidt	dialect:Sh:koh:Kohistani	E@-2			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_kkzp6doosauu6	f_kkzp6doosauu6	sattáai	seventeen		schmidt	dialect:Sh:gur:Guresi	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	Sh	f_x3cuqzb6ekpak	f_x3cuqzb6ekpak	sattáa~i~	seventeen		schmidt	dialect:Sh:Astor:Astor	E@-2			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
16	ten-compound-series	Sh	f_i5zhetbcu6sua	f_i5zhetbcu6sua	ṣóo~y	sixteen		schmidt	dialect:Sh:gil:Gilgit	E@-1			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_vn7xqoplzraq2	f_vn7xqoplzraq2	ṣóo~i	sixteen		schmidt	dialect:Sh:koh:Kohistani	E@-2			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_nrj7dhvvg4ebk	f_nrj7dhvvg4ebk	ṣóo~i	sixteen		schmidt	dialect:Sh:gur:Guresi	E@-2			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	Sh	f_gxzyvkuh4lsgk	f_gxzyvkuh4lsgk	ṣói~	sixteen		schmidt	dialect:Sh:Astor:Astor	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
13	ten-compound-series	Sh	f_w43kdz3rjsvlg	f_w43kdz3rjsvlg	c̣óo~y	thirteen		schmidt	dialect:Sh:gil:Gilgit	E@-1			Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
13	ten-compound-series	Sh	f_a5bzli2yc64xg	f_a5bzli2yc64xg	c̣óoi	thirteen		schmidt	dialect:Sh:koh:Kohistani	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
13	ten-compound-series	Sh	f_flg7rpcgrj3ge	f_flg7rpcgrj3ge	c̣ói	thirteen		schmidt	dialect:Sh:gur:Guresi	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
13	ten-compound-series	Sh	f_zkupzibto5dwc	f_zkupzibto5dwc	c̣óoi	thirteen		schmidt	dialect:Sh:gur:Guresi	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
13	ten-compound-series	Sh	f_sghcf5cj33ezs	f_sghcf5cj33ezs	c̣ói~	thirteen		schmidt	dialect:Sh:Astor:Astor	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
18	ten-compound-series	Sh	f_fdpk4iynw334i	f_fdpk4iynw334i	aṣṭáa~i	eighteen		schmidt	dialect:Sh:dr:Dras	E@-2			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
18	ten-compound-series	bro	f_4d3hf332smzn2	f_4d3hf332smzn2	aṣ'ṭõš	eighteen	946	schmidt		stress-marked@-1			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
11	ten-compound-series	Sh	f_yhkgs2ftnl5sm	f_yhkgs2ftnl5sm	akáai	eleven	2485	schmidt	dialect:Sh:dr:Dras	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
