source_id	locality	concept	form	source_value	source_comment	has_explicit_pitch_diacritic	caution
Tangir-Backstrom-1992-210f-55-1	Tangir	fire	hʌˈgɑr̃	hʌˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-55-1	Sazin	fire	hʌˈgɑr	hʌˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-55-1	Harban	fire	hʌˈgɑr	hʌˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-55-1	Jalkot	fire	hɑˈgɑr	hɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-55-1	Palas	fire	hɑˈgɑr	hɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-55-1	Kolai	fire	hɑˈgɑr	hɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-84-1	Gupis	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-84-1	Punial	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-84-1	HunzaNasirabad	meat	moót͡s	moót͡s		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-84-1	NagarThol	meat	moót͡s	moót͡s / moóz		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-84-2	NagarThol	meat	moóz	moót͡s / moóz		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-84-1	NagarChalt	meat	mòót͡s	mòót͡s		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-84-1	Gilgit	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-84-1	Haramosh	meat	mòót͡s	mòót͡s / mòóz		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-84-2	Haramosh	meat	mòóz	mòót͡s / mòóz		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-84-1	Bagrot	meat	mot͡s	mot͡s		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-84-1	Bunji	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-84-1	Rondu	meat	moos	moos		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-84-1	Gahorabad	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-84-1	DashkinAstor	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-84-1	Astor	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-84-1	KachuraJel	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-84-1	Satpara	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-84-1	Gultari	meat	moos	moos		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-84-1	Kharmang	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-84-1	Dras	meat	moos	moos		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-84-1	ChilasKhinar	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-84-1	ChilasJelil	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-84-1	Darel	meat	moos	moos		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-84-1	Tangir	meat	moos	moos		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-84-1	Sazin	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-84-1	Harban	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-84-1	Jalkot	meat	moós	moós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-84-1	Palas	meat	mòós	mòós		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-84-1	Kolai	meat	moos	moos		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-101-1	Gupis	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-101-1	Punial	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-101-1	HunzaNasirabad	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-101-1	NagarThol	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-101-1	NagarChalt	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-101-1	Gilgit	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-101-1	Haramosh	name	nõm	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-101-2	Haramosh	name	nom	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-101-1	Bagrot	name	nõm	nõm		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-101-1	Bunji	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-101-1	Rondu	name	nʊm	nʊm		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-101-1	Gahorabad	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-101-1	DashkinAstor	name	nõm	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-101-2	DashkinAstor	name	nom	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-101-1	Astor	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-101-1	KachuraJel	name	nõm	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-101-2	KachuraJel	name	nom	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-101-1	Satpara	name	nõm	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-101-2	Satpara	name	nom	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-101-1	Gultari	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-101-1	Kharmang	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-101-1	Dras	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-101-1	ChilasKhinar	name	num	num		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-101-1	ChilasJelil	name	num	num / nũm		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-101-2	ChilasJelil	name	nũm	num / nũm		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-101-1	Darel	name	nõm	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-101-2	Darel	name	nom	nõm / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-101-1	Tangir	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-101-1	Sazin	name	nom	nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-101-1	Harban	name	num	num / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-101-2	Harban	name	nom	num / nom		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-101-1	Jalkot	name	num	num		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-101-1	Palas	name	num	num		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-101-1	Kolai	name	num	num		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-106-1	Gupis	mother	ˈɑɑǰi	ˈɑɑǰi		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-106-1	Punial	mother	ˈɑɑ́ǰi	ˈɑɑ́ǰi / ˈmɑɑli		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-106-2	Punial	mother	ˈmɑɑli	ˈɑɑ́ǰi / ˈmɑɑli		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-106-1	HunzaNasirabad	mother	ˈmɑ̱mɑ̱	ˈmɑ̱mɑ̱ / mɑɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-106-2	HunzaNasirabad	mother	mɑɑ	ˈmɑ̱mɑ̱ / mɑɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-106-1	NagarThol	mother	ɑɑ́ˈzi	ɑɑ́ˈzi / ˈmɑ̃mɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-106-2	NagarThol	mother	ˈmɑ̃mɑ	ɑɑ́ˈzi / ˈmɑ̃mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-106-1	NagarChalt	mother	ˈɑɑǰi	ˈɑɑǰi		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-106-1	Gilgit	mother	ˈɑɑ́ǰi̱	ˈɑɑ́ǰi̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-106-1	Haramosh	mother	ˈɑɑ́ǰi	ˈɑɑ́ǰi / mɑ̃		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-106-2	Haramosh	mother	mɑ̃	ˈɑɑ́ǰi / mɑ̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-106-1	Bagrot	mother	ˈɑɑ́ǰi̱	ˈɑɑ́ǰi̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-106-1	Bunji	mother	ˈɑɑ́ǰi	ˈɑɑ́ǰi / mɑ̃		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-106-2	Bunji	mother	mɑ̃	ˈɑɑ́ǰi / mɑ̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-106-1	Rondu	mother	ˈɑɑǰi	ˈɑɑǰi		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-106-1	Gahorabad	mother	ˈɑɑ́ǰi	ˈɑɑ́ǰi / mɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-106-2	Gahorabad	mother	mɑ	ˈɑɑ́ǰi / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-106-1	DashkinAstor	mother	ˈɑɑ́ǰɛ̱	ˈɑɑ́ǰɛ̱ / mɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-106-2	DashkinAstor	mother	mɑ	ˈɑɑ́ǰɛ̱ / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-106-1	Astor	mother	ˈɑɑ́ǰɛ̱	ˈɑɑ́ǰɛ̱ / mɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-106-2	Astor	mother	mɑ	ˈɑɑ́ǰɛ̱ / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-106-1	KachuraJel	mother	ɑɑ́ǰi	ɑɑ́ǰi / mɑ̃		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-106-2	KachuraJel	mother	mɑ̃	ɑɑ́ǰi / mɑ̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-106-1	Satpara	mother	ɑži	ɑži / mɑ̃		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-106-2	Satpara	mother	mɑ̃	ɑži / mɑ̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-106-1	Gultari	mother	ˈɑǰɛ̱	ˈɑǰɛ̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-106-1	Kharmang	mother	ˈɑɑǰɛ	ˈɑɑǰɛ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-106-1	Dras	mother	ɑˈǰe	ɑˈǰe		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-106-1	ChilasKhinar	mother	ˈɑ̀ɑži	ˈɑ̀ɑži / mɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-106-2	ChilasKhinar	mother	mɑ	ˈɑ̀ɑži / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-106-1	ChilasJelil	mother	ˈɑ̀ɑži	ˈɑ̀ɑži / mɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-106-2	ChilasJelil	mother	mɑ	ˈɑ̀ɑži / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-106-1	Darel	mother	ˈɑɑži	ˈɑɑži / ˈmɑli		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-106-2	Darel	mother	ˈmɑli	ˈɑɑži / ˈmɑli		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-106-1	Tangir	mother	ˈɑɑ́ži	ˈɑɑ́ži		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-106-1	Sazin	mother	ˈɑɑ́že	ˈɑɑ́že		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-106-1	Harban	mother	ˈɑye	ˈɑye / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-106-2	Harban	mother	mɑ	ˈɑye / mɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-106-1	Jalkot	mother	mɑ̃	mɑ̃ / mɑɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-106-2	Jalkot	mother	mɑɑ	mɑ̃ / mɑɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-106-1	Palas	mother	mɑ̃	mɑ̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-106-1	Kolai	mother	mɑ	mɑ / mɑɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-106-2	Kolai	mother	mɑɑ	mɑ / mɑɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-107-1	Gupis	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-107-1	Punial	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-107-1	HunzaNasirabad	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-107-1	NagarThol	brother	ˈbʌṛu ẓ̌ɑ	ˈbʌṛu ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-107-1	NagarChalt	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-107-1	Gilgit	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-107-1	Haramosh	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-107-1	Bagrot	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-107-1	Bunji	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-107-1	Rondu	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-107-1	Gahorabad	brother	bʌṛo ẓ̌ɑ	bʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-107-1	DashkinAstor	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-107-1	Astor	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-107-1	KachuraJel	brother	bʌṛo ẓ̌ɑ	bʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-107-1	Satpara	brother	bʌṛo ẓ̌ɑ	bʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-107-1	Gultari	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-107-1	Kharmang	brother	ˈboṛo ẓ̌ɑ	ˈboṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-107-1	Dras	brother	ẓ̌ɑ	ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-107-1	ChilasKhinar	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-107-1	ChilasJelil	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-107-1	Darel	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-107-1	Tangir	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-107-1	Sazin	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-107-1	Harban	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-107-1	Jalkot	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-107-1	Palas	brother	ˈbʌṛo̱ ẓ̌ɑ	ˈbʌṛo̱ ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-107-1	Kolai	brother	ˈbʌṛo ẓ̌ɑ	ˈbʌṛo ẓ̌ɑ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-117-1	Gupis	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-117-1	Punial	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-117-1	HunzaNasirabad	day	ˈdeo	ˈdeo		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-117-1	NagarThol	day	dɛz	dɛz		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-117-1	NagarChalt	day	det͡s	det͡s		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-117-1	Gilgit	day	dez	dez		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-117-1	Haramosh	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-117-1	Bagrot	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-117-1	Bunji	day	des	des / dez		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-117-2	Bunji	day	dez	des / dez		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-117-1	Rondu	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-117-1	Gahorabad	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-117-1	DashkinAstor	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-117-1	Astor	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-117-1	KachuraJel	day	des	des		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
